stock_code,name,name_abbr,tax_code,parent_tax_code,amount_capital,address,ind_class_codes,industry_code,industry,company_type
4195,基龍米克斯生物科技股份有限公司,基米,12953452,,724480570,新北市汐止區文化里新台五路１段１００號１４樓,"869100,457113,181099,464918",22,生技醫療業,興櫃公司
6163,華電聯網股份有限公司,華電網,84778623,,1410502340,新北市汐止區文化里新台五路１段１０８號１１樓,"272112,272915",27,通信網路業,上櫃公司
8049,晶采光電科技股份有限公司,晶采,16440433,,1182798080,新北市汐止區文化里新台五路１段１１６號４樓,"474999,269913",26,光電業,上櫃公司
6669,緯穎科技服務股份有限公司,緯穎,53687704,,1748407910,新北市汐止區文化里新台五路１段９０號８樓,"273099,269999,271999,160311",25,電腦及週邊設備業,上市公司
4566,時碩工業股份有限公司,時碩工業,24262159,,912937630,新北市汐止區文化里新台五路１段９４號１５樓,249999,05,電機機械,上市公司
8076,伍豐科技股份有限公司,伍豐,89961466,,3014525920,新北市汐止區新臺五路１段７５號１０樓,"271100,293600",25,電腦及週邊設備業,上櫃公司
3224,三顧股份有限公司,三顧,16657495,,681726480,新北市汐止區新臺五路１段７５號１４樓之３,"464211,760999,200211,332900",29,電子通路業,上櫃公司
8119,公信電子股份有限公司,公信,20972349,,636615990,新北市汐止區新臺五路１段７５號３樓之２,"271100,272999",25,電腦及週邊設備業,興櫃公司
6270,倍微科技股份有限公司,倍微,86882278,,721457590,新北市汐止區新臺五路１段７５號５樓，５樓之１，之,"261199,464211",29,電子通路業,上櫃公司
3322,建舜電子製造股份有限公司,建舜電,34145259,,1075065370,新北市汐止區新臺五路１段７９號１９樓,"271914,269911,464211,740200",28,電子零組件業,上櫃公司
2228,劍麟股份有限公司,劍麟,04359789,,717050400,新北市汐止區新臺五路１段９８號１９樓,"451099,303011",12,汽車工業,上市公司
6277,宏正自動科技股份有限公司,宏正,12403422,,1194711000,新北市汐止區智慧里大同路２段１２５號３樓,"281099,464211",25,電腦及週邊設備業,上市公司
,同星科技股份有限公司,,54046101,,539210000,新北市汐止區智慧里大同路２段１５５號１０樓,"269999,274011,220300,272999",,,
,威聯通科技股份有限公司,,80682695,,1390860000,新北市汐止區樟樹里中興路２２號２樓,"464211,272915,271999,269999",,,
3022,威強電工業電腦股份有限公司,威強電,97445303,,1772897900,新北市汐止區樟樹里中興路２９號,"281099,269999,275199,271999",25,電腦及週邊設備業,上市公司
6272,驊陞科技股份有限公司,驊陞,23610975,,666639480,新北市汐止區樟樹里大同路一段２３７號１５樓之１,"269911,271914,271914,303011",28,電子零組件業,興櫃公司
,亞東預拌混凝土股份有限公司,,73641592,,2000000000,新北市汐止區樟樹里大同路１段１３９號,"233200,233300",,,
3317,尼克森微電子股份有限公司,尼克森,16752651,,710517980,新北市汐止區樟樹里工建路３６８號１２樓,"269999,303099,312200,465311",24,半導體業,上櫃公司
,台灣國際航電股份有限公司,,23527104,,7794884000,新北市汐止區樟樹里樟樹二路６８號６樓,"275199,269999",,,
,神基科技股份有限公司,,80193872,,1234340000,新北市汐止區環河里南陽街２０９號７樓,"271100,269999,271999,639099",,,
,康揚企業股份有限公司,,22604412,,970000000,新北市汐止區環河里環河街１８７號,"269999,269911,272912,272113",,,
2408,南亞科技股份有限公司,南亞科,89390656,,30986088940,新北市泰山區大科里南林路９８號,"261111,292800,669199",24,半導體業,上市公司
8103,瀚荃股份有限公司,瀚荃,23632274,,798431730,新北市淡水區中正東路１段３巷９號９樓,269999,28,電子零組件業,上市公司
2753,八方雲集國際股份有限公司,八方雲集,70472679,,664947960,新北市淡水區中正東路２段２７號１８樓,"454999,089211,089999",16,觀光事業,上市公司
3206,志豐電子股份有限公司,志豐,31109687,,589166210,新北市淡水區中正東路２段６９之１１號９樓,269911,28,電子零組件業,上櫃公司
3311,閎暉實業股份有限公司,閎暉,12956063,,600000000,新北市淡水區奎柔山路７３號,269999,27,通信網路業,上市公司
,台康日能科技股份有限公司,,50982962,,600000000,新北市淡水區淡金路３段１５９號,264300,,,
6244,茂迪股份有限公司,茂迪,20889546,,3870418750,新北市深坑區萬福里北深路３段２４８號６樓,262000,26,光電業,上櫃公司
,茂誠能源股份有限公司,,66545897,,928000000,新北市深坑區萬福里北深路３段２４８號６樓,281099,,,
6133,金橋科技股份有限公司,金橋,04865462,,1170062940,新北市深坑區萬福里北深路３段２７０巷６號３樓,289099,28,電子零組件業,上市公司
8059,凱碩科技股份有限公司,凱碩,16631735,,1926305000,新北市深坑區萬順里北深路３段１４１巷１４號,"464212,272915",27,通信網路業,上櫃公司
,凱亞食品股份有限公司,,50906114,,600000000,新北市瑞芳區傑魚里頂坪路瑞芳工業區１２９號,089714,,,
7736,虎山實業股份有限公司,虎山,34556891,,687500000,新北市瑞芳區頂坪路瑞芳工業區３號,"319099,465311,465314,484311",05,電機機械,興櫃公司
6125,廣運機械工程股份有限公司,廣運,04757891,,2490111500,新北市瑞芳區頂坪路瑞芳工業區６９號１樓,"293599,293999,292800,711299",26,光電業,上櫃公司
,功學社教育用品股份有限公司,,35035758,,1369500000,新北市蘆洲區中華里中山二路１６２號１０樓,"331199,331400,524100,331300",,,
,智強科技精密股份有限公司,,80015602,,663700000,新北市鶯歌區二橋里中正三路４４８巷１號,251199,,,
1560,中國砂輪企業股份有限公司,中砂,03089008,,1450805000,新北市鶯歌區西鶯里中山路６４號,"259212,254311,232999,231200",05,電機機械,上市公司
8040,九暘電子股份有限公司,九暘,16069953,,688500740,新竹市東　區光復路二段２巷４７號１０樓之１,"261199,464211,464299",24,半導體業,上櫃公司
3055,蔚華科技股份有限公司,蔚華科,22729784,,1149749180,新竹市東　區光復里水源街９５號,"340099,464211",29,電子通路業,上市公司
,欣傳投資股份有限公司,,96866240,,530000000,新竹市東　區光復里２７鄰水源街９３號１３樓之１,"669199,292800",,,
,台灣艾司摩爾股份有限公司,,13006301,,7095649000,新竹市東　區光復里７鄰公道五路三段１號１１樓之１,"464211,631299,269911",,,
,台灣艾司摩爾科技股份有限公司,,56680824,,1098440000,新竹市東　區光復里７鄰公道五路三段１號１１樓之１,"464917,464914,464112,340099",,,
,創未來科技股份有限公司,,54965310,,1249365267,新竹市東　區光復里７鄰公道五路三段１號７樓之８,"272999,269999,721000,740999",,,
2449,京元電子股份有限公司,京元電子,22507241,,12227450650,新竹市東　區公道五路二段８１號,261199,24,半導體業,上市公司
6533,晶心科技股份有限公司,晶心科,27638046,,506509110,新竹市東　區力行一路１號三樓Ａ１－４,"464211,269911",24,半導體業,上市公司
6261,久元電子股份有限公司,久元,86244737,,1284979890,新竹市東　區埔頂路９９巷１７弄１３號,"263000,293917",24,半導體業,上櫃公司
3686,達能科技股份有限公司,達能,28823511,,764951180,新竹市東　區埔頂里慈雲路１１８號１９樓之８,"269999,464211,451099",24,半導體業,上市公司
,興泰能源投資股份有限公司,,85112575,,635000000,新竹市東　區埔頂里慈雲路１１８號９樓之８,"669199,281099",,,
,思達科技股份有限公司,,12606952,,634297910,新竹市東　區埔頂里２鄰公道五路二段１０１號２樓之１,"277999,269911,464211,451099",,,
,儲盈科技股份有限公司,,56609668,,535835280,新竹市東　區建功里公道五路二段１７６號９樓,"464211,464299,340099,464999",,,
2363,矽統科技股份有限公司,矽統,22099202,,7495893560,新竹市東　區建功里公道五路２段１８０號,"261113,740999,464299",24,半導體業,上市公司
4949,有成精密股份有限公司,有成精密,80581850,,665050430,新竹市東　區建功里２鄰公道五路二段１８０號４樓,"464211,269999,264300,340099",26,光電業,上市公司
,智捷能源股份有限公司,,82772709,,520305000,新竹市東　區慈雲路１１８號１８樓之１,293999,,,
3443,創意電子股份有限公司,創意,16299879,,1340119000,新竹市東　區新竹市科學園區力行六路１０號,269999,24,半導體業,上市公司
3094,聯傑國際股份有限公司,聯傑,84149759,,846320890,新竹市東　區新竹市科學園區力行六路６號,261199,24,半導體業,上市公司
6202,盛群半導體股份有限公司,盛群,16130330,,2261682000,新竹市東　區新竹市科學園區研新二路３號,269911,24,半導體業,上市公司
8069,元太科技工業股份有限公司,元太,22099890,,11444324350,新竹市東　區新竹科學園區力行一路３號,"269911,464111,464211",26,光電業,上櫃公司
3059,華晶科技股份有限公司,華晶科,97307625,,2788000250,新竹市東　區新竹科學工業園區力行路１２號,"277100,451099,272999,332900",26,光電業,上市公司
3228,金麗科技股份有限公司,金麗科,16200855,,698264950,新竹市東　區新竹科學工業園區力行路２－１號６樓之１,269911,24,半導體業,上櫃公司
3363,上詮光纖通信股份有限公司,上詮,84149462,,1036405670,新竹市東　區新竹科學工業園區展業二路１８號,261211,27,通信網路業,上櫃公司
2342,台灣茂矽電子股份有限公司,茂矽,22099110,,1574517440,新竹市東　區新竹科學工業園區研新一路１號,"261199,282011,269911,451099",24,半導體業,上市公司
2464,盟立自動化股份有限公司,盟立,22099478,,1955312260,新竹市東　區新竹科學工業園區研發二路３號,"620212,332900,269911,293917",31,其他電子業,上市公司
5351,鈺創科技股份有限公司,鈺創,22099694,,2905137810,新竹市東　區新竹科學工業園區科技五路六號,261111,24,半導體業,上櫃公司
1799,易威生醫科技股份有限公司,易威,16570131,,1218657750,新竹市東　區研發二路１０號１樓,"275199,332900,451099,691912",22,生技醫療業,上櫃公司
,金兆鎔科技股份有限公司,,83374594,,610000000,新竹市東　區科園里創新三路６號７樓,"199099,181014",,,
5236,凌陽創新科技股份有限公司,凌陽創新,28112364,,584435940,新竹市東　區科園里力行一路１號３樓Ａ２,"261199,711213,451099",24,半導體業,上櫃公司
,積亞半導體股份有限公司,,28115171,,1683340000,新竹市東　區科園里力行五路１號１～３樓及８樓（新竹科學園區）,269999,,,
,晶成半導體股份有限公司,,28114454,,1682425000,新竹市東　區科園里力行五路５號１樓,"199099,269999",,,
,芯量科技股份有限公司,,83374216,,773000000,新竹市東　區科園里力行五路９號５樓,282011,,,
,晶元光電股份有限公司,,84149786,,12070791880,新竹市東　區科園里力行路２１號,"269911,199012",,,
,隆達電子股份有限公司,,28112694,,5149163800,新竹市東　區科園里力行路２１號６樓,"269911,199012,284299",,,
,昱嘉科技股份有限公司,,70762403,,502000000,新竹市東　區科園里展業一路２０號２樓,"332900,451099,457113",,,
,達擎股份有限公司,,83746342,,2000000000,新竹市東　區科園里工業東三路１號５樓,"269999,285999,277999,272914",,,
,緯創醫學科技股份有限公司,,47102491,,500000000,新竹市東　區科園里新安路５號５樓,332900,,,
3169,亞信電子股份有限公司,亞信,84149435,,629269810,新竹市東　區科園里新安路８號４樓,"261199,631299,740200",24,半導體業,上櫃公司
2340,台亞半導體股份有限公司,台亞,47255947,,4386228460,新竹市東　區科園里新竹科學園區力行五路１號,"261211,261212,264200,264999",24,半導體業,上市公司
,鴻揚半導體股份有限公司,,90505585,,5935000000,新竹市東　區科園里新竹科學園區研新三路３號,"261199,740999",,,
,鴻晶科技股份有限公司,,54269279,,531386000,新竹市東　區科園里研新三路３號５樓,"269999,464112,483112",,,
,邁萃斯精密股份有限公司,,84149202,,1084525000,新竹市東　區科園里科學園區力行一路１－９號,"293411,291900",,,
3380,明泰科技股份有限公司,明泰,12800392,,5417184600,新竹市東　區科園里科學園區力行七路８號,"332900,464915,272915,464299",27,通信網路業,上市公司
2330,台灣積體電路製造股份有限公司,台積電,22099131,,259336292420,新竹市東　區科園里科學園區力行六路８號,"261199,261111,282011",24,半導體業,上市公司
7750,新代科技股份有限公司,新代,89660813,,655230000,新竹市東　區科園里科學園區研發二路２５號,"292999,269999,620212,271999",05,電機機械,興櫃公司
,全智科技股份有限公司,,70716371,,1205805390,新竹市東　區科園里科學園區科技五路６號７樓,"269911,464918,620212",,,
,昇陽電池股份有限公司,,56153007,,645187500,新竹市東　區科園里科學工業園區力行路８號３樓,269999,,,
6526,達發科技股份有限公司,達發,12883169,,1675055540,新竹市東　區科園里篤行路６－５號５樓,"711213,269999,639099",24,半導體業,上市公司
,漢芝電子股份有限公司,,53115157,,916660000,新竹市東　區科學園區力行一路１號３樓Ａ４,"261199,711213",,,
,遠東金士頓科技股份有限公司,,84149982,,1761699000,新竹市東　區科學園區力行一路１－５號,"269911,464299,271100",,,
6770,力晶積成電子製造股份有限公司,力積電,28112667,,41397164360,新竹市東　區科學園區力行一路１８號,"269911,261199,292800,740999",24,半導體業,上市公司
3576,聯合再生能源股份有限公司,聯合再生,27763753,,16277953750,新竹市東　區科學園區力行三路７號,"281099,760999,264300,264200",26,光電業,上市公司
2409,友達光電股份有限公司,友達,84149738,,76993960920,新竹市東　區科學園區力行二路１號,"264100,464299,281099,282011",26,光電業,上市公司
6147,頎邦科技股份有限公司,頎邦,16130009,,7446755390,新竹市東　區科學園區力行五路３號,261300,24,半導體業,上櫃公司
1733,五鼎生物技術股份有限公司,五鼎,16130182,,999861920,新竹市東　區科學園區力行五路７號,"332900,200599,200211,712100",22,生技醫療業,上市公司
5344,立衛科技股份有限公司,立衛,22099316,,794475000,新竹市東　區科學園區力行五路９號,"464299,284100",24,半導體業,上櫃公司
2461,光群雷射科技股份有限公司,光群雷,22099322,,1715941590,新竹市東　區科學園區力行六路１號,"339999,159999,277999,254411",31,其他電子業,上市公司
3666,光耀科技股份有限公司,光耀,27397031,,587381000,新竹市東　區科學園區力行六路１號３樓,269999,26,光電業,上櫃公司
,聯亞科技股份有限公司,,22099456,,2178010080,新竹市東　區科學園區力行四路３號,"181012,451099,760912",,,
5371,中強光電股份有限公司,中光電,22099907,,3909811100,新竹市東　區科學園區力行路１１號,"271918,269999,277999,282012",26,光電業,上櫃公司
2337,旺宏電子股份有限公司,旺宏,22099548,,18558264410,新竹市東　區科學園區力行路１６號,261199,24,半導體業,上市公司
,全宏科技股份有限公司,,28112293,,770000000,新竹市東　區科學園區力行路１６號９樓,"740999,620111,269911",,,
,台灣美日先進光罩股份有限公司,,16130107,,2198185550,新竹市東　區科學園區力行路２號１樓,"261111,269999,740200",,,
3592,瑞鼎科技股份有限公司,瑞鼎,80532726,,758552260,新竹市東　區科學園區力行路２３號２樓,"711213,740200,261111",24,半導體業,上市公司
8028,昇陽國際半導體股份有限公司,昇陽半導體,84149884,,1726280330,新竹市東　區科學園區力行路６號,"261212,382112",24,半導體業,上市公司
,高輝光電科技股份有限公司,,28112821,,500000000,新竹市東　區科學園區力行路８號,264200,,,
3257,虹冠電子工業股份有限公司,虹冠電,16130417,,799865900,新竹市東　區科學園區園區二路１１號５樓,"261211,261199,261212,711213",24,半導體業,上市公司
,高登智慧科技股份有限公司,,53786079,,618854930,新竹市東　區科學園區園區二路４７號２０６室,"464915,332900,464211,639099",,,
3529,力旺電子股份有限公司,力旺,70784292,,746562420,新竹市東　區科學園區園區二路４７號３０５室,"261199,740200,464211,464211",24,半導體業,上櫃公司
4129,聯合骨科器材股份有限公司,聯合,22099982,,881181440,新竹市東　區科學園區園區二路５７號１樓,332900,22,生技醫療業,上櫃公司
6558,興能高科技股份有限公司,興能高,97430131,,937508750,新竹市東　區科學園區展業一路９號６樓之１、之３,282011,31,其他電子業,上市公司
,耐能電池股份有限公司,,84149272,,1000000000,新竹市東　區科學園區展業二路２４號３樓,"282011,282011",,,
8081,致新科技股份有限公司,致新,84149723,,861720000,新竹市東　區科學園區工業東三路２號,"261199,269911",24,半導體業,上市公司
2305,全友電腦股份有限公司,全友,47226140,,2056608000,新竹市東　區科學園區工業東三路６號,"271999,293999,639099,332900",25,電腦及週邊設備業,上市公司
3563,牧德科技股份有限公司,牧德,16522758,,581462340,新竹市東　區科學園區工業東二路２―３號,275199,26,光電業,上市公司
6488,環球晶圓股份有限公司,環球晶,28113286,,4781137250,新竹市東　區科學園區工業東二路８號,261111,24,半導體業,上櫃公司
,謙華科技股份有限公司,,28540056,,691793400,新竹市東　區科學園區工業東四路１０號１樓,"159999,199099,220999,271999",,,
4952,凌通科技股份有限公司,凌通,80741441,,1088158000,新竹市東　區科學園區工業東四路１９號,"711213,269911",24,半導體業,上市公司
3006,晶豪科技股份有限公司,晶豪科,16130280,,2861722380,新竹市東　區科學園區工業東四路２３號,"269911,261199",24,半導體業,上市公司
6224,聚鼎科技股份有限公司,聚鼎,16433242,,800018380,新竹市東　區科學園區工業東四路２４―１號,"269911,452000",28,電子零組件業,上市公司
3231,緯創資通股份有限公司,緯創,12868358,,28967670500,新竹市東　區科學園區新安路５號,"271100,272111,620211,269999",25,電腦及週邊設備業,上市公司
3504,揚明光學股份有限公司,揚明光,12800061,,1140597000,新竹市東　區科學園區新安路７號,277999,26,光電業,上市公司
8176,智捷科技股份有限公司,智捷,84149408,,717010000,新竹市東　區科學園區新安路８號５樓,272915,27,通信網路業,上櫃公司
3025,星通資訊股份有限公司,星通,22099863,,567364400,新竹市東　區科學園區新安路８號７樓,"272999,272112",27,通信網路業,上市公司
2345,智邦科技股份有限公司,智邦,22099287,,5604303970,新竹市東　區科學園區研新三路１號,"272915,272999,269999,464299",27,通信網路業,上市公司
,鈺登科技股份有限公司,,25063543,,500000000,新竹市東　區科學園區研新三路１號３樓,"464111,740999,272112,272914",,,
4919,新唐科技股份有限公司,新唐,28112646,,4197652680,新竹市東　區科學園區研新三路４號,"269911,271914,160312,620111",24,半導體業,上市公司
,研能科技股份有限公司,,97111045,,617476670,新竹市東　區科學園區研發二路２８號１樓,"271912,271915,464299",,,
,常憶科技股份有限公司,,16130346,,1009369910,新竹市東　區科學園區科技五路２號３樓,"269911,269111",,,
2454,聯發科技股份有限公司,聯發科,84149961,,15993441280,新竹市東　區科學園區篤行一路１號,"261199,740999,269911",24,半導體業,上市公司
3016,嘉晶電子股份有限公司,嘉晶,16130388,,2885418190,新竹市東　區科學園區篤行一路１０號,"269911,264200,269999",24,半導體業,上市公司
6789,采鈺科技股份有限公司,采鈺,80601119,,3169511190,新竹市東　區科學園區篤行一路１２號,"269911,264100",24,半導體業,上市公司
6138,茂達電子股份有限公司,茂達,16252902,,750495000,新竹市東　區科學園區篤行一路６號,"261111,269911",24,半導體業,上櫃公司
6287,元隆電子股份有限公司,元隆,22099174,,1095363980,新竹市東　區科學園區８鄰研發二路１８號,"261111,740200",24,半導體業,上櫃公司
2314,台揚科技股份有限公司,台揚,47255762,,2520283200,新竹市東　區科學工業園區創新二路一號,"273099,269911",27,通信網路業,上市公司
,矽格聯測股份有限公司,,84149456,,1019299820,新竹市東　區科學工業園區力行三路２號,269999,,,
2303,聯華電子股份有限公司,聯電,47217677,,125285889070,新竹市東　區科學工業園區力行二路三號,261111,24,半導體業,上市公司
3234,光環科技股份有限公司,光環,16211142,,1114746920,新竹市東　區科學工業園區展業一路２１號,"261211,261111",27,通信網路業,上櫃公司
5483,中美矽晶製品股份有限公司,中美晶,47238650,,5862216510,新竹市東　區科學工業園區工業東二路８號,"271100,261111",24,半導體業,上櫃公司
,巨擘科技股份有限公司,,47255904,,4118176360,新竹市東　區科學工業園區研新四路六號,"254411,274013,275200,261300",,,
4903,聯合光纖通信股份有限公司,聯光通,21223267,,1040515360,新竹市東　區科學工業園區研新四路１２號,"283100,319013,272915,433117",27,通信網路業,上櫃公司
,台灣應用材料股份有限公司,,84149126,,2148000000,新竹市東　區科學工業園區研發二路３２號,"261111,281099",,,
4961,天鈺科技股份有限公司,天鈺,84149499,,1212544530,新竹市東　區科學工業園區篤行路６－８號３樓,"261199,451099",24,半導體業,上市公司
3596,智易科技股份有限公司,智易,12800294,,2203543210,新竹市東　區立功里光復路２段８號８樓,"272112,272915,261111",27,通信網路業,上市公司
5455,昇益開發股份有限公司,昇益,86233176,,655018130,新竹市東　區豐功里公道五路二段４１７號１１樓,"483111,261199,451099,670012",14,建材營造,上櫃公司
,億康生物科技股份有限公司,,28516838,,517321450,新竹市東　區豐功里東美路８９號６樓之２,200212,,,
3419,譁裕實業股份有限公司,譁裕,47250470,,1204804170,新竹市東　區豐功里５鄰公道五路２段３２６號,"283100,273014,210200,465311",27,通信網路業,上市公司
3041,揚智科技股份有限公司,揚智,84149054,,1951227460,新竹市東　區金山里金山八街１號６樓,"272915,269911,271914,483111",24,半導體業,上市公司
8383,千附實業股份有限公司,千附,12378253,,1137604820,新竹市東　區關東路１８７巷９之１號１樓,"433212,292413,319014,259999",31,其他電子業,上櫃公司
,華夏玻璃股份有限公司,,47109348,,505000000,新竹市香山區埔前里埔前路４９號,"170011,232999,231200",,,
6266,泰詠電子股份有限公司,泰詠,23576977,,1450068340,新竹市香山區埔前里牛埔東路４８０號,"271100,271915",28,電子零組件業,上櫃公司
6168,宏齊科技股份有限公司,宏齊,89358419,,2072018010,新竹市香山區朝山里中華路五段５２２巷１８號,264200,26,光電業,上市公司
3217,優群科技股份有限公司,優群,22575850,,901042030,新竹市香山區牛埔南路１５―３號,"269911,292999,281099,271999",28,電子零組件業,上櫃公司
3402,漢科系統科技股份有限公司,漢科,23830295,,730476920,新竹市香山區牛埔里東華路１４號８樓之１,"210200,293700,433115,464999",31,其他電子業,上櫃公司
,台灣信越半導體股份有限公司,,84149553,,1500000000,新竹縣寶山鄉新竹科學園區工業東九路１２號,"261111,261212",,,
2458,義隆電子股份有限公司,義隆,84149224,,3038803920,新竹縣寶山鄉新竹科學工業園區創新一路１２號,"261199,272999,259999",24,半導體業,上市公司
3014,聯陽半導體股份有限公司,聯陽,84149717,,1610801240,新竹縣寶山鄉新竹科學工業園區創新一路１３號,"261199,261111,711213,620199",24,半導體業,上市公司
4925,智微科技股份有限公司,智微,12901841,,648913500,新竹縣寶山鄉新竹科學工業園區創新一路１３號１樓,"711213,269999",24,半導體業,興櫃公司
3034,聯詠科技股份有限公司,聯詠,84149955,,6085114690,新竹縣寶山鄉新竹科學工業園區創新一路１３號２樓,261199,24,半導體業,上市公司
2401,凌陽科技股份有限公司,凌陽,23821182,,5919949190,新竹縣寶山鄉新竹科學工業園區創新一路１９號１樓,"261199,451099,711213",24,半導體業,上市公司
5443,均豪精密工業股份有限公司,均豪,33838628,,1651361440,新竹縣寶山鄉新竹科學工業園區創新一路５―１號４樓,"292800,292999,281099,332100",26,光電業,上櫃公司
3227,原相科技股份有限公司,原相,16633261,,1492338460,新竹縣寶山鄉新竹科學工業園區創新一路５號５樓,"269999,451099",24,半導體業,上櫃公司
2379,瑞昱半導體股份有限公司,瑞昱,22671299,,5128636410,新竹縣寶山鄉新竹科學工業園區創新二路２號,"261199,711213,272914,276000",24,半導體業,上市公司
5347,世界先進積體電路股份有限公司,世界,84149358,,16389822670,新竹縣寶山鄉新竹科學工業園區園區三路１２３號,"261199,711213",24,半導體業,上櫃公司
3062,建漢科技股份有限公司,建漢,16594892,,3304954180,新竹縣寶山鄉新竹科學工業園區園區三路９９號,"272999,289099,620199",27,通信網路業,上市公司
2436,偉詮電子股份有限公司,偉詮電,22099499,,1780115940,新竹縣寶山鄉新竹科學工業園區工業東九路２４號２樓,261199,24,半導體業,上市公司
3163,波若威科技股份有限公司,波若威,16586555,,805407410,新竹縣寶山鄉新竹科學工業園區工業東九路３０號３樓,269999,27,通信網路業,上櫃公司
5490,同亨科技股份有限公司,同亨,84149929,,961522010,新竹縣寶山鄉新竹科學工業園區工業東九路３０號４樓,271211,25,電腦及週邊設備業,上櫃公司
8034,榮群電訊股份有限公司,榮群,86001464,,628737000,新竹縣寶山鄉新竹科學工業園區工業東九路５號３樓,"272912,284100,620211,451099",27,通信網路業,上櫃公司
2380,虹光精密工業股份有限公司,虹光,22099759,,2169340840,新竹縣寶山鄉新竹科學工業園區研新一路２０號,"293600,272999,276000,457199",25,電腦及週邊設備業,上市公司
8150,南茂科技股份有限公司,南茂,16130042,,7272401260,新竹縣寶山鄉新竹科學工業園區研發一路１號,"274011,269199,261300,451099",24,半導體業,上市公司
,神達電腦股份有限公司,,47255708,,40994343360,新竹縣寶山鄉新竹科學工業園區研發二路１號,"271100,272111,276000",,,
,乾坤科技股份有限公司,,22099836,,23412043330,新竹縣寶山鄉新竹科學工業園區研發二路２號,"269913,261212,303011",,,
3707,漢磊科技股份有限公司,漢磊,54389725,,3332157470,新竹縣寶山鄉雙溪村新竹科學園區創新一路１８號１樓,261111,24,半導體業,上櫃公司
4117,普生股份有限公司,普生,47299918,,598243700,新竹縣寶山鄉雙溪村新竹科學園區創新一路６號,"200599,200211,193299",22,生技醫療業,興櫃公司
3057,喬鼎資訊股份有限公司,喬鼎,22099738,,926786680,新竹縣寶山鄉雙溪村新竹科學園區工業東九路３０號２樓,"271100,269199",25,電腦及週邊設備業,上市公司
,台灣力森諾科科技股份有限公司,,22099646,,4892052000,新竹縣寶山鄉雙溪村新竹科學園區研新一路８號,"274011,269999",,,
,盟英科技股份有限公司,,54953588,,774070000,新竹縣寶山鄉雙溪村新竹科學園區研發一路１１號２樓,292999,,,
,神達數位股份有限公司,,69704320,,1061000000,新竹縣寶山鄉雙溪村新竹科學園區研發二路１號４樓,"275112,271100",,,
,聯穎光電股份有限公司,,53170263,,1866268030,新竹縣寶山鄉雙溪村新竹科學工業園區創新一路１０號３樓,"269999,261300",,,
2338,台灣光罩股份有限公司,光罩,22099408,,2564464750,新竹縣寶山鄉雙溪村新竹科學工業園區創新一路１１號,"269913,261212,261199,451099",24,半導體業,上市公司
,盟創科技股份有限公司,,28113027,,3168000000,新竹縣寶山鄉雙溪村新竹科學工業園區創新二路６號,"271211,272112,289099",,,
6285,啓碁科技股份有限公司,啟碁,97331723,,4852534190,新竹縣寶山鄉雙溪村新竹科學工業園區園區二路２０號,"272999,332900,281099,620199",27,通信網路業,上市公司
4150,優你康光學股份有限公司,優你康,86723722,,1472176720,新竹縣寶山鄉雙溪村新竹科學工業園區工業東九路１６號,"332100,456512,451099",22,生技醫療業,興櫃公司
,復盛精密工業股份有限公司,,12156196,,1018500000,新竹縣寶山鄉雙溪村新竹科學工業園區工業東九路１７號,"269999,261299",,,
,神雲科技股份有限公司,,28113764,,2327571020,新竹縣寶山鄉雙溪村新竹科學工業園區研發二路１號３樓,"271100,271999",,,
6695,芯鼎科技股份有限公司,芯鼎,28112890,,963182500,新竹縣寶山鄉雙溪村１２鄰新竹科學工業園區創新一路１９―１號,"261199,711213,451099",24,半導體業,上市公司
6213,聯茂電子股份有限公司,聯茂,97179403,,3629572180,新竹縣新埔鎮大魯閣路１７號,269913,28,電子零組件業,上市公司
,大享容器工業股份有限公司,,46007218,,635000000,新竹縣新埔鎮文山里文山路犁頭山段１１１８號,"231200,461914",,,
1530,亞崴機電股份有限公司,亞崴,22224692,,965941710,新竹縣新埔鎮文山里關埔路水車頭段６２９號,291211,05,電機機械,上市公司
8421,旭源包裝科技股份有限公司,旭源,27476083,,548171400,新竹縣新埔鎮新龍路９８巷３３弄１０號,"220212,292700",20,其他,上櫃公司
3645,達邁科技股份有限公司,達邁,70776899,,1232576130,新竹縣新埔鎮田新里文德路３段１２７號,"464211,261111,220999,184199",28,電子零組件業,上市公司
6936,永鴻國際生技股份有限公司,永鴻生技,53703063,,662920000,新竹縣新豐鄉中崙村中崙２９０之３號,"457199,200212,457114",33,農業科技業,興櫃公司
,必翔實業股份有限公司,,47296834,,1841629770,新竹縣新豐鄉新豐村新和路１０８號,"293999,771200,332900",,,
,鼎立金屬包裝股份有限公司,,46621586,,519060000,新竹縣新豐鄉重興村建興路２段３７２號,"253912,254412,251299,259999",,,
6126,信音企業股份有限公司,信音,47122187,,1257953560,新竹縣湖口鄉中正村中正路２段２０９號,273099,28,電子零組件業,上櫃公司
,相達材料股份有限公司,,54762841,,1672160030,新竹縣湖口鄉中興村光復北路２０―１號１樓,"464999,281099,269999,264300",,,
,台灣貝克休斯股份有限公司,,24556871,,600500000,新竹縣湖口鄉中興村光復北路３４號,"220999,259999,292999,464499",,,
,聯亞生技開發股份有限公司,,84299742,,848000000,新竹縣湖口鄉中興村光復北路４５號,"200211,457112,457114",,,
3691,碩禾電子材料股份有限公司,碩禾,80433079,,918834200,新竹縣湖口鄉中興村工業一路３號１樓,"220999,269999,464299,181099",26,光電業,上櫃公司
