year,stock_code,industry_category,nr_employee,em_salary_total,em_salary_avg,em_salary_med,eps,ind_avg_em_salary_avg,ind_avg_eps,note_a,note_b,note_c,notes
2023,6446,生技醫療業,282.0,332713.0,1180.0,918.0,-1.93,807.0,3.16,True,True,True,
2023,6449,電子零組件業,109.0,119493.0,1096.0,788.0,3.73,951.0,5.97,True,True,True,
2023,6457,半導體業,73.0,78949.0,1081.0,1006.0,-3.2,1201.0,5.4,True,True,True,
2023,6461,生技醫療業,62.0,58296.0,940.0,834.0,-2.81,749.0,0.13,True,True,True,
2023,6462,半導體業,222.0,377314.0,1700.0,1310.0,-9.97,1201.0,5.4,True,True,True,公司經營績效雖較前一年度成長，但仍為持續虧損狀態，經評估公司現有資源與留才規劃，仍發放月薪以外之獎金，整體獎酬已高於上櫃同業平均。
2023,6464,其他,40.0,23527.0,588.0,527.0,5.78,909.0,2.71,True,True,True,本公司合併財務報表編製主體較同業多，故合併後公司獲利表現較同業佳。在營運績效成長的同時，持續重視及增進基層員工的薪資福利。非主管之員工薪資平均數每年均為正成長，未來仍將持續推動福利政策增加員工福祉。
2023,6465,通信網路業,58.0,51199.0,883.0,816.0,-1.66,831.0,1.93,True,True,True,
2023,6469,生技醫療業,1677.0,906519.0,541.0,494.0,6.0,749.0,0.13,True,True,True,本公司屬零售通路業，門市人員居多，因同質工作選擇性多致流動率高，較難以平均薪資評論，公司對於員工有進階考核、升遷，近年調薪2%~7%，亦投入大量培訓成本及提升各項福利，致力提供具成長且福利健全之工作環境。
2023,6470,通信網路業,207.0,171198.0,827.0,652.0,4.18,831.0,1.93,True,True,True,本公司以台灣製造為主，依據營運需求，人事結構以生產線之作業人員為主，大部份為基層作業人員及外籍同仁，致整體平均薪資低於同業水準。
2023,6472,生技醫療業,133.0,102128.0,768.0,538.0,30.2,807.0,3.16,True,True,True,公司持續併購致整體合併報表EPS高於市場平均，母公司人數僅佔集團人數11%，其中廠區人數又佔79%，公司112年平均薪資及中位數皆穏定成長，本公司將持續以經營績效、員工個人表現及薪資市場價值設定合理關聯性
2023,6477,光電業,214.0,112665.0,526.0,480.0,1.21,923.0,-0.46,True,True,True,主係本公司屬同業光電業中之太陽能產業，於產業鏈中屬製造生產端，產線作業員比例較高，在人力結構不同的情況下，非經理人之全時員工薪資低於同業。
2023,6482,文化創意業,51.0,28899.0,567.0,523.0,1.65,1181.0,5.68,True,True,True,
2023,6485,半導體業,256.0,322980.0,1262.0,1067.0,2.0,1201.0,5.4,True,True,True,
2023,6486,通信網路業,343.0,370707.0,1081.0,889.0,6.26,831.0,1.93,True,True,True,
2023,6488,半導體業,1618.0,2242637.0,1386.0,1280.0,45.41,1201.0,5.4,True,True,True,
2023,6491,生技醫療業,1617.0,1438064.0,889.0,774.0,22.83,807.0,3.16,True,True,True,
2023,6492,生技醫療業,23.0,26386.0,1147.0,1179.0,-3.32,749.0,0.13,True,True,True,本公司112年度非經理人全時員工薪資平均數較111年度略為下降，主要係因112年新進員工數較多且到職未滿一年採按比例發給年終所致。
2023,6494,半導體業,115.0,282769.0,2459.0,2265.0,1.8,1201.0,5.4,True,True,True,
2023,6496,生技醫療業,116.0,118432.0,1021.0,868.0,-1.98,749.0,0.13,True,True,True,
2023,6499,生技醫療業,21.0,20926.0,996.0,835.0,-13.09,749.0,0.13,True,True,True,
2023,6504,其他,258.0,155115.0,601.0,523.0,1.65,909.0,2.71,True,True,True,
2023,6505,油電燃氣業,5093.0,7308929.0,1435.0,1323.0,2.3,1263.0,2.25,True,True,True,本公司2023年EPS較2022年增加，係2022年營運受疫情後通膨及需求不振重大影響，2023年經營狀況較為好轉；員工平均薪資較2022年降低，係因年終獎金計算方式參考前一年度經營情形，2023年發放數較2022年減少所致。
2023,6506,紡織纖維,335.0,185544.0,554.0,514.0,0.01,620.0,3.58,True,True,True,
2023,6508,農業科技,122.0,70030.0,574.0,471.0,1.05,609.0,0.13,True,True,True,"公司營業利益較上年度衰退幅度高達70.65%,平均員工薪資減少9.03%,公司獲利衰退薪酬隨之減少.惟因有固定薪資所以薪資減少幅度低於獲利衰退幅度,公司員工薪酬與經營績效具有相關而且變動合理"
2023,6509,化學工業,467.0,387308.0,829.0,738.0,2.48,723.0,1.01,True,True,True,
2023,6510,半導體業,1083.0,975684.0,901.0,838.0,0.99,1201.0,5.4,True,True,True,
2023,6512,其他電子業,56.0,41212.0,736.0,593.0,-0.98,889.0,3.15,True,True,True,
2023,6515,半導體業,648.0,700790.0,1081.0,798.0,13.52,1745.0,14.5,True,True,True,
2023,6516,資訊服務業,135.0,123136.0,912.0,851.0,1.2,948.0,3.39,True,True,True,
2023,6517,光電業,222.0,117149.0,528.0,438.0,3.88,853.0,2.19,True,True,True,1.本公司直接人員(含移工)人數佔比超過6成，製造基層佔比高將會拉低薪資平均數。2.112年度本公司之非經理人全時員工薪資總額與薪資平均數均較上年度成長。
2023,6523,生技醫療業,72.0,67096.0,932.0,744.0,9.43,749.0,0.13,True,True,True,
2023,6526,半導體業,798.0,2237584.0,2804.0,2347.0,6.47,1745.0,14.5,True,True,True,
2023,6527,生技醫療業,93.0,73567.0,791.0,684.0,4.13,749.0,0.13,True,True,True,
2023,6530,通信網路業,70.0,39083.0,558.0,442.0,1.25,831.0,1.93,True,True,True,
2023,6531,半導體業,139.0,279166.0,2008.0,1573.0,8.93,1745.0,14.5,True,True,True,
2023,6532,半導體業,127.0,82959.0,653.0,594.0,3.59,1201.0,5.4,True,True,True,
2023,6533,半導體業,343.0,778153.0,2269.0,1916.0,-2.01,1745.0,14.5,True,True,True,
2023,6534,生技醫療業,112.0,150160.0,1341.0,720.0,4.76,807.0,3.16,True,True,True,本公司訂定酬金主要係參考公司整體的營運續效，亦考量個人對公司續效之貢獻度，給予合理的報酬。
2023,6535,生技醫療業,32.0,36533.0,1142.0,1062.0,-1.47,749.0,0.13,True,True,True,
2023,6538,電子零組件業,227.0,151455.0,667.0,519.0,9.11,703.0,1.58,True,True,True,1.本公司以少量多樣客製化為主，屬勞力密集產業須較多人力，且直接人工及生產相關間接人員占比高，致平均薪資低於同業水準，後續將視營運狀況逐年調整。2.外籍勞工占公司人力百分之十五，其基本薪資低於本國勞工。
2023,6542,文化創意業,92.0,81698.0,888.0,654.0,2.43,1181.0,5.68,True,True,True,本公司每年皆參考物價指數辦理調薪以維持員工薪資具有產業競爭力，惟111年度部份薪資較高員工離職，同時112年度配合業務需求擴大招募基層員工，致112年度薪資平均數與中位數皆略有些微下降。
2023,6546,通信網路業,75.0,86079.0,1148.0,1032.0,4.19,831.0,1.93,True,True,True,
2023,6547,生技醫療業,122.0,107378.0,880.0,743.0,-3.53,749.0,0.13,True,True,True,本公司112年每股虧損較111年低，但仍為虧損狀態，而111年度則有發放110年員工酬勞，致111年薪資平均數較112年高。
2023,6548,半導體業,794.0,506024.0,637.0,568.0,1.67,1201.0,5.4,True,True,True,
2023,6552,半導體業,518.0,253651.0,490.0,460.0,0.09,1745.0,14.5,True,True,True,112年因營收下滑，公司將不資遣員工作為首要原則，同時也無加班。因此，公司無法提供紅利獎金，也是中位數未達標的原因。對非主管職薪資確未達到年薪50萬元，我們將持續努力，希望未來能提供更好的薪資福利。
2023,6556,光電業,366.0,245724.0,671.0,516.0,6.17,853.0,2.19,True,True,True,"1.公司人力結構直接人員超過50%,經營型態製造基層人力佔比高。2.公司定期檢視市場薪資狀況並規劃逐年調整,近年針對直接人員每年薪資調幅介於2%-4.6%。"
2023,6558,其他電子業,48.0,43960.0,916.0,772.0,-0.48,1304.0,8.33,True,True,True,
2023,6560,光電業,45.0,52082.0,1157.0,753.0,-0.76,853.0,2.19,True,True,True,
2023,6561,通信網路業,145.0,296057.0,2042.0,1881.0,11.84,831.0,1.93,True,True,True,
2023,6568,半導體業,85.0,121752.0,1432.0,1340.0,1.38,1201.0,5.4,True,True,True,
2023,6569,生技醫療業,111.0,121061.0,1091.0,1044.0,7.65,749.0,0.13,True,True,True,
2023,6570,電腦及週邊設備業,110.0,83948.0,763.0,694.0,2.92,890.0,3.92,True,True,True,
2023,6574,生技醫療業,250.0,219474.0,878.0,701.0,2.12,749.0,0.13,True,True,True,
2023,6576,生技醫療業,35.0,50377.0,1439.0,1237.0,-8.14,749.0,0.13,True,True,True,
2023,6577,電腦及週邊設備業,162.0,162469.0,1003.0,867.0,7.11,890.0,3.92,True,True,True,
2023,6578,農業科技,34.0,21434.0,630.0,582.0,-1.07,609.0,0.13,True,True,True,
2023,6579,電腦及週邊設備業,493.0,519174.0,1053.0,891.0,8.42,1331.0,4.97,True,True,True,公司員工薪資含薪資、獎金及員工酬勞。員工酬勞以公司獲利提撥為基礎，依公司章程-年度獲利應提撥不低於5%。本公司111年擬提撥8.36%，112年擬提撥7.85%。且直接人員佔相當比例，故單純以平均薪資易有所偏差。
2023,6581,綠能環保,95.0,88166.0,928.0,893.0,4.54,830.0,4.64,True,True,True,
2023,6582,橡膠工業,163.0,110180.0,676.0,614.0,-1.02,727.0,1.01,True,True,True,
2023,6584,電子零組件業,478.0,229757.0,481.0,427.0,0.13,703.0,1.58,True,True,True,1.係因公司組織架構扁平，非經理人員工多為基層人員所致。2.該薪資平均數未包含免費供餐等員工福利以及股票酬勞金額。
2023,6585,其他,597.0,453231.0,759.0,703.0,6.01,909.0,2.71,True,True,True,本公司每年依據營運獲利狀況及個人績效發放獎金及調整薪資，亦考量薪資外部競爭力及內部公平性進行系統性調整，以達到與員工分享利潤及提升人力資源之目的。
2023,6588,通信網路業,86.0,49774.0,579.0,529.0,-3.07,831.0,1.93,True,True,True,
2023,6589,生技醫療業,363.0,366216.0,1009.0,898.0,-3.0,749.0,0.13,True,True,True,
2023,6590,資訊服務業,149.0,153779.0,1032.0,914.0,6.08,948.0,3.39,True,True,True,
2023,6592,其他,1090.0,1468780.0,1348.0,1068.0,6.41,909.0,2.71,True,True,True,
2023,6593,資訊服務業,206.0,148451.0,721.0,635.0,2.08,948.0,3.39,True,True,True,
2023,6596,文化創意業,32.0,22518.0,704.0,573.0,5.94,1181.0,5.68,True,True,True,文創產業裡有不同類別公司，員工平均薪資不能全面衡量公司經營績效與員工薪酬的相關性。本公司為主辦展演業務，每年承辦節目數量不固定，且存在銷售風險，使公司稅後獲利較為波動，故低於同業水準
2023,6603,電機機械,249.0,159400.0,640.0,534.0,0.13,695.0,2.14,True,True,True,
2023,6605,汽車工業,2831.0,1879690.0,664.0,601.0,14.29,882.0,6.4,True,True,True,公司人力結構直接員工數佔總人數之六成，其中外籍員工數佔直接員工數約四成，因此影響整體薪資平均水準。113年後續仍將依營運及業界用人水準，合理提升薪酬福利。
2023,6606,電機機械,83.0,52239.0,629.0,618.0,0.95,803.0,2.29,True,True,True,
2023,6609,電機機械,319.0,203235.0,637.0,564.0,1.8,695.0,2.14,True,True,True,
2023,6612,生技醫療業,92.0,59914.0,651.0,512.0,2.81,749.0,0.13,True,True,True,本公司個體本業獲利雖有進步但仍有努力空間，本公司重視與公司一起努力的全體員工，本公司112年度全體員工平均調薪幅度至少5%以上，113年度全體員工平均調薪幅度仍有5%的調整。
2023,6613,其他電子業,145.0,192482.0,1327.0,1127.0,14.95,889.0,3.15,True,True,True,
2023,6615,生技醫療業,73.0,49128.0,673.0,615.0,0.54,749.0,0.13,True,True,True,因人員異動，新僱用之人員以工作年資1-3年內為多，故平均薪資較低，致使整體較同業為低。
2023,6624,綠能環保,56.0,43550.0,778.0,684.0,1.2,876.0,3.91,True,True,True,
2023,6625,其他,260.0,298714.0,1149.0,949.0,6.68,909.0,2.71,True,True,True,
2023,6640,半導體業,161.0,170770.0,1061.0,1016.0,3.57,1201.0,5.4,True,True,True,
2023,6642,電子零組件業,117.0,69748.0,596.0,482.0,1.81,703.0,1.58,True,True,True,本公司產品皆在台灣生產，無海外生產基地，故生產線人員比重佔全公司人員比重超過六成。所以年薪呈現上，會較同業在台灣是以管理及研發為主的公司低，此因人力結構上的差異造成平均薪資上的落差。
2023,6643,半導體業,244.0,590118.0,2419.0,2022.0,12.6,1201.0,5.4,True,True,True,
2023,6645,生技醫療業,96.0,73421.0,765.0,643.0,-2.22,807.0,3.16,True,True,True,
2023,6649,生技醫療業,29.0,18870.0,651.0,523.0,-0.24,749.0,0.13,True,True,True,
2023,6651,半導體業,88.0,97089.0,1103.0,730.0,5.48,1201.0,5.4,True,True,True,1.所評半導體產業含IC設計與晶圓製造廠，上游之IC設計廠多屬研發人員，薪資結構較高。2.後勤員工數比率較高以致平均薪資下降。3.中高階人員退休或離職人員為高薪資水準，新進人員則偏後勤薪資水準低。
2023,6654,其他電子業,95.0,57332.0,603.0,529.0,-1.77,889.0,3.15,True,True,True,
2023,6655,其他,470.0,331144.0,705.0,645.0,3.52,909.0,2.71,True,True,True,"其他行業組成多元，行業特性差異大，本公司112年非擔任主管職務之員工平均月薪為58,750元，優於主計處公布112年全體受僱人員每月平均薪資58,545元達0.35%。"
2023,6657,生技醫療業,19.0,15040.0,792.0,835.0,-3.62,807.0,3.16,True,True,True,
2023,6658,其他電子業,81.0,54678.0,675.0,606.0,0.99,1304.0,8.33,True,True,True,
2023,6661,生技醫療業,52.0,39730.0,764.0,677.0,-0.11,749.0,0.13,True,True,True,
2023,6662,生技醫療業,70.0,49230.0,703.0,625.0,1.94,749.0,0.13,True,True,True,1.本公司非主管人員薪酬約44%為基層之實驗動物飼育員，不同於一般生技產業公司多數為研發人員，故非主管人員薪資平均數略低於同業水準。2.因112年度主管人數增加，故非主管人員之薪資平均數較前一年減少。
2023,6664,電子零組件業,244.0,230751.0,946.0,900.0,12.65,703.0,1.58,True,True,True,
2023,6667,其他電子業,305.0,310216.0,1017.0,878.0,7.17,889.0,3.15,True,True,True,
2023,6668,光電業,249.0,166385.0,668.0,531.0,-3.24,923.0,-0.46,True,True,True,"公司仍在積極轉型,提升競爭力,雖然虧損縮減,但因加班較少,導致全時員工平均薪資較前一年度減少。"
2023,6669,電腦及週邊設備業,2895.0,3736728.0,1291.0,910.0,68.88,1331.0,4.97,True,True,True,112年增補較多直接人員(整體占比約5成)，致使薪資中位數下降。
2023,6670,運動休閒,933.0,830061.0,890.0,714.0,18.18,840.0,4.96,True,True,True,
2023,6674,通信網路業,144.0,119884.0,833.0,702.0,-4.84,1233.0,3.59,True,True,True,
2023,6679,半導體業,50.0,55715.0,1114.0,1002.0,6.95,1201.0,5.4,True,True,True,1.112年獲利較111年減少故提列員工分紅減少。2.公司每年都有因應市場情況給予例行性調薪，112年度薪資平均調幅3%~5%。3.公司會持續參考同業薪資水準，同時考慮員工認股規劃，持續提升員工薪酬福利。
2023,6680,電腦及週邊設備業,78.0,62170.0,797.0,723.0,3.29,890.0,3.92,True,True,True,
2023,6683,半導體業,296.0,246835.0,834.0,649.0,13.07,1201.0,5.4,True,True,True,本公司組裝產線直接人工佔全體員工比重較高，且112年有新增補外籍員工及實習生，以致整體員工平均薪資低於同業半導體產業的員工平均薪資。此外，112年營運績效下降年終獎金提列減少使112年員工薪資減少。
2023,6684,半導體業,82.0,106953.0,1304.0,1151.0,-6.38,1201.0,5.4,True,True,True,
2023,6689,數位雲端,315.0,316420.0,1005.0,805.0,2.7,974.0,9.73,True,True,True,
2023,6690,數位雲端,311.0,331607.0,1066.0,882.0,8.66,795.0,3.57,True,True,True,
2023,6691,其他電子業,431.0,632778.0,1468.0,1180.0,20.22,1304.0,8.33,True,True,True,
2023,6692,綠能環保,169.0,163410.0,967.0,791.0,0.23,876.0,3.91,True,True,True,
2023,6693,半導體業,60.0,60714.0,1012.0,776.0,0.36,1201.0,5.4,True,True,True,
2023,6695,半導體業,157.0,253675.0,1616.0,1517.0,-0.68,1745.0,14.5,True,True,True,
2023,6697,資訊服務業,162.0,138190.0,853.0,663.0,2.71,948.0,3.39,True,True,True,1.111年與112年差異：因112年獎及績效獎金減少發放天數影響。(每位約少10天薪資)
2023,6698,其他電子業,181.0,104095.0,575.0,492.0,-1.3,1304.0,8.33,True,True,True,
2023,6703,生技醫療業,91.0,66914.0,735.0,604.0,14.66,749.0,0.13,True,True,True,112年度的員工薪資平均數較去年增加約178仟元，由於本公司研發及營運規模增加，故需投入更多在品牌業務開拓通路及研發產品等資本以因應營運成長之需求，使非經理人之員工薪資平均數較前一年度增加。
2023,6706,光電業,442.0,337704.0,764.0,626.0,-5.13,923.0,-0.46,True,True,True,
2023,6708,半導體業,60.0,68816.0,1147.0,1083.0,-1.03,1201.0,5.4,True,True,True,
2023,6712,生技醫療業,81.0,51736.0,639.0,589.0,7.24,749.0,0.13,True,True,True,本公司因同時從事研發及製造，並且聘有與業績連結之業務人員，而生產現場人員及業務人員佔本公司員工人數比例達七成以上，故整體平均薪資較同業薪資水準有所差異。
2023,6715,電子零組件業,83.0,86512.0,1042.0,952.0,6.38,951.0,5.97,True,True,True,
2023,6716,半導體業,67.0,94717.0,1414.0,1209.0,2.0,1201.0,5.4,True,True,True,
2023,6719,半導體業,270.0,341585.0,1265.0,1135.0,0.63,1745.0,14.5,True,True,True,
2023,6721,其他,364.0,202602.0,557.0,569.0,3.33,677.0,1.82,True,True,True,本公司主要為標案型公司，本公司之一般員工薪資係依案場合約約定的薪資為主，且本公司本就屬勞務服務類的公司，薪資水準較難和其他一般公司做比較。
2023,6727,電子零組件業,128.0,89486.0,699.0,576.0,4.6,703.0,1.58,True,True,True,1.主要原因為外籍員工及新進員工佔全體員工29.41%比率偏高。2.在職員工會依績效考核管理辦法，訂立個人年度目標設定，並融入核心職能、管理職能  和專業技能的績效考核做整體評估，提供相關獎酬及福利。
2023,6728,居家生活,300.0,239056.0,797.0,690.0,10.28,655.0,6.45,True,True,True,
2023,6732,半導體業,182.0,401141.0,2204.0,2066.0,13.81,1201.0,5.4,True,True,True,
2023,6733,生技醫療業,34.0,30560.0,899.0,772.0,-1.3,749.0,0.13,True,True,True,
2023,6735,其他電子業,60.0,57783.0,963.0,1242.0,0.33,889.0,3.15,True,True,True,
2023,6742,光電業,229.0,152404.0,666.0,581.0,0.42,923.0,-0.46,True,True,True,"薪資平均數低於同業主要是人力結構50%以上為生產人員,故影響平均數；薪資獎金部分以公司營運狀況為主要考量，並視部門績效指標達成率及個人績效達成率和貢獻度核定。"
2023,6743,其他電子業,106.0,103409.0,976.0,867.0,-0.05,1304.0,8.33,True,True,True,
2023,6747,生技醫療業,157.0,113731.0,724.0,590.0,8.24,749.0,0.13,True,True,True,生技醫療產業，營運模式多樣，所需員工學經歷有所差異，影響薪資水平，本公司擁有製造廠，112年生產線直接人員已佔35%，以及112年有非主管職晉升經理人，故擔任非擔任主管職務之全時員工薪資平均數低於同業水準。
2023,6751,資訊服務業,50.0,43674.0,873.0,727.0,3.07,948.0,3.39,True,True,True,
2023,6752,資訊服務業,667.0,666033.0,999.0,877.0,6.14,948.0,3.39,True,True,True,
2023,6753,航運業,725.0,535717.0,739.0,639.0,5.43,1378.0,2.56,True,True,True,本公司現場人力佔總人數68%，目前為人力擴充階段，外籍同仁及未全年在職人數佔52%，故影響整體平均數；本公司員工薪酬定期參酌外部薪資水準給予合理報酬，秉持培育人才、建立安全與舒適的職場環境，提高員工滿意度。
2023,6754,居家生活,244.0,252843.0,1036.0,887.0,4.25,711.0,5.69,True,True,True,
2023,6756,半導體業,176.0,361567.0,2054.0,1661.0,2.62,1745.0,14.5,True,True,True,本公司依公司章程規定，年度如有獲利，應提撥不低於5%為員工酬勞，故公司經營績效對員工獎勵有正向影響，以期達到企業留才並激勵員工與企業共同成長。
2023,6757,航運業,655.0,1102467.0,1683.0,1096.0,4.27,1378.0,2.56,True,True,True,
2023,6761,電子零組件業,135.0,121148.0,897.0,732.0,4.04,703.0,1.58,True,True,True,
2023,6762,生技醫療業,124.0,89376.0,721.0,622.0,3.31,749.0,0.13,True,True,True,本公司屬於生技醫療類中的醫材製造專業，相較於其他屬於新藥研發或學名藥開發等生技醫療公司，在非擔任主管職務之全時員工任用的學經歷資格本就有所不同，因此平均薪資相較並無不合理。
2023,6763,數位雲端,179.0,157610.0,881.0,802.0,21.66,795.0,3.57,True,True,True,
2023,6767,生技醫療業,36.0,22888.0,636.0,547.0,0.05,749.0,0.13,True,True,True,"EPS較前一年度成長,係營業外之透過損益按公允價值衡量之金融資產利益認列之故,另非經理人之平均數較前一年度減少係有部分資深員工離職,而公司並未有調降員工薪資結構之情事."
2023,6770,半導體業,8146.0,8938481.0,1097.0,1045.0,-0.4,1745.0,14.5,True,True,True,
2023,6776,電子通路業,286.0,307577.0,1075.0,913.0,5.06,1041.0,3.99,True,True,True,
2023,6782,生技醫療業,105.0,122385.0,1166.0,973.0,4.79,807.0,3.16,True,True,True,
2023,6785,生技醫療業,13.0,21163.0,1628.0,1228.0,6.71,749.0,0.13,True,True,True,
2023,6788,半導體業,144.0,139291.0,967.0,888.0,7.82,1201.0,5.4,True,True,True,非擔任主管職務之全時員工之酬金包括薪資、獎金及員工酬勞，係依公司經營績效、員工之績效考核及對公司之貢獻度來考量。且本公司112年度EPS獲利及員工薪資_平均數，相較於111年度是削減的。
2023,6789,半導體業,1382.0,1699401.0,1230.0,1019.0,1.13,1745.0,14.5,True,True,True,
2023,6790,造紙工業,681.0,589521.0,866.0,752.0,3.62,790.0,0.38,True,True,True,
2023,6791,資訊服務業,76.0,67602.0,890.0,782.0,3.87,948.0,3.39,True,True,True,本公司112年度非擔任主管職務之全時員工人數較111年度約增加11%，因新人年資未足年的比重較高，影響其平均薪資；惟本公司112年度非擔任主管職務之全時員工之平均薪資較111年度增加，故尚屬合理。
2023,6792,通信網路業,469.0,339060.0,723.0,599.0,4.18,1233.0,3.59,True,True,True,本公司生產製造據點100%均在國內，112年直接人力佔全公司55.92%，工廠作業員佔人力總數五成以上，影響本公司整體非主管職之年度薪資。另，112年申報總員工入職年資，未滿一年者佔全公司14.69％，亦影響薪資平均數。
2023,6796,生技醫療業,131.0,125715.0,960.0,853.0,2.2,807.0,3.16,True,True,True,
2023,6799,半導體業,31.0,31731.0,1024.0,956.0,5.42,1745.0,14.5,True,True,True,
2023,6803,綠能環保,779.0,792572.0,1017.0,902.0,16.36,876.0,3.91,True,True,True,
2023,6804,運動休閒,201.0,116800.0,581.0,483.0,3.62,543.0,-0.73,True,True,True,
2023,6805,電子零組件業,72.0,61993.0,861.0,782.0,10.18,951.0,5.97,True,True,True,本公司實施績效承諾制度，以績效結果做為獎金、晉升及調薪之參考，將持續致力員工薪酬結構之優化。
2023,6806,綠能環保,108.0,116162.0,1076.0,907.0,2.94,830.0,4.64,True,True,True,
2023,6811,數位雲端,290.0,405949.0,1400.0,1255.0,12.1,795.0,3.57,True,True,True,本公司於112年申報平均薪資為140萬，與前一年度差異數為0.6%；唯二個年度員工人數成長4.1%，且3年以下年資之新人比例成長近10%，因人力組成改變致使平均薪資略微下滑，屬合理狀態。
2023,6821,電子零組件業,52.0,43251.0,832.0,690.0,1.69,703.0,1.58,True,True,True,
2023,6823,半導體業,158.0,97261.0,616.0,538.0,-1.09,1201.0,5.4,True,True,True,
2023,6829,電機機械,498.0,306196.0,615.0,573.0,3.51,695.0,2.14,True,True,True,本公司從事精密零組件製造，製造產線設置在台灣並持續擴增加產能，製程中需要大量基礎人員，直接人員占比60%、外籍人員占比18%，故影響薪資水平。
2023,6830,其他電子業,456.0,556266.0,1220.0,989.0,5.59,1304.0,8.33,True,True,True,
2023,6834,電子零組件業,402.0,194279.0,483.0,442.0,-1.09,951.0,5.97,True,True,True,因本公司112年度營運虧損，致使年終獎金下滑，且無發放員工酬勞所致。
2023,6835,電子零組件業,46.0,36969.0,804.0,743.0,3.57,951.0,5.97,True,True,True,
2023,6840,其他電子業,146.0,93177.0,638.0,481.0,-2.16,889.0,3.15,True,True,True,
2023,6841,生技醫療業,59.0,49310.0,836.0,740.0,-0.44,749.0,0.13,True,True,True,
2023,6843,電機機械,119.0,87464.0,735.0,605.0,4.06,695.0,2.14,True,True,True,
2023,6846,食品工業,81.0,79373.0,980.0,733.0,5.04,734.0,3.97,True,True,True,
2023,6855,其他電子業,93.0,60905.0,655.0,550.0,6.29,889.0,3.15,True,True,True,本公司獲利來源主因為銷售高毛利產品，使獲利較同產業增加，但在產線員工占整體員工約三分之二的情況下，造成薪資分布偏態，平均值低於同業。
2023,6856,文化創意業,98.0,64026.0,653.0,561.0,4.09,1181.0,5.68,True,True,True,
2023,6859,光電業,297.0,173112.0,583.0,524.0,2.57,853.0,2.19,True,True,True,本公司112年EPS相較同業平均數高，惟受到外籍勞工人數約佔公司員工人數17%，其薪資水準較低，再加上員工平均年資因離職率較高而減少，致非經理人之全時員工薪資平均數低於同業水準。
2023,6861,生技醫療業,314.0,314855.0,1003.0,854.0,3.0,807.0,3.16,True,True,True,
2023,6865,數位雲端,153.0,158715.0,1037.0,937.0,1.96,795.0,3.57,True,True,True,
2023,6869,綠能環保,71.0,75542.0,1064.0,855.0,8.77,830.0,4.64,True,True,True,
2023,6870,數位雲端,165.0,108556.0,658.0,557.0,4.0,795.0,3.57,True,True,True,1.112年度新進同仁較多，且年資未達一年之員工占約21%，致拉低平均薪資。2.本公司會衡量市場的薪資水準、物價指數及本體經營績效，對薪資做出適當的調整。
2023,6873,綠能環保,139.0,161307.0,1160.0,946.0,8.36,830.0,4.64,True,True,True,
2023,6874,資訊服務業,70.0,83582.0,1194.0,1139.0,4.07,948.0,3.39,True,True,True,
2023,6875,生技醫療業,22.0,24156.0,1098.0,1018.0,0.07,749.0,0.13,True,True,True,
2023,6877,其他電子業,113.0,86270.0,763.0,686.0,-0.52,889.0,3.15,True,True,True,
2023,6894,綠能環保,62.0,59760.0,964.0,806.0,7.86,876.0,3.91,True,True,True,
2023,6895,半導體業,82.0,54608.0,666.0,572.0,2.7,1201.0,5.4,True,True,True,
2023,6901,其他,15.0,28744.0,1916.0,1350.0,-3.32,909.0,2.71,True,True,True,
2023,6902,數位雲端,148.0,201766.0,1363.0,1179.0,0.16,974.0,9.73,True,True,True,
2023,6904,其他,148.0,87734.0,593.0,554.0,10.21,677.0,1.82,True,True,True,1、其他之產業類別的產品或服務較廣泛，且人力結構也不一樣。2、本公司依薪酬管理辦法訂定薪資報酬之內容及數額，且衡量經營績效核發年終獎金及績效獎金，故薪資水準尚屬合理。
2023,6916,光電業,184.0,115879.0,630.0,613.0,1.33,923.0,-0.46,True,True,True,1.員工薪資係依公司與個人績效等綜合考量，並參考產業人才市場薪資水準，衡量公司薪資在就業市場競爭力。2.本公司依據營運狀況及個人績效與表現，來給予同仁獎金與調薪，112年營收較前一年衰減25.67%，故獎金下降。
2023,6922,電腦及週邊設備業,137.0,129359.0,944.0,809.0,4.51,890.0,3.92,True,True,True,
2023,6929,生技醫療業,844.0,526379.0,624.0,502.0,0.37,749.0,0.13,True,True,True,本公司112年度非擔任主管職務之全時員工薪資平均數較其他同業低，主係本公司112年稅後淨利相較111年(疫情影響獲利大增)減少致112年年終獎金提撥數及業績獎金金額相較111年減少所致
2023,6937,半導體業,254.0,238819.0,940.0,766.0,5.02,1745.0,14.5,True,True,True,
2023,7402,光電業,54.0,51552.0,955.0,766.0,1.38,853.0,2.19,True,True,True,
2023,7556,半導體業,32.0,27576.0,862.0,717.0,4.71,1201.0,5.4,True,True,True,
2023,8011,通信網路業,245.0,151790.0,620.0,571.0,0.09,1233.0,3.59,True,True,True,
2023,8016,半導體業,356.0,887587.0,2493.0,2327.0,15.5,1745.0,14.5,True,True,True,
2023,8021,其他電子業,304.0,209951.0,691.0,606.0,-0.25,1304.0,8.33,True,True,True,
2023,8024,半導體業,78.0,75514.0,968.0,882.0,-0.86,1201.0,5.4,True,True,True,
2023,8027,電機機械,267.0,219462.0,822.0,750.0,0.32,695.0,2.14,True,True,True,
2023,8028,半導體業,981.0,779756.0,795.0,705.0,2.02,1745.0,14.5,True,True,True,
