year,stock_code,title,shareholder,shareholding_initial,shareholding_current,pledge,pledge_pp,others_shareholding_total,others_pledge,others_pledge_pp
2023,4749,協理本人,陳良吉,0,41000,0,0.0,0,0,0.0
2023,4749,財務部門主管本人,賴旭綺,0,156000,0,0.0,0,0,0.0
2023,4749,會計部門主管本人,賴旭綺,0,156000,0,0.0,0,0,0.0
2023,4749,其他,詹文雄,0,60000,0,0.0,1218420,0,0.0
2023,4749,其他,呂韶文,0,220000,0,0.0,80000,0,0.0
2023,3323,董事長本人,黃世明,3222194,3186194,1035000,0.3248,1665577,0,0.0
2023,3323,董事本人,浩百有限公司,500000,585857,585000,0.9984999999999999,0,0,0.0
2023,3323,董事之法人代表人,李榮洲,0,0,0,0.0,0,0,0.0
2023,3323,董事本人,陳永財,1334484,1334484,0,0.0,0,0,0.0
2023,3323,董事本人,陳建廷,747000,802811,0,0.0,0,0,0.0
2023,3323,董事本人,凱軒投資股份有限公司,1480000,1590577,0,0.0,0,0,0.0
2023,3323,董事之法人代表人,黃靖容,0,197780,0,0.0,1590932,0,0.0
2023,3323,董事本人,康輝投資股份有限公司,2363000,2539549,0,0.0,0,0,0.0
2023,3323,董事之法人代表人,黃鈴茹,0,155603,0,0.0,0,0,0.0
2023,3323,獨立董事本人,蔡志瑋,0,0,0,0.0,0,0,0.0
2023,3323,獨立董事本人,林渭宏,0,0,0,0.0,0,0,0.0
2023,3323,獨立董事本人,林震岩,0,0,0,0.0,0,0,0.0
2023,3323,獨立董事本人,程明修,0,0,0,0.0,0,0,0.0
2023,3323,總經理本人,黃世明,0,3186194,1035000,0.3248,1665577,0,0.0
2023,3323,副總經理本人,林建羽,0,1000,0,0.0,0,0,0.0
2023,3323,副總經理本人,陳敬德,0,28901,0,0.0,1403,0,0.0
2023,3323,副總經理本人,蔡丞陽,0,0,0,0.0,0,0,0.0
2023,3323,副總經理本人,黃靖容,0,197780,0,0.0,1590932,0,0.0
2023,3323,經理本人,林代凌,0,9000,0,0.0,0,0,0.0
2023,3323,協理本人,徐君哲,0,0,0,0.0,0,0,0.0
2023,3323,財務部門主管本人,林建羽,0,1000,0,0.0,0,0,0.0
2023,3323,會計部門主管本人,林建羽,0,1000,0,0.0,0,0,0.0
2023,8155,董事長本人,仁寶電腦工業股份有限公司,10157730,10157730,0,0.0,0,0,0.0
2023,8155,董事長之法人代表人,張永青,0,0,0,0.0,0,0,0.0
2023,8155,董事本人,仁寶電腦工業股份有限公司,0,10157730,0,0.0,0,0,0.0
2023,8155,董事之法人代表人,王正強,0,15481,0,0.0,0,0,0.0
2023,8155,董事本人,洪輝龍,260500,320100,0,0.0,0,0,0.0
2023,8155,董事本人,張義德,2316550,2223550,1000000,0.4497,0,0,0.0
2023,8155,董事本人,郭玄彬,21836,12836,0,0.0,0,0,0.0
2023,8155,董事本人,楊演松,0,0,0,0.0,0,0,0.0
2023,8155,獨立董事本人,湯玲郎,0,0,0,0.0,0,0,0.0
2023,8155,獨立董事本人,許欽洲,0,0,0,0.0,0,0,0.0
2023,8155,獨立董事本人,陳秋銘,0,0,0,0.0,0,0,0.0
2023,8155,總經理本人,洪輝龍,0,320100,0,0.0,0,0,0.0
2023,8155,副總經理本人,楊敏華,0,130650,0,0.0,0,0,0.0
2023,8155,副總經理本人,林于凱,0,52256,0,0.0,0,0,0.0
2023,8155,協理本人,劉碧香,0,20000,0,0.0,0,0,0.0
2023,8155,協理本人,詹煉貴,0,18000,0,0.0,0,0,0.0
2023,8155,協理本人,沈宮雯,0,42302,0,0.0,0,0,0.0
2023,8155,協理本人,賴秉鉞,0,29000,0,0.0,0,0,0.0
2023,8155,大股東本人,仁寶電腦工業股份有限公司,0,10157730,0,0.0,0,0,0.0
2023,8155,財務部門主管本人,沈宮雯,0,42302,0,0.0,0,0,0.0
2023,8155,會計部門主管本人,沈宮雯,0,42302,0,0.0,0,0,0.0
2023,8155,其他,楊大緯,0,12000,0,0.0,0,0,0.0
2023,3306,董事長本人,蘇俊豪,46199,24199,0,0.0,0,0,0.0
2023,3306,董事本人,廣達電腦股份有限公司,18603598,18603598,0,0.0,0,0,0.0
2023,3306,董事之法人代表人,楊俊烈,0,0,0,0.0,0,0,0.0
2023,3306,董事本人,廣達電腦股份有限公司,18603598,18603598,0,0.0,0,0,0.0
2023,3306,董事之法人代表人,陳美雲,0,0,0,0.0,0,0,0.0
2023,3306,董事本人,廣達電腦股份有限公司,18603598,18603598,0,0.0,0,0,0.0
2023,3306,董事之法人代表人,梁次震,0,0,0,0.0,0,0,0.0
2023,3306,獨立董事本人,李又新,0,0,0,0.0,0,0,0.0
2023,3306,獨立董事本人,沈立威,0,0,0,0.0,0,0,0.0
2023,3306,獨立董事本人,陳碧貴,0,0,0,0.0,0,0,0.0
2023,3306,總經理本人,陳俊彥,0,109500,0,0.0,0,0,0.0
2023,3306,副總經理本人,蕭明昌,0,8334,0,0.0,0,0,0.0
2023,3306,經理本人,曾人德,0,2370,0,0.0,0,0,0.0
2023,3306,經理本人,劉俊鵬,0,0,0,0.0,0,0,0.0
2023,3306,協理本人,邱信棟,0,0,0,0.0,0,0,0.0
2023,3306,協理本人,余家震,0,0,0,0.0,0,0,0.0
2023,3306,大股東本人,廣達電腦股份有限公司,0,18603598,0,0.0,0,0,0.0
2023,3306,財務部門主管本人,黃凱崙,0,7397,0,0.0,0,0,0.0
2023,3306,會計部門主管本人,黃凱崙,0,7397,0,0.0,0,0,0.0
2023,6117,董事長本人,賴文賢,21808442,21808442,0,0.0,0,0,0.0
2023,6117,董事本人,黃國輝,5012667,5012667,0,0.0,128404,0,0.0
2023,6117,董事本人,賴羿潔,6427981,6427981,0,0.0,0,0,0.0
2023,6117,董事本人,潘志祥,414415,394415,0,0.0,0,0,0.0
2023,6117,獨立董事本人,蘇裕惠,0,0,0,0.0,0,0,0.0
2023,6117,獨立董事本人,劉思佩,0,0,0,0.0,0,0,0.0
2023,6117,總經理本人,黃國輝,0,5012667,0,0.0,128404,0,0.0
2023,6117,經理本人,賴羿潔,0,6427981,0,0.0,0,0,0.0
2023,6117,經理本人,康博興,0,0,0,0.0,0,0,0.0
2023,6117,協理本人,潘志祥,0,394415,0,0.0,0,0,0.0
2023,6117,協理本人,李淑玲,0,70689,0,0.0,10468,0,0.0
2023,6117,協理本人,石雅君,0,28000,0,0.0,0,0,0.0
2023,6117,協理本人,顏武章,0,189,0,0.0,0,0,0.0
2023,6117,協理本人,吳銘國,0,405,0,0.0,0,0,0.0
2023,6117,大股東本人,賴文賢,0,21808442,0,0.0,0,0,0.0
2023,6117,財務部門主管本人,李淑玲,0,70689,0,0.0,10468,0,0.0
2023,6117,會計部門主管本人,李淑玲,0,70689,0,0.0,10468,0,0.0
2023,1336,董事長本人,宣德科技股份有限公司,22599000,22599000,0,0.0,0,0,0.0
2023,1336,董事長之法人代表人,蔡鎮隆,0,874000,0,0.0,1510000,0,0.0
2023,1336,董事本人,宣德科技股份有限公司,22599000,22599000,0,0.0,0,0,0.0
2023,1336,董事之法人代表人,李晉誠,0,69000,0,0.0,0,0,0.0
2023,1336,董事本人,宣德科技股份有限公司,22599000,22599000,0,0.0,0,0,0.0
2023,1336,董事之法人代表人,張誌仁,0,45000,0,0.0,0,0,0.0
2023,1336,董事本人,楊劍平,670000,670000,0,0.0,0,0,0.0
2023,1336,獨立董事本人,莊偉民,0,0,0,0.0,0,0,0.0
2023,1336,獨立董事本人,林俊儀,0,0,0,0.0,0,0,0.0
2023,1336,獨立董事本人,陳怡萍,40000,40000,0,0.0,0,0,0.0
2023,1336,獨立董事本人,鍾鼎君,0,0,0,0.0,0,0,0.0
2023,1336,總經理本人,蔡鎮隆,0,874000,0,0.0,1510000,0,0.0
2023,1336,副總經理本人,黃小凌,0,36679,0,0.0,0,0,0.0
2023,1336,副總經理本人,李晉誠,0,69000,0,0.0,0,0,0.0
2023,1336,協理本人,陳金鐘,0,133000,0,0.0,0,0,0.0
2023,1336,協理本人,二宮隆義,0,280122,0,0.0,0,0,0.0
2023,1336,協理本人,陳正文,0,24000,0,0.0,0,0,0.0
2023,1336,協理本人,謝正彬,0,0,0,0.0,0,0,0.0
2023,1336,大股東本人,宣德科技股份有限公司,0,22599000,0,0.0,0,0,0.0
2023,1336,財務部門主管本人,陳金鐘,0,133000,0,0.0,0,0,0.0
2023,1336,會計部門主管本人,陳金鐘,0,133000,0,0.0,0,0,0.0
2023,5457,董事長本人,立康企管顧問股份有限公司,12352369,12352369,8510000,0.6889,0,0,0.0
2023,5457,董事長之法人代表人,蔡鎮隆,0,580000,0,0.0,12462369,8510000,0.6828
2023,5457,董事本人,香港商聯滔電子有限公司,51989551,51989551,0,0.0,0,0,0.0
2023,5457,董事本人,香港商聯滔電子有限公司,51989551,51989551,0,0.0,0,0,0.0
2023,5457,董事之法人代表人,沈椿喜,0,13000,0,0.0,0,0,0.0
2023,5457,董事本人,華瑋投資股份有限公司,8000000,8000000,0,0.0,0,0,0.0
2023,5457,董事之法人代表人,石榮慧,0,0,0,0.0,0,0,0.0
2023,5457,董事本人,香港商聯滔電子有限公司,51989551,51989551,0,0.0,0,0,0.0
2023,5457,董事之法人代表人,蔡佳衛,0,0,0,0.0,10000,0,0.0
2023,5457,董事本人,立康企管顧問股份有限公司,12352369,12352369,8510000,0.6889,0,0,0.0
2023,5457,董事之法人代表人,徐嘉德,0,460000,0,0.0,295000,0,0.0
2023,5457,獨立董事本人,詹賀博,0,0,0,0.0,0,0,0.0
2023,5457,獨立董事本人,鍾鼎君,25000,55000,0,0.0,0,0,0.0
2023,5457,獨立董事本人,林俊儀,126000,130000,0,0.0,0,0,0.0
2023,5457,獨立董事本人,連祥一,60000,60000,0,0.0,0,0,0.0
2023,5457,總經理本人,蔡鎮隆,0,580000,0,0.0,12462369,8510000,0.6828
2023,5457,副總經理本人,林仁亮,0,0,0,0.0,0,0,0.0
2023,5457,協理本人,范國基,0,0,0,0.0,0,0,0.0
2023,5457,大股東本人,香港商聯滔電子有限公司,0,51989551,0,0.0,0,0,0.0
2023,5457,財務部門主管本人,林宏昇,0,0,0,0.0,0,0,0.0
2023,5457,會計部門主管本人,林宏昇,0,0,0,0.0,0,0,0.0
2023,4533,董事長本人,郭雅慧,4300138,4300138,0,0.0,0,0,0.0
2023,4533,董事本人,鄭更義,0,0,0,0.0,0,0,0.0
2023,4533,董事本人,晟霖投資股份有限公司,100000,100000,0,0.0,0,0,0.0
2023,4533,董事之法人代表人,甘錦地,0,279000,0,0.0,0,0,0.0
2023,4533,董事本人,宇宬投資股份有限公司,13000000,13000000,0,0.0,0,0,0.0
2023,4533,董事之法人代表人,傅金仁,0,0,0,0.0,0,0,0.0
2023,4533,獨立董事本人,曾元立,0,0,0,0.0,0,0,0.0
2023,4533,獨立董事本人,汪海清,0,0,0,0.0,0,0,0.0
2023,4533,獨立董事本人,陳淑娟,0,0,0,0.0,0,0,0.0
2023,4533,總經理本人,郭挺鈞,0,4300126,0,0.0,0,0,0.0
2023,4533,副總經理本人,吳翠華,0,106000,0,0.0,0,0,0.0
2023,4533,副總經理本人,黃鴻傑,0,0,0,0.0,0,0,0.0
2023,4533,副總經理本人,李丞偉,0,0,0,0.0,0,0,0.0
2023,4533,副總經理本人,劉國旺,0,0,0,0.0,0,0,0.0
2023,4533,財務部門主管本人,吳翠華,0,106000,0,0.0,0,0,0.0
2023,4533,會計部門主管本人,吳翠華,0,106000,0,0.0,0,0,0.0
2023,3390,董事長本人,鉅祥企業股份有限公司,9940956,9940956,0,0.0,0,0,0.0
2023,3390,董事長之法人代表人,林永寶,0,0,0,0.0,0,0,0.0
2023,3390,董事本人,江聰富,1827754,1827754,0,0.0,0,0,0.0
2023,3390,董事本人,呂清河,995688,995688,0,0.0,735046,0,0.0
2023,3390,董事本人,謝睿峰,11000,34000,0,0.0,271000,0,0.0
2023,3390,獨立董事本人,周芳文,0,0,0,0.0,0,0,0.0
2023,3390,獨立董事本人,邱志昇,0,0,0,0.0,0,0,0.0
2023,3390,獨立董事本人,陳思儒,0,0,0,0.0,0,0,0.0
2023,3390,總經理本人,蘇政仁,0,156000,0,0.0,0,0,0.0
2023,3390,大股東本人,鉅祥企業股份有限公司,0,9940956,0,0.0,0,0,0.0
2023,3390,財務部門主管本人,官原霆,0,0,0,0.0,0,0,0.0
2023,3390,會計部門主管本人,官原霆,0,0,0,0.0,0,0,0.0
2023,3390,其他,林永寶,0,0,0,0.0,0,0,0.0
2023,5488,董事長本人,駱國呈,3868301,3868301,0,0.0,0,0,0.0
2023,5488,董事本人,洪文華,70000,70000,0,0.0,5000,0,0.0
2023,5488,董事本人,張太陽,84970,84970,0,0.0,0,0,0.0
2023,5488,董事本人,鐘碧賓,488000,488000,0,0.0,1537000,0,0.0
2023,5488,董事本人,駱秀勇,6184672,6184672,0,0.0,1652857,0,0.0
2023,5488,董事本人,洪水棟,1306145,1306145,0,0.0,7000,0,0.0
2023,5488,獨立董事本人,陳俊智,30,30,0,0.0,0,0,0.0
2023,5488,獨立董事本人,高國欽,0,0,0,0.0,0,0,0.0
2023,5488,獨立董事本人,許銘哲,0,0,0,0.0,0,0,0.0
2023,5488,總經理本人,駱秀勇,0,6184672,0,0.0,1652857,0,0.0
2023,5488,總經理本人,駱朝明,0,1537000,0,0.0,488000,0,0.0
2023,5488,財務部門主管本人,李振陽,0,0,0,0.0,0,0,0.0
2023,5488,會計部門主管本人,李振陽,0,0,0,0.0,0,0,0.0
2023,5488,其他,駱國呈,0,3868301,0,0.0,0,0,0.0
2023,6115,董事長本人,黃子成,10782682,10782682,0,0.0,1790939,0,0.0
2023,6115,董事本人,方義雄,10916224,10916224,0,0.0,2120972,0,0.0
2023,6115,董事本人,周友義,214616,214616,0,0.0,11397,0,0.0
2023,6115,董事本人,黃欽明,274632,274632,0,0.0,0,0,0.0
2023,6115,董事本人,曹新臺,0,0,0,0.0,0,0,0.0
2023,6115,董事本人,王亮凱,396,396,0,0.0,0,0,0.0
2023,6115,獨立董事本人,陳俊昇,0,0,0,0.0,0,0,0.0
2023,6115,獨立董事本人,陳秀玲,20000,0,0,0.0,0,0,0.0
2023,6115,獨立董事本人,謝宜宸,0,0,0,0.0,0,0,0.0
2023,6115,總經理本人,方義雄,0,10916224,0,0.0,2120972,0,0.0
2023,6115,副總經理本人,賴人脩,0,70762,0,0.0,12844,0,0.0
2023,6115,協理本人,陳永鎮,0,0,0,0.0,0,0,0.0
2023,6115,協理本人,丁文蓮,0,0,0,0.0,0,0,0.0
2023,6115,協理本人,陳永富,0,5000,0,0.0,868,0,0.0
2023,6115,協理本人,官廷諭,0,0,0,0.0,0,0,0.0
2023,6115,協理本人,溫明章,0,35000,0,0.0,0,0,0.0
2023,6115,財務部門主管本人,高事榮,0,107430,0,0.0,0,0,0.0
2023,6115,會計部門主管本人,高事榮,0,107430,0,0.0,0,0,0.0
2023,6115,其他,高事榮,0,107430,0,0.0,0,0,0.0
2023,1604,董事長本人,財團法人陳茂榜工商發展基金會,2360032,2360032,0,0.0,0,0,0.0
2023,1604,董事長之法人代表人,陳盛沺,0,319,0,0.0,0,0,0.0
2023,1604,副董事長本人,陳盛泉,6738932,6738932,0,0.0,0,0,0.0
2023,1604,董事本人,財團法人陳張秀菊文教基金會,4006453,4006453,0,0.0,0,0,0.0
2023,1604,董事之法人代表人,許經朝,0,682000,0,0.0,0,0,0.0
2023,1604,董事本人,陳盛偉,8122698,8122698,0,0.0,0,0,0.0
2023,1604,獨立董事本人,樓永堅,0,0,0,0.0,0,0,0.0
2023,1604,獨立董事本人,林佑澤,0,0,0,0.0,0,0,0.0
2023,1604,獨立董事本人,賴凱萱,0,0,0,0.0,0,0,0.0
2023,1604,總經理本人,許經朝,0,682000,0,0.0,0,0,0.0
2023,1604,副總經理本人,彭俊彥,0,330527,0,0.0,0,0,0.0
2023,1604,副總經理本人,陳玉光,0,392004,0,0.0,0,0,0.0
2023,1604,協理本人,章巧薇,0,132000,0,0.0,60,0,0.0
2023,1604,協理本人,高治誠,0,90915,0,0.0,0,0,0.0
2023,1604,協理本人,簡淑慧,0,65876,0,0.0,0,0,0.0
2023,1604,財務部門主管本人,彭俊彥,0,330527,0,0.0,0,0,0.0
2023,1604,會計部門主管本人,簡淑慧,0,65876,0,0.0,0,0,0.0
2023,1604,其他,彭俊彥,0,330527,0,0.0,0,0,0.0
2023,2352,董事長本人,陳其宏,628246,1034455,0,0.0,0,0,0.0
2023,2352,董事本人,友達光電股份有限公司,335230510,335230510,0,0.0,0,0,0.0
2023,2352,董事之法人代表人,彭又又浪,0,9164,0,0.0,65032,0,0.0
2023,2352,董事本人,財團法人明基文教基金會,608083,608083,0,0.0,0,0,0.0
2023,2352,董事之法人代表人,黃漢州,0,422021,0,0.0,686,0,0.0
2023,2352,董事本人,友達光電股份有限公司,335230510,335230510,0,0.0,0,0,0.0
2023,2352,董事之法人代表人,陳建斌,0,0,0,0.0,664,0,0.0
2023,2352,獨立董事本人,顏漏有,0,0,0,0.0,0,0,0.0
2023,2352,獨立董事本人,徐爵民,0,0,0,0.0,0,0,0.0
2023,2352,獨立董事本人,陳良基,0,0,0,0.0,0,0,0.0
2023,2352,獨立董事本人,林秋蓮,0,0,0,0.0,0,0,0.0
2023,2352,獨立董事本人,黃淑君,0,0,0,0.0,0,0,0.0
2023,2352,總經理本人,黃漢州,0,422021,0,0.0,686,0,0.0
2023,2352,副總經理本人,蕭澤榮,0,264166,0,0.0,0,0,0.0
2023,2352,副總經理本人,李昌鴻,0,329420,0,0.0,6000,0,0.0
2023,2352,副總經理本人,薛道隆,0,396586,0,0.0,0,0,0.0
2023,2352,副總經理本人,吳榮華,0,506443,0,0.0,0,0,0.0
2023,2352,副總經理本人,洪秋金,0,506075,0,0.0,0,0,0.0
2023,2352,副總經理本人,吳宗訓,0,265634,0,0.0,0,0,0.0
2023,2352,副總經理本人,林旺賜,0,79218,0,0.0,10000,0,0.0
2023,2352,副總經理本人,林裕欽,0,0,0,0.0,0,0,0.0
2023,2352,副總經理本人,黃士修,0,40757,0,0.0,0,0,0.0
2023,2352,協理本人,李振裕,0,274311,0,0.0,6000,0,0.0
2023,2352,協理本人,王彥文,0,83329,0,0.0,0,0,0.0
2023,2352,協理本人,聶香泰,0,37469,0,0.0,27772,0,0.0
2023,2352,協理本人,林穎芳,0,32328,0,0.0,0,0,0.0
2023,2352,協理本人,鄭穎,0,154942,0,0.0,0,0,0.0
2023,2352,協理本人,何漢光,0,59308,0,0.0,2006,0,0.0
2023,2352,協理本人,吳高揚,0,228156,0,0.0,0,0,0.0
2023,2352,大股東本人,友達光電股份有限公司,0,335230510,0,0.0,0,0,0.0
2023,2352,財務部門主管本人,洪秋金,0,506075,0,0.0,0,0,0.0
2023,2352,會計部門主管本人,洪秋金,0,506075,0,0.0,0,0,0.0
2023,2352,其他,陳其宏,0,1034455,0,0.0,0,0,0.0
2023,8163,董事長本人,蘇開建,4058447,4058447,0,0.0,871000,0,0.0
2023,8163,董事本人,佳世達科技股份有限公司,58004667,58004667,0,0.0,0,0,0.0
2023,8163,董事之法人代表人,洪秋金,0,26637,0,0.0,0,0,0.0
2023,8163,董事本人,李焜耀,1525729,1525729,0,0.0,0,0,0.0
2023,8163,董事本人,佳世達科技股份有限公司,58004667,58004667,0,0.0,0,0,0.0
2023,8163,董事之法人代表人,陳其宏,0,294693,0,0.0,0,0,0.0
2023,8163,董事本人,蔡耀坤,519271,519271,0,0.0,0,0,0.0
2023,8163,獨立董事本人,林能白,0,0,0,0.0,0,0,0.0
2023,8163,獨立董事本人,李有田,0,0,0,0.0,0,0,0.0
2023,8163,獨立董事本人,胡湘寧,0,0,0,0.0,0,0,0.0
2023,8163,獨立董事本人,李昆銘,0,0,0,0.0,0,0,0.0
2023,8163,總經理本人,蔡耀坤,0,519271,0,0.0,0,0,0.0
2023,8163,副總經理本人,林昺宏,0,1403151,0,0.0,83832,0,0.0
2023,8163,副總經理本人,汪維之,0,43308,0,0.0,166,0,0.0
2023,8163,副總經理本人,林獻章,0,1209429,0,0.0,0,0,0.0
2023,8163,副總經理本人,江銘煌,0,16000,0,0.0,135734,0,0.0
2023,8163,副總經理本人,賴彌煥,0,10000,0,0.0,0,0,0.0
2023,8163,副總經理本人,周瑞崇,0,58927,0,0.0,879,0,0.0
2023,8163,大股東本人,佳世達科技股份有限公司,0,58004667,0,0.0,0,0,0.0
2023,8163,財務部門主管本人,林豐正,0,0,0,0.0,0,0,0.0
2023,8163,會計部門主管本人,林豐正,0,0,0,0.0,0,0,0.0
2023,8163,其他,蘇開建,0,4058447,0,0.0,871000,0,0.0
2023,3037,董事長本人,聯華電子股份有限公司,198878046,198878046,0,0.0,0,0,0.0
2023,3037,董事長之法人代表人,曾子章,0,8435234,0,0.0,5471117,0,0.0
2023,3037,董事本人,聯華電子股份有限公司,198878046,198878046,0,0.0,0,0,0.0
2023,3037,董事之法人代表人,簡山傑,0,0,0,0.0,0,0,0.0
2023,3037,董事本人,聯華電子股份有限公司,198878046,198878046,0,0.0,0,0,0.0
2023,3037,董事之法人代表人,劉啟東,0,0,0,0.0,0,0,0.0
2023,3037,董事本人,迅捷投資股份有限公司,4567119,4567119,0,0.0,0,0,0.0
2023,3037,董事之法人代表人,蘭庭,0,263397,0,0.0,0,0,0.0
2023,3037,董事本人,焱元投資股份有限公司,23000000,23000000,0,0.0,0,0,0.0
2023,3037,董事之法人代表人,馬光華,0,54000,0,0.0,0,0,0.0
2023,3037,董事本人,林庭裕,0,0,0,0.0,0,0,0.0
2023,3037,獨立董事本人,李亞菁,0,0,0,0.0,0,0,0.0
2023,3037,獨立董事本人,陳來助,0,0,0,0.0,0,0,0.0
2023,3037,獨立董事本人,王聖煜,0,0,0,0.0,0,0,0.0
2023,3037,總經理本人,馬光華,0,54000,0,0.0,0,0,0.0
2023,3037,總經理本人,蘭庭,0,263397,0,0.0,0,0,0.0
2023,3037,總經理本人,廖本衛,0,66000,0,0.0,0,0,0.0
2023,3037,總經理本人,陳國朝,0,125000,0,0.0,0,0,0.0
2023,3037,總經理本人,王佰偉,0,8000,0,0.0,0,0,0.0
2023,3037,總經理本人,郭政輝,0,615000,0,0.0,0,0,0.0
2023,3037,總經理本人,沈再生,0,756191,0,0.0,9563,0,0.0
2023,3037,總經理本人,鄭振華,0,1429677,0,0.0,45661,0,0.0
2023,3037,副總經理本人,黃得基,0,245000,0,0.0,0,0,0.0
2023,3037,副總經理本人,陳昌甫,0,22383,0,0.0,46468,0,0.0
2023,3037,副總經理本人,張世杰,0,129223,0,0.0,20,0,0.0
2023,3037,副總經理本人,鍾明峰,0,0,0,0.0,521,0,0.0
2023,3037,副總經理本人,陳裕華,0,113000,0,0.0,0,0,0.0
2023,3037,副總經理本人,牛銘光,0,28000,0,0.0,0,0,0.0
2023,3037,副總經理本人,楊筑華,0,152243,0,0.0,11000,0,0.0
2023,3037,副總經理本人,黃仁侯,0,22000,0,0.0,1000,0,0.0
2023,3037,副總經理本人,彭士祐,0,27000,0,0.0,0,0,0.0
2023,3037,副總經理本人,林明程,0,32000,0,0.0,0,0,0.0
2023,3037,副總經理本人,吳祥偉,0,8000,0,0.0,1000,0,0.0
2023,3037,副總經理本人,王金勝,0,162203,0,0.0,351,0,0.0
2023,3037,副總經理本人,李信宏,0,35000,0,0.0,0,0,0.0
2023,3037,副總經理本人,簡士超,0,48000,0,0.0,0,0,0.0
2023,3037,副總經理本人,張水文,0,35847,0,0.0,0,0,0.0
2023,3037,副總經理本人,褚伯韜,0,44000,0,0.0,0,0,0.0
2023,3037,副總經理本人,范光慶,0,25000,0,0.0,0,0,0.0
2023,3037,副總經理本人,龔吉富,0,0,0,0.0,0,0,0.0
2023,3037,副總經理本人,顏錦泉,0,16000,0,0.0,0,0,0.0
2023,3037,副總經理本人,李昇洲,0,134085,0,0.0,99839,0,0.0
2023,3037,副總經理本人,吳建德,0,0,0,0.0,0,0,0.0
2023,3037,副總經理本人,徐世帝,0,36603,0,0.0,0,0,0.0
2023,3037,副總經理本人,楊國同,0,268133,0,0.0,0,0,0.0
2023,3037,協理本人,張華基,0,55000,0,0.0,0,0,0.0
2023,3037,協理本人,林瓊梅,0,99000,0,0.0,0,0,0.0
2023,3037,協理本人,葉正明,0,0,0,0.0,0,0,0.0
2023,3037,協理本人,粘恒銘,0,302035,0,0.0,0,0,0.0
2023,3037,協理本人,高世泰,0,35271,0,0.0,0,0,0.0
2023,3037,協理本人,劉志宏,0,58288,0,0.0,0,0,0.0
2023,3037,大股東本人,聯華電子股份有限公司,0,198878046,0,0.0,0,0,0.0
2023,3037,財務部門主管本人,林瓊梅,0,99000,0,0.0,0,0,0.0
2023,3037,會計部門主管本人,許淑秋,0,40206,0,0.0,0,0,0.0
2023,8215,董事長本人,佳世達科技股份有限公司,43659294,43659294,0,0.0,0,0,0.0
2023,8215,董事長之法人代表人,陳建志,0,1485234,0,0.0,31020,0,0.0
2023,8215,董事本人,佳世達科技股份有限公司,43659294,43659294,0,0.0,0,0,0.0
2023,8215,董事之法人代表人,陳其宏,0,72825,0,0.0,0,0,0.0
2023,8215,董事本人,明基電通股份有限公司,80847763,80847763,0,0.0,0,0,0.0
2023,8215,董事之法人代表人,李文德,0,99161,0,0.0,0,0,0.0
2023,8215,董事本人,李焜耀,4580396,4580396,0,0.0,775001,0,0.0
2023,8215,董事本人,佳世達科技股份有限公司,43659294,43659294,0,0.0,0,0,0.0
2023,8215,董事之法人代表人,劉家瑞,0,248494,0,0.0,0,0,0.0
2023,8215,獨立董事本人,葉福海,0,0,0,0.0,0,0,0.0
2023,8215,獨立董事本人,盧煜煬,0,0,0,0.0,0,0,0.0
2023,8215,獨立董事本人,王弓,0,0,0,0.0,0,0,0.0
2023,8215,獨立董事本人,劉俊麟,0,0,0,0.0,0,0,0.0
2023,8215,總經理本人,劉家瑞,0,248494,0,0.0,0,0,0.0
2023,8215,副總經理本人,劉培毅,0,371252,0,0.0,0,0,0.0
2023,8215,副總經理本人,劉權榮,0,162466,0,0.0,0,0,0.0
2023,8215,協理本人,吳龍海,0,42870,0,0.0,517,0,0.0
2023,8215,協理本人,王勝興,0,262893,0,0.0,0,0,0.0
2023,8215,協理本人,郭真寬,0,89602,0,0.0,0,0,0.0
2023,8215,協理本人,蔣定原,0,89416,0,0.0,37611,0,0.0
2023,8215,協理本人,楊昭儀,0,89414,0,0.0,0,0,0.0
2023,8215,大股東本人,明基電通股份有限公司,0,80847763,0,0.0,0,0,0.0
2023,8215,大股東本人,佳世達科技股份有限公司,0,43659294,0,0.0,0,0,0.0
2023,8215,財務部門主管本人,王勝興,0,262893,0,0.0,0,0,0.0
2023,8215,會計部門主管本人,王勝興,0,262893,0,0.0,0,0,0.0
2023,8215,其他,陳建志,0,1485234,0,0.0,31020,0,0.0
2023,8215,其他,王勝興,0,262893,0,0.0,0,0,0.0
2023,6782,董事長本人,李重儀,211625,211625,0,0.0,1610000,600000,0.3726
2023,6782,董事本人,游克用,779036,779036,0,0.0,917056,0,0.0
2023,6782,董事本人,明基材料股份有限公司,9333773,9333773,0,0.0,0,0,0.0
2023,6782,董事之法人代表人,劉培毅,0,380683,0,0.0,100000,0,0.0
2023,6782,董事本人,陳盛穩,100000,100000,0,0.0,29000,0,0.0
2023,6782,獨立董事本人,魏秋瑞,0,0,0,0.0,0,0,0.0
2023,6782,獨立董事本人,楊穎洲,0,0,0,0.0,0,0,0.0
2023,6782,獨立董事本人,趙國光,0,0,0,0.0,0,0,0.0
2023,6782,獨立董事本人,賴威廷,66517,66517,0,0.0,0,0,0.0
2023,6782,總經理本人,李重儀,0,211625,0,0.0,1610000,600000,0.3726
2023,6782,副總經理本人,吳滄松,0,436578,0,0.0,44163,0,0.0
2023,6782,大股東本人,明基材料股份有限公司,0,9333773,0,0.0,0,0,0.0
