"RegistrationNo","FacilityName","TaxidNo","Address","Latitude","Longitude"
"H47B1191","台灣吉德門國際股份有限公司大園廠",84474305,"桃園市大園區內海里中山北路２６１號",25.0704136,121.1923509
"H47B3583","忠匯材料股份有限公司",55843217,"桃園市大園區中山北路２６０號",25.0747466,121.1885168
"H4801478","南亞塑膠工業股份有限公司工三廠",75370905,"桃園市龜山區樂善里文明路６號",25.0619923,121.3720035
"H4801852","裕民化學股份有限公司",43751136,"桃園市龜山區龍壽里萬壽路一段５３１巷４號",25.0164874,121.395937
"H4802359","政鎰化學工廠有限公司",43848723,"桃園市龜山區大坑里南上路５１５號",25.0452254,121.3072772
"H4804602","集盛實業股份有限公司龜山廠",43295237,"桃園市龜山區新嶺里東萬壽路６０、６０之１號",25.0007521,121.3650872
"H4806875","集力化學工業股份有限公司",22872520,"桃園市龜山區樂善里水浘８鄰１之１２號",25.0444421,121.3856088
"H4814224","正圭金屬工業有限公司",43742833,"桃園市龜山區龍壽里萬壽路一段５３１巷３號",25.0164038,121.395937
"H48A0498","磐采股份有限公司二廠",16705686,"桃園市龜山區樂善里文明路７２之１號",25.0536922,121.3800806
"H48A5349","山中智林股份有限公司",53407730,"桃園市龜山區文化一路８６之５０號",25.0544114,121.3762641
"H48A8006","集盛實業股份有限公司",43295237,"桃園市龜山區新嶺里東萬壽路６０號",25.0007521,121.3650872
"H48A8442","磐采股份有限公司龜山廠",16705686,"桃園市龜山區樂善里文明三街１２號",25.0529445,121.380449
"H48B1750","亞東工業氣體股份有限公司華亞氣體廠",22522453,"桃園市龜山區文化里華亞五路２號",25.0359966,121.374867
"H4900985","明台化工股份有限公司",43651729,"桃園市八德區竹園里新興路１１４２號",24.9395582,121.2725126
"H4901017","新美華造漆廠股份有限公司",35459404,"桃園市八德區廣德里聯華街３９號",24.9427628,121.2795468
"H4902890","長榮化工業股份有限公司",43124677,"桃園市八德區永豐路３８１號",24.971572,121.274662
"H4908472","利昌電氣工業有限公司電子工業",33858118,"桃園市八德區大湳村和平路９７７號",24.9559996,121.3154464
"H49A9029","新美華造漆廠股份有限公司",35459404,"桃園市八德區聯華街３９號１樓",24.9427628,121.2795468
"H49B3068","合暉股份有限公司",24237758,"桃園市八德區大安里長安街２９之１號１樓",24.9552371,121.3164557
"H49B6359","冠品材料科技股份有公司",53993561,"桃園市八德區茄苳里永豐路２７６巷１４號",24.9680643,121.2768753
"H5000591","台灣杜邦股份有限公司龍潭廠",11907311,"桃園市龍潭區三和里楊銅路二段８０１號",24.8684804,121.1810979
"H5000706","鴻華化學工業股份有限公司",34173634,"桃園市龍潭區中豐路高平段５７６號",24.8284612,121.206212
"H5001338","瑞大鴻科技材料股份有限公司龍潭一廠",84697967,"桃園市龍潭區烏林里工五路１３９巷１號及１之１號",24.8882428,121.2083384
"H5001436","正豐塑膠股份有限公司龍潭廠",33060226,"桃園市龍潭區高原里休閒街８８號",24.8454723,121.2080766
"H5002442","台灣艾特斯工程股份有限公司",23968777,"桃園市龍潭區九龍里中興路九龍段１２９巷１７５弄１５號",24.87835,121.2457432
"H5005210","台灣優芮特股份有限公司龍潭廠",16416519,"桃園市龍潭區烏林里工二路２９８巷８０弄２６之５號",24.8862476,121.21
"H5007027","佳和桂科技股份有限公司烏樹林廠",70452890,"桃園市龍潭區烏林里工二路二九八巷四一號及工二路２９８巷３９弄２２號",24.8862476,121.21
"H5008346","生揚化工原料股份有限公司龍潭廠",16275530,"桃園市龍潭區高平里龍源路６０號１樓",24.8252356,121.2073433
"H50A0670","銡祥實業有限公司龍潭廠",28840482,"桃園市龍潭區高原里楊銅路一段２９４之１號",24.852689,121.197777
"H50A2705","立運特化股份有限公司龍潭廠",16152571,"桃園市龍潭區高平里龍源路４８號",24.8256281,121.2071922
"H50B0706","明創能源股份有限公司(龍潭廠)",69670383,"桃園市龍潭區三和里楊銅路二段９３６號１樓",24.8705649,121.1796297
"H5103319","尚合氟素有限公司平鎮廠",86580822,"桃園市平鎮區東勢里東龍街６１１巷１８號",24.8952759,121.2506453
"H5109919","和新化學工業股份有限公司",97105579,"桃園市平鎮區洪圳路３７６號",24.9054785,121.2499328
"H51A1782","綵翊科技股份有限公司",28501125,"桃園市平鎮區工業一路１４之９號１樓",24.905143,121.204106
"H51A7562","尚合氟素有限公司二廠",86580822,"桃園市平鎮區東勢里東龍街６１１巷２０號",24.8952759,121.2506453
"H51A9469","伯特利企業股份有限公司",54346629,"桃園市平鎮區湧光里工業二路７號",24.9025357,121.2014923
"H51A9588","立盈環保科技股份有限公司",54662717,"桃園市平鎮區湧光里工業二路７號",24.9025357,121.2014923
"H51B1600","星榮科技有限公司",53988321,"桃園市平鎮區平南里天津街２２５號",24.9086184,121.2051998
"H51B2321","三晃股份有限公司平鎮廠",55738290,"桃園市平鎮區東勢里快速路一段２４６巷６２號",24.899213,121.2449008
"H51B4179","達勝科技股份有限公司平鎮二廠",27449349,"桃園市平鎮區湧豐里工業二路２之３號",24.9001249,121.203469
"H51B4268","謙華科技股份有限公司(桃園廠)",28540056,"桃園市平鎮區鎮興里中興路平鎮段４５８號４樓",24.9000923,121.1922896
"H5204660","大銨創新科技股份有限公司桃園廠",12924823,"桃園市新屋區永安里永福路７２０號",24.9859269,121.031169
"H52A1975","大銨創新科技股份有限公司",12924823,"桃園市新屋區永安里永福路７２０號",24.9859269,121.031169
"H52A2933","億昇塑膠有限公司",53032419,"桃園市新屋區新生里和平街４６號１樓",24.971743,121.099618
"H52A3486","華展工業股份有限公司桃園總廠",30883818,"桃園市新屋區笨港里文化路二段１９３８號",24.9821112,121.0269822
"H52A3911","大洋塑膠工業股份有限公司新屋廠",15024509,"桃園市新屋區下埔里下埔頂３８之１號",25.0150285,121.0466579
"H52A4187","大洋塑膠工業股份有限公司",15024509,"桃園市新屋區下埔里下埔頂３８之１號",25.0150285,121.0466579
"H5300078","亞東石化股份有限公司",22318678,"桃園市觀音區樹林里經建四路４７號",25.0641604,121.1263346
"H5300676","福保化學股份有限公司",44877719,"桃園市觀音區富源里新富路９９號",24.9664152,121.148762
"H5300907","台灣亨斯邁化學工業股份有限公司",16968271,"桃園市觀音區樹林里工業三路１９號",25.0630439,121.122371
"H5300925","立大化工股份有限公司",43671990,"桃園市觀音區樹林里經建六路１７號",25.0645364,121.1204355
"H5300934","台界化學工業股份有限公司觀音廠",12213318,"桃園市觀音區草漯里成功路一段５１４號",25.0554274,121.1265585
"H5300998","石梅化學工業股份有限公司",45049886,"桃園市觀音區富林里文林路８８９巷６６號",25.0311992,121.1222974
"H5301753","巨壯企業股份有限公司觀音廠",23182283,"桃園市觀音區草漯里大同二路３９號",25.047537,121.135465
"H5301913","三福氣體股份有限公司觀音一廠",11072509,"桃園市觀音區工業七路１號",25.0494746,121.1090659
"H5302938","立泰化學工業股份有限公司",22938234,"桃園市觀音區樹林里工業九路３３號",25.0428206,121.1076709
"H5303382","接昌工業股份有限公司",11607200,"桃園市觀音區草漯里榮工南路１５號",25.0505088,121.1302513
"H5304003","立松化工股份有限公司",43051350,"桃園市觀音區經建一路３８號",25.0588853,121.1266031
"H5304165","集盛實業股份有限公司第三廠",43295237,"桃園市觀音區草漯里成功路一段５０６號",25.0553662,121.1300981
"H5305171","德鉅企業股份有限公司觀音廠",84243852,"桃園市觀音區草漯里大同二路８號",25.0471407,121.133501
"H5305671","鼎格工業有限公司",22561700,"桃園市觀音區廣興里坑子背１之１９號",25.03659,121.099429
"H5307344","巨壯企業股份有限公司",23182283,"桃園市觀音區大同二路３９號１樓",25.047537,121.135465
"H5307657","台灣氰達工業有限公司",89721282,"桃園市觀音區樹林里工業一路１１、１１之１號",25.067323,121.125744
"H5307693","集盛實業股份有限公司觀音廠",43295237,"桃園市觀音區成功路一段５２２號",25.0551235,121.1243489
"H5307746","常禾菁研科技股份有限公司",70684224,"桃園市觀音區工業一路５號",25.0658878,121.1281207
"H5307835","崇信股份有限公司觀音廠",23147553,"桃園市觀音區觀音工業區經建四路３０號",25.0620726,121.1246413
"H5308154","雙慶化工股份有限公司",16911264,"桃園市觀音區樹林里國光路１０號",25.0593178,121.1047719
"H5308314","永宜股份有限公司觀音廠",22783344,"桃園市觀音區大潭里６鄰大潭１１之１和１１之５號",25.0309647,121.0519663
"H5308609","佳勝科技股份有限公司觀音廠",12961045,"桃園市觀音區樹林里工業一路１０之１號",25.0652831,121.1292851
"H5308627","協承昌股份有限公司觀音廠",16326209,"桃園市觀音區草漯里榮工南路１５之２號",25.0505088,121.1302513
"H5308734","金再昇股份有限公司",16511909,"桃園市觀音區樹林里國建三路７之７號",25.059505,121.1080531
"H5380227","美琪瑪國際股份有限公司觀音廠",86688957,"桃園市觀音區草漯里大同一路１號",25.0538202,121.1271131
"H5380389","協承昌股份有限公司觀音二廠",16326209,"桃園市觀音區草漯里大同二路１３號",25.049668,121.135287
"H5387119","瑞大鴻科技材料股份有限公司觀音二廠",84697967,"桃園市觀音區樹林里工業一路１６號",25.0676959,121.127112
"H5387575","久冠企業有限公司觀音廠",89793004,"桃園市觀音區草漯里榮工北路４號",25.0569209,121.130453
"H5387833","三福氣體股份有限公司觀音二廠",11072509,"桃園市觀音區工業一路１６之１號",25.068395,121.127655
"H5388358","台塑石化股份有限公司桃園儲運站",86522210,"桃園市觀音區白玉里白玉北路１８０１號",25.048785,121.090225
"H5388901","優成興業有限公司",27893236,"桃園市觀音區草漯里大同二路１２之１號",25.0474306,121.1337137
"H5389720","普森環保科技股份有限公司觀音廠",70502054,"桃園市觀音區國建二路３之１、３之２號",25.0573135,121.1122075
"H5389926","名泰化學材料有限公司",79950519,"桃園市觀音區樹林里工業五路７號",25.0544039,121.1168758
"H5395040","亞東綠材股份有限公司觀音廠",54915776,"桃園市觀音區樹林里工業二路１０號",25.064747,121.127689
"H5395111","美琪瑪國際股份有限公司桃園廠",86688957,"桃園市觀音區草漯里大同一路１５號",25.0503255,121.1273401
"H53A0328","新奈材料股份有限公司",28955239,"桃園市觀音區金湖里中山路一段１５６０號１樓",25.0213847,121.1187537
"H53A0675","東和鋼鐵企業股份有限公司桃園廠",75280209,"桃園市觀音區保障里草漯１１６號",25.046948,121.141264
"H53A0922","立光化工股份有限公司觀音廠",27014506,"桃園市觀音區樹林里經建四路５號",25.0589755,121.1158897
"H53A0942","僑力化工股份有限公司觀音廠",23991881,"桃園市觀音區樹林里工業五路１１號",25.0561294,121.1160527
"H53A1326","鴻合環保科技有限公司觀音廠",28945129,"桃園市觀音區大同二路２０號",25.048881,121.13547
"H53A2205","嘉利機科技股份有限公司",25153426,"桃園市觀音區草漯里成功路一段５０９號",25.0550629,121.1294555
"H53A2443","嘉貿光電股份有限公司",53157825,"桃園市觀音區工業二路１６號",25.0664687,121.1264155
"H53A2572","佳勝科技股份有限公司",12961045,"桃園市觀音區樹林里工業一路１０之１號",25.0652831,121.1292851
"H53A2899","欣台化工有限公司",15894766,"桃園市觀音區富林里工業七路１９號",25.0556132,121.1033808
"H53A2998","龍定旺科技股份有限公司觀音廠",53511972,"桃園市觀音區樹林里經建四路１１號１樓及１１之１號",25.0597354,121.1168809
"H53A3273","惠盛實業有限公司",84834907,"桃園市觀音區樹林里經建四路２６號",25.0619634,121.1238769
"H53A3312","美琪瑪國際股份有限公司",86688957,"桃園市觀音區草漯里大同一路１５號",25.0503255,121.1273401
"H53A3580","亞東石化股份有限公司觀音二廠",22318678,"桃園市觀音區工業七路２號",25.0494746,121.1090659
"H53A3758","廣銘化工股份有限公司",53795350,"桃園市觀音區經建三路４８號",25.0611201,121.1251077
"H53A3837","集盛實業股份有限公司-廠房增建工程",43295237,"桃園市觀音區榮工南路２號",25.0547651,121.1303437
"H53A3857","慶毅有限公司觀音一廠",97337016,"桃園市觀音區富源里富源五路１２６巷９０號",24.9921893,121.1292461
"H53A4370","美戶先進材料股份有限公司觀音廠",53566981,"桃園市觀音區草漯里大同一路１號１、２樓",25.0538202,121.1271131
"H53A4528","大研金屬科技股份有限公司",53620845,"桃園市觀音區富源里新富路８５５號",24.9757356,121.1373685
"H53A5150","瑞大鴻科技材料股份有限公司觀音廠",84697967,"桃園市觀音區樹林里國建三路７號",25.061848,121.108077
"H53A5576","亞東綠材股份有限公司觀音二廠",54915776,"桃園市觀音區大潭里環科路１號",25.0341717,121.05577
"H53A6207","集盛實業股份有限公司觀音四廠",43295237,"桃園市觀音區草漯里榮工南路２號",25.0547651,121.1303437
"H53A6227","浩揚國際有限公司觀音廠",28563971,"桃園市觀音區新坡里張厝１３８之１號",25.014346,121.1348689
"H53A6594","立泰化學工業股份有限公司桃科廠",22938234,"桃園市觀音區白玉里桃科九路１９０號",25.0498563,121.0884887
"H53A6653","台灣科慕股份有限公司觀音廠",24548079,"桃園市觀音區成功路二段５６６號",25.0455886,121.1062477
"H53A6782","亞東工業氣體股份有限公司觀音廠",22522453,"桃園市觀音區富林里玉林路二段２２號",25.0584955,121.1026669
"H53A9281","台灣氰達工業有限公司",89721282,"桃園市觀音區工業一路１１之１號",25.067323,121.125744
"H53B0038","佳值化學股份有限公司觀音廠",24532105,"桃園市觀音區樹林里經建四路２之３２號",25.0588856,121.1165006
"H53B0276","久資化工科技股份有限公司桃科廠",28329407,"桃園市觀音區白玉里白玉南路８１８號",25.0515324,121.0896822
"H53B1323","觀音橡膠股份有限公司",69608993,"桃園市觀音區崙坪里崙坪五路２１５巷５９號、６１號",24.9847978,121.1622909
"H53B2331","金匯科技股份有限公司",69759823,"桃園市觀音區樹林里經建四路４３號",25.0621549,121.1237631
"H53B2549","立合科技有限公司",69752997,"桃園市觀音區經建四路４３號",25.0621549,121.1237631
"H53B4238","思特材料股份有限公司觀音廠",54330751,"桃園市觀音區工業二路１６號",25.0664687,121.1264155
"H53B5553","立泰化學工業股份有限公司",22938234,"桃園市觀音區白玉里桃科九路１９０號",25.0498563,121.0884887
"I2610013","順益樹脂股份有限公司",80256637,"嘉義市東區後湖里保義路２４６巷１６號",23.5056646,120.4537925
"J5500508","竹泰化學工業股份有限公司",47105379,"新竹縣竹北市新崙里２９鄰下斗崙３４之３號",24.828477,120.999343
"J5500517","時代化學工業股份有限公司竹北工廠",46329793,"新竹縣竹北市新崙里中華路１巷７９弄６號",24.8273673,120.9935962
"J5500615","瑩光化學股份有限公司",47150486,"新竹縣竹北市泰和里博愛街９５９號",24.8474009,121.0212392
"J5500642","三福氣體股份有限公司竹北廠",11072509,"新竹縣竹北市泰和里泰和路２之１號",24.8462854,121.0078263
"J55B8926","印肯數位股份有限公司",24642623,"新竹縣竹北市泰和里中和街６６號１樓",24.8472194,121.0119221
"J5700302","富全橡膠工業股份有限公司",47025072,"新竹縣新埔鎮五埔里新關路五埔段７３７號",24.8224427,121.0926447
"J5704042","達邁科技股份有限公司",70776899,"新竹縣新埔鎮田新里文德路三段１２７號、１２７之１號、１２７之２號",24.8228794,121.0775471
"J57A2525","達邁科技股份有限公司",70776899,"新竹縣新埔鎮文德路三段１２７號",24.8228794,121.0775471
"J57A2684","王子製藥股份有限公司新埔廠",35048803,"新竹縣新埔鎮下寮里義民路三段１３６巷８號",24.8413365,121.0414577
"J5800861","中國製釉股份有限公司",47056834,"新竹縣竹東鎮頭重里中興路四段１３６號",24.773724,121.0487875
"J5800889","奎帝化學股份有限公司",47304840,"新竹縣竹東鎮頭重里柯湖路一段２０１巷２３３號",24.7751523,121.0311196
"J58A2015","富鑠科技股份有限公司",28651334,"新竹縣竹東鎮民生路９號２樓",24.7665507,121.0473439
"J58A5554","大鐿先端科技股份有限公司",53764722,"新竹縣竹東鎮頭重里中興路四段３７２之３號",24.7756257,121.0498553
"J5901185","裕器工業股份有限公司",12194656,"新竹縣湖口鄉鳳山村新竹工業區文化路２３號",24.8691271,121.0139342
"J5901658","長春人造樹脂廠股份有限公司新竹廠",11384708,"新竹縣湖口鄉鳳山村中華路８號",24.8670404,121.0064248
"J5901676","德亞樹脂股份有限公司",36545738,"新竹縣湖口鄉新竹工業區三民路１５號",24.8685047,120.9998486
"J5901694","華展工業股份有限公司",30883818,"新竹縣湖口鄉鳳山村三民路１號",24.8663499,120.9972706
"J5901738","三皇化工企業股份有限公司",47123432,"新竹縣湖口鄉鳳山村復興路２８號",24.8691134,121.0047716
"J5901916","天弘化學股份有限公司",47104168,"新竹縣湖口鄉鳳山村文化路１１號",24.8657839,121.011408
"J5902093","穩好高分子化學工業股份有限公司",22363292,"新竹縣湖口鄉鳳山村實踐路三五號、光復北路９６號",24.8625872,121.0157079
"J5902600","康普材料科技股份有限公司",86757124,"新竹縣湖口鄉鳳山村文化路一一號?復興路２號?２之１號",24.8660782,121.0103014
"J5902815","惠豐化工廠股份有限公司",33288341,"新竹縣湖口鄉鳳山村復興路６號",24.8665809,121.0095
"J5903438","精密聚合股份有限公司",23929542,"新竹縣湖口鄉勝利村光復南路２０號",24.863315,121.021146
"J5903572","王子製藥股份有限公司新竹廠",35048803,"新竹縣湖口鄉新竹工業區光復南路３２號",24.8615839,121.0201655
"J5904104","南豐工業股份有限公司",47009642,"新竹縣湖口鄉鳳山村大同路１號及１之１號",24.8678646,120.9964385
"J5904533","太洋新技股份有限公司新竹工廠",96972431,"新竹縣湖口鄉鳳凰村光復路６０、６２號",24.8608566,121.0174493
"J5905281","昶緣興化學工業股份有限公司新竹廠",34281486,"新竹縣湖口鄉湖口村祥喜路２０８巷１１號",24.8793717,121.0782617
"J5908568","住電國際電子材料股份有限公司",12641521,"新竹縣湖口鄉鳳山村工業五路１９號",24.858536,121.014466
"J5909074","康普材料科技股份有限公司",86757124,"新竹縣湖口鄉文化路１１號",24.8657839,121.011408
"J5909332","祥德科技股份有限公司(新竹廠)",16175883,"新竹縣湖口鄉鳳凰村四維路２號",24.8650587,121.0238918
"J5990164","太洋新技股份有限公司",96972431,"新竹縣湖口鄉鳳凰村光復路６２號",24.872269,121.0329025
"J59A0866","展宇聚氨酯股份有限公司",28099708,"新竹縣湖口鄉勝利村四維路９號",24.8617179,121.0220571
"J59A3761","碩禾電子材料股份有限公司",80433079,"新竹縣湖口鄉中興村工業一路３號１樓",24.8717943,121.0262117
"J59A3771","宏力生化科技股份有限公司",16759113,"新竹縣湖口鄉鳳凰村光復北路９１號",24.8674279,121.019247
"J59A4204","三福氣體股份有限公司湖口廠",11072509,"新竹縣湖口鄉鳳山村復興路３２號",24.8694792,121.0041875
"J59A4620","台灣盛禧奧股份有限公司新竹廠",25172556,"新竹縣湖口鄉鳳山村仁政路１７號",24.8682137,121.0080911
"J59B1920","歐利得材料科技股份有限公司",54514630,"新竹縣湖口鄉成功路３３５巷２９弄８號１樓",24.89829,121.040085
"J59B2651","添鴻科技股份有限公司",80075256,"新竹縣湖口鄉湖南村光復路４之２號",24.8724806,121.0372412
"J59B2661","明揚特殊氣體有限公司",86426005,"新竹縣湖口鄉鳳山村仁義路１號",24.8668689,121.0127751
"J59B4934","碩禾電子材料股份有限公司新豐廠",80433079,"新竹縣湖口鄉自強路１８號２、３樓(部分使用)",24.8687695,120.9971495
"J59B6049","台灣盛禧奧股份有限公司",25172556,"新竹縣湖口鄉仁政路１７號",24.8682137,121.0080911
"J59B6465","明揚特殊氣體有限公司新竹廠",86426005,"新竹縣湖口鄉鳳山村仁義路１號",24.8668689,121.0127751
"J6100324","啟圓工業股份有限公司新豐廠",22872628,"新竹縣新豐鄉坡頭村坡子頭１８９之２號、１８９之３號、埔頂２４３之１號",24.9228222,120.9780377
"J6104162","台寶樹脂化工股份有限公司新豐廠",86382392,"新竹縣新豐鄉新豐村建興路二段４５２巷１０號",24.8911873,120.9876032
"J61A6076","羽翔生技有限公司",24218730,"新竹縣新豐鄉新豐村紅毛２３之１５號",24.9178943,120.9857543
"J62A0716","和酉有限公司",54235861,"新竹縣芎林鄉華龍村五和街２６８號",24.7416061,121.1348062
"J62A1526","國均企業有限公司-作業廠房新建工程(107)府建字第00190號",22655431,"新竹縣芎林鄉鹿寮坑段２０５地號",24.7385205,121.1308511
"J6300539","聯亞科技股份有限公司一廠",22099456,"新竹縣寶山鄉研新一路１２號",24.7738637,120.9922812
"K6801089","長春石油化學股份有限公司苗栗廠",11384806,"苗栗縣苗栗市福安里福星２４６、２４６之３號",24.5815282,120.825529
"K6801123","長春石油化學股份有限公司苗栗二廠",11384806,"苗栗縣苗栗市文聖里文山２４５號",24.5932899,120.8103573
"K6801132","立豐炭酸股份有限公司苗栗工廠",39035301,"苗栗縣苗栗市福安里福星２３９之５號",24.5815282,120.825529
"K7000504","臺鹽實業股份有限公司通霄精鹽廠",89397503,"苗栗縣通霄鎮內島里１２２號",24.5563774,120.7042625
"K7000960","中國製釉股份有限公司苗栗廠",47056834,"苗栗縣通霄鎮通灣里６５之１８號",24.5136875,120.6920517
"K7106976","景明化工股份有限公司竹南酒廠",50531334,"苗栗縣竹南鎮公義里１１鄰科義街３７號",24.726298,120.909717
"K7107222","上沅科技有限公司",12706452,"苗栗縣竹南鎮崎頂里仁愛路１３５９號",24.7110928,120.8836977
"K7107811","頂豐能源科技股份有限公司",12791788,"苗栗縣竹南鎮崎頂里仁愛路１４３９號",24.7142606,120.8782882
"K71A0461","展旺生命科技股份有限公司",80642673,"苗栗縣竹南鎮科中路２９號",24.7081587,120.9141712
"K71A1805","達輝光電股份有限公司",28230046,"苗栗縣竹南鎮科北二路３號",24.7087866,120.9162891
"K71A1974","鎧暘科技股份有限公司",80485934,"苗栗縣竹南鎮科研路四八號及科東五路１號",24.706986,120.916728
"K71A2962","玖菱科技材料有限公司",53145589,"苗栗縣竹南鎮崎頂里仁愛路１３９７號",24.7120156,120.8812641
"K71A5500","黏合化成股份有限公司",28872771,"苗栗縣竹南鎮大厝里工業路１９６號",24.6756947,120.8805945
"K71A7912","三晃股份有限公司園區分公司",55738290,"苗栗縣竹南鎮科東三路１６號４樓",24.7078061,120.9199042
"K71A8435","三晃股份有限公司竹南廠",55738290,"苗栗縣竹南鎮科東三路２２號１樓",24.7088429,120.9199821
"K71A8574","太麗科技股份有限公司",55886881,"苗栗縣竹南鎮大厝里大厝６０之４號１樓",24.6791474,120.8755039
"K71A8693","亞東工業氣體股份有限公司新竹科學園區分公司竹南廠",22522453,"苗栗縣竹南鎮科學路１６８號",24.7144717,120.9137185
"K71A8792","展旺生命科技股份有限公司竹南二廠",80642673,"苗栗縣竹南鎮科研路２７號",24.7060934,120.9191323
"K71A9928","巨橡環保科技股份有限公司苗栗廠",59684325,"苗栗縣竹南鎮大厝里國泰路２０號",24.6773349,120.8776953
"K71B0418","鎧暘科技股份有限公司",80485934,"苗栗縣竹南鎮科研路４８號",24.7063785,120.9216115
"K7200933","華夏海灣塑膠股份有限公司頭份廠",11686106,"苗栗縣頭份市田寮里民族路５７１號",24.6851949,120.8895629
"K7201412","台達化學工業股份有限公司頭份廠",11893409,"苗栗縣頭份市田寮里民族路５７１號",24.6851949,120.8895629
"K7205081","景明化工股份有限公司",50531334,"苗栗縣頭份市蘆竹里工業路１６號",24.6734321,120.8886382
"K72A2600","佳宜科技股份有限公司",22490564,"苗栗縣頭份市蘆竹里工業路７３號",24.6740006,120.8856182
"K72A4488","康普材料科技股份有限公司頭份廠",86757124,"苗栗縣頭份市蘆竹里中華路４４０號",24.673794,120.8913291
"K72A6375","玖菱科技材料有限公司頭份廠",53145589,"苗栗縣頭份市尖下里南港１之１０號",24.6433387,120.8814975
"K7300849","贔暢複合原料股份有限公司",86530963,"苗栗縣後龍鎮東明里宏陽路９６號",24.6243829,120.7966464
"K7301051","國志實業股份有限公司",23088148,"苗栗縣後龍鎮三好路４１號",24.6227919,120.7788286
"K7700474","科隆工業股份有限公司苗栗廠",23474964,"苗栗縣銅鑼鄉中平村中隆二路２號",24.4961458,120.7987714
"K7701597","串昌科技開發股份有限公司苗栗廠",31296133,"苗栗縣銅鑼鄉中平村瑞興街４號",24.491151,120.798751
"K77A0085","鴻茂環境科技股份有限公司",28915011,"苗栗縣銅鑼鄉銅鑼村民有路２３號",24.4797505,120.7959978
"K77A0649","台灣納美仕股份有限公司",53966585,"苗栗縣銅鑼鄉九湖村銅科一路３號",24.4654923,120.7654088
"K77A1261","科奈傑科技股份有限公司",56296808,"苗栗縣銅鑼鄉中平村中興路８７號及８７之２號１樓、２樓",24.4883434,120.802405
"K8000366","立安東化工股份有限公司三義廠",20939460,"苗栗縣三義鄉鯉魚潭村鯉魚口９９號",24.352206,120.741067
"K80A0311","立安東化工股份有限公司",20939460,"苗栗縣三義鄉鯉魚譚村鯉魚口９９號",24.352206,120.741067
"K8200482","泰森化工工業有限公司",50524137,"苗栗縣造橋鄉朝陽村大湖內３６號",24.6513147,120.8637899
"K82A0282","營澤有限公司苗栗廠",89387081,"苗栗縣造橋鄉大西村尖豐路１９１巷７號",24.6597377,120.8818829
"K82A0311","營澤有限公司",89387081,"苗栗縣造橋鄉大西村尖豐路１９１巷７號１樓",24.6597377,120.8818829
"L0001667","旭銘橡膠興業股份有限公司",55899632,"臺中市烏日區光明里五光路復光６巷３５號",24.1011646,120.6329049
"L0001863","台灣伸和化工股份有限公司台中廠",22879930,"臺中市烏日區前竹里光明路１５７巷５０號",24.096481,120.6455933
"L0054024","意笙企業股份有限公司烏日廠",55877476,"臺中市烏日區光明里五光路復光５巷６８弄３號",24.0986947,120.6337432
"L0054033","意笙企業有限公司",55877476,"臺中市烏日區興祥街１６７巷２０號１樓",24.1095154,120.6368968
"L0100405","台灣日油股份有限公司",22853690,"臺中市大肚區社腳里沙田路一段８５４巷６７之３號",24.1322552,120.5627897
"L0100629","興農股份有限公司王田廠",51911712,"臺中市大肚區中和里南榮路１０１號",24.1122654,120.5810917
"L0100683","台茂奈米生化股份有限公司王田廠",52337390,"臺中市大肚區王田里王福街１號",24.1201077,120.5834263
"L0100736","天弘化學股份有限公司台中分廠",47104168,"臺中市大肚區頂街里沙田路三段２４５巷６８號",24.1652112,120.5378039
"L0100816","三本久實業股份有限公司",55727462,"臺中市大肚區新興里沙田路二段１３２巷６０號",24.1402819,120.5519628
"L0101359","興太化學股份有限公司王田廠",23983502,"臺中市大肚區中和里南榮路１０７號",24.1124372,120.580806
"L0102374","台茂高分子科學股份有限公司",22245063,"臺中市大肚區社腳里沙田路一段８５４巷６７之１號",24.1322552,120.5627897
"L0104645","吉榮樹脂股份有限公司大肚廠",22594147,"臺中市大肚區王田里沙田路一段３２０巷２７號",24.1275663,120.5696443
"L01A0732","聯豐精密科技開發股份有限公司台中工廠",27789748,"臺中市大肚區頂街里沙田路三段２４５巷６６號",24.1650959,120.5391143
"L02A0618","又華股份有限公司龍井廠",56672556,"臺中市龍井區龍津里蚵寮路３２６號",24.2115965,120.5134891
"L02A1814","旭洋實業有限公司",28907259,"臺中市龍井區龍津里蚵寮路２５１巷３０８號",24.208842,120.5071662
"L0300085","甘農股份有限公司",55892878,"臺中市霧峰區五福里五福路５５７號",24.084472,120.654062
"L0300165","欣全實業股份有限公司台中廠",12107371,"臺中市霧峰區坑口里中正路５６１號",24.0462009,120.6921718
"L0300183","宏騏工業股份有限公司",80592548,"臺中市霧峰區萬豐里中正路２５８號",24.0322866,120.6957644
"L0300512","豐洲化工股份有限公司",22078500,"臺中市霧峰區五福里五福路５２８號",24.0828143,120.6556355
"L0400240","英全化學工業股份有限公司",57104700,"臺中市太平區中興里太平路６７６號",24.1269537,120.7109728
"L0401407","三晃股份有限公司太平廠",55738290,"臺中市太平區德隆里華安街２５號",24.1055825,120.7120412
"L0401452","三晃股份有限公司太平分廠",55738290,"臺中市太平區德隆里華安街３號",24.1052924,120.7118962
"L0501813","三晃股份有限公司大里廠",55738290,"臺中市大里區仁化里仁美路１３８號、１５８號",24.1016054,120.7101492
"L0503102","台享塑膠股份有限公司",23863181,"臺中市大里區中興路一段２巷８１弄６１號",24.0818903,120.7018159
