"RegistrationNo","FacilityName","TaxidNo","Address","Latitude","Longitude"
"E3001251","穩翔塑膠實業有限公司二廠",22480313,"高雄市湖內區忠賢里中正路二段５２２巷２２弄１２號",22.9102052,120.2014729
"E3100482","高吉克科技股份有限公司",24661698,"高雄市茄萣區莒光路三段２７０之７號",22.9117843,120.1872149
"E48A8641","國新科技股份有限公司",53229665,"高雄市左營區大順一路９１號７樓之５",22.6558055,120.3113851
"E48A9788","緊固企業有限公司",28657837,"高雄市左營區大中二路３９號",22.6784635,120.3181492
"E49A3181","長華科技股份有限公司",70849957,"高雄市楠梓區開發路２４號",22.7224011,120.30609
"E49A6214","漢棠企業有限公司",80388715,"高雄市楠梓區惠春街７９號",22.7269742,120.319925
"E49A7460","長華科技股份有限公司二廠",70849957,"高雄市楠梓區楠梓加工區東七街１６號５樓",22.724706,120.3059924
"E49A9179","長華科技股份有限公司一廠",70849957,"高雄市楠梓區楠梓加工出口區東七街１６、１６之１、１６之２號",22.724706,120.3059924
"E49B0540","李長榮化學工業股份有限公司楠梓分公司楠梓廠",39054405,"高雄市楠梓區宏榮里研發路６６之９號",22.7131768,120.300415
"E5005944","順豐化學企業有限公司",75574416,"高雄市三民區美都路３００巷４４號",22.647416,120.2886064
"E5008034","長興材料工業股份有限公司",75339004,"高雄市三民區建工路５７８號",22.6500928,120.324123
"E50B0064","春發科技股份有限公司",75962990,"高雄市三民區建工路５８２號２樓",22.6497944,120.3238058
"E5400403","李長榮化學工業股份有限公司高雄碼頭儲運站",39054405,"高雄市前鎮區國華二街２之１號",22.5868412,120.2994588
"E5401393","台達化學工業股份有限公司前鎮廠",11893409,"高雄市前鎮區建基街３號",22.5908719,120.3001427
"E5401553","建豐企業股份有限公司",79328704,"高雄市前鎮區建基街７號",22.5949747,120.2970888
"E5401722","台灣塑膠工業股份有限公司第四工場",75708007,"高雄市前鎮區鎮北里建基街５號",22.5959446,120.2975506
"E5409746","南亞塑膠工業股份有限公司高雄廠",75370905,"高雄市前鎮區中山三路３５之１號",22.602538,120.310437
"E54A0265","京磊實業有限公司",28596874,"高雄市前鎮區公正路１７８號",22.6060556,120.3309191
"E54A7726","亞東工業氣體股份有限公司前鎮二廠",22522453,"高雄市前鎮區南四路五號(部分)、南五路６號(部分)",22.5939917,120.2945816
"E54A8605","天成先進材料股份有限公司",29187118,"高雄市前鎮區南五路４號２樓",22.5929924,120.2951014
"E54B0341","凱鍶科技股份有限公司",24629810,"高雄市前鎮區高雄加工出口區南三路８號４樓",22.5955183,120.2936414
"E5600010","三福化工股份有限公司高雄廠",80170651,"高雄市小港區龍鳳里中亨街４５號",22.5311647,120.3628263
"E5600136","台灣志氯化學股份有限公司?氯廠",22318516,"高雄市小港區鳳森里中智街２５號",22.5326798,120.3628366
"E5600305","李長榮化學工業股份有限公司高雄廠",39054405,"高雄市小港區山明里中林路３號",22.5387033,120.3691742
"E5600378","東聲企業股份有限公司",81254762,"高雄市小港區大業南路４５號",22.530639,120.366901
"E5602827","新和化學股份有限公司高雄廠",22102038,"高雄市小港區中亨街４７號",22.5296532,120.3632699
"E5602890","鼎基先進材料股份有限公司",81486019,"高雄市小港區山明里北林路８之１號",22.556982,120.370837
"E5603244","亨欣工業股份有限公司",97141006,"高雄市小港區永光街２之２號",22.5527202,120.3699885
"E5603655","李長榮科技股份有限公司銅箔廠",97173920,"高雄市小港區山明里中林路３之１號",22.5387033,120.3691742
"E5604401","三福氣體股份有限公司小港廠",11072509,"高雄市小港區龍鳳里中亨街４５、４５之１號",22.5294061,120.3633322
"E56A2568","聯通氣體股份有限公司",80378907,"高雄市小港區小港里台機路２６之１號",22.5567391,120.3414206
"E56A2687","台灣志氯化學股份有限公司",22318516,"高雄市小港區鳳森里中智街２５號",22.5326798,120.3628366
"E56A8596","李長榮化學工業股份有限公司",39054405,"高雄市小港區中林路３號",22.5387033,120.3691742
"E56B1250","台灣昭和化學品製造股份有限公司",27532156,"高雄市小港區中亨街４５之１號",22.5294061,120.3633322
"E56B1498","環球橡膠股份有限公司小港廠",29058640,"高雄市小港區鳳宮里中林路１６、１８、２０號",22.5383568,120.3681031
"E56B1646","環球橡膠股份有限公司",29058640,"高雄市小港區中林路１６號",22.5383568,120.3681031
"E56B2466","信昌化學工業股份有限公司小港倉庫",86120031,"高雄市小港區小港里長春街１４號",22.563964,120.3432621
"F01C0960","禎祥實業股份有限公司",34205241,"新北市板橋區文化路一段２６６號７樓之１",25.02076,121.466952
"F02A5436","王子製藥股份有限公司",35048803,"新北市三重區重新路三段１０７號９樓",25.0599256,121.4910155
"F0303028","原泰化工原料行",2334502,"新北市永和區信義路２１號１樓",25.0120545,121.5141194
"F04A8420","雙鍵化工股份有限公司",84754072,"新北市中和區中正路９５９號４樓",25.0071126,121.4830391
"F04B0899","台灣優芮特股份有限公司",16416519,"新北市中和區復興路２６３巷９弄１０號",24.989725,121.5032072
"F04B1431","雙鍵化工股份有限公司",84754072,"新北市中和區中正路９５１、９５３、９５５、９５９、９６１號１７樓及９５３、９５５號１８樓",25.0066176,121.483257
"F05A9166","申旺實業股份有限公司",80394809,"新北市新店區寶橋路２３５巷１弄１號５樓",24.9804041,121.5511977
"F05C1057","瑞鋕實業有限公司",55174779,"新北市新店區僑信路９０巷１３號",24.9476817,121.4993889
"F0601323","日台興業股份有限公司",34141943,"新北市新莊區瓊林南路１８７巷１４號",25.0096324,121.4351236
"F0616397","大川實業有限公司",35004066,"新北市新莊區復興路三段６１、６３號",25.0446396,121.4620828
"F0619469","啟兆企業股份有限公司",34080164,"新北市新莊區新樹路５５１巷５號",25.006874,121.4337427
"F0622395","南海股份有限公司",84300369,"新北市新莊區瓊林南路７７之１２號",25.0132493,121.4347821
"F06A3282","全鎂企業有限公司",97373130,"新北市新莊區化成路６３０巷９弄３號",25.055333,121.466597
"F06A4092","宏進橡膠工業有限公司",23364447,"新北市新莊區新樹路６９之５９號",25.0293498,121.4385663
"F06A4814","德鉅企業股份有限公司(實驗室)",84243852,"新北市新莊區民安西路２１２巷５弄２４號",25.0144752,121.4248474
"F06A4884","三福氣體股份有限公司西盛廠",11072509,"新北市新莊區新樹路２９３巷１１號",25.0202117,121.4347596
"F06A6662","群燁實業有限公司",15860983,"新北市新莊區新樹路４８３巷１號２樓",25.0129636,121.4331982
"F06B8487","群燁實業有限公司(新莊廠)",15860983,"新北市新莊區新樹路４８３巷１號１樓",25.0129636,121.4331982
"F06B9247","博桉生物技術股份有限公司",52534104,"新北市新莊區五權二路２０號４樓之５",25.066602,121.45761
"F06C1834","博桉生物技術股份有限公司",52534104,"新北市新莊區五權二路４０號２樓之５",25.0683153,121.4590592
"F0701293","南亞塑膠工業股份有限公司台染廠",75370905,"新北市樹林區味王街五七號(含味王街５５號)",24.9734592,121.4044138
"F0701702","南亞塑膠工業股份有限公司樹林廠",75370905,"新北市樹林區味王街５５號",24.9734592,121.4044138
"F0705577","上弘塑膠有限公司樹林廠",22382805,"新北市樹林區西圳街８８之２５號",24.9634189,121.4003868
"F0721937","承德油脂股份有限公司",22051761,"新北市樹林區中山路二段２４９巷２９之１號",24.9755095,121.4030611
"F07A0609","寰亞化工有限公司工興廠",36204231,"新北市樹林區工興街１５之１號１樓",25.0137679,121.3986813
"F07A7388","德創奈米科技股份有限公司",54694680,"新北市樹林區俊安街２２號１樓",25.0140427,121.4195271
"F07B3858","南亞塑膠工業股份有限公司樹林二廠",75370905,"新北市樹林區東山里味王街５７號",24.9735166,121.4046774
"F0900429","承德油脂股份有限公司",22051761,"新北市三峽區添福里添福１２、１２之１號",24.9036509,121.372122
"F0901159","松益化工股份有限公司",33154201,"新北市三峽區添福里添福４８之１號",24.893751,121.375132
"F09A2021","廣鑫科技股份有限公司",13110472,"新北市三峽區添福５９之３號２樓",24.9438709,121.3654643
"F09A2041","惠寶貿易有限公司三峽廠",22604709,"新北市三峽區白雞６４之４號",24.905763,121.399136
"F09A3257","協利泡綿有限公司",22244825,"新北市三峽區紫新路２６巷１１號",24.9216675,121.4232987
"F09A4651","開運國際環保實業有限公司",80095675,"新北市三峽區介壽路二段１３６巷４５弄１號",24.931877,121.392272
"F09A6271","開運國際環保實業有限公司",80095675,"新北市三峽區介壽路二段１３６巷４５弄２號",24.9343323,121.3931005
"F09A7110","瑋璿科技股份有限公司",34342630,"新北市三峽區學成路３３５號２樓之８",24.9450107,121.3766281
"F09A7982","晉茂實業股份有限公司",27326634,"新北市三峽區添福里添福１４之３８號１樓",24.900189,121.37238
"F1000151","台菱樹脂工業股份有限公司",37021055,"新北市淡水區下圭柔山７０之４號",25.2070099,121.4468355
"F1001041","松江實業股份有限公司淡水廠",11327209,"新北市淡水區下圭柔山７０之３號",25.2070099,121.4468355
"F10B5992","翰進實業有限公司",42735784,"新北市淡水區淡金路四段１５１號１樓",25.220638,121.450482
"F1102909","全定化學工業有限公司汐止廠",16208765,"新北市汐止區大安街５６巷２１弄１２號",25.0740401,121.6780651
"F1106023","煜盛股份有限公司",85889506,"新北市汐止區新台五路一段７９號１６樓之８",25.061683,121.6459607
"F1115362","弘雄企業有限公司汐止廠",84397173,"新北市汐止區環河街１７７號",25.056816,121.628247
"F11A4219","祥益塑膠廠有限公司",33887520,"新北市汐止區康寧街４８１號",25.0686279,121.632188
"F11A7867","瑞商實業股份有限公司",86483666,"新北市汐止區新台五路一段９４號２２樓",25.060905,121.648106
"F11A8350","弘雄企業有限公司",84397173,"新北市汐止區環河街１７７號",25.056816,121.628247
"F11A9655","新鈺生技股份有限公司",22357854,"新北市汐止區大同路一段２７６之２號７樓",25.0573333,121.6342953
"F11B2121","保泰共聚有限公司",54156280,"新北市汐止區大同路二段１６５號１樓",25.0640152,121.6512709
"F1301500","昶緣興化學工業股份有限公司",34281486,"新北市土城區永豐路１９５巷１９號",24.9796169,121.473794
"F1302963","立大化成工業股份有限公司",34432512,"新北市土城區民生街１５號",24.9622808,121.4129303
"F1307600","昌桔食品有限公司土城廠",80537594,"新北市土城區民權街１４號",24.9643288,121.4157643
"F1309800","榮美化工實業有限公司",23104013,"新北市土城區永豐路１９５巷７弄４５號",24.979278,121.4709824
"F13A2481","英屬安奎拉商宜析亞洲股份有限公司台灣分公司",28987979,"新北市土城區中興路２４號",24.9667206,121.4264501
"F13A2629","申安化工股份有限公司土城廠",34126008,"新北市土城區中華路一段１２２號",24.9861003,121.4434731
"F13A4833","霖昌能源股份有限公司土城廠",27659013,"新北市土城區福安街１１４號",24.964063,121.4169497
"F13B0125","英屬安奎拉商宜析亞洲股份有限公司台灣分公司中山廠",28987979,"新北市土城區中山路６０號１樓",24.9691571,121.4313424
"F13B0640","英屬安奎拉商宜析亞洲股份有限公司",28987979,"新北市土城區中山路６０號",24.9691571,121.4313424
"F1504109","永塑企業股份有限公司",12525369,"新北市五股區五工三路１２０號",25.0685872,121.4545895
"F15A1116","弘勝光電股份有限公司",24223570,"新北市五股區五工六路５３號、５３號之１",25.0672648,121.4461012
"F15A2817","奕益實業有限公司",89441249,"新北市五股區五權八路３６號１、２、３樓",25.0688705,121.4487446
"F1600491","南亞塑膠工業股份有限公司林口二廠",75370905,"新北市泰山區南林路一○二號【含南林路一○號及八九、九一、九三號(之一至之四)及南泰路３號】",25.0513034,121.4152927
"F16A0896","南亞塑膠工業股份有限公司林口一廠",75370905,"新北市泰山區南林路１２２號",25.0446259,121.4081236
"F17A4388","霖昌能源股份有限公司",27659013,"新北市林口區工九路１４號１樓",25.0754504,121.4027935
"F17B2587","霖昌能源股份有限公司-林口新建工程",27659013,"新北市林口區菁埔段粉寮水尾小段２４之４５地號",25.099044,121.404566
"F18A1389","森三企業有限公司",30875129,"新北市深坑區北深路三段２８６巷４１號４樓",25.007005,121.5969392
"F2103106","台菱樹脂工業股份有限公司三芝廠",37021055,"新北市三芝區大片頭８３之１６號",25.2440339,121.4565882
"F2300463","國泰樹脂工業股份有限公司",35360705,"新北市八里區烏山頭米倉里１之２２號",25.141626,121.44676
"F2304185","台塑石化股份有限公司台北儲運站",86522210,"新北市八里區廈竹圍２０號",25.1553899,121.396734
"G3200527","東?股份有限公司蘇澳總廠",11384405,"宜蘭縣蘇澳鎮新城里新城一路１２０號",24.6165407,121.8197686
"G3200821","昆盟化學工業股份有限公司",42091410,"宜蘭縣蘇澳鎮龍德里德興七路１０號",24.6351345,121.8295047
"G3202272","巨靈霸科技股份有限公司",14093704,"宜蘭縣蘇澳鎮德興三路５號",24.6266502,121.821357
"G3202389","久樺橡膠廠有限公司",34420467,"宜蘭縣蘇澳鎮龍德里德興三路２９號",24.6264439,121.8184579
"G32A0510","昆豐樹脂材料科技股份有限公司",40608410,"宜蘭縣蘇澳鎮龍德里龍祥一路５號",24.6351707,121.8309402
"G32A1261","聯陽氣體工業股份有限公司(利澤工廠)",28346996,"宜蘭縣蘇澳鎮頂寮里頂平路１７號",24.6372172,121.8371842
"G32A3198","聯陽氣體工業股份有限公司",28346996,"宜蘭縣蘇澳鎮德興一路４５號",24.6242672,121.8208355
"G32A3653","台灣石墨烯股份有限公司",24655041,"宜蘭縣蘇澳鎮德興六路６號",24.6313733,121.8261626
"G3702231","品青企業股份有限公司",20982326,"宜蘭縣冬山鄉自強路２０號",24.6324112,121.817919
"G37A0050","品青企業股份有限公司第二廠",20982326,"宜蘭縣冬山鄉自強路２４號",24.632364,121.8173273
"G38A2596","盛弘金屬股份有限公司",53732975,"宜蘭縣五結鄉成興村利工三路１０１號",24.6654073,121.835792
"G38A6944","雙鍵化工股份有限公司-雙鍵化工股份有限公司廠房、附屬辦公室、守衛室、機電設備空間、瓦斯儲藏室、倉庫、危險廠房、廠房設備空間新建工程",84754072,"宜蘭縣五結鄉利工段１８６之４６地號",24.6887633,121.8050125
"G38A7328","雙鍵化工股份有限公司宜蘭廠",84754072,"宜蘭縣五結鄉利工段０１８６之００４６地號",24.6887633,121.8050125
"H4202153","永豐氣體工業股份有限公司桃園廠",24020701,"桃園市桃園區中成里永佳街４３巷４１號",25.0073291,121.2828146
"H4211983","台灣立凱電能科技股份有限公司",27714536,"桃園市桃園區大林里興華路２之１號",24.9800324,121.3233541
"H4295407","台灣杜邦股份有限公司桃園廠",11907311,"桃園市桃園區大林里興邦路４５、４５之１號１樓",24.9793438,121.3270674
"H42A0884","高菖企業股份有限公司",96878506,"桃園市桃園區建國東路１９號",24.9863568,121.3202936
"H42B1611","京和科技股份有限公司",80466562,"桃園市桃園區同安里新埔六街９９號１８樓",25.0147458,121.3021082
"H42B6047","台灣杜邦股份有限公司桃園二廠",11907311,"桃園市桃園區興邦路４５之１號３樓",24.9793438,121.3270674
"H42C4989","京和科技股份有限公司",80466562,"桃園市桃園區中正路１０８０號２１樓",25.0145764,121.2995478
"H4300761","中國熱處理工業股份有限公司",52484907,"桃園市中壢區中壢工業區高邊路３號",24.9891008,121.2402915
"H4302925","大洋塑膠工業股份有限公司中壢廠",15024509,"桃園市中壢區後寮里龍興路５３９號",24.9429014,121.2433626
"H4306665","三橫實業股份有限公司中壢廠",30986119,"桃園市中壢區後寮里龍興路３６２號",24.9401596,121.2421142
"H4306843","僑力化工股份有限公司中壢廠",23991881,"桃園市中壢區東園路３９號",24.9754964,121.2396419
"H4307760","生光化學工業股份有限公司",34008157,"桃園市中壢區松江北路８號",24.988835,121.2488271
"H4311282","玉翔企業股份有限公司",34049018,"桃園市中壢區中福路二段４號",24.9804352,121.2340308
"H4313884","昱鐳光電科技股份有限公司中壢廠",12660131,"桃園市中壢區永光里民權路三段３３４巷５６號１樓",24.9767683,121.2139363
"H43A2172","台灣美格股份有限公司中壢廠",84311324,"桃園市中壢區復興里自強六路３號",24.974378,121.246104
"H43A5978","成加環保科技股份有限公司",28700052,"桃園市中壢區過嶺里福祥路３４６巷１２號",24.97691,121.1758174
"H43A7419","聯銓氣體工業股份有限公司中壢工廠",28350098,"桃園市中壢區內定里松江北路２６號",24.9975161,121.2496579
"H43A7924","佳和桂科技股份有限公司中壢廠",70452890,"桃園市中壢區永福里中園路１９４之１號",24.9850839,121.2382653
"H43A8615","明揚特殊氣體有限公司",86426005,"桃園市中壢區永福里西園路１２２號",24.9790815,121.2343294
"H43A8972","生光化學工業股份有限公司中壢廠",34008157,"桃園市中壢區松江北路８號",24.988835,121.2488271
"H43A9900","日月星科技股份有限公司",80306123,"桃園市中壢區文化里吉林路２０號",24.9790458,121.2435712
"H43B0064","和興鴻業有限公司",25068462,"桃園市中壢區過嶺里福祥路２５９巷６號",24.9760388,121.174464
"H43B3513","高祐精化股份有限公司",27375389,"桃園市中壢區永福里東園路２０號",24.9716321,121.2398889
"H43B3870","群燁實業有限公司中壢廠",15860983,"桃園市中壢區文化里安東路３巷８號",24.982223,121.2408089
"H43B4947","錦泰塑膠有限公司",53612795,"桃園市中壢區內定里合定路２２號",24.987901,121.243563
"H43B5262","高祐精化股份有限公司",27375389,"桃園市中壢區永福里東園路２０號",24.9716321,121.2398889
"H43B5420","康億國際股份有限公司",25033372,"桃園市中壢區山東里山東路２０１號",25.017709,121.171788
"H43B6735","霖昌能源股份有限公司",27659013,"桃園市中壢區北園二路５號",24.986596,121.243467
"H43B7357","富奕達股份有限公司中壢二廠",28700052,"桃園市中壢區過嶺里福祥路３４６巷８號",24.9767714,121.1755575
"H43B9145","台灣美格股份有限公司",84311324,"桃園市中壢區自強六路三號",24.9742812,121.2456784
"H43C9429","家崎科技股份有限公司中壢廠",53878400,"桃園市中壢區永福里東園二路９號１樓、２樓",24.9747075,121.2378196
"H43C9736","昱鐳光電科技股份有限公司",12660131,"桃園市中壢區永光里民權路三段３３４巷５６號１樓",24.9767683,121.2139363
"H43D3171","英屬維京群島商天材創新材料科技股份有限公司台灣分公司",56667104,"桃園市中壢區定安路１號１樓",24.99103,121.241239
"H43D6937","綵翊科技股份有限公司",28501125,"桃園市中壢區元化路２７５之４號２樓",24.962239,121.225688
"H4406937","新科光電材料股份有限公司桃園廠",27366467,"桃園市大溪區仁善里松樹２１之７號、２１之２號",24.9210055,121.287072
"H44A2444","中清開發有限公司",25022229,"桃園市大溪區仁和里仁和路一段３０１、３０３號",24.902341,121.2723975
"H4500743","中興紡織廠股份有限公司楊梅化纖廠",35082604,"桃園市楊梅區大平里中山南路５６７號",24.9041917,121.128778
"H4507626","聯致科技股份有限公司楊梅廠",16742182,"桃園市楊梅區太平里新農街二段２０９巷１６８號",24.916337,121.169763
"H4507724","利基材料科技股份有限公司楊梅廠",97080129,"桃園市楊梅區上田里高平路２０５巷１５號",24.9371814,121.1380416
"H45A1055","綠固科技股份有限公司",12642704,"桃園市楊梅區高榮里電研路１９０巷２０８號",24.9518335,121.1727992
"H45A1570","久資化工科技股份有限公司楊梅廠",28329407,"桃園市楊梅區高山里高獅路６７９號",24.9254836,121.1612998
"H45A1956","佳和桂科技股份有限公司幼獅廠",70452890,"桃園市楊梅區青山里獅四路２號",24.9240188,121.173885
"H45A3754","信昌電子陶瓷股份有限公司楊梅廠",23641338,"桃園市楊梅區高山里高獅路５６６之１號１樓及４樓",24.9256976,121.1586072
"H45A4049","奇奕國際股份有限公司",86534996,"桃園市楊梅區高山里獅五路２、２之１號",24.926194,121.1730349
"H45A5334","富大聯合科技股份有限公司",53141839,"桃園市楊梅區瑞原里民有路一段１９４號",24.9369954,121.1183842
"H45A5532","佳和桂科技股份有限公司",70452890,"桃園市楊梅區青山里獅四路２號",24.9240188,121.173885
"H45A5958","正鑫塑膠有限公司",28539683,"桃園市楊梅區員本里民隆路３９號",24.9349044,121.0997398
"H45A6302","利基材料科技股份有限公司",97080129,"桃園市楊梅區上田里里高平路２０５巷１５號",24.9371814,121.1380416
"H45A6332","正鑫塑膠有限公司楊梅廠",28539683,"桃園市楊梅區三湖里楊湖路三段６４０巷１２６號",24.912583,121.0834094
"H45A7617","靖灃應用材料股份有限公司",53788745,"桃園市楊梅區永平里永平路５０１號",24.9195233,121.175798
"H45A8289","靖灃應用材料股份有限公司",53788745,"桃園市楊梅區三民路二段９６巷１號",24.8851709,121.1712827
"H45A8526","新榮造漆有限公司",27515831,"桃園市楊梅區員本里民隆路１８號",24.9346093,121.1003564
"H45A8556","達邡化工有限公司楊梅廠",20779317,"桃園市楊梅區瑞坪里梅獅路二段５７８巷１６弄１８號",24.8992469,121.181808
"H45A9128","正鑫塑膠有限公司楊梅廠",28539683,"桃園市楊梅區三湖里富元街１２６號",24.9231013,121.0845342
"H45B0173","恆耀能源股份有限公司",54138039,"桃園市楊梅區瑞坪里梅獅路二段４６０號１樓",24.9013809,121.1814144
"H45B0638","信昌電子陶瓷股份有限公司",23641338,"桃園市楊梅區高山里高獅路５６６之１號",24.9256976,121.1586072
"H45B3979","佳和桂科技股份有限公司楊梅廠",70452890,"桃園市楊梅區頭湖里中山南路８００巷９８弄１０號(A棟(１、２樓)、B棟、C棟、D棟、E棟)",24.9005663,121.1083546
"H45B9076","進顯科技股份有限公司",52927467,"桃園市楊梅區上田里和平路１８０巷１４８號",24.9391619,121.1280705
"H4601067","永純化學工業股份有限公司永固成品廠",35108702,"桃園市蘆竹區坑口里１７鄰海山路一段６號",25.1006219,121.2611637
"H4601101","廣明實業股份有限公司",43645121,"桃園市蘆竹區海湖里海山路二段２１１號",25.104536,121.258375
"H4601165","永純化學工業股份有限公司",35108702,"桃園市蘆竹區坑口里海山路６８１號",25.0917357,121.2702148
"H4601218","大洋塑膠工業股份有限公司桃園廠",15024509,"桃園市蘆竹區海湖里２１鄰海湖東路３７５號",25.1065807,121.2713304
"H4601227","義芳化學工業股份有限公司桃園廠",15395706,"桃園市蘆竹區海湖里海湖東路３７７號",25.1081945,121.2662211
"H4601398","南亞塑膠工業股份有限公司錦興廠",75370905,"桃園市蘆竹區長興里南崁路一段３３６號",25.0550155,121.2827437
"H4603178","國泰樹脂工業股份有限公司蘆竹廠",35360705,"桃園市蘆竹區海湖里海山中街９１號",25.100484,121.261337
"H4603436","三福氣體股份有限公司蘆竹廠",11072509,"桃園市蘆竹區海湖里海山中街３８號",25.100484,121.261337
"H4603972","三義化學工業股份有限公司桃園海湖廠",23827741,"桃園市蘆竹區濱海里海山中街８５號",25.1094598,121.2646899
"H4604479","信昌電子陶瓷股份有限公司桃園廠",23641338,"桃園市蘆竹區內厝里南山路二段２２０之１號",25.0663924,121.2869569
"H4606277","聯致科技股份有限公司蘆竹廠",16742182,"桃園市蘆竹區山鼻里南山路二段４９８之２號",25.0740977,121.285432
"H4609134","力信化工股份有限公司",31084047,"桃園市蘆竹區海湖里海湖東路１８７號",25.1020222,121.2663375
"H4640448","雷賽克實業股份有限公司",28330410,"桃園市蘆竹區內厝里內溪路５３之３號",25.0660361,121.2774391
"H4641258","東利達股份有限公司蘆竹廠",84670550,"桃園市蘆竹區內厝里南山路二段２０５巷２２弄７之１號",25.064677,121.285076
"H4641490","群寶科技股份有限公司",80733532,"桃園市蘆竹區長興里南崁路二段２２８巷２７３弄１９、２１號",25.0645873,121.2712157
"H4641669","大洋塑膠工業股份有限公司桃園二廠",15024509,"桃園市蘆竹區海湖里海湖東路３７５號",25.1065807,121.2713304
"H4695194","聯致科技股份有限公司",16742182,"桃園市蘆竹區南山路二段４９８之２號",25.0740977,121.285432
"H46A2523","新中宏橡膠科技股份有限公司",28815857,"桃園市蘆竹區海湖里中圳街１８巷２０號",25.1049454,121.2663819
"H46A2741","東燦科技股份有限公司",29064349,"桃園市蘆竹區坑口里三德街４８號",25.0971706,121.2684371
"H46A3462","盛利威實業有限公司",28333802,"桃園市蘆竹區長興里南崁路二段２２８巷２７７弄９號",25.0652586,121.2716858
"H46A3571","三禧企業有限公司",43860893,"桃園市蘆竹區新興里大竹路１１５號",25.0144429,121.271189
"H46A5725","宏星技研材料股份有限公司蘆竹廠",53092366,"桃園市蘆竹區長興里溪州３４之１７號",25.05755,121.279583
"H46A6585","合意精密股份有限公司",53806841,"桃園市蘆竹區內厝里長興路三段２２９巷６１號及６１號２、３樓",25.0688094,121.2770542
"H46A6842","大洋塑膠工業股份有限公司桃園三廠",15024509,"桃園市蘆竹區海湖里海湖東路三七五號及桃園市海湖里海湖東路２３９巷６６號",25.1065807,121.2713304
"H46A8947","霖昌能源股份有限公司蘆竹二廠",27659013,"桃園市蘆竹區大有街３６號",25.0961171,121.2726174
"H46A9846","霖昌能源股份有限公司",27659013,"桃園市蘆竹區內厝里長興路一段２１９號",25.0649765,121.2912176
"H46B0603","東邑精密陶瓷股份有限公司",54106016,"桃園市蘆竹區水尾段０４００之０００地號",25.062583,121.267561
"H46B3598","台灣創新材料股份有限公司",24851135,"桃園市蘆竹區民權路５０號５樓",25.0363608,121.2996404
"H46B7481","群寶科技股份有限公司海湖廠",80733532,"桃園市蘆竹區海湖里１鄰海山東街３９８號",25.106089,121.265596
"H46B8360","聯創半導體有限公司",55754798,"桃園市蘆竹區內厝里內溪路６８巷３８號",25.0670179,121.2767644
"H46B9140","宏星技研材料股份有限公司",53092366,"桃園市蘆竹區海湖里中圳街１７巷４０號",25.1026104,121.2624882
"H4701017","國聯矽業化學股份有限公司",36550632,"桃園市大園區內海里民權路１２號",25.0759329,121.1833535
"H4701259","新力美科技股份有限公司大園廠",35860547,"桃園市大園區北港里大工路３１號",25.0735535,121.176542
"H4701268","產協企業股份有限公司大園廠",11829913,"桃園市大園區北港里工五路６號",25.0720754,121.1756734
"H4701286","全巨工業股份有限公司大園廠",12296669,"桃園市大園區北港里工四路１５號",25.07261,121.178433
"H4701857","甲基化工有限公司",35923162,"桃園市大園區五權里１０鄰２５之１號",25.0220068,121.2311579
"H4702630","順倉股份有限公司",84710883,"桃園市大園區北港里大工路１３６號",25.0771243,121.1756643
"H4702827","來順股份有限公司",84305884,"桃園市大園區內海里中山北路２８０巷１６號",25.0784284,121.1868572
"H4704107","瑋璿科技股份有限公司大園廠",34342630,"桃園市大園區南港里環區西路２７８號",25.053232,121.16698
"H4704189","台灣吉德門國際股份有限公司",84474305,"桃園市大園區內海里中山北路２６１號",25.0704136,121.1923509
"H4705051","約泰實業股份有限公司大園廠",11489800,"桃園市大園區南港里環區西路２６６巷２６號",25.0532538,121.1662948
"H4705533","清英實業有限公司大園廠",23648162,"桃園市大園區內海里民權路８之１號",25.0781368,121.1853036
"H4707135","新力美科技股份有限公司",35860547,"桃園市大園區大園擴大工業區大工路３１號",25.0735535,121.176542
"H4707715","欣偉科技股份有限公司大園廠",70771944,"桃園市大園區北港里工六路３號",25.0737007,121.1754048
"H4708436","全峰工業股份有限公司桃園廠",22613171,"桃園市大園區北港里工六路６號",25.0735091,121.1754709
"H4708703","永?科技股份有限公司",27420949,"桃園市大園區內海里中山北路２６８巷１５號",25.077679,121.1875759
"H47A0611","欣偉科技股份有限公司二廠",70771944,"桃園市大園區北港里工一路１３號",25.0661296,121.178145
"H47A1481","台灣羅門哈斯化學工業股份有限公司",23928282,"桃園市大園區內海里中山北路２８０巷６號３樓",25.0776892,121.1862206
"H47A2479","雷賽克實業股份有限公司大園廠",28330410,"桃園市大園區北港里大工路４７號",25.0763038,121.1754135
"H47A3962","祥德材料股份有限公司",25098058,"桃園市大園區圳頭里古亭路２６６號",25.0923249,121.1968265
"H47A4881","舜盛貿易有限公司",84357307,"桃園市大園區內海里中山北路２６４號",25.0759186,121.1868579
"H47A5512","欣偉科技股份有限公司三廠",70771944,"桃園市大園區北港里工三路７號",25.0674968,121.1794017
"H47A6144","集盛實業股份有限公司大園廠",43295237,"桃園市大園區北港里大工路１７號",25.068479,121.1790871
"H47A9316","永?科技股份有限公司二廠",27420949,"桃園市大園區北港里工四路１７號",25.072709,121.178823
"H47A9475","欣偉科技股份有限公司",70771944,"桃園市大園區工三路７號",25.0674968,121.1794017
"H47B0945","禎祥實業股份有限公司",34205241,"桃園市大園區北港里工五路２號２樓",25.0711569,121.175867
