App_year,companyno,companyname,scompanyno,controlno,city,town,companyaddr,ccksicco1,Sicname1,CO2,CH4,N2O,HFCs,PFCs,SF6,nf3,Tot2,tot,cause,Check_yn
109,75370905,南亞塑膠工業股份有限公司新港廠,9501,Q7100272,嘉義縣,新港鄉,嘉義縣新港鄉嘉義縣新港鄉中洋村中洋工業區2號,2201,塑膠皮、板、管材製造業,34145.72,274.10,20.95,1447.01,0.00,0.00,0.00,809280.88,845168.65,依法申報,是
109,75370905,南亞塑膠工業股份有限公司樹林廠,9500,F0701702,新北市,樹林區,新北市樹林區味王街五五號,1841,合成樹脂及塑膠製造業,348208.63,224.08,1588.34,833.44,0.00,0.00,0.00,2655.38,353509.87,依法申報,是
109,75370905,南亞塑膠工業股份有限公司嘉義廠,9400,Q7600375,嘉義縣,太保市,嘉義縣太保市南新里北港路二段201號,2201,塑膠皮、板、管材製造業,293948.49,174.40,1380.22,286.67,0.00,0.00,0.00,10219.11,306008.89,依法申報,是
109,75370905,南亞塑膠工業股份有限公司錦興廠,9221,H4601398,桃園市,蘆竹區,桃園市蘆竹區南崁路一段336號,2399,未分類其他非金屬礦物製品製造業,806147.01,236.15,3806.03,0.57,0.00,0.00,0.00,14125.08,824314.83,依法申報,是
109,75370905,南亞塑膠工業股份有限公司林口二廠,9220,F1600491,新北市,泰山區,新北市泰山區南林路102號,1841,合成樹脂及塑膠製造業,238147.71,225.73,1100.69,68.58,0.00,0.00,0.00,21851.60,261394.30,依法申報,是
109,75370905,南亞塑膠工業股份有限公司工三廠,5G00,H4801478,桃園市,龜山區,桃園市龜山區樂善里文明路6號,1113,人造纖維加工絲業,154249.87,250.66,273.86,0.00,0.00,0.00,0.00,252216.59,406990.97,依法申報,是
109,96975970,麥寮汽電股份有限公司,11A0,P5801719,雲林縣,麥寮鄉,雲林縣麥寮鄉中興村台塑工業園區7號,3510,電力供應業,10635763.77,2825.28,49711.20,27.23,0.00,2086.20,0.00,0.00,10690413.68,依法申報,是
109,03795904,台灣電力股份有限公司塔山發電廠麒麟分廠,0544,W0803559,金門縣,烈嶼鄉,金門縣烈嶼鄉東林1號,3510,電力供應業,13091.88,13.26,31.62,0.00,0.00,0.00,0.00,0.00,13136.75,依法申報,是
109,03795904,台灣電力股份有限公司塔山發電廠夏興分廠,0543,W0404930,金門縣,金湖鎮,正義里夏興1號,3510,電力供應業,11709.48,11.86,28.28,0.00,0.00,0.00,0.00,0.00,11749.62,依法申報,是
109,03795904,台灣電力股份有限公司塔山發電廠,0391,W0504775,金門縣,金城鎮,金水里西海路一段2號,3510,電力供應業,184352.92,191.12,426.74,31.39,0.00,2.28,0.00,179.25,185183.69,依法申報,是
109,03795904,台灣電力股份有限公司尖山發電廠,0390,X0501232,澎湖縣,湖西鄉,尖山村29之2號,3510,電力供應業,289509.35,304.56,664.36,0.00,0.00,0.00,0.00,259.42,290737.69,依法申報,是
109,03795904,台灣電力股份有限公司大潭發電廠,0380,H5307960,桃園市,觀音區,桃園市觀音區大潭里電廠路1號,3510,電力供應業,10668822.31,4761.46,5669.78,833.15,0.00,1135.44,0.00,2224.38,10683446.52,依法申報,是
109,03795904,台灣電力股份有限公司台中發電廠,0371,L0200473,台中市,龍井區,台中市龍井區麗水里龍昌路1號,3510,電力供應業,25870682.11,92974.74,121943.33,283.32,0.00,14377.68,0.00,46196.81,26146457.99,依法申報,是
109,03795904,台灣電力股份有限公司通霄發電廠,0370,K7000764,苗栗縣,通霄鎮,苗栗縣通霄鎮海濱路1之31號,3510,電力供應業,8329461.87,3778.09,4426.73,865.73,0.00,20287.44,0.00,1038.76,8359858.61,依法申報,是
109,03795904,台灣電力股份有限公司協和發電廠,0360,C1400170,基隆市,中山區,基隆市中山區文化路80號,3510,電力供應業,1804946.05,1817.70,4172.60,96.92,0.00,0.00,0.00,16963.13,1827996.39,依法申報,是
109,03795904,台灣電力股份有限公司第二核能發電廠,0351,F2800075,新北市,萬里區,野柳里八斗路60號,3510,電力供應業,10512.82,162.16,30.49,1545.35,0.00,613.32,0.00,6847.75,19711.88,依法申報,是
109,03795904,台灣電力股份有限公司第一核能發電廠,0350,F2200084,新北市,石門區,乾華里小坑12號,3510,電力供應業,13128.28,111.30,35.73,446.22,0.00,0.00,0.00,49535.17,63256.70,依法申報,是
109,03795904,台灣電力股份有限公司興達發電廠,0341,S3200688,高雄市,永安區,鹽田里興達路6號,3510,電力供應業,16909774.40,33746.36,53876.22,107.10,0.00,11347.56,0.00,21220.77,17030072.41,依法申報,是
109,03795904,台灣電力股份有限公司大林發電廠,0340,E5600896,高雄市,小港區,鳳森里大林路3號,3510,電力供應業,11051456.72,30433.10,42077.45,680.74,0.00,4238.52,0.00,3246.30,11132132.83,依法申報,是
109,03795904,台灣電力股份有限公司南部發電廠,0330,E5400878,高雄市,前鎮區,成功二路5號,3510,電力供應業,3311656.67,1514.45,1759.39,116.17,0.00,1338.36,0.00,1453.46,3317838.50,依法申報,是
109,03795904,台灣電力股份有限公司林口發電廠,0320,F1700736,新北市,林口區,下福里139之1號,3510,電力供應業,13973885.01,48605.81,65688.14,13.59,0.00,255.36,0.00,7844.69,14096292.59,依法申報,是
109,03795904,台灣電力股份有限公司珠山發電廠,0125,Z6303328,連江縣,南竿鄉,清水村99之9號,3510,電力供應業,32414.87,39.12,75.04,14.56,0.00,0.00,0.00,0.00,32543.59,依法申報,是
109,22099131,台灣積體電路製造股份有限公司十八廠二期,0031,D0402431,台南市,安定區,台南市安定區北園二路8號(二期區域),2611,積體電路製造業,14431.52,10.39,52860.95,436.46,9619.01,222.71,11848.45,397173.69,486603.19,依法申報,是
109,22099131,台灣積體電路製造股份有限公司十八廠一期,0030,D0402208,台南市,安定區,台南市安定區北園二路8號,2611,積體電路製造業,14746.66,126.94,45231.45,527.97,9588.72,251.43,7516.92,457411.73,535401.81,依法申報,是
109,22099131,台灣積體電路製造股份有限公司十五B廠,0023,B23B6125,台中市,西屯區,台中市西屯區新科路1號,2611,積體電路製造業,52133.14,152.88,186691.02,3398.84,58952.30,715.07,81869.22,1549029.03,1932941.50,依法申報,是
109,22099131,台灣積體電路製造股份有限公司十二廠七期,0022,J63A1670,新竹縣,寶山鄉,新竹縣寶山鄉園區二路188號,2611,積體電路製造業,12192.05,121.06,28795.35,340.48,4285.54,73.05,8909.09,353758.20,408474.81,依法申報,是
109,22099131,台灣積體電路製造股份有限公司先進封測三廠,0021,H50A6430,桃園市,龍潭區,桃園市龍潭區龍園六路101號,2613,半導體封裝及測試業,4952.59,41.82,172.84,80.54,896.38,1.03,16.66,193188.88,199350.73,依法申報,是
109,22099131,台灣積體電路製造股份有限公司十四B廠七期,0020,D9001396,台南市,善化區,台南市善化區三抱竹路1號,2611,積體電路製造業,8307.16,19.52,27991.83,1634.97,14999.99,130.55,13525.12,306389.13,372998.27,依法申報,是
109,12800225,群創光電股份有限公司T6廠,0016,E2902160,高雄市,路竹區,高雄市路竹區路科十路11號B室,2641,液晶面板及其組件製造業,2527.37,35.68,7255.84,0.00,3379.86,395.90,2671.21,144704.17,160970.03,依法申報,是
109,12800225,群創光電股份有限公司樹谷分公司,0015,R03A0450,台南市,新市區,台南市新市區豐華村8鄰紫楝路21號,2641,液晶面板及其組件製造業,5538.99,51.74,2.68,3661.48,0.00,18362.19,11749.70,410830.00,450196.78,依法申報,是
109,22099131,台灣積體電路製造股份有限公司十四B廠,0014,D9000746,台南市,善化區,台南市善化區南科九路17號,2611,積體電路製造業,21442.08,89.71,75521.26,4400.87,34847.16,310.13,26796.80,635079.97,798487.98,依法申報,是
109,12800225,群創光電股份有限公司觸控模組廠,0014,D9001225,台南市,善化區,台南市善化區南科八路12號B室,2649,其他光電材料及元件製造業,15.98,54.69,0.00,0.00,0.00,0.00,0.00,18610.15,18680.82,依法申報,是
109,22099131,台灣積體電路製造股份有限公司十二廠六期,0013,J63A1591,新竹縣,寶山鄉,新竹縣寶山鄉園區二路166號,2611,積體電路製造業,9657.55,56.68,9225.31,76.49,1317.99,38.14,8203.25,233601.08,262176.48,依法申報,是
109,22099131,台灣積體電路製造股份有限公司15廠,0012,L95A2041,台中市,大雅區,台中市大雅區科雅六路一號,2611,積體電路製造業,18740.09,87.15,151500.16,1499.17,36583.32,274.55,43420.37,801413.87,1053518.68,依法申報,是
109,12800225,群創光電股份有限公司觸控南科廠,0012,R90A1716,台南市,善化區,台南市善化區南科八路12號(B棟2F),2641,液晶面板及其組件製造業,128.66,2.07,0.06,0.00,0.00,0.00,0.00,16194.22,16325.02,依法申報,是
109,22099131,台灣積體電路製造股份有限公司先進封裝廠,0011,R90A1360,台南市,善化區,南部科學園區台南市善化區南關里環西路2段3號、台南市善化區南科七路18之1號、16號,2613,半導體封裝及測試業,2481.71,19.38,23138.93,132.79,3489.59,615.60,10308.81,97977.19,138164.00,依法申報,是
109,12800225,群創光電股份有限公司C廠,0011,R90A1469,台南市,善化區,台南市善化區南科八路12號(不包含B棟二F、A室、B室),2641,液晶面板及其組件製造業,111.15,34.65,0.06,0.00,0.00,0.00,0.00,19301.98,19447.83,依法申報,是
109,58650902,台灣化學纖維股份有限公司龍德廠,0010,G3700791,宜蘭縣,冬山鄉,宜蘭縣冬山鄉大興村龍祥十路2號,1820,石油化工原料製造業,1001074.33,293.55,4399.17,813.16,0.00,0.00,0.00,2563.97,1009144.17,依法申報,是
109,47217677,聯華電子股份有限公司Fab12A廠第二廠區,0010,D0302141,台南市,新市區,台南市南科三路57號,2611,積體電路製造業,1335.62,13.95,13032.85,65.84,776.46,0.51,833.59,132775.77,148834.58,依法申報,是
109,22099548,旺宏電子股份有限公司晶圓一廠,0010,O1704787,新竹市,東區,新竹市東區研新三路3號,2611,積體電路製造業,837.53,0.38,865.27,2404.62,27691.36,8823.60,523.18,32357.01,73502.94,依法申報,是
109,22099131,台灣積體電路製造股份有限公司十四廠,0010,R9001677,台南市,善化區,台南市善化區南科北路1號之1、1號之2及台南市新市區環西路二段5號,2611,積體電路製造業,17169.86,112.93,119631.33,8745.90,84561.18,2747.02,45719.95,743722.25,1022410.41,依法申報,是
109,12800225,群創光電股份有限公司F廠,0010,S29A1607,高雄市,路竹區,高雄市路竹區路科十路11號(不含B室、7FA室),2641,液晶面板及其組件製造業,4903.81,76.36,2.47,2361.06,0.00,14825.77,13948.33,349479.46,385597.26,依法申報,是
109,86119908,中聯資源股份有限公司台中廠,0009,L02A0301,台中市,龍井區,台中市龍井區南堤路2號,2399,未分類其他非金屬礦物製品製造業,34010.71,31.63,157.31,0.14,0.00,0.00,0.00,25610.24,59810.03,依法申報,是
109,47217677,聯華電子股份有限公司Fab8S廠,0009,J63A0048,新竹縣,寶山鄉,新竹科學工業園區新竹縣研新一路16號,2611,積體電路製造業,1605.13,24.16,4252.85,3473.71,13501.86,5470.63,1136.98,70944.65,100409.97,依法申報,是
109,22099131,台灣積體電路製造股份有限公司十二廠四期/五期,0009,J63A1056,新竹縣,寶山鄉,新竹縣寶山鄉科學工業園區園區二路168號,2611,積體電路製造業,7550.40,117.49,24908.19,255.10,3282.78,71.80,8085.71,285930.36,330201.84,依法申報,是
109,12800225,群創光電股份有限公司D廠,0009,R03A1913,台南市,新市區,台南科學工業園區台南市新市區環西路一段3號,2641,液晶面板及其組件製造業,7159.69,275.86,4.05,1575.89,0.00,32679.60,18063.34,694304.46,754062.89,依法申報,是
109,84149738,友達光電股份有限公司后里廠,0008,L92A0931,台中市,后里區,台中市后里區馬場路1號,2641,液晶面板及其組件製造業,6418.14,162.73,21.59,580.58,0.00,27.93,107.81,345234.38,352553.16,依法申報,是
109,75708007,台灣塑膠工業股份有限公司林園廠,0008,S1900685,高雄市,林園區,高雄市林園區石化一路1號,1810,基本化學材料製造業,714810.15,312.79,2964.92,1123.12,0.00,136.80,0.00,101338.14,820685.91,依法申報,是
109,47217677,聯華電子股份有限公司Fab8F廠,0008,O1708632,新竹市,東區,新竹市東區力行六路三號,2611,積體電路製造業,3536.18,27.18,5926.62,3010.16,24670.65,3036.96,728.66,83084.21,124020.64,依法申報,是
109,22099131,台灣積體電路製造股份有限公司十二廠研新廠,0008,J63A0107,新竹縣,寶山鄉,新竹科學工業園區新竹縣寶山鄉研新二路六號,2611,積體電路製造業,3143.50,144.45,32993.04,3088.20,14482.02,461.88,6618.42,132556.27,193487.78,依法申報,是
109,12800225,群創光電股份有限公司B廠,0008,R03A1894,台南市,新市區,台南市新市區環西路二段2號,2641,液晶面板及其組件製造業,6140.64,86.19,183.70,2410.87,0.00,98195.79,3512.47,455551.67,566081.34,依法申報,是
109,84149738,友達光電股份有限公司桃園分公司,0007,H5002362,桃園市,龍潭區,桃園市龍潭區三和里新和路1號,2641,液晶面板及其組件製造業,7047.11,202.07,48.75,488.15,0.00,585.97,30.93,219888.63,228291.60,依法申報,是
109,47217677,聯華電子股份有限公司Fab8E廠,0007,O1706692,新竹市,東區,新竹科學工業園區新竹市東區力行路17號,2611,積體電路製造業,2868.22,26.01,2229.49,8523.57,14029.48,9028.80,7552.42,78788.30,123046.29,依法申報,是
109,22099131,台灣積體電路製造股份有限公司十二廠,0007,O1709308,新竹市,東區,新竹市東區力行六路八號,2611,積體電路製造業,4175.98,146.09,25421.52,3574.26,26722.47,247.38,11543.45,269986.84,341817.99,依法申報,是
109,12800225,群創光電股份有限公司A廠,0007,R03A1903,台南市,新市區,台南市新市區奇業路1號,2641,液晶面板及其組件製造業,541.75,25.17,255.07,0.00,96.22,18349.12,133.21,63621.47,83022.01,依法申報,是
109,84149738,友達光電股份有限公司,0006,H4888493,桃園市,龜山區,桃園市龜山區文化里華亞二路189號,2649,其他光電材料及元件製造業,5551.52,42.34,29.40,262.30,551.10,640.86,40.26,265616.11,272733.90,依法申報,是
109,75708007,台灣塑膠工業股份有限公司冬山廠,0006,G3700880,宜蘭縣,冬山鄉,宜蘭縣冬山鄉東福路201號,2392,石灰製造業,131490.54,30.38,210.39,0.00,0.00,0.00,0.00,13227.50,144958.81,依法申報,是
109,58650902,台灣化學纖維股份有限公司麥寮廠,0006,P5801773,雲林縣,麥寮鄉,雲林縣麥寮鄉中興村台塑工業園區5號及3之1號,1810,基本化學材料製造業,484465.84,223.36,332.15,21647.83,0.00,43.32,0.00,1118959.49,1625671.99,依法申報,是
109,27719048,永豐餘工業用紙股份有限公司成功廠,0006,L0000624,台中市,烏日區,台中市烏日區中山路三段546號,1511,紙漿製造業,21406.17,162.73,258.52,0.00,0.00,0.00,0.00,8560.10,30387.52,依法申報,是
109,22099131,台灣積體電路製造股份有限公司八廠,0006,O1713311,新竹市,東區,新竹市東區力行路25號,2611,積體電路製造業,4806.79,2.13,28068.41,16829.61,45453.08,3742.85,22572.04,179764.85,301239.76,依法申報,是
109,11914002,台灣玻璃工業股份有限公司鹿港平板廠,0006,N08A1098,彰化縣,鹿港鎮,彰化縣鹿港鎮鹿工路11號,2311,平板玻璃及其製品製造業,53055.39,52.20,91.58,13.49,0.00,0.00,0.00,9002.26,62214.92,依法申報,是
109,84149738,友達光電股份有限公司台中廠,0005,B2313780,台中市,西屯區,台中市西屯區中部科學園區中科路1號,2641,液晶面板及其組件製造業,14461.57,420.37,79.60,2717.00,0.00,3281.32,497.33,1010853.36,1032310.55,依法申報,是
109,75708007,台灣塑膠工業股份有限公司仁武廠,0005,S2201109,高雄市,仁武區,高雄市仁武區水管路一○○號,1810,基本化學材料製造業,2553057.70,949.56,11410.72,2439.02,0.00,243.96,0.00,19122.59,2587223.54,依法申報,是
109,58650902,台灣化學纖維股份有限公司海豐廠,0005,P5802092,雲林縣,麥寮鄉,雲林縣麥寮鄉中興村台塑工業園區23號,1810,基本化學材料製造業,1223205.05,163.32,14.33,778.27,0.00,77.52,0.00,1991455.57,3215694.07,依法申報,是
109,47217677,聯華電子股份有限公司Fab8A廠,0005,O1706209,新竹市,東區,新竹市東區力行二路3、5號,2611,積體電路製造業,2292.72,43.50,15617.23,4853.38,37575.66,42271.20,305.12,117188.66,220147.47,依法申報,是
109,34202841,榮成紙業股份有限公司蒸汽廠,0005,N14A1507,彰化縣,二林鎮,彰化縣二林鎮廣興里廣興巷1-1號,1513,紙板製造業,246910.11,65.91,1164.44,0.00,0.00,0.00,0.00,3813.64,251954.10,依法申報,是
109,22099548,旺宏電子股份有限公司晶圓五廠,0005,O17A6887,新竹市,東區,新竹市東區力行路19號,2611,積體電路製造業,2404.21,83.09,6320.43,10080.66,30336.45,3144.62,29870.42,126647.61,208887.49,依法申報,是
109,22099131,台灣積體電路製造股份有限公司六廠,0005,R9004230,台南市,善化區,台南市善化區南科北路一號,2611,積體電路製造業,2845.69,97.87,40870.97,12775.95,64664.33,4943.14,15621.80,188311.66,330131.40,依法申報,是
109,12800225,群創光電股份有限公司T2廠,0005,K71A1370,苗栗縣,竹南鎮,苗栗縣竹南鎮科學路168號,2641,液晶面板及其組件製造業,3688.39,80.46,126.77,0.00,0.00,12751.52,2401.41,230799.92,249848.47,依法申報,是
109,11914002,台灣玻璃工業股份有限公司台中廠平板三場,0005,L9100563,台中市,梧棲區,台中市梧棲區自立三街220號,2311,平板玻璃及其製品製造業,38245.78,48.44,78.17,106.40,0.00,0.00,0.00,23322.52,61801.30,依法申報,是
109,11384708,長春人造樹脂廠股份有限公司大發二廠,0005,S2015916,高雄市,大寮區,高雄市大寮區華西路6號,1820,石油化工原料製造業,79020.69,27.56,3.37,0.00,0.00,0.00,0.00,305270.16,384321.77,依法申報,是
109,03707901,台灣中油股份有限公司石化事業部林園石化廠,0005,S1900710,高雄市,林園區,高雄市林園區石化二路3號,1820,石油化工原料製造業,1998176.64,640.52,513.90,854.88,0.00,14227.20,0.00,85448.15,2099861.29,依法申報,是
109,03522600,遠東新世紀股份有限公司化學纖維總廠,0005,J5700222,新竹縣,新埔鎮,新竹縣新埔鎮文山路亞東段369及600號,1850,人造纖維製造業,394056.67,386.15,1833.77,0.00,0.00,0.00,0.00,121207.70,517484.29,依法申報,是
109,84149738,友達光電股份有限公司龍科廠,0004,H5008211,桃園市,龍潭區,桃園市龍潭區龍科街228號,2641,液晶面板及其組件製造業,8159.03,61.91,6.58,501.16,0.00,1067.88,318.25,302766.95,312881.76,依法申報,是
109,75280209,東和鋼鐵企業股份有限公司桃園廠,0004,H53A0675,桃園市,觀音區,桃園市觀音區保障村8鄰草漯116號,2411,鋼鐵冶鍊業,62818.87,7.04,42.52,118.60,0.00,0.00,0.00,351304.82,414291.85,依法申報,是
109,47299902,漢磊科技股份有限公司研發廠,0004,J6300299,新竹縣,寶山鄉,新竹縣寶山鄉新竹科學園區創新一路18號,2611,積體電路製造業,376.94,22.92,84.99,0.00,8072.78,205.20,73.89,24331.74,33168.46,依法申報,是
109,28112667,力晶積成電子製造股份有限公司P1/2,0004,O17M3925,新竹市,東區,新竹市科學園區力行一路12號,2611,積體電路製造業,12316.78,149.85,7489.34,2447.10,7719.42,4585.36,10960.59,288187.98,333856.41,依法申報,是
109,22099131,台灣積體電路製造股份有限公司五廠,0004,J6301447,新竹縣,寶山鄉,新竹縣寶山鄉新竹科學工業園區園區三路121號,2611,積體電路製造業,3279.70,1.43,14361.48,9414.15,33299.40,2275.60,11290.38,96504.48,170426.62,依法申報,是
109,12800225,群創光電股份有限公司T3廠,0004,K71A2695,苗栗縣,竹南鎮,苗栗縣竹南鎮科中路12號,2641,液晶面板及其組件製造業,1874.43,32.17,2702.85,0.00,664.87,4650.27,296.82,84683.54,94904.94,依法申報,是
109,11914002,台灣玻璃工業股份有限公司台中廠,0004,L9100198,台中市,梧棲區,台中市梧棲區自強路377號,2311,平板玻璃及其製品製造業,100837.92,114.71,185.51,4.12,0.00,0.00,0.00,19526.80,120669.05,依法申報,是
109,11384806,長春石油化學股份有限公司苗栗二廠,0004,K6801123,苗栗縣,苗栗市,苗栗縣苗栗市文聖里文山245號,1810,基本化學材料製造業,90688.49,94.86,42.32,4882.46,0.00,0.00,0.00,1269955.64,1365663.76,依法申報,是
109,11384708,長春人造樹脂廠股份有限公司大發廠,0004,S2005081,高雄市,大寮區,高雄市大寮區華西路8號,1810,基本化學材料製造業,334624.95,2356.52,1549.42,195.15,0.00,0.00,0.00,225128.64,563854.68,依法申報,是
109,03707901,台灣中油股份有限公司煉製事業部桃園煉油廠,0004,H4803507,桃園市,龜山區,桃園市龜山區南上里民生北路一段50號,1700,石油及煤製品製造業,1239747.96,1451.06,629.41,71.07,0.00,0.00,0.00,189559.97,1431459.47,依法申報,是
109,86522210,台塑石化股份有限公司麥寮三廠,0003,P5802430,雲林縣,麥寮鄉,雲林縣麥寮鄉台塑工業園區17號,1990,其他化學製品製造業,7194948.28,1560.71,19693.21,25.42,0.00,305.52,0.00,75500.99,7292034.13,依法申報,是
109,85066002,中華紙漿股份有限公司台東廠,0003,V7500777,台東縣,臺東市,台東縣臺東市中興路4段371號,1512,紙張製造業,118033.87,1365.69,744.64,16.70,0.00,0.00,0.00,46684.58,166845.49,依法申報,是
109,84149738,友達光電股份有限公司L5廠,0003,O1707395,新竹市,東區,新竹市東區力行路23號,2641,液晶面板及其組件製造業,769.36,16.46,1.05,0.00,51.08,93.08,15.26,41247.33,42193.63,依法申報,是
109,84149358,世界先進積體電路股份有限公司晶圓三廠,0003,H46B0495,桃園市,蘆竹區,桃園市蘆竹區長興里14鄰長榮路168號,2611,積體電路製造業,210.40,41.59,5312.00,4475.61,34995.08,7387.20,3821.95,181979.31,238223.14,依法申報,是
109,70752257,穩懋半導體股份有限公司龜山廠,0003,H48B0554,桃園市,龜山區,桃園市龜山區山鶯路200-5號,2611,積體電路製造業,1638.57,88.53,161.55,0.00,18400.57,0.00,4.59,40881.68,61175.48,依法申報,是
109,58650902,台灣化學纖維股份有限公司新港廠,0003,Q7100254,嘉義縣,新港鄉,嘉義縣新港鄉中洋村中洋工業區一號,1850,人造纖維製造業,2452726.34,851.35,11420.19,1181.46,0.00,1876.44,0.00,8792.29,2476848.07,依法申報,是
109,56121907,味丹企業股份有限公司沙鹿第一工廠,0003,L9000666,台中市,沙鹿區,台中市沙鹿區興安路63號,0896,調味品製造業,92563.32,45.03,394.97,0.00,0.00,15.96,0.00,18315.03,111334.31,依法申報,是
109,47299902,漢磊科技股份有限公司研新廠(元件二廠),0003,O1701115,新竹市,東區,新竹市科學工業園區研新二路5號,2611,積體電路製造業,346.53,14.18,1072.98,1216.65,7041.47,3898.80,369.46,8741.74,22701.79,依法申報,是
109,47217677,聯華電子股份有限公司Fab12A廠,0003,R0304131,台南市,新市區,台南市新市區南科二路18、20號,2611,積體電路製造業,17725.97,127.82,66836.01,4457.32,18054.41,3753.09,6246.18,410819.95,528020.75,依法申報,是
109,35412204,華新麗華股份有限公司台中不銹鋼廠,0003,B9100709,台中市,梧棲區,台中市梧棲區加工出口區經三路57號,2544,金屬表面處理業,38415.26,48.40,22.23,32.58,0.00,0.00,0.00,39808.20,78326.67,依法申報,是
109,33085508,正隆股份有限公司大園廠,0003,H4700645,桃園市,大園區,桃園市大園區大工路116號,1512,紙張製造業,199182.70,21623.46,877.58,9.35,0.00,0.00,0.00,136676.68,358369.78,依法申報,是
109,28112667,力晶積成電子製造股份有限公司P3,0003,O17M3896,新竹市,東區,新竹市力行路16-1號,2611,積體電路製造業,5434.44,28.84,6253.80,517.57,9315.12,2075.12,34.76,140932.02,164591.67,依法申報,是
109,22099548,旺宏電子股份有限公司晶圓二廠,0003,O1706307,新竹市,東區,新竹市東區力行路16號,2611,積體電路製造業,1377.39,0.63,2484.69,9724.98,18315.17,6897.47,12274.31,89576.08,140650.71,依法申報,是
109,22099131,台灣積體電路製造股份有限公司三廠3E廠,0003,J6300324,新竹縣,寶山鄉,新竹縣寶山鄉研新二路6號,2611,積體電路製造業,1655.83,28.94,164.14,343.61,4847.48,1708.57,906.45,64927.32,74582.34,依法申報,是
109,16741846,精材科技股份有限公司中壢廠,0003,H4313348,桃園市,中壢區,桃園市中壢區吉林路23號9樓,2699,未分類其他電子零組件製造業,23.85,49.80,0.06,155.50,6192.42,19113.24,244.24,13535.03,39314.14,依法申報,是
109,12233428,大連化學工業股份有限公司大發廠,0003,S2005652,高雄市,大寮區,高雄市大寮區過溪里華西路8-1號,1810,基本化學材料製造業,89468.26,44.14,20.77,2444.50,0.00,0.00,0.00,646828.96,738806.63,依法申報,是
109,11914002,台灣玻璃工業股份有限公司新竹廠,0003,O1703351,新竹市,香山區,新竹市香山區中華路四段470號,2312,玻璃容器製造業,124778.39,226.30,220.70,101.29,0.00,0.00,0.00,49749.81,175076.48,依法申報,是
109,11913502,台灣水泥股份有限公司蘇澳廠,0003,G3200778,宜蘭縣,蘇澳鎮,宜蘭縣蘇澳鎮永昌路46號,2331,水泥製造業,1130248.66,119.48,1853.86,10.44,0.00,0.00,0.00,65545.20,1197777.64,依法申報,是
109,11384708,長春人造樹脂廠股份有限公司高雄廠,0003,S2201092,高雄市,仁武區,高雄市仁武區工業一路8、12、14號,1841,合成樹脂及塑膠製造業,23718.62,538.07,16.45,4.79,0.00,22.80,0.00,77827.57,102128.29,依法申報,是
109,04388145,台灣康寧顯示玻璃股份有限公司,0003,B2311535,台中市,西屯區,台中市西屯區科園路1號,2311,平板玻璃及其製品製造業,40206.21,230.53,17.46,3428.43,0.00,0.00,0.00,332030.03,375912.65,依法申報,是
109,03707901,台灣中油股份有限公司煉製事業部大林煉油廠,0003,E5600056,高雄市,小港區,高雄市小港區沿海四路50號,1700,石油及煤製品製造業,2431822.55,499.02,854.28,2342.38,0.00,0.00,0.00,684865.94,3120384.16,依法申報,是
109,03522600,遠東新世紀股份有限公司觀音化纖廠,0003,H5300210,桃園市,觀音區,桃園市觀音區觀音工業區經建六路3號,1850,人造纖維製造業,138085.67,169.64,614.27,0.00,0.00,0.00,0.00,89561.60,228431.18,依法申報,是
109,03084741,中國石油化學工業開發股份有限公司大社廠,0003,S2300410,高雄市,大社區,高雄市大社區經建路1號,1820,石油化工原料製造業,135313.43,59.93,24.02,23.88,0.00,0.00,0.00,25143.61,160564.88,依法申報,是
109,89390656,南亞科技股份有限公司三廠,0002,F1606662,新北市,泰山區,新北市泰山區南林路98號及115號,2611,積體電路製造業,10591.86,123.42,33854.20,3675.28,17575.34,925.29,23581.20,374426.52,464753.12,依法申報,是
109,86522210,台塑石化股份有限公司麥寮二廠,0002,P5801728,雲林縣,麥寮鄉,雲林縣麥寮鄉台塑工業園區8、8-5號,1990,其他化學製品製造業,4686722.98,1170.15,17621.04,314.88,0.00,1092.12,0.00,228526.13,4935447.29,依法申報,是
109,85978401,裕鐵企業股份有限公司岡山三廠,0002,S26A0793,高雄市,燕巢區,高雄市燕巢區安招路639-2號,2544,金屬表面處理業,20549.47,12.52,10.97,0.00,0.00,0.00,0.00,10325.71,30898.67,依法申報,是
109,84149738,友達光電總部/友達光電股份有限公司L3B廠,0002,O1709193,新竹市,東區,新竹市東區力行二路1號,2641,液晶面板及其組件製造業,657.42,99.04,0.45,0.00,11.53,121.75,1100.63,19846.07,21836.89,依法申報,是
109,84149358,世界先進積體電路股份有限公司晶圓二廠,0002,O1751197,新竹市,東區,新竹市東區力行路九號,2611,積體電路製造業,2452.01,55.78,17211.65,4850.61,49006.21,1194.43,972.95,134378.35,210121.99,依法申報,是
109,80353271,台灣美光晶圓科技股份有限公司二廠,0002,H4888582,桃園市,龜山區,桃園市龜山區文化村華亞五路2、6號,2611,積體電路製造業,9837.18,29.29,31526.19,1909.59,15546.91,779.76,4149.99,621228.92,685007.83,依法申報,是
109,75708007,台灣塑膠工業股份有限公司麥寮廠,0002,P5801602,雲林縣,麥寮鄉,雲林縣麥寮鄉中興村台塑工業園區一號,1990,其他化學製品製造業,466414.91,1015.80,383.59,14421.93,0.00,221.16,0.00,3898504.39,4380961.78,依法申報,是
