year,stock_code,total_operating_revenue,total_operating_costs,total_operating_expenses,net_operating_income,profit_or_loss,total_comprehensive_income,total_assets
2023,1533,4003635.0,3235535.0,1010776.0,-242676.0,-221397.0,-216227.0,8399973.0
2023,1536,6599230.0,5458129.0,725510.0,415591.0,324663.0,318571.0,22327271.0
2023,1537,6416807.0,5175624.0,497651.0,743532.0,609102.0,610328.0,5625367.0
2023,1538,194406.0,177170.0,72074.0,-54838.0,-28249.0,-36714.0,330248.0
2023,1539,1533484.0,1360733.0,92743.0,80008.0,62998.0,63852.0,2519076.0
2023,1540,575699.0,391148.0,68764.0,115787.0,111078.0,109870.0,1718663.0
2023,1541,3378030.0,2715202.0,377645.0,285183.0,115190.0,114056.0,3978257.0
2023,1557,6719061.0,4733176.0,1333778.0,652107.0,534438.0,555136.0,13340223.0
2023,1558,7558277.0,5640723.0,1399205.0,518349.0,629550.0,548573.0,11995154.0
2023,1560,6380904.0,4438673.0,952994.0,989237.0,862107.0,873214.0,9862953.0
2023,1563,7779316.0,6044901.0,979556.0,754859.0,608436.0,609750.0,17376064.0
2023,1565,4393888.0,3418643.0,369547.0,605699.0,545954.0,548931.0,7754252.0
2023,1568,1193076.0,791631.0,167945.0,233500.0,273734.0,304436.0,2623076.0
2023,1569,3605401.0,3266964.0,540246.0,-201809.0,-104100.0,-154915.0,6466636.0
2023,1570,393659.0,302447.0,81770.0,9442.0,18653.0,38314.0,1011250.0
2023,1582,8769537.0,6831797.0,1157368.0,780372.0,637567.0,537258.0,12045377.0
2023,1583,5318588.0,4079497.0,799796.0,439295.0,816327.0,746103.0,13247386.0
2023,1584,2748485.0,2391159.0,179290.0,178036.0,502172.0,518221.0,5349728.0
2023,1585,112044.0,149897.0,38296.0,-76149.0,-96905.0,-85060.0,897934.0
2023,1586,2310590.0,2054576.0,323620.0,-67606.0,-54313.0,-81537.0,4076202.0
2023,1587,2122061.0,1677394.0,389755.0,54912.0,42061.0,42472.0,3334349.0
2023,1590,29827352.0,16072370.0,4905793.0,8849189.0,6965415.0,6351100.0,58048765.0
2023,1597,1074754.0,606107.0,351065.0,117582.0,98042.0,94862.0,3954984.0
2023,1598,7786471.0,5119386.0,2765508.0,-99605.0,-110372.0,-113677.0,11289174.0
2023,1599,2144084.0,1729026.0,501805.0,-86747.0,-4530.0,1483.0,2821386.0
2023,1602,31152485.0,26963121.0,1785805.0,2403559.0,1878038.0,2003625.0,38710431.0
2023,1603,4011988.0,3406788.0,140727.0,492274.0,474593.0,650012.0,10264789.0
2023,1604,8888945.0,7159201.0,1120246.0,609498.0,775489.0,658249.0,15588669.0
2023,1605,189839626.0,175396014.0,8202846.0,6240766.0,5941250.0,12607141.0,266370031.0
2023,1608,9754917.0,9058659.0,194054.0,502204.0,942557.0,924172.0,13312042.0
2023,1609,26435820.0,22960671.0,1937023.0,1538357.0,3130340.0,3321380.0,46480729.0
2023,1611,1361493.0,988690.0,306260.0,66543.0,149560.0,218272.0,5467800.0
2023,1612,6195025.0,5323372.0,265580.0,606073.0,628751.0,920742.0,8496179.0
2023,1613,4945872.0,4389346.0,215864.0,340662.0,274185.0,298048.0,5578584.0
2023,1614,5755568.0,4535696.0,844789.0,375083.0,323879.0,312422.0,6921679.0
2023,1615,4944584.0,4140782.0,194827.0,608975.0,525025.0,615172.0,4501133.0
2023,1616,4112681.0,3640892.0,166457.0,305332.0,225722.0,223485.0,3343037.0
2023,1617,2827089.0,2601218.0,251769.0,-25898.0,2169.0,-29499.0,3235515.0
2023,1618,4482667.0,3905374.0,125654.0,451639.0,386795.0,864845.0,6159069.0
2023,1619,3486529.0,3370038.0,74961.0,41530.0,73025.0,193910.0,2084361.0
2023,1623,4216296.0,3570023.0,156473.0,489800.0,408951.0,438156.0,5371330.0
2023,1701,8574720.0,5434715.0,2908793.0,231212.0,323573.0,278826.0,12864830.0
2023,1707,10635464.0,2099450.0,6036873.0,2496665.0,2141511.0,2117011.0,15511841.0
2023,1708,5879183.0,5019654.0,649378.0,210151.0,-28458.0,-18348.0,13077079.0
2023,1709,9432293.0,8276596.0,722258.0,433695.0,411723.0,535687.0,12091141.0
2023,1710,20816931.0,20480005.0,1017404.0,-680478.0,-224298.0,-547994.0,33014331.0
2023,1711,7861424.0,6261590.0,1516414.0,83420.0,95077.0,92933.0,12900726.0
2023,1712,19112810.0,13913264.0,3869842.0,1329704.0,1056475.0,1083851.0,15355394.0
2023,1713,476391.0,438322.0,75063.0,-36994.0,350365.0,413047.0,3015712.0
2023,1714,20292410.0,18376047.0,1146353.0,770010.0,871277.0,434533.0,22601231.0
2023,1716,4733900.0,2432599.0,1488881.0,812420.0,658939.0,679047.0,6167647.0
2023,1717,42451576.0,34304310.0,6232499.0,1914767.0,1492096.0,1018248.0,58538254.0
2023,1718,38770310.0,,8924447.0,,3615856.0,5657984.0,902189921.0
2023,1720,6239768.0,3514390.0,1465826.0,1259552.0,1157929.0,1312993.0,11188724.0
2023,1721,2185671.0,2247941.0,197764.0,-260034.0,-277967.0,-271863.0,3723666.0
2023,1722,15014788.0,10896618.0,1360535.0,2757635.0,3919051.0,4128754.0,81525748.0
2023,1726,9354380.0,7014741.0,1394865.0,944774.0,831238.0,781767.0,11558304.0
2023,1727,1723975.0,1531261.0,189655.0,3059.0,46053.0,62648.0,2847080.0
2023,1730,2616248.0,1376194.0,944687.0,301314.0,259686.0,251161.0,2556084.0
2023,1731,1300721.0,446349.0,659704.0,194668.0,169098.0,185092.0,2832071.0
2023,1733,1676537.0,1145421.0,389400.0,141716.0,115714.0,118971.0,2297004.0
2023,1734,2962934.0,1871691.0,805187.0,286056.0,356776.0,332930.0,6251081.0
2023,1735,2367512.0,1927663.0,348314.0,91535.0,75215.0,57520.0,3297669.0
2023,1736,38069563.0,19642253.0,17184995.0,1242315.0,709437.0,348916.0,36421840.0
2023,1737,3408811.0,2151333.0,944050.0,313428.0,217296.0,186871.0,8319743.0
2023,1742,392001.0,273949.0,69275.0,48777.0,38302.0,40217.0,3773148.0
2023,1760,1881875.0,907478.0,817568.0,156829.0,77219.0,75445.0,3235181.0
2023,1762,2086441.0,1329133.0,476499.0,280809.0,264909.0,258044.0,5171651.0
2023,1763,124821623.0,118324275.0,8202762.0,-1705414.0,-666069.0,-1556682.0,130308756.0
2023,1764,105738621.0,94241586.0,7801028.0,3696007.0,4969515.0,-13667194.0,222954438.0
2023,1765,110232768.0,101130971.0,6033658.0,3068139.0,5548044.0,-37363618.0,160428084.0
2023,1766,47421548.0,42468193.0,3834046.0,1119309.0,404120.0,210597.0,80262271.0
2023,1770,5233853.0,3492302.0,1224517.0,517034.0,531058.0,572486.0,7808204.0
2023,1773,9852910.0,6697290.0,1314970.0,1840650.0,1578461.0,1566704.0,14489461.0
2023,1775,5391139.0,3935642.0,909204.0,545158.0,446087.0,390882.0,8073333.0
2023,1776,1206897.0,1022992.0,171521.0,12384.0,29956.0,20167.0,1679197.0
2023,1780,720431.0,473992.0,157725.0,88714.0,97412.0,93572.0,2078904.0
2023,1785,22629192.0,19906133.0,1357222.0,1365837.0,1066418.0,1029089.0,26459683.0
2023,1786,712988.0,200494.0,312856.0,199638.0,177900.0,178355.0,2160170.0
2023,1789,3186083.0,1970094.0,901498.0,314491.0,287056.0,199043.0,11721586.0
2023,1795,16957971.0,7574159.0,4480870.0,4902942.0,4105626.0,4264881.0,32991589.0
2023,1799,271628.0,100910.0,333456.0,-162738.0,-170165.0,-179125.0,1213784.0
2023,1802,45619038.0,41051700.0,4973309.0,-277282.0,24849.0,-950469.0,90477877.0
2023,1805,145516.0,144851.0,52584.0,-51919.0,-110116.0,-110235.0,1537732.0
2023,1806,3137657.0,2232348.0,658823.0,246486.0,409.0,314.0,8043745.0
2023,1809,2357207.0,1984413.0,477530.0,-73193.0,-55677.0,-76155.0,4605763.0
2023,1810,4870787.0,3670621.0,1207704.0,-7538.0,22077.0,285426.0,10594789.0
2023,1815,3199921.0,3212151.0,510508.0,-522738.0,-651195.0,-880148.0,13471786.0
2023,1817,2500832.0,1643210.0,569010.0,288612.0,237458.0,178294.0,2703403.0
2023,1819,255455.0,231007.0,21248.0,3200.0,-5907.0,-5867.0,893971.0
2023,1904,42165465.0,34505351.0,5672525.0,1987589.0,932963.0,1651275.0,70626797.0
2023,1905,20955451.0,19864687.0,1949087.0,-859198.0,-554497.0,-317173.0,35429227.0
2023,1909,46712029.0,42164144.0,4516947.0,30938.0,-1031365.0,-1641053.0,70126008.0
2023,2002,363326498.0,346553753.0,13186803.0,3585942.0,3531205.0,7131980.0,678757331.0
2023,2006,60961908.0,52315715.0,2647493.0,5998700.0,4759820.0,4755502.0,56378880.0
2023,2007,5015149.0,5482820.0,172639.0,-640310.0,-981332.0,-969969.0,12221351.0
2023,2008,1460295.0,1258760.0,112890.0,88645.0,432836.0,932302.0,7536198.0
2023,2009,2646149.0,2657368.0,56130.0,-67349.0,-9494.0,1602292.0,7936182.0
2023,2010,21194638.0,19430316.0,836419.0,927903.0,890722.0,876092.0,20303332.0
2023,2012,8460641.0,7141577.0,862776.0,456288.0,360678.0,371209.0,12168336.0
2023,2014,37764208.0,37251898.0,541466.0,-29156.0,159281.0,-268982.0,32992662.0
2023,2015,34882023.0,31326299.0,845369.0,2710355.0,2375491.0,2478821.0,27047344.0
2023,2017,3027797.0,3077289.0,394342.0,-443335.0,-205733.0,328090.0,11053740.0
2023,2020,7009437.0,6169153.0,318177.0,518950.0,1069571.0,1088323.0,7480099.0
2023,2022,8420093.0,7232718.0,783603.0,403772.0,195420.0,177288.0,8911084.0
2023,2023,73295376.0,66584490.0,5116586.0,1594300.0,-1453168.0,-1331072.0,91765950.0
2023,2024,916429.0,898144.0,63519.0,-45234.0,-54787.0,-54745.0,1836577.0
2023,2025,738691.0,894525.0,31413.0,-188991.0,228218.0,237562.0,1804927.0
2023,2027,101256601.0,81799804.0,10585408.0,8855974.0,6810544.0,5851090.0,135115312.0
2023,2028,10484173.0,9799877.0,176924.0,507372.0,415217.0,424746.0,8645106.0
2023,2029,12389155.0,11030830.0,609815.0,748510.0,630720.0,569232.0,10909791.0
2023,2030,12856899.0,11919820.0,686600.0,250479.0,50950.0,15562.0,11877383.0
2023,2031,16074889.0,14629138.0,587462.0,858289.0,1731580.0,2375308.0,28353330.0
2023,2032,2862276.0,2818858.0,102212.0,-58794.0,-20810.0,-21814.0,1887544.0
2023,2033,586548.0,534430.0,58190.0,-6072.0,-3112.0,740.0,1244145.0
2023,2034,15232177.0,14131203.0,762000.0,338974.0,-169815.0,-1340484.0,18314389.0
2023,2035,10706636.0,11570952.0,278189.0,-1142505.0,-1125320.0,-1100793.0,16666468.0
2023,2038,9365089.0,9112774.0,203932.0,48383.0,29987.0,25389.0,9447558.0
2023,2041,4722029.0,4563158.0,149938.0,8933.0,66567.0,191508.0,8936506.0
2023,2048,89574167.0,93400215.0,2117195.0,-5943243.0,-5195369.0,-5202515.0,160447209.0
2023,2049,24632772.0,16977522.0,5004300.0,2650950.0,1831510.0,1988525.0,51436790.0
2023,2056,2835966.0,2650377.0,317388.0,-131799.0,-129480.0,-132539.0,4199511.0
2023,2059,5762971.0,2231439.0,643378.0,2888154.0,2704319.0,2703783.0,20580928.0
2023,2062,7566891.0,6665224.0,562532.0,339135.0,314180.0,250992.0,12837068.0
2023,2064,1430228.0,1414491.0,116355.0,-101351.0,-94219.0,-94160.0,2593164.0
2023,2065,2323605.0,1828338.0,178105.0,317162.0,266683.0,304883.0,3393920.0
2023,2068,2239437.0,1619120.0,464121.0,156196.0,89198.0,67679.0,3351890.0
2023,2069,11837852.0,11425845.0,465872.0,-53865.0,-149149.0,-214381.0,8679243.0
2023,2071,1389693.0,1097234.0,104263.0,188196.0,131506.0,131506.0,2556577.0
2023,2072,8212916.0,6793187.0,264825.0,1154904.0,808449.0,808449.0,18756853.0
2023,2101,7851974.0,6298380.0,1111400.0,441957.0,134011.0,44966.0,41618441.0
2023,2102,478402.0,775144.0,780139.0,-1076881.0,-1729299.0,3201814.0,13775395.0
2023,2103,31426889.0,28118423.0,2589146.0,947916.0,966927.0,1762045.0,37988377.0
2023,2104,17875282.0,16409459.0,1315110.0,150713.0,-542704.0,-287593.0,56836262.0
2023,2105,96201313.0,72812628.0,13030879.0,10357806.0,7197962.0,6161878.0,141585918.0
2023,2106,34443676.0,27771016.0,5377682.0,1294978.0,880982.0,645761.0,43726227.0
2023,2107,1359718.0,939107.0,221005.0,199606.0,518877.0,1281804.0,14284834.0
2023,2108,8942042.0,6845930.0,1259460.0,836652.0,946927.0,937002.0,17106771.0
2023,2109,4674300.0,3648483.0,570696.0,455121.0,531253.0,583272.0,7943246.0
2023,2114,1558156.0,898864.0,133973.0,525319.0,469185.0,469183.0,3804622.0
2023,2201,82120679.0,53256786.0,20270477.0,8591508.0,8494230.0,8040899.0,387743826.0
2023,2204,38506609.0,32453262.0,3407195.0,2648429.0,5924323.0,5620283.0,50364456.0
2023,2206,64461239.0,51051120.0,7299343.0,6110776.0,6663388.0,6542718.0,62777914.0
2023,2208,21476365.0,23887681.0,424637.0,-2835953.0,-4050923.0,-4131435.0,39298545.0
2023,2211,11090533.0,7194816.0,560563.0,3335154.0,4313805.0,5414363.0,35941507.0
2023,2227,26136197.0,23081037.0,2934035.0,118413.0,1161025.0,676360.0,22605589.0
2023,2228,4894258.0,3681197.0,652182.0,560879.0,513817.0,502905.0,6135364.0
2023,2230,658413.0,441307.0,87928.0,129239.0,126106.0,116353.0,1461444.0
2023,2231,4397594.0,2649478.0,1290599.0,457517.0,333535.0,312591.0,10253819.0
2023,2233,3337485.0,2246291.0,559386.0,531808.0,529930.0,497298.0,5167083.0
2023,2237,1900551.0,1859956.0,196242.0,-155647.0,-166972.0,-166976.0,2527642.0
2023,2241,883963.0,889935.0,231419.0,-237391.0,-241801.0,-242796.0,2718705.0
2023,2252,613118.0,519340.0,388349.0,-294571.0,-284594.0,-285754.0,1039678.0
2023,2254,549661.0,393196.0,196750.0,-40285.0,-47558.0,-47132.0,2400946.0
2023,2255,2743414.0,2235245.0,481773.0,26396.0,49693.0,106820.0,2918321.0
2023,2258,1043992.0,886894.0,2537657.0,-2380559.0,-1927201.0,-1928493.0,21244694.0
2023,2301,148333455.0,115665373.0,18151806.0,14516276.0,14598787.0,13891268.0,188972260.0
2023,2302,716545.0,459141.0,186106.0,71298.0,86869.0,59599.0,2334302.0
2023,2303,222533000.0,144789162.0,23855503.0,57890661.0,61439817.0,67857743.0,559186927.0
2023,2305,575907.0,400257.0,276707.0,-101057.0,22267.0,5674.0,2863872.0
2023,2308,401226501.0,284013473.0,76263191.0,40949837.0,38880367.0,38210967.0,457746578.0
2023,2313,67078773.0,56951976.0,4908018.0,5218779.0,4168375.0,3753597.0,79109038.0
2023,2314,3353797.0,2920279.0,960101.0,-526583.0,-619758.0,-597349.0,5478401.0
2023,2316,3515939.0,3790840.0,384649.0,-659550.0,835606.0,859482.0,14314373.0
2023,2317,6162221359.0,5774273890.0,221418974.0,166528495.0,154789382.0,120480375.0,3939788977.0
2023,2324,946714800.0,904317906.0,30349183.0,12047711.0,9130678.0,10029643.0,436770974.0
2023,2327,107609336.0,71583509.0,15553861.0,20471966.0,17560589.0,17043589.0,331353078.0
2023,2328,25634258.0,22459093.0,1573698.0,1601467.0,1489833.0,1384781.0,24397209.0
2023,2329,16690436.0,13375136.0,1241154.0,2074147.0,1881210.0,2148232.0,18467008.0
2023,2330,2161735841.0,986625213.0,253833716.0,921465606.0,837767517.0,828953873.0,5532371215.0
2023,2332,15941277.0,12096881.0,3718223.0,126173.0,697678.0,511150.0,16620779.0
2023,2337,27623608.0,20862948.0,9167759.0,-2407099.0,-1699147.0,-947389.0,77811473.0
2023,2338,7199935.0,5363566.0,1087738.0,748631.0,164284.0,154272.0,20924059.0
2023,2340,3972279.0,3041848.0,851750.0,78681.0,303901.0,277918.0,12491929.0
2023,2342,1483112.0,1418438.0,260274.0,-195600.0,-176711.0,-177970.0,3416987.0
2023,2344,75006078.0,52610352.0,24025958.0,-1630232.0,34449.0,-1270216.0,190787944.0
2023,2345,84188426.0,64925625.0,7761704.0,11501097.0,8920165.0,8941394.0,56575589.0
2023,2349,7629550.0,6433353.0,1569489.0,-373292.0,-378617.0,-309375.0,18869838.0
2023,2351,10856531.0,9002214.0,875103.0,979214.0,780820.0,759996.0,12145415.0
2023,2352,203594781.0,170518878.0,28064731.0,5011172.0,4516079.0,6493985.0,188423637.0
2023,2354,74533131.0,68806707.0,4258374.0,1468050.0,4314046.0,4366161.0,134093396.0
2023,2355,16749415.0,14559833.0,1366836.0,822746.0,762753.0,586240.0,22741541.0
2023,2356,514746200.0,488408057.0,18874919.0,7463224.0,6020885.0,6821990.0,239707976.0
2023,2357,482314429.0,409920293.0,61240708.0,11164032.0,17889851.0,41156974.0,480081800.0
2023,2359,4219903.0,3251184.0,825574.0,143145.0,557787.0,530171.0,8948092.0
2023,2360,18676043.0,7918828.0,6084149.0,4672837.0,4095674.0,3995433.0,33481548.0
2023,2362,24379753.0,19494238.0,3151809.0,1733706.0,1060090.0,270484.0,94425201.0
2023,2363,187184.0,130508.0,507842.0,-451166.0,558841.0,4369328.0,19177006.0
2023,2365,769549.0,478921.0,283996.0,6632.0,71573.0,87533.0,3555633.0
2023,2367,14960822.0,13606823.0,1741586.0,-387587.0,-344241.0,-697748.0,21431149.0
2023,2368,30043950.0,22320154.0,2624581.0,5136067.0,3528592.0,3330061.0,33101243.0
2023,2369,5660171.0,5443612.0,440687.0,-224128.0,-160131.0,-156154.0,7944441.0
2023,2371,50351118.0,42280216.0,6830654.0,1247541.0,2819831.0,3823560.0,137277951.0
