公司名稱,統一編號,RegistrationNo,FacilityName
台灣中油股份有限公司石化事業部,03707901,O17M2927,台灣中油股份有限公司(光明加油站)採土壤離場處理
台灣中油股份有限公司石化事業部,03707901,Q6907320,台灣中油股份有限公司-立正加油站
台灣中油股份有限公司石化事業部,03707901,K7005670,台灣中油股份有限公司天然氣事業部北區營業處通霄配氣站
台灣中油股份有限公司石化事業部,03707901,N0717273,台灣中油股份有限公司(彰化彰興路加油站)
台灣中油股份有限公司石化事業部,03707901,V8000016,台灣中油股份有限公司-太麻里加油站
台灣中油股份有限公司石化事業部,03707901,P5400043,台灣中油股份有限公司莿桐加油站
台灣中油股份有限公司石化事業部,03707901,V8400025,台灣中油股份有限公司-池上加油站
台灣中油股份有限公司石化事業部,03707901,S3700012,台灣中油股份有限公司杉林加油站
台灣中油股份有限公司石化事業部,03707901,G3904851,台灣中油股份有限公司探採事業部鑽探工程處
台灣中油股份有限公司石化事業部,03707901,K70A0585,台灣中油股份有限公司探採事業部鑽探工程處(鐵砧山注產氣井)
台灣中油股份有限公司石化事業部,03707901,P6300024,台灣中油股份有限公司嘉義營業處(三條崙加油站)
台灣中油股份有限公司石化事業部,03707901,C1200045,台灣中油股份有限公司公司基隆儲運處八堵加油站
台灣中油股份有限公司石化事業部,03707901,R9600018,台灣中油股份有限公司油品行銷事業部台南營業處六甲加油站
台灣中油股份有限公司石化事業部,03707901,E4804854,台灣中油股份有限公司左營加油站
台灣中油股份有限公司石化事業部,03707901,N0700027,台灣中油股份有限公司(彰化中山路加油站)
台灣中油股份有限公司石化事業部,03707901,R1200025,台灣中油股份有限公司油品行銷事業部台南營業處關廟加油站
台灣中油股份有限公司石化事業部,03707901,U9102749,台灣中油股份有限公司油品行銷事業部東區營業處花蓮供油服務中心(花蓮庫區)
台灣中油股份有限公司石化事業部,03707901,K7604146,台灣中油股份有限公司公館加油站
台灣中油股份有限公司石化事業部,03707901,L9600077,台灣中油股份有限公司(新社站)
台灣中油股份有限公司石化事業部,03707901,L01A0613,台灣中油股份有限公司-追分加油站
台灣中油股份有限公司石化事業部,03707901,K7200497,台灣中油股份有限公司南平路加油站
台灣中油股份有限公司石化事業部,03707901,I2600178,台灣中油股份有限公司信義路加油站
台灣中油股份有限公司石化事業部,03707901,O1700172,台灣中油股份有限公司(科學園區加油站)
台灣中油股份有限公司石化事業部,03707901,G3400018,台灣中油股份有限公司(礁溪加油站)
台灣中油股份有限公司石化事業部,03707901,Q7200026,台灣中油股份有限公司-蒜頭加油站
台灣中油股份有限公司石化事業部,03707901,V7500464,台灣中油股份有限公司-馬蘭加油站
台灣中油股份有限公司石化事業部,03707901,G3300040,台灣中油股份有限公司(北關加油站)
台灣中油股份有限公司石化事業部,03707901,I2600132,台灣中油股份有限公司林森路加油站
台灣中油股份有限公司石化事業部,03707901,J5905530,台灣中油股份有限公司桃竹苗營業處順興加油站
台灣中油股份有限公司石化事業部,03707901,L0200026,台灣中油股份有限公司-龍井加油站
台灣中油股份有限公司石化事業部,03707901,L9200013,台灣中油股份有限公司油品行銷事業部台中營業處后里加油站
台灣中油股份有限公司石化事業部,03707901,F0300027,台灣中油股份有限公司台北營業處永利路加油站
台灣中油股份有限公司石化事業部,03707901,E5100033,台灣中油股份有限公司林森二路加油站
台灣中油股份有限公司石化事業部,03707901,A3400305,台灣中油股份有限公司-光復北路加油站
台灣中油股份有限公司石化事業部,03707901,J5500053,台灣中油股份有限公司桃竹苗營業處府前站加油站
台灣中油股份有限公司石化事業部,03707901,K6900194,台灣中油股份有限公司山腳加油站
台灣中油股份有限公司石化事業部,03707901,I26B7848,台灣中油股份有限公司嘉港加油站
台灣中油股份有限公司石化事業部,03707901,E5300060,台灣中油股份有限公司四維三路加油站
台灣中油股份有限公司石化事業部,03707901,D3300407,台灣中油股份有限公司油品行銷事業部台南營業處健康路加油站
台灣中油股份有限公司石化事業部,03707901,G3200072,台灣中油股份有限公司-南方澳加油站
台灣中油股份有限公司石化事業部,03707901,S2301122,台灣中油股份有限公司煉製事業部大林煉油廠(觀音儲運課)
台灣中油股份有限公司石化事業部,03707901,E53A9014,台灣中油股份有限公司苓雅寮儲運所(特貿二南)場址
台灣中油股份有限公司石化事業部,03707901,N0717264,台灣中油股份有限公司油品行銷事業部台中營業處彰化中華加油站
台灣中油股份有限公司石化事業部,03707901,F05C0920,台灣中油股份有限公司-新店北新路加油站改建工程(新建工程)
台灣中油股份有限公司石化事業部,03707901,D9400817,台灣中油股份有限公司油品行銷事業部嘉義營業處東山服務區加油站
台灣中油股份有限公司石化事業部,03707901,E53A7890,台灣中油股份有限公司苓雅區苓港段1地號等28筆土地、苓西段273及291地號-採離場土壤處理
台灣中油股份有限公司石化事業部,03707901,R1400043,台灣中油股份有限公司油品行銷事業部台南營業處大灣加油站
台灣中油股份有限公司石化事業部,03707901,R9100086,台灣中油股份有限公司油品行銷事業部台南營業處學甲加油站
台灣中油股份有限公司石化事業部,03707901,N2300025,台灣中油股份有限公司(埔心加油站)
台灣中油股份有限公司石化事業部,03707901,R0305718,台灣中油股份有限公司油品行銷事業部台南營業處中油南科加油站
台灣中油股份有限公司石化事業部,03707901,R9800018,台灣中油股份有限公司油品行銷事業部台南營業處大內加油站
台灣中油股份有限公司石化事業部,03707901,K7900223,台灣中油股份有限公司探採事業部天然氣處理廠
台灣中油股份有限公司石化事業部,03707901,S2800086,台灣中油股份有限公司阿蓮加油站
台灣中油股份有限公司石化事業部,03707901,K7300018,台灣中油股份有限公司後龍加油站
台灣中油股份有限公司石化事業部,03707901,S2500063,台灣中油股份有限公司橋頭加油站
台灣中油股份有限公司石化事業部,03707901,C1100059,台灣中油股份有限公司油品行銷事業部基隆營業處石門供油服務中心
台灣中油股份有限公司石化事業部,03707901,C1100031,台灣中油股份有限公司基隆儲運處六堵加油站
台灣中油股份有限公司石化事業部,03707901,Q6900063,台灣中油股份有限公司油品行銷事業部嘉義營業處民雄供油服務中心
台灣中油股份有限公司石化事業部,03707901,O1700118,台灣中油股份有限公司(關東橋加油站)
台灣中油股份有限公司石化事業部,03707901,R1400383,台灣中油股份有限公司油品行銷事業部台南營業處台南供油服務中心
台灣中油股份有限公司石化事業部,03707901,O1706772,台灣中油股份有限公司油品行銷事業部桃竹苗營業處新竹供油服務中心
台灣中油股份有限公司石化事業部,03707901,A3500453,台灣中油股份有限公司-龍安加油站
台灣中油股份有限公司石化事業部,03707901,K7903411,台灣中油股份有限公司探採事業部採油工程處錦青礦場錦水區
台灣中油股份有限公司石化事業部,03707901,E1900537,台灣中油股份有限公司石化事業部-林園石化廠第一泵房輸儲設備統包工程
台灣中油股份有限公司石化事業部,03707901,P6500024,台灣中油股份有限公司(水林加油站)
台灣中油股份有限公司石化事業部,03707901,Q7500058,台灣中油股份有限公司-鹿草加油站
台灣中油股份有限公司石化事業部,03707901,L0300316,台灣中油股份有限公司(霧峰林森路加油站)
台灣中油股份有限公司石化事業部,03707901,E49B1172,台灣中油股份有限公司煉製事業部高雄煉油廠-高雄煉油廠廢鹼中和場設備拆售工程
台灣中油股份有限公司石化事業部,03707901,H4803507,台灣中油股份有限公司煉製事業部桃園煉油廠
台灣中油股份有限公司石化事業部,03707901,R9900102,台灣中油股份有限公司油品行銷事業部台南營業處西港加油站
台灣中油股份有限公司石化事業部,03707901,E5300015,台灣中油股份有限公司三多二路加油站
台灣中油股份有限公司石化事業部,03707901,R0900026,台灣中油股份有限公司油品行銷事業部台南營業處左鎮加油站
台灣中油股份有限公司石化事業部,03707901,K6900167,台灣中油股份有限公司苑裡加油站
台灣中油股份有限公司石化事業部,03707901,R1008923,台灣中油股份有限公司油品行銷事業部台南營業處仁德服務區北上加油站
台灣中油股份有限公司石化事業部,03707901,E5306437,台灣中油股份有限公司高雄營業處高鳳加油站
台灣中油股份有限公司石化事業部,03707901,Q6800013,台灣中油股份有限公司-大林加油站
台灣中油股份有限公司石化事業部,03707901,A3400314,台灣中油股份有限公司-復興北路加油站
台灣中油股份有限公司石化事業部,03707901,K8000106,台灣中油股份有限公司三義加油站
台灣中油股份有限公司石化事業部,03707901,C1000054,台灣中油股份公司基隆儲運處祥豐街加油站
台灣中油股份有限公司石化事業部,03707901,A4400014,台灣中油股份有限公司-中央北路加油站
台灣中油股份有限公司石化事業部,03707901,E4900048,台灣中油股份有限公司後勁加油站
台灣中油股份有限公司石化事業部,03707901,G4000021,台灣中油股份有限公司(南山加油站)
台灣中油股份有限公司石化事業部,03707901,E49B0887,台灣中油股份有限公司-高雄市楠梓區高楠段324、392、402、322、328地號及後勁段月眉小段735地號土壤或地下水污染控制場址
台灣中油股份有限公司石化事業部,03707901,F0500045,台灣中油股份有限公司新店北新路加油站
台灣中油股份有限公司石化事業部,03707901,F1600026,台灣中油股份有限公司(泰新加油加氣站)
台灣中油股份有限公司石化事業部,03707901,G4000012,台灣中油股份有限公司(大同加油站)
台灣中油股份有限公司石化事業部,03707901,S1500210,台灣中油股份有限公司鳳山加油站
台灣中油股份有限公司石化事業部,03707901,K6800028,台灣中油股份有限公司中華路加油站
台灣中油股份有限公司石化事業部,03707901,K70A0486,台灣中油股份有限公司探採事業部注儲工程處(注儲區)
台灣中油股份有限公司石化事業部,03707901,K7900027,台灣中油股份有限公司頭屋加油站
台灣中油股份有限公司石化事業部,03707901,P5100066,台灣中油股份有限公司-北港新德路加油站
台灣中油股份有限公司石化事業部,03707901,N1400017,台灣中油股份有限公司(二林加油站)
台灣中油股份有限公司石化事業部,03707901,T5900022,台灣中油股份有限公司崁頂加油站
台灣中油股份有限公司石化事業部,03707901,P4900044,台灣中油股份有限公司西螺加油站
台灣中油股份有限公司石化事業部,03707901,P5500011,台灣中油股份有限公司-林內加油站
台灣中油股份有限公司石化事業部,03707901,S1900710,台灣中油股份有限公司石化事業部
台灣中油股份有限公司石化事業部,03707901,U9107511,台灣中油股份有限公司油品行銷事業部東區營業處花蓮供油服務中心
台灣中油股份有限公司石化事業部,03707901,E5204358,台灣中油股份有限公司油品行銷事業部高雄營業處運河南路加油站
台灣中油股份有限公司石化事業部,03707901,J6200034,台灣中油股份有限公司-芎林加油站
台灣中油股份有限公司石化事業部,03707901,P6400056,台灣中油股份有限公司(口湖加油站)
台灣中油股份有限公司石化事業部,03707901,A42A0170,台灣中油股份有限公司-內湖安康加油站
台灣中油股份有限公司石化事業部,03707901,S3200026,台灣中油股份有限公油品行銷事業部高雄營業處永安加油站
台灣中油股份有限公司石化事業部,03707901,D8403770,台灣中油股份有限公司探採事業部鑚探工程處新營8號井
台灣中油股份有限公司石化事業部,03707901,R0100071,台灣中油股份有限公司油品行銷事業部台南營業處將軍加油站
台灣中油股份有限公司石化事業部,03707901,C1105009,台灣中油股份有限公司油品行銷事業部基隆營業處基隆化驗服務中心
台灣中油股份有限公司石化事業部,03707901,P4800094,台灣中油股份有限公司虎尾加油站
台灣中油股份有限公司石化事業部,03707901,E56B3296,台灣中油股份有限公司興建工程處-大林石化油品儲運中心第三期地質改良統包工程
台灣中油股份有限公司石化事業部,03707901,G3705303,台灣中油股份有限公司(九份加油站)
台灣中油股份有限公司石化事業部,03707901,E5000216,台灣中油股份有限公司山東街加油站
台灣中油股份有限公司石化事業部,03707901,E5000225,台灣中油股份有限公司建國二路加油站
台灣中油股份有限公司石化事業部,03707901,D2800382,台灣中油股份有限公司油品行銷事業部台南營業處喜樹加油站
台灣中油股份有限公司石化事業部,03707901,T4200087,台灣中油股份有限公司屏東加油站
台灣中油股份有限公司石化事業部,03707901,N1105973,台灣中油股份有限公司油品行銷事業部台中營業處員林加油
台灣中油股份有限公司石化事業部,03707901,P5600034,台灣中油股份有限公司二崙加油站
台灣中油股份有限公司石化事業部,03707901,H4300056,台灣中油股份有限公司-龍岡加油站
台灣中油股份有限公司石化事業部,03707901,R0503250,台灣中油股份有限公司油品行銷事業部台南營業處豐德供油服務中心
台灣中油股份有限公司石化事業部,03707901,E56A0532,台灣中油股份有限公司油品行銷事業部高雄營業處高雄化驗中心
台灣中油股份有限公司石化事業部,03707901,R8400167,台灣中油股份有限公司
台灣中油股份有限公司石化事業部,03707901,C1500013,台灣中油股份有限公司基隆營運處大武崙加油站
台灣中油股份有限公司石化事業部,03707901,P5000016,台灣中油股份有限公司-土庫加油站
台灣中油股份有限公司石化事業部,03707901,D2900047,台灣中油股份有限公司府前路加油站
台灣中油股份有限公司石化事業部,03707901,Q7900067,台灣中油股份有限公司-灣橋加油站
台灣中油股份有限公司石化事業部,03707901,K7000497,台灣中油股份有限公司探採事業部注儲工程處(處本部)
台灣中油股份有限公司石化事業部,03707901,U0000011,台灣中油股份有限公司油品行銷事業部東區營業處富里加油站
台灣中油股份有限公司石化事業部,03707901,K7100027,台灣中油股份有限公司中正路加油站
台灣中油股份有限公司石化事業部,03707901,E56A4782,台灣中油股份有限公司煉製事業部大林煉油廠二橋油庫
台灣中油股份有限公司石化事業部,03707901,N1200044,台灣中油股份有限公司(溪湖加油站)
台灣中油股份有限公司石化事業部,03707901,K7204039,台灣中油股份有限公司自強路加油站
台灣中油股份有限公司石化事業部,03707901,S2501444,台灣中油股份有限公司油品行銷事業部高雄營業處橋頭供油中心
台灣中油股份有限公司石化事業部,03707901,R1400025,台灣中油股份有限公司油品行銷事業部台南營業處中油永康交流道加油站
台灣中油股份有限公司石化事業部,03707901,S2203461,台灣中油股份有限公司煉製事業部大林煉油廠(烏材林儲運課)
台灣中油股份有限公司石化事業部,03707901,H4700010,台灣中油股份有限公司-大園加油站
台灣中油股份有限公司石化事業部,03707901,F0400013,台灣中油股份有限公司-中和加油站
台灣中油股份有限公司石化事業部,03707901,C1000027,台灣中油股份有限公司基隆儲運處中正三路加油站
台灣中油股份有限公司石化事業部,03707901,A4000014,台灣中油股份有限公司-木柵加油站
台灣中油股份有限公司石化事業部,03707901,C1100022,台灣中油股份有限公司基隆儲運處八德路加油站
台灣中油股份有限公司石化事業部,03707901,C1100013,台灣中油股份有限公司油品行銷事業部基隆營業處石門供油服務中心八堵庫區
台灣中油股份有限公司石化事業部,03707901,A4200765,台灣中油股份有限公司-東湖加油站
台灣中油股份有限公司石化事業部,03707901,P5200025,台灣中油股份有限公司(古坑加油站)
台灣中油股份有限公司石化事業部,03707901,A3500435,台灣中油股份有限公司-新生南路加油站
台灣中油股份有限公司石化事業部,03707901,K7200479,台灣中油股份有限公司頭份加油站
台灣中油股份有限公司石化事業部,03707901,E49A6204,台灣中油股份有限公司綠能科技研究所
台灣中油股份有限公司石化事業部,03707901,M3400343,台灣中油股份有限公司油品行銷事業部台中營業處埔里加油
台灣中油股份有限公司石化事業部,03707901,S1900087,台灣中油股份有限公司林園沿海路加油站
台灣中油股份有限公司石化事業部,03707901,G3100013,台灣中油股份有限公司(中正南路加油站)
台灣中油股份有限公司石化事業部,03707901,P5700020,台灣中油股份有限公司(崙背加油站)
台灣中油股份有限公司石化事業部,03707901,F1200820,台灣中油股份有限公司液化石油氣事業部深澳港供輸服務中心
台灣中油股份有限公司石化事業部,03707901,C1300022,台灣中油股份有限公司基隆儲運處成功一路加油站
台灣中油股份有限公司石化事業部,03707901,D3300390,台灣中油股份有限公司油品行銷事業部台南營業處永華路東加油站
台灣中油股份有限公司石化事業部,03707901,A34A1619,台灣中油股份有限公司-濱江大直橋加油加氣站
台灣中油股份有限公司石化事業部,03707901,D2700298,台灣中油股份有限公司油品行銷事業部台南營業處東門路加油站
台灣中油股份有限公司石化事業部,03707901,K7903779,台灣中油股份有限公司探採事業部鑽探工程處(錦水84號井)
台灣中油股份有限公司石化事業部,03707901,T4600023,台灣中油股份有限公司萬丹加油站
台灣中油股份有限公司石化事業部,03707901,J5900044,台灣中油股份有限公司桃竹苗營業處長安加油站
台灣中油股份有限公司石化事業部,03707901,H53B3943,台灣中油股份有限公司液化天然氣工程處-第三座液化天然氣接收站儲槽興建統包工程
台灣中油股份有限公司石化事業部,03707901,B22A2804,台灣中油股份有限公司油品行銷事業部台中營業處大雅路加油站
台灣中油股份有限公司石化事業部,03707901,H5100032,台灣中油股份有限公司-新富加油站
台灣中油股份有限公司石化事業部,03707901,R84A0833,台灣中油股份有限公司探採事業部採油工程處新營礦場
台灣中油股份有限公司石化事業部,03707901,Q6904034,台灣中油股份有限公司-中油民工加油站
台灣中油股份有限公司石化事業部,03707901,I2601880,台灣中油股份有限公司溶劑化學品事業部
台灣中油股份有限公司石化事業部,03707901,M33A3028,台灣中油股份有限公司-南投服務區加油站
台灣中油股份有限公司石化事業部,03707901,H4313795,台灣中油股份有限公司-中壢服務區加油站
台灣中油股份有限公司石化事業部,03707901,F0500063,台灣中油股份有限公司寶橋加油站
台灣中油股份有限公司石化事業部,03707901,F0200040,台灣中油股份有限公司三重重新路加油站
台灣中油股份有限公司石化事業部,03707901,K83A0168,台灣中油股份有限公司探採事業部鑽探工程處
台灣中油股份有限公司石化事業部,03707901,P5300020,台灣中油股份有限公司-大埤加油站
台灣中油股份有限公司石化事業部,03707901,T5400027,台灣中油股份有限公司內埔加油站
台灣中油股份有限公司石化事業部,03707901,E5600065,台灣中油股份有限公司小港加油站
台灣中油股份有限公司石化事業部,03707901,Q7900076,台灣中油股份有限公司-石卓加油站
台灣中油股份有限公司石化事業部,03707901,L8700069,台灣中油股份有限公司-東勢加油站
台灣中油股份有限公司石化事業部,03707901,L8901673,台灣中油股份有限公司油品行銷事業部台中營業處清水服務區加油站
台灣中油股份有限公司石化事業部,03707901,T5700022,台灣中油股份有限公司枋寮加油站
台灣中油股份有限公司石化事業部,03707901,E4700011,台灣中油股份有限公司鼓山三路加油站
台灣中油股份有限公司石化事業部,03707901,U9800017,台灣中油股份有限公司油品行銷事業部東區營業處豐濱加油站
台灣中油股份有限公司石化事業部,03707901,I26A2920,台灣中油股份有限公司嘉義高鐵北站
台灣中油股份有限公司石化事業部,03707901,F0900312,台灣中油股份有限公司三峽加油站
台灣中油股份有限公司石化事業部,03707901,A4500224,台灣中油股份有限公司-忠孝東路加油站
台灣中油股份有限公司石化事業部,03707901,B2300069,台灣中油股份有限公司油品行銷事業部台中營業處文心路加油站
台灣中油股份有限公司石化事業部,03707901,D9702101,台灣中油股份有限公司油品行銷事業部台南營運處-台灣中油股份有限公司官田工業區加油站及國民路加油站管線汰換工程
台灣中油股份有限公司石化事業部,03707901,K7200488,台灣中油股份有限公司蘆竹加油站
台灣中油股份有限公司石化事業部,03707901,P4800101,台灣中油股份有限公司-虎尾新生路加油站
台灣中油股份有限公司石化事業部,03707901,E56A6699,台灣中油股份有限公司-大林煉油廠TL103~TL106儲槽興建工程
台灣中油股份有限公司石化事業部,03707901,K7001092,台灣中油股份有限公司通利加油站
台灣中油股份有限公司石化事業部,03707901,L0104476,台灣中油股份有限公司油品行銷事業部台中營業處王田供油中心
台灣中油股份有限公司石化事業部,03707901,E5000270,台灣中油股份有限公司鼎山路加油站
台灣中油股份有限公司石化事業部,03707901,Q6604744,台灣中油股份有限公司-朴子二站加油站
台灣中油股份有限公司石化事業部,03707901,R0600012,台灣中油股份有限公司油品行銷事業部台南營業處玉井加油站
台灣中油股份有限公司石化事業部,03707901,N2306590,台灣中油股份有限公司-員林快速道加油站
台灣中油股份有限公司石化事業部,03707901,F1400017,台灣中油股份有限公司蘆洲加油站
台灣中油股份有限公司石化事業部,03707901,N2800011,台灣中油股份有限公司(埤頭加油站)
台灣中油股份有限公司石化事業部,03707901,J5900017,台灣中油股份有限公司桃竹苗營業處新湖口加油站
台灣中油股份有限公司石化事業部,03707901,Q6700018,台灣中油股份有限公司-布袋加油站
台灣中油股份有限公司石化事業部,03707901,Q7400017,台灣中油股份有限公司-義竹加油站
台灣中油股份有限公司石化事業部,03707901,D2700332,台灣中油股份有限公司油品行銷事業部台南營業處崇學路加油站
台灣中油股份有限公司石化事業部,03707901,Q6601074,台灣中油股份有限公司-泰鋒加油站
台灣中油股份有限公司石化事業部,03707901,S3303264,台灣中油股份有限公司南寮加油站
台灣中油股份有限公司石化事業部,03707901,N1100058,台灣中油股份有限公司油品行銷事業部台中營業處員東路加油站
台灣中油股份有限公司石化事業部,03707901,R8700162,台灣中油股份有限公司油品行銷事業部台南營業處麻豆加油站
台灣中油股份有限公司石化事業部,03707901,D2700323,台灣中油股份有限公司油品行銷事業部台南營業處崇善加油站
台灣中油股份有限公司石化事業部,03707901,X0504180,台灣中油股份有限公司油品行銷事業部嘉義營業處馬公行銷服務中心
台灣中油股份有限公司石化事業部,03707901,K70A1107,台灣中油股份有限公司探採事業部注儲工程處
台灣中油股份有限公司石化事業部,03707901,S1603912,台灣中油股份有限公司油品行銷事業部高雄營業處-友情加油站
台灣中油股份有限公司石化事業部,03707901,G4003219,台灣中油股份有限公司探採事業部鑽探工程處(宜蘭仁澤3號地熱井工程隊)
台灣中油股份有限公司石化事業部,03707901,T4400023,台灣中油股份有限公司東港加油站
台灣中油股份有限公司石化事業部,03707901,P5000025,台灣中油股份有限公司(馬光加油站)
台灣中油股份有限公司石化事業部,03707901,Q68A4597,台灣中油股份有限公司天然氣事業部南區營業處-嘉供豐田工業區新設4吋天然氣輸氣管線設備工程
台灣中油股份有限公司石化事業部,03707901,A3600458,台灣中油股份有限公司油品行銷事業部台北營業處
台灣中油股份有限公司石化事業部,03707901,E5600056,台灣中油股份有限公司煉製事業部大林煉油廠
台灣中油股份有限公司石化事業部,03707901,F1500030,台灣中油股份有限公司五股加油站
台灣中油股份有限公司石化事業部,03707901,Q8000011,台灣中油股份有限公司-梅山加油站
台灣中油股份有限公司石化事業部,03707901,N0900090,台灣中油股份有限公司(和美加油站)
台灣中油股份有限公司石化事業部,03707901,A4200756,台灣中油股份有限公司-內湖加油站
台灣中油股份有限公司石化事業部,03707901,D2800373,台灣中油股份公司油品行銷事業部台南營業處國民路加油站
台灣中油股份有限公司石化事業部,03707901,L0100469,台灣中油股份有限公司-大肚加油站
台灣中油股份有限公司石化事業部,03707901,C1303238,台灣中油股份有限公司油品行銷事業部基隆營業處
台灣中油股份有限公司石化事業部,03707901,K6805925,台灣中油股份有限公司探採研究所
台灣中油股份有限公司石化事業部,03707901,U9500129,台灣中油股份有限公司油品行銷事業部東區營業處南埔加油站
台灣中油股份有限公司石化事業部,03707901,L8900498,台灣中油股份有限公司-清水加油站
台灣中油股份有限公司石化事業部,03707901,A4201342,台灣中油股份有限公司-麗山街加油站
台灣中油股份有限公司石化事業部,03707901,D3000126,台灣中油股份有限公司油品行銷事業部台南營業處前鋒路加油站
台灣中油股份有限公司石化事業部,03707901,M3400334,台灣中油股份有限公司(埔里中山路加油站)
台灣中油股份有限公司石化事業部,03707901,F1400026,台灣中油股份有限公司蘆洲中山二路加油站
台灣中油股份有限公司石化事業部,03707901,P46A0495,台灣中油股份有限公司-雅虎加油站
台灣中油股份有限公司石化事業部,03707901,N0700063,台灣中油股份有限公司(國聖加油站)
台灣中油股份有限公司石化事業部,03707901,G3200116,台灣中油股份有限公司油品行銷事業部東區營業處蘇澳供油服務中心
台灣中油股份有限公司石化事業部,03707901,T4200078,台灣中油股份有限公司歸來加油站
台灣中油股份有限公司石化事業部,03707901,R8900064,台灣中油股份有限公司油品行銷事業部台南營業處新化加油站
台灣中油股份有限公司石化事業部,03707901,L9101257,台灣中油股份有限公司油品行銷事業部台中營業處(台中港供油服務中心)
台灣中油股份有限公司石化事業部,03707901,N0700036,台灣中油股份有限公司(彰化加油站)
台灣中油股份有限公司石化事業部,03707901,O1700074,台灣中油股份有限公司(香山加油站)
台灣中油股份有限公司石化事業部,03707901,W0403666,台灣中油股份有限公司油品行銷事業部高雄營業處金馬行銷中心
台灣中油股份有限公司石化事業部,03707901,F0500054,台灣中油股份有限公司大豐加油站
台灣中油股份有限公司石化事業部,03707901,R9500059,台灣中油股份有限公司油品行銷事業部台南營業處下營加油站
台灣中油股份有限公司石化事業部,03707901,Q7900049,台灣中油股份有限公司-竹崎加油站
台灣中油股份有限公司石化事業部,03707901,D3100041,台灣中油股份有限公司油品行銷事業部台南營業處西門路１段加油站
台灣中油股份有限公司石化事業部,03707901,U9303148,台灣中油股份有限公司油品行銷事業部東區營業處赤科山加油站
台灣中油股份有限公司石化事業部,03707901,H4200542,台灣中油股份有限公司(春日路加油站)
台灣中油股份有限公司石化事業部,03707901,N1800017,台灣中油股份有限公司(秀水加油站)
台灣中油股份有限公司石化事業部,03707901,J5700026,台灣中油股份有限公司油品行銷事業部竹苗營業處新埔加油站
台灣中油股份有限公司石化事業部,03707901,A3600449,台灣中油股份有限公司-林森北路加油站
台灣中油股份有限公司石化事業部,03707901,S2200040,台灣中油股份有限公司仁武加油站
台灣中油股份有限公司石化事業部,03707901,G3800027,台灣中油股份有限公司(新水加油站)
台灣中油股份有限公司石化事業部,03707901,G3800036,台灣中油股份有限公司(羅東加油站)
台灣中油股份有限公司石化事業部,03707901,E5401884,台灣中油股份有限公司(石化事業部前鎮儲運所)
台灣中油股份有限公司石化事業部,03707901,S1600082,台灣中油股份有限公司油品行銷事業部高雄營業處岡山加油站
台灣中油股份有限公司石化事業部,03707901,E5000252,台灣中油股份有限公司建工路加油站
台灣中油股份有限公司石化事業部,03707901,L00A1903,台灣中油股份有限公司-成功嶺加油站
台灣中油股份有限公司石化事業部,03707901,N2500016,台灣中油股份有限公司(社頭加油站)
台灣中油股份有限公司石化事業部,03707901,O1700109,台灣中油股份有限公司(北大路加油站)
台灣中油股份有限公司石化事業部,03707901,D3200304,台灣中油股份有限公司油品行銷事業部台南營業處安順加油站
台灣中油股份有限公司石化事業部,03707901,Q6600022,台灣中油股份有限公司-朴子山通路加油站
台灣中油股份有限公司石化事業部,03707901,D3303140,台灣中油股份有限公司油品行銷事業部台南營業處光州路加油站
台灣中油股份有限公司石化事業部,03707901,E5000243,台灣中油股份有限公司覺民路加油站
台灣中油股份有限公司石化事業部,03707901,Q6903831,台灣中油股份有限公司-菁埔加油站
台灣中油股份有限公司石化事業部,03707901,F1115700,台灣中油股份有限公司油品行銷事業部行政室汐止材料庫
台灣中油股份有限公司石化事業部,03707901,A3600430,台灣中油股份有限公司-汀洲路加油站
台灣中油股份有限公司石化事業部,03707901,T4300180,台灣中油股份有限公司潮星加油站
台灣中油股份有限公司石化事業部,03707901,M3500053,台灣中油股份有限公司(草屯加油站)
台灣中油股份有限公司石化事業部,03707901,O17M7066,台灣中油股份有限公司-港南加油站
台灣中油股份有限公司石化事業部,03707901,Q6600013,台灣中油股份有限公司-朴子加油站
台灣中油股份有限公司石化事業部,03707901,R0200012,台灣中油股份有限公司油品行銷事業部台南營業處北門加油站
台灣中油股份有限公司石化事業部,03707901,R9000054,台灣中油股份有限公司油品行銷事業部台南營業處茄拔加油站
台灣中油股份有限公司石化事業部,03707901,G3300022,台灣中油股份有限公司(大里加油站)
台灣中油股份有限公司石化事業部,03707901,E5200047,台灣中油股份有限公司油品行銷事業部高雄營業處中山二路加油站
台灣中油股份有限公司石化事業部,03707901,R0300142,台灣中油股份有限公司油品行銷事業部台南營業處新市加油站
台灣中油股份有限公司石化事業部,03707901,O17K1909,台灣中油股份有限公司-奕承加油站
台灣中油股份有限公司石化事業部,03707901,N1000017,台灣中油股份有限公司(北斗加油站)
台灣中油股份有限公司石化事業部,03707901,D3000108,台灣中油股份有限公司油品行銷事業部台南營業處公園路加油站
台灣中油股份有限公司石化事業部,03707901,R1105972,台灣中油股份有限公司油品行銷事業部台南營業處歸仁高鐵加油站
台灣中油股份有限公司石化事業部,03707901,S1500201,台灣中油股份有限公司五甲加油站
台灣中油股份有限公司石化事業部,03707901,V9003020,台灣中油股份有限公司蘭嶼加油站
台灣中油股份有限公司石化事業部,03707901,D9702932,台灣中油股份有限公司天然氣事業部南區營業處-大統益公司新設天然氣輸氣管線工程
台灣中油股份有限公司石化事業部,03707901,C1003073,台灣中油股份有限公司油品行銷事業部基隆營業處零售中心
