公司名稱,公司簡稱,股票代碼,統編,上市上櫃產業別,上市上櫃產業編碼,自訂產業別
臺聯貨櫃通運股份有限公司,台聯櫃,5601,00701122,航運業,15,航運業
陸海股份有限公司,陸海,5603,04927158,航運業,15,航運業
遠雄自貿港投資控股股份有限公司,遠雄港,5607,86121030,航運業,15,航運業
四維航業股份有限公司,四維航,5608,12551801,航運業,15,航運業
中菲行國際物流股份有限公司,中菲行,5609,01176152,航運業,15,航運業
龍德造船工業股份有限公司,龍德造船,6753,40607762,航運業,15,航運業
台灣虎航股份有限公司,台灣虎航,6757,54381049,航運業,15,航運業
建新國際股份有限公司,建新國際,8367,23250583,航運業,15,航運業
安心食品服務股份有限公司,安心,1259,23928945,觀光事業,16,觀光事業
漢來美食股份有限公司,漢來美食,1268,80352343,觀光事業,16,觀光事業
乾杯股份有限公司,乾杯,1269,70443909,觀光事業,16,觀光事業
萬華企業股份有限公司,萬企,2701,15415013,觀光事業,16,觀光事業
華園飯店股份有限公司,華園,2702,75560601,觀光事業,16,觀光事業
國賓大飯店股份有限公司,國賓,2704,11636802,觀光事業,16,觀光事業
六福開發股份有限公司,六福,2705,11081274,觀光事業,16,觀光事業
第一華僑大飯店股份有限公司,第一店,2706,11587957,觀光事業,16,觀光事業
晶華國際酒店股份有限公司,晶華,2707,04268726,觀光事業,16,觀光事業
凱撒大飯店股份有限公司,凱撒飯店,2711,12499670,觀光事業,16,觀光事業
遠雄悅來大飯店股份有限公司,遠雄來,2712,23986016,觀光事業,16,觀光事業
長榮國際股份有限公司,長榮國際,2716,12508713,觀光事業,16,觀光事業
晶悅國際飯店股份有限公司,晶悅,2718,12198180,觀光事業,16,觀光事業
燦星國際旅行社股份有限公司,燦星旅,2719,80355209,觀光事業,16,觀光事業
夏都國際開發股份有限公司,夏都,2722,89434676,觀光事業,16,觀光事業
開曼美食達人股份有限公司,美食-KY,2723,39682101,觀光事業,16,觀光事業
富驛酒店集團有限公司,富驛-KY,2724,28982799,觀光事業,16,觀光事業
雅茗天地股份有限公司,雅茗-KY,2726,38634004,觀光事業,16,觀光事業
王品餐飲股份有限公司,王品,2727,84630426,觀光事業,16,觀光事業
瓦城泰統股份有限公司,瓦城,2729,70843031,觀光事業,16,觀光事業
美麗信酒店股份有限公司,美麗信,2730,80674294,觀光事業,16,觀光事業
雄獅旅行社股份有限公司,雄獅,2731,04655091,觀光事業,16,觀光事業
六角國際事業股份有限公司,六角,2732,80671769,觀光事業,16,觀光事業
維格餅家股份有限公司,維格餅家,2733,80490319,觀光事業,16,觀光事業
易飛網國際旅行社股份有限公司,易飛網,2734,70464468,觀光事業,16,觀光事業
富野大飯店股份有限公司,富野,2736,29129201,觀光事業,16,觀光事業
寒舍餐旅管理顧問股份有限公司,寒舍,2739,70471881,觀光事業,16,觀光事業
天蔥國際股份有限公司,天蔥,2740,28581041,觀光事業,16,觀光事業
人杰老四川餐飲管理顧問(股)公司,老四川,2741,28836494,觀光事業,16,觀光事業
山富國際旅行社股份有限公司,山富,2743,22888987,觀光事業,16,觀光事業
五福旅行社股份有限公司,五福,2745,22835878,觀光事業,16,觀光事業
雲品國際酒店股份有限公司,雲品,2748,54023418,觀光事業,16,觀光事業
桃禧航空城大飯店股份有限公司,桃禧,2750,24395427,觀光事業,16,觀光事業
王座國際餐飲股份有限公司,王座,2751,42756204,觀光事業,16,觀光事業
豆府股份有限公司,豆府,2752,28841757,觀光事業,16,觀光事業
八方雲集國際股份有限公司,八方雲集,2753,70472679,觀光事業,16,觀光事業
亞洲藏壽司股份有限公司,亞洲藏壽司,2754,54669129,觀光事業,16,觀光事業
揚秦國際企業股份有限公司,揚秦,2755,42591908,觀光事業,16,觀光事業
聯發國際餐飲事業股份有限公司,聯發國際,2756,80676602,觀光事業,16,觀光事業
路易莎職人咖啡股份有限公司,路易莎咖啡,2758,54857699,觀光事業,16,觀光事業
咖碼股份有限公司,咖碼,2759,53353122,觀光事業,16,觀光事業
巨宇翔股份有限公司,巨宇翔,2760,82766468,觀光事業,16,觀光事業
橘焱胡同國際股份有限公司,橘焱胡同,2761,53352952,觀光事業,16,觀光事業
海景世界企業股份有限公司,海景,2920,70739971,觀光事業,16,觀光事業
海灣國際開發(股)公司,海灣,3252,84919932,觀光事業,16,觀光事業
御頂國際股份有限公司,御頂,3522,12947467,觀光事業,16,觀光事業
大略國際控股有限公司,大略-KY,4804,41244424,觀光事業,16,觀光事業
寶得利國際股份有限公司,寶得利,5301,30866141,觀光事業,16,觀光事業
力麗觀光開發股份有限公司,力麗店,5364,23615486,觀光事業,16,觀光事業
劍湖山世界股份有限公司,劍湖山,5701,22265047,觀光事業,16,觀光事業
亞都麗緻大飯店股份有限公司,亞都麗緻,5703,12144501,觀光事業,16,觀光事業
知本老爺大酒店股份有限公司,老爺知,5704,23637974,觀光事業,16,觀光事業
鳳凰國際旅行社股份有限公司,鳳凰,5706,11322915,觀光事業,16,觀光事業
亞果遊艇開發股份有限公司,亞果遊艇,7566,54636681,觀光事業,16,觀光事業
洛碁實業股份有限公司,洛碁,8077,89211393,觀光事業,16,觀光事業
錢櫃企業股份有限公司,錢櫃,8359,22327867,觀光事業,16,觀光事業
柏文健康事業股份有限公司,柏文,8462,27693238,觀光事業,16,觀光事業
新天地國際實業股份有限公司,新天地,8940,84435578,觀光事業,16,觀光事業
好樂迪股份有限公司,好樂迪,9943,84256265,觀光事業,16,觀光事業
彰化商業銀行股份有限公司,彰銀,2801,51811609,金融保險,17,金融保險
渣打國際商業銀行股份有限公司,渣打銀行,2807,46479103,金融保險,17,金融保險
京城商業銀行股份有限公司,京城銀,2809,68921101,金融保險,17,金融保險
台中商業銀行股份有限公司,台中銀,2812,51816908,金融保險,17,金融保險
旺旺友聯產物保險股份有限公司,旺旺保,2816,03110001,金融保險,17,金融保險
中華票券金融股份有限公司,華票,2820,12198359,金融保險,17,金融保險
中國人壽保險股份有限公司,中壽,2823,03434016,金融保險,17,金融保險
台灣產物保險股份有限公司,台產,2832,03557115,金融保險,17,金融保險
台灣人壽保險股份有限公司,台灣人壽,2833,03557017,金融保險,17,金融保險
臺灣中小企業銀行股份有限公司,臺企銀,2834,03793407,金融保險,17,金融保險
高雄銀行股份有限公司,高雄銀,2836,79854797,金融保險,17,金融保險
凱基商業銀行股份有限公司,凱基銀行,2837,86517321,金融保險,17,金融保險
聯邦商業銀行股份有限公司,聯邦銀,2838,86380802,金融保險,17,金融保險
遠東國際商業銀行股份有限公司,遠東銀,2845,86517096,金融保險,17,金融保險
華南產物保險股份有限公司,華南保,2848,03415101,金融保險,17,金融保險
安泰商業銀行股份有限公司,安泰銀,2849,86928561,金融保險,17,金融保險
新光產物保險股份有限公司,新產,2850,03458403,金融保險,17,金融保險
中央再保險股份有限公司,中再保,2851,11081991,金融保險,17,金融保險
第一產物保險股份有限公司,第一保,2852,03359109,金融保險,17,金融保險
統一綜合證券股份有限公司,統一證,2855,23218183,金融保險,17,金融保險
泰安產物保險股份有限公司,泰安產物,2863,03336704,金融保險,17,金融保險
三商美邦人壽保險股份有限公司,三商壽,2867,84443471,金融保險,17,金融保險
台灣票券金融股份有限公司,台灣票券,2872,89396292,金融保險,17,金融保險
大中票券金融股份有限公司,大中票券,2873,89391748,金融保險,17,金融保險
萬通票券金融股份有限公司,萬通票券,2874,89398334,金融保險,17,金融保險
宏泰人壽保險股份有限公司,宏泰人壽,2876,84894313,金融保險,17,金融保險
國泰世紀產物保險股份有限公司,國泰產險,2877,84445772,金融保險,17,金融保險
華南金融控股股份有限公司,華南金,2880,70826764,金融保險,17,金融保險
富邦金融控股股份有限公司,富邦金,2881,03374805,金融保險,17,金融保險
國泰金融控股股份有限公司,國泰金,2882,70827406,金融保險,17,金融保險
中華開發金融控股股份有限公司,開發金,2883,70827383,金融保險,17,金融保險
玉山金融控股股份有限公司,玉山金,2884,70796305,金融保險,17,金融保險
元大金融控股股份有限公司,元大金,2885,70796749,金融保險,17,金融保險
兆豐金融控股股份有限公司,兆豐金,2886,70796754,金融保險,17,金融保險
台新金融控股股份有限公司,台新金,2887,80328055,金融保險,17,金融保險
新光金融控股股份有限公司,新光金,2888,80328219,金融保險,17,金融保險
國票金融控股股份有限公司,國票金,2889,80330257,金融保險,17,金融保險
永豐金融控股股份有限公司,永豐金,2890,80333183,金融保險,17,金融保險
中國信託金融控股股份有限公司,中信金,2891,80333992,金融保險,17,金融保險
第一金融控股股份有限公司,第一金,2892,80351999,金融保險,17,金融保險
臺灣新光商業銀行股份有限公司,新光銀行,2893,97172648,金融保險,17,金融保險
大慶票券金融股份有限公司,大慶票券,2894,97172915,金融保險,17,金融保險
陽信商業銀行股份有限公司,陽信銀行,2895,16091049,金融保險,17,金融保險
王道商業銀行股份有限公司,王道銀行,2897,70745361,金融保險,17,金融保險
日盛金融控股股份有限公司,日盛金,5820,70796826,金融保險,17,金融保險
華泰商業銀行股份有限公司,華泰銀行,5827,16831570,金融保險,17,金融保險
富邦產物保險股份有限公司,富邦保,5828,70826461,金融保險,17,金融保險
三信商業銀行股份有限公司,三信商銀,5830,16832487,金融保險,17,金融保險
新光人壽保險股份有限公司,新光人壽,5831,03458902,金融保險,17,金融保險
元大證券金融股份有限公司,元大證金,5833,05067113,金融保險,17,金融保險
兆豐產物保險股份有限公司,兆豐保險,5834,03090217,金融保險,17,金融保險
國泰世華商業銀行股份有限公司,國泰世華,5835,04231910,金融保險,17,金融保險
台北富邦商業銀行股份有限公司,台北富邦,5836,03750168,金融保險,17,金融保險
華南商業銀行股份有限公司,華南銀行,5838,03742301,金融保險,17,金融保險
國際票券金融股份有限公司,國際票券,5840,12100285,金融保險,17,金融保險
中國信託商業銀行股份有限公司,中信銀,5841,03077208,金融保險,17,金融保險
兆豐票券金融股份有限公司,兆豐票券,5842,14067826,金融保險,17,金融保險
兆豐國際商業銀行股份有限公司,兆豐銀行,5843,03705903,金融保險,17,金融保險
第一商業銀行股份有限公司,第一銀行,5844,05052322,金融保險,17,金融保險
國泰人壽保險股份有限公司,國泰人壽,5846,03374707,金融保險,17,金融保險
玉山商業銀行股份有限公司,玉山銀行,5847,86517510,金融保險,17,金融保險
台新國際商業銀行股份有限公司,台新銀行,5848,86519539,金融保險,17,金融保險
永豐商業銀行股份有限公司,永豐銀行,5849,86517384,金融保險,17,金融保險
日盛國際商業銀行股份有限公司,日盛銀行,5850,86521704,金融保險,17,金融保險
元大商業銀行股份有限公司,元大銀行,5852,86517315,金融保險,17,金融保險
合作金庫商業銀行股份有限公司,合庫,5854,70799128,金融保險,17,金融保險
臺灣土地銀行,土地銀行,5857,03700301,金融保險,17,金融保險
臺灣銀行股份有限公司,臺銀,5858,03557311,金融保險,17,金融保險
遠雄人壽保險事業股份有限公司,遠壽,5859,84703052,金融保險,17,金融保險
板信商業銀行股份有限公司,板信銀行,5862,16093877,金融保險,17,金融保險
瑞興商業銀行股份有限公司,瑞興銀,5863,28417921,金融保險,17,金融保險
致和證券股份有限公司,致和證,5864,23530683,金融保險,17,金融保險
富邦人壽保險股份有限公司,富邦人壽,5865,27935073,金融保險,17,金融保險
臺灣金融控股股份有限公司,臺灣金控,5868,28428379,金融保險,17,金融保險
花旗〈台灣〉商業銀行(股),花旗台灣,5870,28421312,金融保險,17,金融保險
匯豐(台灣)商業銀行股份有限公司,匯豐台灣,5872,28990720,金融保險,17,金融保險
全球人壽保險股份有限公司,全球人壽,5873,70817744,金融保險,17,金融保險
南山人壽保險股份有限公司,南山人壽,5874,11456006,金融保險,17,金融保險
星展(台灣)商業銀行股份有限公司,星展銀行,5875,53017509,金融保險,17,金融保險
上海商業儲蓄銀行股份有限公司,上海商銀,5876,03036306,金融保險,17,金融保險
台名保險經紀人股份有限公司,台名,5878,80287239,金融保險,17,金融保險
合作金庫金融控股股份有限公司,合庫金,5880,53021433,金融保險,17,金融保險
群益金鼎證券股份有限公司,群益證,6005,22956035,金融保險,17,金融保險
宏遠證券股份有限公司,宏遠證,6015,03027502,金融保險,17,金融保險
康和綜合證券股份有限公司,康和證,6016,23824511,金融保險,17,金融保險
大展證券股份有限公司,大展證,6020,22955802,金融保險,17,金融保險
美好證券股份有限公司,美好證,6021,22957098,金融保險,17,金融保險
元大期貨股份有限公司,元大期貨,6023,97179282,金融保險,17,金融保險
群益期貨股份有限公司,群益期,6024,97176335,金融保險,17,金融保險
臺銀人壽保險股份有限公司,臺銀人壽,6025,28428384,金融保險,17,金融保險
福邦證券股份有限公司,福邦證,6026,23471214,金融保險,17,金融保險
德信綜合證券(股)公司,德信,6027,23470432,金融保險,17,金融保險
公勝保險經紀人股份有限公司,公勝保經,6028,84200994,金融保險,17,金融保險
和泰產物保險股份有限公司,和泰產險,6029,03435009,金融保險,17,金融保險
樂天國際商業銀行股份有限公司,樂天國際銀行,6030,83794245,金融保險,17,金融保險
連線商業銀行股份有限公司,連線銀行,6031,83477590,金融保險,17,金融保險
歐付寶電子支付股份有限公司,歐付寶,6878,53538851,金融保險,17,金融保險
大魯閣實業股份有限公司,大魯閣,1432,04690983,貿易百貨,18,貿易百貨
益航股份有限公司,益航,2601,03353007,貿易百貨,18,貿易百貨
欣欣大眾市場股份有限公司,欣欣,2901,11364230,貿易百貨,18,貿易百貨
遠東百貨股份有限公司,遠百,2903,03521905,貿易百貨,18,貿易百貨
三商投資控股股份有限公司,三商,2905,11052709,貿易百貨,18,貿易百貨
高林實業股份有限公司,高林,2906,11547230,貿易百貨,18,貿易百貨
特力股份有限公司,特力,2908,20795246,貿易百貨,18,貿易百貨
統領百貨股份有限公司,統領,2910,20937863,貿易百貨,18,貿易百貨
麗嬰房股份有限公司,麗嬰房,2911,04377371,貿易百貨,18,貿易百貨
統一超商股份有限公司,統一超,2912,22555003,貿易百貨,18,貿易百貨
台灣農林股份有限公司,農林,2913,07525207,貿易百貨,18,貿易百貨
潤泰全球股份有限公司,潤泰全,2915,14053007,貿易百貨,18,貿易百貨
滿心企業股份有限公司,滿心,2916,12498877,貿易百貨,18,貿易百貨
開曼東凌股份有限公司,東凌-KY,2924,26335810,貿易百貨,18,貿易百貨
淘帝國際控股有限公司,淘帝-KY,2929,54381224,貿易百貨,18,貿易百貨
集雅社股份有限公司,集雅社,2937,89266170,貿易百貨,18,貿易百貨
床的世界股份有限公司,床的世界,2938,80646713,貿易百貨,18,貿易百貨
凱羿國際集團股份有限公司,凱羿-KY,2939,72768516,貿易百貨,18,貿易百貨
歐都納股份有限公司,歐都納,2940,59112564,貿易百貨,18,貿易百貨
米斯特國際企業股份有限公司,米斯特,2941,53167020,貿易百貨,18,貿易百貨
京站實業股份有限公司,京站,2942,28710621,貿易百貨,18,貿易百貨
三商家購股份有限公司,三商家購,2945,54164937,貿易百貨,18,貿易百貨
振宇五金股份有限公司,振宇五金,2947,29092696,貿易百貨,18,貿易百貨
寶陞國際股份有限公司,寶陞,2948,52330474,貿易百貨,18,貿易百貨
新洲全球股份有限公司,新洲,3171,23945965,貿易百貨,18,貿易百貨
日成控股股份有限公司,日成-KY,4807,42485651,貿易百貨,18,貿易百貨
中友百貨股份有限公司,中友百貨,5901,23824097,貿易百貨,18,貿易百貨
德記洋行股份有限公司,德記,5902,22358925,貿易百貨,18,貿易百貨
全家便利商店股份有限公司,全家,5903,23060248,貿易百貨,18,貿易百貨
寶雅國際股份有限公司,寶雅,5904,97151664,貿易百貨,18,貿易百貨
南仁湖育樂股份有限公司,南仁湖,5905,23524280,貿易百貨,18,貿易百貨
台南生活(開曼)股份有限公司,台南-KY,5906,36855058,貿易百貨,18,貿易百貨
Grand Ocean RetailGroupLimited,大洋-KY,5907,53013068,貿易百貨,18,貿易百貨
詩肯股份有限公司,詩肯,6195,89403884,貿易百貨,18,貿易百貨
上洋產業股份有限公司,上洋,6728,12978735,貿易百貨,18,貿易百貨
來思達國際企業股份有限公司,來思達,8066,84149821,貿易百貨,18,貿易百貨
金麗集團控股有限公司,金麗-KY,8429,36986397,貿易百貨,18,貿易百貨
弘帆股份有限公司,弘帆,8433,12547173,貿易百貨,18,貿易百貨
阿瘦實業股份有限公司,阿瘦,8443,80511709,貿易百貨,18,貿易百貨
富邦媒體科技股份有限公司,富邦媒,8454,27365925,貿易百貨,18,貿易百貨
關中股份有限公司,關中,8941,14062738,貿易百貨,18,貿易百貨
邁達康網路事業股份有限公司,邁達康,9960,16824183,貿易百貨,18,貿易百貨
八貫企業股份有限公司,八貫,1342,12386676,其他,20,其他
廣豐實業股份有限公司,廣豐,1416,43434316,其他,20,其他
中福國際(股)公司,中福,1435,03101946,其他,20,其他
勤益投資控股股份有限公司,勤益控,1437,35535607,其他,20,其他
立益紡織股份有限公司,立益,1443,04287483,其他,20,其他
川飛能源股份有限公司,川飛,1516,22071751,其他,20,其他
精剛精密科技股份有限公司,精剛,1584,80334042,其他,20,其他
橋椿金屬股份有限公司,橋椿,2062,59353423,其他,20,其他
優頻科技材料股份有限公司,優頻,2068,23929418,其他,20,其他
大甲永和機械工業股份有限公司,大甲,2221,56615319,其他,20,其他
海悅國際開發股份有限公司,海悅,2348,22624873,其他,20,其他
廷鑫興業股份有限公司,廷鑫,2358,22447526,其他,20,其他
昶虹國際股份有限公司,昶虹,2443,97165506,其他,20,其他
卓越成功股份有限公司,卓越,2496,22099786,其他,20,其他
龍邦國際興業股份有限公司,龍邦,2514,22817273,其他,20,其他
東森國際股份有限公司,東森,2614,04964250,其他,20,其他
台灣大車隊股份有限公司,大車隊,2640,27767961,其他,20,其他
中租迪和股份有限公司,中租迪和,2858,05072925,其他,20,其他
台北金融大樓股份有限公司,金融大樓,2899,16095410,其他,20,其他
匯僑股份有限公司,匯僑,2904,12195466,其他,20,其他
遠見科技股份有限公司,遠見,3040,22050221,其他,20,其他
太普高精密影像股份有限公司,太普高,3284,16469727,其他,20,其他
斐成企業股份有限公司,斐成,3313,84341994,其他,20,其他
友荃科技實業股份有限公司,友荃,3472,12882675,其他,20,其他
聯禾有線電視股份有限公司,聯禾,3509,27560639,其他,20,其他
嘉威生活股份有限公司,嘉威,3557,27717512,其他,20,其他
前源科技股份有限公司,前源,3601,70803848,其他,20,其他
康訊科技股份有限公司,康訊,3674,22617253,其他,20,其他
華立捷科技股份有限公司,華立捷,3688,12737912,其他,20,其他
耀億工業股份有限公司,耀億,4430,59021804,其他,20,其他
敏成健康科技股份有限公司,敏成健康,4431,23883150,其他,20,其他
淳紳股份有限公司,淳紳,4529,22662904,其他,20,其他
拓凱實業股份有限公司,拓凱,4536,52590175,其他,20,其他
晟田科技工業股份有限公司,晟田,4541,86263092,其他,20,其他
旭然國際股份有限公司,旭然,4556,01517102,其他,20,其他
牧東光電股份有限公司,牧東,4950,24302624,其他,20,其他
達輝股份有限公司,達輝-KY,5276,38547064,其他,20,其他
經寶精密控股股份有限公司,jpp-KY,5284,41173259,其他,20,其他
欣盟互動股份有限公司,欣盟互動,5286,24341485,其他,20,其他
華懋科技股份有限公司,華懋,5292,23492169,其他,20,其他
桂盟國際股份有限公司,桂盟,5306,22099483,其他,20,其他
天揚精密科技股份有限公司,天揚,5345,23827860,其他,20,其他
慕康生技醫藥股份有限公司,慕康生醫,5398,04669623,其他,20,其他
南良國際股份有限公司,南良,5450,23438530,其他,20,其他
新華泰富股份有限公司,新華,5481,23790625,其他,20,其他
龍巖股份有限公司,龍巖,5530,22415496,其他,20,其他
中連誠企業股份有限公司,中連,5604,51125209,其他,20,其他
中華開發資本股份有限公司,中華開發資本,5839,11147207,其他,20,其他
中租控股股份有限公司,中租-KY,5871,26389569,其他,20,其他
浪凡網路科技股份有限公司,浪凡,6165,04386575,其他,20,其他
亞通利大能源股份有限公司,亞通,6179,89491275,其他,20,其他
大豐有線電視股份有限公司,大豐電,6184,96974228,其他,20,其他
天品聯合企業股份有限公司,天品,6199,84228281,其他,20,其他
康呈生醫科技股份有限公司,康呈,6236,16094290,其他,20,其他
松崗數位文創股份有限公司,松崗,6240,97446128,其他,20,其他
台灣數位光訊科技股份有限公司,台數科,6464,28371951,其他,20,其他
瑞寶基因股份有限公司,瑞寶基因,6479,28861633,其他,20,其他
南六企業股份有限公司,南六,6504,75989858,其他,20,其他
台灣鋼聯股份有限公司,鋼聯,6581,89528054,其他,20,其他
鼎基先進材料股份有限公司,鼎基,6585,81486019,其他,20,其他
和潤企業股份有限公司,和潤企業,6592,16844548,其他,20,其他
資拓宏宇國際股份有限公司,資拓宏宇,6614,28859051,其他,20,其他
特昇國際股份有限公司,特昇-KY,6616,72488249,其他,20,其他
萬年清環境工程股份有限公司,萬年清,6624,16863495,其他,20,其他
必應創造股份有限公司,必應,6625,54663862,其他,20,其他
泰金投資控股股份有限公司,泰金-KY,6629,76347621,其他,20,其他
基士德科技股份有限公司,基士德-KY,6641,82703128,其他,20,其他
合迪股份有限公司,合迪,6647,22424994,其他,20,其他
科定企業股份有限公司,科定,6655,80214519,其他,20,其他
復盛應用科技股份有限公司,復盛應用,6670,53091900,其他,20,其他
三能集團控股股份有限公司,三能-KY,6671,82517356,其他,20,其他
海樂影業股份有限公司,海樂影業,6688,27457157,其他,20,其他
信實保全股份有限公司,信實,6721,24210110,其他,20,其他
傑智環境科技股份有限公司,傑智環境,6723,28139878,其他,20,其他
鑫亞電通股份有限公司,鑫亞電通,6726,16296444,其他,20,其他
啟坤科技股份有限公司,啟坤,6731,04465819,其他,20,其他
全科綜電股份有限公司,全科綜電,6746,28220737,其他,20,其他
匯僑室內裝修設計股份有限公司,匯僑設計,6754,24775812,其他,20,其他
金品軒鍊金廠股份有限公司,金品軒鍊金廠,6760,65407381,其他,20,其他
亞洲教育平台股份有限公司,亞洲教育,6764,66662297,其他,20,其他
志強國際企業股份有限公司,志強-KY,6768,88173202,其他,20,其他
平和環保科技股份有限公司,平和環保,6771,28371018,其他,20,其他
鋐昇實業股份有限公司,鋐昇,6779,16476467,其他,20,其他
天力離岸風電科技股份有限公司,天力離岸,6793,24490436,其他,20,其他
展逸國際企業股份有限公司,展逸,6798,50858268,其他,20,其他
崑鼎投資控股股份有限公司,崑鼎投控,6803,70758512,其他,20,其他
明係事業股份有限公司,明係,6804,05839152,其他,20,其他
森崴能源股份有限公司,森崴能源,6806,28653781,其他,20,其他
峰源集團股份有限公司,峰源-KY,6807,91616069,其他,20,其他
金鼎聯合科技纖維股份有限公司,金鼎科,6832,12854740,其他,20,其他
富利康科技股份有限公司,富利康科技,6837,54214275,其他,20,其他
仲信資融股份有限公司,仲信資融,6845,70774816,其他,20,其他
立視科技股份有限公司,立視科,6851,28715392,其他,20,其他
坦德科技股份有限公司,坦德科技,6867,54127531,其他,20,其他
雲豹能源科技股份有限公司,雲豹能源,6869,42852207,其他,20,其他
新鑫股份有限公司,新鑫,6871,22764579,其他,20,其他
泓德能源科技股份有限公司,泓德能源,6873,45877096,其他,20,其他
潤德室內裝修設計工程(股)公司,潤德,6881,86306655,其他,20,其他
甲尚股份有限公司,甲尚,6882,84465158,其他,20,其他
微電能源股份有限公司,微電能源,6883,24978128,其他,20,其他
海柏特股份有限公司,海柏特,6884,50872352,其他,20,其他
凡事康流體科技股份有限公司,凡事康,7443,70401437,其他,20,其他
環拓科技股份有限公司,環拓科技,7507,27695279,其他,20,其他
清淨海生技股份有限公司,清淨海,7516,28646868,其他,20,其他
群利科技股份有限公司,群利科技,7558,24467961,其他,20,其他
紫金堂股份有限公司,紫金堂,7570,27965076,其他,20,其他
怡和國際股份有限公司,怡和國際,7590,24455135,其他,20,其他
雷虎科技股份有限公司,雷虎,8033,52541175,其他,20,其他
佳聯有線電視股份有限公司,佳聯有線,8304,97176779,其他,20,其他
群健有線電視股份有限公司,群健,8305,16085969,其他,20,其他
大台中數位有線電視股份有限公司,大台中,8307,97176790,其他,20,其他
中投有線電視股份有限公司,中投有線,8308,16085715,其他,20,其他
吉元有線電視股份有限公司,吉元,8309,16085145,其他,20,其他
長德有線電視股份有限公司,長德有線,8310,16085813,其他,20,其他
東亞有線電視股份有限公司,東亞有線,8312,16080958,其他,20,其他
洄瀾有線電視股份有限公司,洄瀾有線,8327,16449841,其他,20,其他
日友環保科技股份有限公司,日友,8341,89922041,其他,20,其他
益張實業股份有限公司,益張,8342,22492367,其他,20,其他
科學城物流股份有限公司,科學城,8343,16130319,其他,20,其他
榮輪科技股份有限公司,榮輪科技,8350,22318868,其他,20,其他
冠好科技股份有限公司,冠好,8354,86779099,其他,20,其他
中華電視股份有限公司,華視,8360,20516997,其他,20,其他
屏南有線電視股份有限公司,屏南有線,8368,16446470,其他,20,其他
欣隆天然氣股份有限公司,欣隆天然,8370,00146877,其他,20,其他
遠鼎投資股份有限公司,遠鼎投資,8376,22266828,其他,20,其他
欣湖天然氣股份有限公司,欣湖公司,8379,04779353,其他,20,其他
緯來電視網股份有限公司,緯來電視,8387,20913187,其他,20,其他
金益鼎企業股份有限公司,金益鼎,8390,97419282,其他,20,其他
森霸電力股份有限公司,森霸電力,8391,70783499,其他,20,其他
星能電力股份有限公司,星能電力,8392,70783765,其他,20,其他
台灣菸酒股份有限公司,臺灣菸酒,8394,03787101,其他,20,其他
聯美林業股份有限公司,聯美林業,8399,89507038,其他,20,其他
白紗科技印刷股份有限公司,白紗科,8401,70730281,其他,20,其他
百和興業股份有限公司(開曼),百和興業-KY,8404,26829193,其他,20,其他
福貞控股股份有限公司,福貞-KY,8411,10913602,其他,20,其他
捷必勝控股股份有限公司,捷必勝-KY,8418,53008678,其他,20,其他
明揚國際科技股份有限公司,明揚,8420,28288026,其他,20,其他
旭源包裝科技股份有限公司,旭源,8421,27476083,其他,20,其他
可寧衛股份有限公司,可寧衛,8422,16908140,其他,20,其他
保綠資源股份有限公司,保綠-KY,8423,53003483,其他,20,其他
紅木集團有限公司,紅木-KY,8426,53003863,其他,20,其他
基勝（開曼）控股股份有限公司,基勝-KY,8427,53013905,其他,20,其他
台灣鉅邁股份有限公司,鉅邁,8435,12137902,其他,20,其他
大地幼教股份有限公司,大地-KY,8437,41421434,其他,20,其他
昶昕實業股份有限公司,昶昕,8438,23509611,其他,20,其他
綠電再生股份有限公司,綠電,8440,16636181,其他,20,其他
威宏控股股份有限公司,威宏-KY,8442,50684485,其他,20,其他
綠河股份有限公司,綠河-KY,8444,54387326,其他,20,其他
北都數位有線電視股份有限公司,北都數位,8452,54348464,其他,20,其他
全國數位有線電視股份有限公司,全國數位,8453,54279620,其他,20,其他
天外天數位有線電視股份有限公司,天外天,8456,54293088,其他,20,其他
數位天空服務股份有限公司,數位天空,8459,54693824,其他,20,其他
潤泰精密材料股份有限公司,潤泰材,8463,86871981,其他,20,其他
億豐綜合工業股份有限公司,億豐,8464,28696894,其他,20,其他
美吉吉國際股份有限公司,美吉吉-KY,8466,50640945,其他,20,其他
波力環球企業股份有限公司,波力-KY,8467,47442040,其他,20,其他
新高雄有線電視股份有限公司,新高雄,8469,54383460,其他,20,其他
山林水環境工程股份有限公司,山林水,8473,27329077,其他,20,其他
新彰數位有線電視股份有限公司,新彰,8475,24635926,其他,20,其他
台境企業股份有限公司,台境,8476,80369745,其他,20,其他
東哥企業股份有限公司,東哥遊艇,8478,85798816,其他,20,其他
泰昇國際(控股)有限公司,泰昇-KY,8480,56255601,其他,20,其他
政伸企業股份有限公司,政伸,8481,22396792,其他,20,其他
商億全球控股有限公司,商億-KY,8482,82172064,其他,20,其他
吉源控股股份有限公司,吉源-KY,8488,47848647,其他,20,其他
三貝德數位文創股份有限公司,三貝德,8489,28443147,其他,20,其他
經緯航太科技股份有限公司,經緯航,8495,27285850,其他,20,其他
裕國冷凍冷藏股份有限公司,裕國,8905,23641978,其他,20,其他
花王企業股份有限公司,花王,8906,33742362,其他,20,其他
光隆實業股份有限公司,光隆,8916,33111800,其他,20,其他
沈氏藝術印刷股份有限公司,沈氏,8921,15820097,其他,20,其他
