公司名稱,公司簡稱,股票代碼,統編,上市上櫃產業別,上市上櫃產業編碼,自訂產業別
華邦電子股份有限公司,華邦電,2344,22099218,半導體業,24,半導體業
順德工業股份有限公司,順德,2351,58506816,半導體業,24,半導體業
矽統科技股份有限公司,矽統,2363,22099202,半導體業,24,半導體業
菱生精密工業股份有限公司,菱生,2369,55625676,半導體業,24,半導體業
瑞昱半導體股份有限公司,瑞昱,2379,22671299,半導體業,24,半導體業
威盛電子股份有限公司,威盛,2388,86870786,半導體業,24,半導體業
凌陽科技股份有限公司,凌陽,2401,23821182,半導體業,24,半導體業
南亞科技股份有限公司,南亞科,2408,89390656,半導體業,24,半導體業
統懋半導體股份有限公司,統懋,2434,22404266,半導體業,24,半導體業
偉詮電子股份有限公司,偉詮電,2436,22099499,半導體業,24,半導體業
超豐電子股份有限公司,超豐,2441,05126366,半導體業,24,半導體業
京元電子股份有限公司,京元電子,2449,22507241,半導體業,24,半導體業
創見資訊股份有限公司,創見,2451,23446187,半導體業,24,半導體業
聯發科技股份有限公司,聯發科,2454,84149961,半導體業,24,半導體業
義隆電子股份有限公司,義隆,2458,84149224,半導體業,24,半導體業
強茂股份有限公司,強茂,2481,22145016,半導體業,24,半導體業
晶豪科技股份有限公司,晶豪科,3006,16130280,半導體業,24,半導體業
聯陽半導體股份有限公司,聯陽,3014,84149717,半導體業,24,半導體業
嘉晶電子股份有限公司,嘉晶,3016,16130388,半導體業,24,半導體業
聯詠科技股份有限公司,聯詠,3034,84149955,半導體業,24,半導體業
智原科技股份有限公司,智原,3035,84149060,半導體業,24,半導體業
揚智科技股份有限公司,揚智,3041,84149054,半導體業,24,半導體業
立萬利創新股份有限公司,立萬利,3054,86143822,半導體業,24,半導體業
天方能源科技股份有限公司,天方能源,3073,86298705,半導體業,24,半導體業
聯傑國際股份有限公司,聯傑,3094,84149759,半導體業,24,半導體業
穩懋半導體股份有限公司,穩懋,3105,70752257,半導體業,24,半導體業
笙泉科技股份有限公司,笙泉,3122,16945166,半導體業,24,半導體業
凌航科技股份有限公司,凌航,3135,16561718,半導體業,24,半導體業
晶宏半導體股份有限公司,晶宏,3141,70392248,半導體業,24,半導體業
鈺寶科技股份有限公司,鈺寶,3150,16372688,半導體業,24,半導體業
亞信電子股份有限公司,亞信,3169,84149435,半導體業,24,半導體業
景碩科技股份有限公司,景碩,3189,70785139,半導體業,24,半導體業
原相科技股份有限公司,原相,3227,16633261,半導體業,24,半導體業
金麗科技股份有限公司,金麗科,3228,16200855,半導體業,24,半導體業
虹冠電子工業股份有限公司,虹冠電,3257,16130417,半導體業,24,半導體業
鑫創科技股份有限公司,鑫創,3259,16766959,半導體業,24,半導體業
威剛科技股份有限公司,威剛,3260,12861019,半導體業,24,半導體業
欣銓科技股份有限公司,欣銓,3264,70751779,半導體業,24,半導體業
台星科股份有限公司,台星科,3265,70552666,半導體業,24,半導體業
海德威電子工業股份有限公司,海德威,3268,86105539,半導體業,24,半導體業
尼克森微電子股份有限公司,尼克森,3317,16752651,半導體業,24,半導體業
台灣典範半導體股份有限公司,典範,3372,22101544,半導體業,24,半導體業
精材科技股份有限公司,精材,3374,16741846,半導體業,24,半導體業
京鼎精密科技股份有限公司,京鼎,3413,12858252,半導體業,24,半導體業
台灣類比科技股份有限公司,類比科,3438,16795912,半導體業,24,半導體業
創意電子股份有限公司,創意,3443,16299879,半導體業,24,半導體業
聯鈞光電股份有限公司,聯鈞,3450,12624467,半導體業,24,半導體業
聚積科技股份有限公司,聚積,3527,16948543,半導體業,24,半導體業
力旺電子股份有限公司,力旺,3529,70784292,半導體業,24,半導體業
晶相光電股份有限公司,晶相光,3530,27298412,半導體業,24,半導體業
台塑勝高科技股份有限公司,台勝科,3532,89406518,半導體業,24,半導體業
誠創科技股份有限公司,誠創,3536,70734477,半導體業,24,半導體業
敦泰電子股份有限公司,敦泰,3545,28069900,半導體業,24,半導體業
重鵬生技股份有限公司,重鵬,3555,80551862,半導體業,24,半導體業
禾瑞亞科技股份有限公司,禾瑞亞,3556,80342958,半導體業,24,半導體業
逸昌科技股份有限公司,逸昌,3567,12613567,半導體業,24,半導體業
博磊科技股份有限公司,博磊,3581,16889100,半導體業,24,半導體業
辛耘企業股份有限公司,辛耘,3583,30901647,半導體業,24,半導體業
通嘉科技股份有限公司,通嘉,3588,80254357,半導體業,24,半導體業
瑞鼎科技股份有限公司,瑞鼎,3592,80532726,半導體業,24,半導體業
世芯電子股份有限公司,世芯-KY,3661,31659649,半導體業,24,半導體業
德微科技股份有限公司,德微,3675,89672698,半導體業,24,半導體業
家登精密工業股份有限公司,家登,3680,16406379,半導體業,24,半導體業
達能科技股份有限公司,達能,3686,28823511,半導體業,24,半導體業
漢磊科技股份有限公司,漢磊,3707,54389725,半導體業,24,半導體業
日月光投資控股股份有限公司,日月光投控,3711,29187308,半導體業,24,半導體業
新唐科技股份有限公司,新唐,4919,28112646,半導體業,24,半導體業
力士科技股份有限公司,力士,4923,28733011,半導體業,24,半導體業
智微科技股份有限公司,智微,4925,12901841,半導體業,24,半導體業
陞達科技股份有限公司,陞達科技,4945,70576858,半導體業,24,半導體業
精拓科技股份有限公司,精拓科,4951,80333472,半導體業,24,半導體業
凌通科技股份有限公司,凌通,4952,80741441,半導體業,24,半導體業
天鈺科技股份有限公司,天鈺,4961,84149499,半導體業,24,半導體業
譜瑞科技股份有限公司,譜瑞-KY,4966,28422591,半導體業,24,半導體業
十銓科技股份有限公司,十銓,4967,97418375,半導體業,24,半導體業
立積電子股份有限公司,立積,4968,80661880,半導體業,24,半導體業
英特磊科技股份有限公司,IET-KY,4971,39954594,半導體業,24,半導體業
廣穎電通股份有限公司,廣穎電通,4973,80161908,半導體業,24,半導體業
環宇通訊半導體控股股份有限公司,環宇-KY,4991,38612141,半導體業,24,半導體業
全訊科技股份有限公司,全訊,5222,16130296,半導體業,24,半導體業
凌陽創新科技股份有限公司,凌陽創新,5236,28112364,半導體業,24,半導體業
立達國際電子股份有限公司,立達,5262,25104761,半導體業,24,半導體業
祥碩科技股份有限公司,祥碩,5269,80688184,半導體業,24,半導體業
笙科電子股份有限公司,笙科,5272,27952369,半導體業,24,半導體業
信驊科技股份有限公司,信驊,5274,27490748,半導體業,24,半導體業
界霖科技股份有限公司,界霖,5285,12636560,半導體業,24,半導體業
廣化科技股份有限公司,廣化,5297,16436867,半導體業,24,半導體業
杰力科技股份有限公司,杰力,5299,28935446,半導體業,24,半導體業
太欣半導體股份有限公司,太欣,5302,47255828,半導體業,24,半導體業
世紀民生科技股份有限公司,世紀,5314,22099815,半導體業,24,半導體業
立衛科技股份有限公司,立衛,5344,22099316,半導體業,24,半導體業
世界先進積體電路股份有限公司,世界,5347,84149358,半導體業,24,半導體業
鈺創科技股份有限公司,鈺創,5351,22099694,半導體業,24,半導體業
台灣半導體股份有限公司,台半,5425,34286449,半導體業,24,半導體業
凱鈺科技股份有限公司,凱鈺,5468,84149245,半導體業,24,半導體業
松翰科技股份有限公司,松翰,5471,97063584,半導體業,24,半導體業
中美矽晶製品股份有限公司,中美晶,5483,47238650,半導體業,24,半導體業
通泰積體電路股份有限公司,通泰,5487,22321575,半導體業,24,半導體業
合邦電子股份有限公司,合邦,6103,84149569,半導體業,24,半導體業
創惟科技股份有限公司,創惟,6104,97435451,半導體業,24,半導體業
普誠科技股份有限公司,普誠,6129,22050539,半導體業,24,半導體業
茂達電子股份有限公司,茂達,6138,16252902,半導體業,24,半導體業
頎邦科技股份有限公司,頎邦,6147,16130009,半導體業,24,半導體業
合晶科技股份有限公司,合晶,6182,16138282,半導體業,24,半導體業
凌泰科技股份有限公司,凌泰,6198,16759177,半導體業,24,半導體業
盛群半導體股份有限公司,盛群,6202,16130330,半導體業,24,半導體業
旺矽科技股份有限公司,旺矽,6223,89647050,半導體業,24,半導體業
研通科技股份有限公司,研通,6229,86491265,半導體業,24,半導體業
旺玖科技股份有限公司,旺玖,6233,16177572,半導體業,24,半導體業
驊訊電子企業股份有限公司,驊訊,6237,86315535,半導體業,24,半導體業
力成科技股份有限公司,力成,6239,16082267,半導體業,24,半導體業
迅杰科技股份有限公司,迅杰,6243,16505809,半導體業,24,半導體業
矽格股份有限公司,矽格,6257,23218022,半導體業,24,半導體業
久元電子股份有限公司,久元,6261,86244737,半導體業,24,半導體業
同欣電子工業股份有限公司,同欣電,6271,04226986,半導體業,24,半導體業
元隆電子股份有限公司,元隆,6287,22099174,半導體業,24,半導體業
沛亨半導體股份有限公司,沛亨,6291,86541238,半導體業,24,半導體業
晶焱科技股份有限公司,晶焱,6411,28081989,半導體業,24,半導體業
矽力杰股份有限公司,矽力-KY,6415,02906023,半導體業,24,半導體業
億而得微電子股份有限公司,億而得,6423,12894399,半導體業,24,半導體業
大中積體電路股份有限公司,大中,6435,28112723,半導體業,24,半導體業
訊芯科技控股股份有限公司,訊芯-KY,6451,38649225,半導體業,24,半導體業
紘康科技股份有限公司,紘康,6457,28751690,半導體業,24,半導體業
神盾股份有限公司,神盾,6462,28835517,半導體業,24,半導體業
點序科技股份有限公司,點序,6485,28927852,半導體業,24,半導體業
環球晶圓股份有限公司,環球晶,6488,28113286,半導體業,24,半導體業
九齊科技股份有限公司,九齊,6494,28509490,半導體業,24,半導體業
中華精測科技股份有限公司,精測,6510,27879121,半導體業,24,半導體業
穎崴科技股份有限公司,穎崴,6515,13145774,半導體業,24,半導體業
捷敏股份有限公司,捷敏-KY,6525,49791260,半導體業,24,半導體業
愛普科技股份有限公司,愛普＊,6531,53503847,半導體業,24,半導體業
瑞耘科技股份有限公司,瑞耘,6532,16394917,半導體業,24,半導體業
晶心科技股份有限公司,晶心科,6533,27638046,半導體業,24,半導體業
擎力科技股份有限公司,擎力,6545,80661122,半導體業,24,半導體業
長華科技股份有限公司,長科＊,6548,70849957,半導體業,24,半導體業
易華電子股份有限公司,易華電,6552,76025826,半導體業,24,半導體業
宏觀微電子股份有限公司,宏觀,6568,28514260,半導體業,24,半導體業
虹揚發展科技股份有限公司,虹揚-KY,6573,53016234,半導體業,24,半導體業
展匯科技股份有限公司,展匯科,6594,42627808,半導體業,24,半導體業
均華精密工業股份有限公司,均華,6640,53186146,半導體業,24,半導體業
&#20870;星科技股份有限公司,M31,6643,53621915,半導體業,24,半導體業
全宇昕科技股份有限公司,全宇昕,6651,13063718,半導體業,24,半導體業
鈺太科技股份有限公司,鈺太,6679,27979753,半導體業,24,半導體業
雍智科技股份有限公司,雍智科技,6683,28398895,半導體業,24,半導體業
安格科技股份有限公司,安格,6684,53172585,半導體業,24,半導體業
廣閎科技股份有限公司,廣閎科,6693,28870892,半導體業,24,半導體業
芯鼎科技股份有限公司,芯鼎,6695,28112890,半導體業,24,半導體業
奇邑科技股份有限公司,奇邑,6699,79959602,半導體業,24,半導體業
天擎積體電路股份有限公司,天擎,6708,12748729,半導體業,24,半導體業
應廣科技股份有限公司,應廣,6716,27619977,半導體業,24,半導體業
力智電子股份有限公司,力智,6719,27983551,半導體業,24,半導體業
久昌科技股份有限公司,久昌,6720,53502805,半導體業,24,半導體業
昇佳電子股份有限公司,昇佳電子,6732,25079572,半導體業,24,半導體業
威鋒電子股份有限公司,威鋒電子,6756,29125676,半導體業,24,半導體業
力晶積成電子製造股份有限公司,力積電,6770,28112667,半導體業,24,半導體業
芯測科技股份有限公司,芯測,6786,25089282,半導體業,24,半導體業
華景電通股份有限公司,華景電,6788,12613876,半導體業,24,半導體業
采鈺科技股份有限公司,采鈺,6789,80601119,半導體業,24,半導體業
來頡科技股份有限公司,來頡,6799,53089904,半導體業,24,半導體業
眾智光電科技股份有限公司,眾智,6819,23734841,半導體業,24,半導體業
濾能股份有限公司,濾能,6823,54795527,半導體業,24,半導體業
一元素科技股份有限公司,一元素,6842,27729833,半導體業,24,半導體業
鋒魁科技股份有限公司,鋒魁科技,7530,28772230,半導體業,24,半導體業
意德士科技股份有限公司,意德士科技,7556,70381684,半導體業,24,半導體業
矽創電子股份有限公司,矽創,8016,86735240,半導體業,24,半導體業
佑華微電子股份有限公司,佑華,8024,86806602,半導體業,24,半導體業
昇陽國際半導體股份有限公司,昇陽半導體,8028,84149884,半導體業,24,半導體業
九暘電子股份有限公司,九暘,8040,16069953,半導體業,24,半導體業
安國國際科技股份有限公司,安國,8054,70455720,半導體業,24,半導體業
致新科技股份有限公司,致新,8081,84149723,半導體業,24,半導體業
宏捷科技股份有限公司,宏捷科,8086,16130423,半導體業,24,半導體業
品安科技股份有限公司,品安,8088,84750054,半導體業,24,半導體業
華東科技股份有限公司,華東,8110,22101116,半導體業,24,半導體業
福懋科技股份有限公司,福懋科,8131,23826736,半導體業,24,半導體業
南茂科技股份有限公司,南茂,8150,16130042,半導體業,24,半導體業
旭德科技股份有限公司,旭德,8179,16638110,半導體業,24,半導體業
巨有科技股份有限公司,巨有科技,8227,86169913,半導體業,24,半導體業
富鼎先進電子股份有限公司,富鼎,8261,16550923,半導體業,24,半導體業
宇瞻科技股份有限公司,宇瞻,8271,97444368,半導體業,24,半導體業
商丞科技股份有限公司,商丞,8277,84783772,半導體業,24,半導體業
群聯電子股份有限公司,群聯,8299,12649951,半導體業,24,半導體業
濱川企業股份有限公司,濱川,1569,76404919,電腦及週邊設備業,25,電腦及週邊設備業
光寶科技股份有限公司,光寶科,2301,23357403,電腦及週邊設備業,25,電腦及週邊設備業
全友電腦股份有限公司,全友,2305,47226140,電腦及週邊設備業,25,電腦及週邊設備業
仁寶電腦工業股份有限公司,仁寶,2324,21222725,電腦及週邊設備業,25,電腦及週邊設備業
精英電腦股份有限公司,精英,2331,22449566,電腦及週邊設備業,25,電腦及週邊設備業
佳世達科技股份有限公司,佳世達,2352,12490306,電腦及週邊設備業,25,電腦及週邊設備業
宏碁股份有限公司,宏碁,2353,20828393,電腦及週邊設備業,25,電腦及週邊設備業
英業達股份有限公司,英業達,2356,04322046,電腦及週邊設備業,25,電腦及週邊設備業
華碩電腦股份有限公司,華碩,2357,23638777,電腦及週邊設備業,25,電腦及週邊設備業
藍天電腦股份有限公司,藍天,2362,09424319,電腦及週邊設備業,25,電腦及週邊設備業
倫飛電腦實業股份有限公司,倫飛,2364,79883646,電腦及週邊設備業,25,電腦及週邊設備業
昆盈企業股份有限公司,昆盈,2365,05141520,電腦及週邊設備業,25,電腦及週邊設備業
技嘉科技股份有限公司,技嘉,2376,22044755,電腦及週邊設備業,25,電腦及週邊設備業
微星科技股份有限公司,微星,2377,22178368,電腦及週邊設備業,25,電腦及週邊設備業
虹光精密工業股份有限公司,虹光,2380,22099759,電腦及週邊設備業,25,電腦及週邊設備業
廣達電腦股份有限公司,廣達,2382,22822281,電腦及週邊設備業,25,電腦及週邊設備業
精元電腦股份有限公司,精元,2387,86244265,電腦及週邊設備業,25,電腦及週邊設備業
研華股份有限公司,研華,2395,05155853,電腦及週邊設備業,25,電腦及週邊設備業
友通資訊股份有限公司,友通,2397,30950652,電腦及週邊設備業,25,電腦及週邊設備業
映泰股份有限公司,映泰,2399,23826200,電腦及週邊設備業,25,電腦及週邊設備業
浩鑫股份有限公司,浩鑫,2405,20980880,電腦及週邊設備業,25,電腦及週邊設備業
圓剛科技股份有限公司,圓剛,2417,23611974,電腦及週邊設備業,25,電腦及週邊設備業
隴華電子股份有限公司,隴華,2424,04926876,電腦及週邊設備業,25,電腦及週邊設備業
承啟科技股份有限公司,承啟,2425,22332192,電腦及週邊設備業,25,電腦及週邊設備業
新美齊股份有限公司,新美齊,2442,22006274,電腦及週邊設備業,25,電腦及週邊設備業
麗臺科技股份有限公司,麗臺,2465,22325002,電腦及週邊設備業,25,電腦及週邊設備業
普安科技股份有限公司,普安,2495,84166074,電腦及週邊設備業,25,電腦及週邊設備業
歐格電子股份有限公司,歐格,3002,31306250,電腦及週邊設備業,25,電腦及週邊設備業
神基投資控股股份有限公司,神基,3005,22099532,電腦及週邊設備業,25,電腦及週邊設備業
晟銘電子科技股份有限公司,晟銘電,3013,04777186,電腦及週邊設備業,25,電腦及週邊設備業
奇鋐科技股份有限公司,奇鋐,3017,86427715,電腦及週邊設備業,25,電腦及週邊設備業
威強電工業電腦股份有限公司,威強電,3022,97445303,電腦及週邊設備業,25,電腦及週邊設備業
建碁股份有限公司,建碁,3046,97306457,電腦及週邊設備業,25,電腦及週邊設備業
喬鼎資訊股份有限公司,喬鼎,3057,22099738,電腦及週邊設備業,25,電腦及週邊設備業
銘異科技股份有限公司,銘異,3060,30897480,電腦及週邊設備業,25,電腦及週邊設備業
協禧電機股份有限公司,協禧,3071,90724033,電腦及週邊設備業,25,電腦及週邊設備業
艾訊股份有限公司,艾訊,3088,23718011,電腦及週邊設備業,25,電腦及週邊設備業
拍檔科技股份有限公司,拍檔,3097,23622986,電腦及週邊設備業,25,電腦及週邊設備業
順達科技股份有限公司,順達,3211,16596982,電腦及週邊設備業,25,電腦及週邊設備業
茂訊電腦股份有限公司,茂訊,3213,23631726,電腦及週邊設備業,25,電腦及週邊設備業
緯創資通股份有限公司,緯創,3231,12868358,電腦及週邊設備業,25,電腦及週邊設備業
東碩資訊股份有限公司,東碩,3272,84126144,電腦及週邊設備業,25,電腦及週邊設備業
廣寰科技股份有限公司,廣寰科,3287,70360251,電腦及週邊設備業,25,電腦及週邊設備業
加百裕工業股份有限公司,加百裕,3323,16271936,電腦及週邊設備業,25,電腦及週邊設備業
旭品科技股份有限公司,旭品,3325,96958986,電腦及週邊設備業,25,電腦及週邊設備業
寶德科技股份有限公司,寶德,3349,97483122,電腦及週邊設備業,25,電腦及週邊設備業
融程電訊股份有限公司,融程電,3416,96930209,電腦及週邊設備業,25,電腦及週邊設備業
安勤科技股份有限公司,安勤,3479,70604376,電腦及週邊設備業,25,電腦及週邊設備業
力致科技股份有限公司,力致,3483,16266820,電腦及週邊設備業,25,電腦及週邊設備業
誠研科技股份有限公司,誠研,3494,70801588,電腦及週邊設備業,25,電腦及週邊設備業
華擎科技股份有限公司,華擎,3515,80333613,電腦及週邊設備業,25,電腦及週邊設備業
鴻翊國際股份有限公司,鴻翊,3521,22023793,電腦及週邊設備業,25,電腦及週邊設備業
曜越科技股份有限公司,曜越,3540,70669172,電腦及週邊設備業,25,電腦及週邊設備業
泓格科技股份有限公司,泓格,3577,84517297,電腦及週邊設備業,25,電腦及週邊設備業
磐儀科技股份有限公司,磐儀,3594,84469443,電腦及週邊設備業,25,電腦及週邊設備業
鼎翰科技股份有限公司,鼎翰,3611,28624652,電腦及週邊設備業,25,電腦及週邊設備業
西勝國際股份有限公司,西勝,3625,96969724,電腦及週邊設備業,25,電腦及週邊設備業
精聯電子股份有限公司,精聯,3652,28913512,電腦及週邊設備業,25,電腦及週邊設備業
營邦企業股份有限公司,營邦,3693,96994977,電腦及週邊設備業,25,電腦及週邊設備業
大眾全球投資控股股份有限公司,大眾控,3701,27242184,電腦及週邊設備業,25,電腦及週邊設備業
神達投資控股股份有限公司,神達,3706,53677966,電腦及週邊設備業,25,電腦及週邊設備業
鑫聯大投資控股股份有限公司,鑫聯大投控,3709,51512503,電腦及週邊設備業,25,電腦及週邊設備業
永崴投資控股股份有限公司,永崴投控,3712,24813370,電腦及週邊設備業,25,電腦及週邊設備業
事欣科技股份有限公司,事欣科,4916,13000192,電腦及週邊設備業,25,電腦及週邊設備業
欣厚科技股份有限公司,欣厚-KY,4924,53025260,電腦及週邊設備業,25,電腦及週邊設備業
新盛力科技股份有限公司,新盛力,4931,70848850,電腦及週邊設備業,25,電腦及週邊設備業
和碩聯合科技股份有限公司,和碩,4938,28689155,電腦及週邊設備業,25,電腦及週邊設備業
科誠股份有限公司,科誠,4987,84152965,電腦及週邊設備業,25,電腦及週邊設備業
科嘉(開曼)股份有限公司,科嘉-KY,5215,31618486,電腦及週邊設備業,25,電腦及週邊設備業
安力國際股份有限公司,安力-KY,5223,53000726,電腦及週邊設備業,25,電腦及週邊設備業
虹堡科技股份有限公司,虹堡,5258,84188062,電腦及週邊設備業,25,電腦及週邊設備業
宜鼎國際股份有限公司,宜鼎,5289,27565769,電腦及週邊設備業,25,電腦及週邊設備業
協益電子股份有限公司,協益,5356,35229109,電腦及週邊設備業,25,電腦及週邊設備業
青雲國際科技股份有限公司,青雲,5386,21224842,電腦及週邊設備業,25,電腦及週邊設備業
振發實業股份有限公司,振發,5426,35320697,電腦及週邊設備業,25,電腦及週邊設備業
東友科技股份有限公司,東友,5438,16091527,電腦及週邊設備業,25,電腦及週邊設備業
富驊企業股份有限公司,富驊,5465,36270626,電腦及週邊設備業,25,電腦及週邊設備業
聰泰科技開發股份有限公司,聰泰,5474,23902678,電腦及週邊設備業,25,電腦及週邊設備業
同亨科技股份有限公司,同亨,5490,84149929,電腦及週邊設備業,25,電腦及週邊設備業
迎廣科技股份有限公司,迎廣,6117,09497109,電腦及週邊設備業,25,電腦及週邊設備業
新普科技股份有限公司,新普,6121,86620351,電腦及週邊設備業,25,電腦及週邊設備業
上奇科技股份有限公司,上奇,6123,86162989,電腦及週邊設備業,25,電腦及週邊設備業
上福全球科技股份有限公司,上福,6128,56625344,電腦及週邊設備業,25,電腦及週邊設備業
撼訊科技股份有限公司,撼訊,6150,16238655,電腦及週邊設備業,25,電腦及週邊設備業
欣技資訊股份有限公司,欣技,6160,23058518,電腦及週邊設備業,25,電腦及週邊設備業
捷波資訊股份有限公司,捷波,6161,22178466,電腦及週邊設備業,25,電腦及週邊設備業
凌華科技股份有限公司,凌華,6166,89593343,電腦及週邊設備業,25,電腦及週邊設備業
廣明光電股份有限公司,廣明,6188,16836218,電腦及週邊設備業,25,電腦及週邊設備業
飛捷科技股份有限公司,飛捷,6206,21230513,電腦及週邊設備業,25,電腦及週邊設備業
全譜科技股份有限公司,全譜,6228,84560006,電腦及週邊設備業,25,電腦及週邊設備業
尼得科超眾科技股份有限公司,尼得科超眾,6230,34005476,電腦及週邊設備業,25,電腦及週邊設備業
華孚科技股份有限公司,華孚,6235,35383165,電腦及週邊設備業,25,電腦及週邊設備業
安鈦克科技股份有限公司,安鈦克,6276,34235759,電腦及週邊設備業,25,電腦及週邊設備業
宏正自動科技股份有限公司,宏正,6277,12403422,電腦及週邊設備業,25,電腦及週邊設備業
樺漢科技股份有限公司,樺漢,6414,70380046,電腦及週邊設備業,25,電腦及週邊設備業
廣錠科技股份有限公司,廣錠,6441,53562649,電腦及週邊設備業,25,電腦及週邊設備業
維田科技股份有限公司,維田,6570,27271130,電腦及週邊設備業,25,電腦及週邊設備業
勁豐電子股份有限公司,勁豐,6577,70565509,電腦及週邊設備業,25,電腦及週邊設備業
研揚科技股份有限公司,研揚,6579,53113073,電腦及週邊設備業,25,電腦及週邊設備業
動力科技股份有限公司,動力-KY,6591,42461124,電腦及週邊設備業,25,電腦及週邊設備業
普達系統股份有限公司,普達系統,6599,29069127,電腦及週邊設備業,25,電腦及週邊設備業
沅聖科技股份有限公司,沅聖,6638,80456781,電腦及週邊設備業,25,電腦及週邊設備業
緯穎科技服務股份有限公司,緯穎,6669,53687704,電腦及週邊設備業,25,電腦及週邊設備業
鑫創電子股份有限公司,鑫創電子,6680,24332747,電腦及週邊設備業,25,電腦及週邊設備業
秀育企業股份有限公司,秀育,6737,59244777,電腦及週邊設備業,25,電腦及週邊設備業
富動科技股份有限公司,富動科,6813,24403572,電腦及週邊設備業,25,電腦及週邊設備業
和暢科技股份有限公司,和暢科技,6825,24776663,電腦及週邊設備業,25,電腦及週邊設備業
邁科科技股份有限公司,邁科,6831,80294132,電腦及週邊設備業,25,電腦及週邊設備業
愛比科技股份有限公司,愛比科技,6858,28685046,電腦及週邊設備業,25,電腦及週邊設備業
廣積科技股份有限公司,廣積,8050,70479315,電腦及週邊設備業,25,電腦及週邊設備業
伍豐科技股份有限公司,伍豐,8076,89961466,電腦及週邊設備業,25,電腦及週邊設備業
振樺電子股份有限公司,振樺電,8114,12514341,電腦及週邊設備業,25,電腦及週邊設備業
公信電子股份有限公司,公信,8119,20972349,電腦及週邊設備業,25,電腦及週邊設備業
達方電子股份有限公司,達方,8163,16081507,電腦及週邊設備業,25,電腦及週邊設備業
勤誠興業股份有限公司,勤誠,8210,05143647,電腦及週邊設備業,25,電腦及週邊設備業
新漢股份有限公司,新漢,8234,86891972,電腦及週邊設備業,25,電腦及週邊設備業
森田印刷廠股份有限公司,森田,8410,68682185,電腦及週邊設備業,25,電腦及週邊設備業
偉聯科技股份有限公司,偉聯,9912,20792640,電腦及週邊設備業,25,電腦及週邊設備業
中環股份有限公司,中環,2323,12205020,光電業,26,光電業
錸德科技股份有限公司,錸德,2349,23218873,光電業,26,光電業
佳能企業股份有限公司,佳能,2374,11394902,光電業,26,光電業
億光電子工業股份有限公司,億光,2393,34516147,光電業,26,光電業
國碩科技工業股份有限公司,國碩,2406,97178376,光電業,26,光電業
友達光電股份有限公司,友達,2409,84149738,光電業,26,光電業
鼎元光電科技股份有限公司,鼎元,2426,22434156,光電業,26,光電業
銘旺科技股份有限公司,銘旺科,2429,12206203,光電業,26,光電業
翔耀實業股份有限公司,翔耀,2438,12364770,光電業,26,光電業
冠西電子企業股份有限公司,冠西電,2466,34348590,光電業,26,光電業
一詮精密工業股份有限公司,一詮,2486,35866232,光電業,26,光電業
瑞軒科技股份有限公司,瑞軒,2489,84929896,光電業,26,光電業
吉祥全球實業股份有限公司,吉祥全,2491,89380545,光電業,26,光電業
大立光電股份有限公司,大立光,3008,22480876,光電業,26,光電業
亞洲光學股份有限公司,亞光,3019,55921894,光電業,26,光電業
憶聲電子股份有限公司,憶聲,3024,44955117,光電業,26,光電業
佰鴻工業股份有限公司,佰鴻,3031,34452164,光電業,26,光電業
全台晶像股份有限公司,全台,3038,89261652,光電業,26,光電業
和鑫光電股份有限公司,和鑫,3049,70750217,光電業,26,光電業
鈺德科技股份有限公司,鈺德,3050,84785413,光電業,26,光電業
力特光電科技股份有限公司,力特,3051,16439169,光電業,26,光電業
華晶科技股份有限公司,華晶科,3059,97307625,光電業,26,光電業
李洲科技股份有限公司,李洲,3066,04541794,光電業,26,光電業
昇銳電子股份有限公司,昇銳,3128,22601576,光電業,26,光電業
正達國際光電股份有限公司,正達,3149,97049373,光電業,26,光電業
眾福科技股份有限公司,眾福科,3168,16274722,光電業,26,光電業
錦明實業股份有限公司,錦明,3230,22490277,光電業,26,光電業
杭特電子股份有限公司,杭特,3297,23133690,光電業,26,光電業
泰谷光電科技股份有限公司,泰谷,3339,70774610,光電業,26,光電業
奇偶科技股份有限公司,奇偶,3356,16302558,光電業,26,光電業
先進光電科技股份有限公司,先進光,3362,22301825,光電業,26,光電業
新世紀光電股份有限公司,新世紀,3383,12979925,光電業,26,光電業
玉晶光電股份有限公司,玉晶光,3406,23572557,光電業,26,光電業
哲固資訊科技股份有限公司,哲固,3434,84354060,光電業,26,光電業
榮創能源科技股份有限公司,榮創,3437,70634323,光電業,26,光電業
聯一光電股份有限公司,聯一光電,3441,52888437,光電業,26,光電業
晶睿通訊股份有限公司,晶睿,3454,70703897,光電業,26,光電業
由田新技股份有限公司,由田,3455,86710418,光電業,26,光電業
群創光電股份有限公司,群創,3481,12800225,光電業,26,光電業
敘(余+卜+又)豐企業股份有限公司,敘豐,3485,84995500,光電業,26,光電業
單井工業股份有限公司,單井,3490,23393652,光電業,26,光電業
揚明光學股份有限公司,揚明光,3504,12800061,光電業,26,光電業
亞帝歐光電股份有限公司,亞帝歐,3516,86410720,光電業,26,光電業
迎輝科技股份有限公司,迎輝,3523,16366341,光電業,26,光電業
先益電子工業股份有限公司,先益,3531,52543363,光電業,26,光電業
晶彩科技股份有限公司,晶彩科,3535,70720798,光電業,26,光電業
州巧科技股份有限公司,州巧,3543,70526133,光電業,26,光電業
牧德科技股份有限公司,牧德,3563,16522758,光電業,26,光電業
聯合再生能源股份有限公司,聯合再生,3576,27763753,光電業,26,光電業
