stock_code,year,total_operating_revenue,total_operating_costs,total_operating_expenses,net_operating_income,profit_or_loss,total_comprehensive_income,total_assets
6024,2018,2814164,,2286633,527531,838110,857492,40386018
6025,2018,56098579,56975255,925398,-1802074,-978033,-2529649,364830987
6027,2018,-475,,322543,-323018,-267702,-223347,1715054
6108,2018,8933156,7563369,836941,532846,555628,506508,11213854
6112,2018,11186815,10092401,667160,427254,347113,347113,6562207
6115,2018,7041035,5840094,584801,616140,526433,443949,8234498
6116,2018,16866328,14049752,1903751,912826,1021164,993668,48623899
6117,2018,1935693,1694738,497688,-256733,-198559,-216308,2868883
6120,2018,21362170,20116356,1668576,-422762,321898,45944,23603263
6128,2018,6791267,4595614,1821156,374497,41462,140517,6736263
6131,2018,-488056,27169,132495,-647720,-816409,-885499,191912
6133,2018,1078406,863316,216494,-1404,14315,4270,1876801
6136,2018,638436,485391,179693,-26648,88500,-126360,2746571
6139,2018,22235076,20393944,753352,1087780,832000,689289,26996608
6141,2018,3998712,3492418,407018,99276,-88029,-108538,4419200
6142,2018,3202178,2935750,584793,-318365,-220698,-226243,4548171
6152,2018,6342483,5842889,1056978,-557384,-600081,-585734,4763829
6153,2018,15520376,12832369,1916899,771108,800887,600607,25809360
6155,2018,722186,521695,125348,75143,127497,74155,2303340
6164,2018,1140217,809299,328375,2543,21484,10345,2090475
6165,2018,7102,6996,16513,-16407,-4567,-5130,451363
6166,2018,10477108,6750806,3436990,289877,244609,265140,8279272
6168,2018,2923669,2356586,516053,48809,233685,202328,3849572
6176,2018,53952289,45613666,3438758,5103996,5037526,4688654,60051050
6177,2018,1457868,937011,388359,132498,45492,69575,18772228
6183,2018,1583601,928016,321291,336145,280025,279753,2909570
6184,2018,1974216,1143397,341320,489499,355355,353302,10573553
6189,2018,19712236,17929492,998715,784029,585743,586060,8787545
6191,2018,22297733,19585847,2083704,628182,396463,1526833,29288606
6192,2018,5726944,3928612,859539,938793,742209,734969,7441655
6196,2018,24415723,21596527,1943443,875753,782164,736506,18228206
6197,2018,3486163,2843175,503791,139197,277604,217491,4403002
6201,2018,3260777,2674721,405145,180911,263412,252193,3312358
6202,2018,4862807,2455833,1283620,1110730,1070366,994169,5555500
6205,2018,1508724,1057255,289377,162092,141120,81838,2229503
6206,2018,6569769,4643391,1019954,906424,792493,789412,5806721
6209,2018,3518289,3341628,401566,-224905,-22782,-24135,4717262
6213,2018,22401722,19146160,1471172,1784390,1774557,1648472,18695304
6214,2018,19515989,14481778,4346489,687722,1050172,1088027,19979463
6215,2018,1486906,1084402,336500,66004,48571,-33568,2082895
6216,2018,986143,490955,296447,198741,187734,186963,1694571
6224,2018,1668641,876037,391646,400958,350035,334348,2637576
6226,2018,1440373,1079964,292784,67625,30308,27421,2449020
6230,2018,7662175,6110286,725186,826703,595610,565269,6899486
6235,2018,3816875,3045625,593927,177323,168263,171372,4667844
6239,2018,68039379,54209337,4046388,9783654,7512562,7699453,103595501
6243,2018,516391,396523,202534,-82666,-60138,-58499,953924
6251,2018,13058285,11902072,1160808,-4595,-240885,-278269,14308605
6257,2018,9541489,6884399,931892,1725198,1347253,1443647,19470749
6269,2018,26770491,21650208,1967309,3152974,2644712,2566177,27624702
6271,2018,7413512,5511828,763123,1138561,1013603,1017099,12463341
6272,2018,2601807,2117800,558177,-74816,-59861,-89464,2577628
6277,2018,5173010,2129330,2213566,830114,1587751,1591222,7045064
6278,2018,30634088,27256290,1821039,1556759,755675,944203,29687036
6282,2018,18732663,16276642,2432030,23991,1048665,1096043,19472929
6283,2018,1100299,892499,190911,16889,26264,27958,2382136
6285,2018,56049676,48937009,5096594,2016073,1929345,1718720,33164152
6288,2018,3387837,2712825,503832,171180,148413,140399,4249647
6289,2018,184560,353498,45650,-214588,70732,35923,418844
6403,2018,77434,75392,44526,-42484,-26281,-26281,184275
6407,2018,4171357,3273790,415928,481639,284756,274516,3601144
6409,2018,11407894,8302728,994203,2110963,1813632,1763630,8285771
6412,2018,31292361,26908680,2961338,1422343,1023400,755413,21875718
6414,2018,68962459,53698549,12323759,2940151,2868877,3060262,74924876
6415,2018,9414159,5016304,2501927,1913422,1829851,1955745,13877445
6416,2018,4247762,3427295,392767,427700,362688,360717,3813251
6426,2018,459909,311760,143744,4405,11042,-2538,956877
6434,2018,1230918,1384009,70259,-223350,-275527,-275555,5078713
6438,2018,3753387,2836349,666677,250361,232408,223109,3836559
6442,2018,2805106,2326365,413955,129627,154395,140573,3243282
6443,2018,3830638,4488126,343628,-1238365,-1123309,-1129227,8300215
6449,2018,2042820,1525524,253326,263970,182343,186105,3740649
6451,2018,4465710,3624309,704494,136907,290618,116489,10736027
6452,2018,5177164,3075677,721479,1380008,1099974,935674,10272007
6456,2018,128443831,117419689,7011464,4012678,3980158,3487445,91486359
6464,2018,2931656,1615635,555282,760739,637106,596909,8910408
6473,2018,137986,101094,101181,-64289,-58499,-59601,149490
6474,2018,2991269,2492751,372685,125833,90201,96685,1948829
6477,2018,1795198,1395088,88944,311166,225953,188676,4082415
6479,2018,30830,43690,101196,-114056,-118876,-118857,287235
6491,2018,3132671,1527316,814288,791067,541156,540410,4147404
6495,2018,1862600,1593295,363127,-93822,-109611,-130795,2662884
6498,2018,363887,285512,56292,22083,22311,13779,452333
6504,2018,6786338,5510590,478579,797169,592766,519355,8119490
6505,2018,767550218,689934663,11146231,66469324,60070831,50087365,405769455
6515,2018,1686168,1000231,394154,291783,245352,242574,1497209
6517,2018,476533,400368,75237,928,28399,28158,441117
6518,2018,702986,646209,35760,21017,15293,12302,860102
6525,2018,3412024,2368616,286669,756739,774363,761938,4654590
6531,2018,4723851,4026511,607464,89876,115471,117840,3866949
6533,2018,304756,416,269029,35311,41567,42214,1237107
6534,2018,879780,146427,364888,368465,285422,291284,2626015
6536,2018,60538,22155,56352,-17969,-21013,-24644,180040
6539,2018,1865801,879894,801026,184881,123180,120732,1541214
6543,2018,572813,433406,93722,45685,37363,38742,564120
6546,2018,2046782,1921558,143715,-18491,7374,8110,1641045
6555,2018,434841,363287,159466,-87912,-87336,-93658,3249360
6558,2018,1734292,1306449,245720,182123,164992,155414,1844839
6559,2018,280118,196155,57273,26690,28560,27146,363261
6562,2018,423863,339487,340126,-255750,-249538,-251590,1553858
6563,2018,147270,154964,100097,-107791,-109689,-111133,270289
6565,2018,118798,34655,135503,-51360,-49375,-49604,239769
6566,2018,336361,159827,176097,437,-2885,-3066,398355
6573,2018,2063177,1797576,347272,-81671,22931,8718,3508317
6579,2018,5800255,4012024,1324158,464073,828626,791082,9735201
6582,2018,3690565,2880047,314931,495587,426961,432975,3724307
6583,2018,102033,80823,43584,-22374,-23498,-23680,290882
6584,2018,1907449,1590017,248104,69328,45024,43394,3558940
6585,2018,2276995,1885251,308469,83275,79467,75531,3543783
6587,2018,80859,115172,59145,-93458,-103805,-108806,474706
6591,2018,1217595,976718,157099,83778,73777,60891,1386460
6592,2018,11083472,3902910,4695291,2485271,1838089,1766642,122263803
6595,2018,86011,39545,13426,33040,40063,36936,436622
6598,2018,36904,20172,284611,-267879,-268305,-262634,514072
6599,2018,1014080,777728,210341,26011,28666,28747,725413
6605,2018,16203425,12082226,2668075,1453124,939311,898499,32245602
6606,2018,1178013,739168,208422,230423,135970,67195,2228250
6614,2018,2298604,1927843,277959,92802,77263,75481,1776506
6617,2018,62,4,123908,-123850,-114028,-93883,933574
6618,2018,103324,79473,120058,-96207,-95039,-95036,476208
6622,2018,254171,166696,59034,28441,21645,19446,573788
6625,2018,1423593,1148969,158251,116373,89038,87243,1058730
6626,2018,1857485,760700,843074,253711,116250,124557,1194819
6635,2018,1199438,994666,130902,73870,76920,76989,938297
6637,2018,430885,242288,86776,101821,78203,77266,609870
6638,2018,7322118,6087084,583477,651557,547978,512958,4532110
6639,2018,194412,141953,31529,20930,27449,20722,543265
6645,2018,231782,186834,82990,-38042,-30720,-30720,516943
6647,2018,6202563,455836,3610222,2290798,1839776,1829395,68059890
6648,2018,284145,176785,44705,62655,57323,56551,449452
6652,2018,0,,223585,-223585,-194312,-201455,496871
6655,2018,2545815,1130053,1053282,362480,214680,216950,5548125
6658,2018,923863,661343,204930,57590,60818,58031,1238418
6659,2018,877825,704098,409495,-235768,-306134,-318354,2772657
6660,2018,671039,461231,106938,108158,78436,76601,1026897
6665,2018,1729477,1071512,309134,348831,271018,264975,1401502
6666,2018,1358184,447660,338358,572166,431247,429099,2121106
6668,2018,1195833,712578,285270,197985,140079,132598,2594903
6669,2018,181064815,170417659,3546614,7100542,5577577,5758572,28204042
6670,2018,16007920,12070833,1467500,2469587,2102252,2018950,10441929
6671,2018,1900240,1187229,498530,214481,175676,153815,2245838
6672,2018,5413656,4067705,858511,487440,405264,289363,4260742
6674,2018,5316086,4591350,519726,205010,184370,184352,3149993
6677,2018,849949,512434,285188,52327,29565,29565,1890280
6682,2018,269955,380305,111781,-331279,-323010,-329289,1412507
6689,2018,4169883,3817595,247099,105189,90983,103848,1891315
6691,2018,5974228,5017784,283998,672446,542164,532166,5532574
6692,2018,1239709,1008065,123890,107754,86729,86729,1102328
6693,2018,743364,592152,116189,35023,34233,34261,597937
6698,2018,635944,393460,116664,125820,132661,126454,1101363
6704,2018,128117,16310,230185,-118378,-117835,-117835,898908
6705,2018,393590,258926,92150,42514,36140,36140,444517
6706,2018,3147612,2149748,752897,244967,296517,297364,5039508
6708,2018,206024,86094,117185,2745,17017,17766,377517
6715,2018,2122938,1623133,208418,291387,250336,249171,1549546
6719,2018,3568958,2188955,852671,527332,494167,494167,2265582
6722,2018,3330714,2721521,629394,-20201,11658,-4683,3032561
6723,2018,531770,425832,79591,26347,21614,21452,677111
6725,2018,1888961,1712863,80519,95579,82620,82627,1618972
6729,2018,100800,43927,67261,-10388,3899,3899,394243
6730,2018,398819,181593,112566,104660,85892,85847,514941
6731,2018,580416,314668,246753,18995,23965,36244,875801
6735,2018,173730,44427,84971,44332,40548,41035,443578
6737,2018,2826929,2341600,370323,115006,25705,30610,2053544
6743,2018,3681305,2831548,415078,434679,323352,316085,2794908
6750,2018,1655071,1435618,131090,88363,53221,50232,1408301
6754,2018,3847815,3046072,552961,248782,189988,165166,4121147
6755,2018,1942783,1585332,291878,65573,62224,56019,1697110
6758,2018,400188,86558,250891,62739,50105,49671,496998
6761,2018,1331521,949452,275556,106513,72025,71121,854245
6764,2018,811808,421248,245962,144598,114531,114531,681350
6771,2018,506488,246554,70651,189283,138690,138690,1232850
6776,2018,12412726,11842484,487483,82759,98163,94067,3893608
6780,2018,446743,43709,383551,19483,12103,11955,178154
6790,2018,11729027,9912869,1520296,295862,179900,134820,8935630
6804,2018,2070640,1905827,101528,63285,59755,61342,1716451
6805,2018,691615,510907,165988,14720,19223,17114,750342
6806,2018,446071,405159,27934,7939,8653,6556,366368
6811,2018,4591088,4157440,319171,114477,113542,107477,2464167
6814,2018,132425,54333,83145,-5053,-14692,-14950,469366
6818,2018,966148,680300,281556,4292,4777,5789,764376
6820,2018,932374,763445,145514,23415,21336,19415,770607
7443,2018,530514,462398,73686,-5570,2417,2411,652321
7507,2018,377820,243196,41973,75972,69774,71768,932673
7555,2018,145979,69400,50262,26317,22965,22965,265459
7566,2018,69254,80720,70590,-69331,-68622,-68622,690264
8011,2018,1931793,1677895,284766,-30868,-81322,-83054,6156046
8016,2018,10330505,7460479,1827512,1042514,1013820,870766,8366511
8021,2018,3282444,2372599,585442,328983,254676,186297,6347957
8022,2018,355043,16113,339951,-1021,10768,5702,419639
8028,2018,2121873,1400927,421397,299549,198885,199400,3310499
8029,2018,781449,623617,162530,-4698,20945,444,1352174
8033,2018,871835,552585,323065,-5070,-29295,-21749,1090175
8039,2018,9643051,7650007,1024079,968965,679474,657155,11941890
8041,2018,595761,505547,69911,20303,26550,23202,564160
8045,2018,1251196,786939,395210,69047,83285,89359,2401595
8046,2018,28832551,28483107,1535223,-1185779,-584333,-702607,38057960
8070,2018,15756626,13435901,930857,1389868,1316458,1288805,15917302
8072,2018,866792,726746,183926,-43880,-12842,-12910,2539649
8081,2018,4465551,3051429,908540,505582,473864,466351,5553034
8101,2018,8179964,7950538,1267249,-1037823,-714251,-697602,4151393
8103,2018,3110632,2256619,583821,270192,203947,158603,3976232
8104,2018,2519944,1999441,239640,280863,340445,327077,3648824
8105,2018,9887852,8738883,1147910,1059,-132578,-173585,13354592
8110,2018,8552749,7661378,432512,458859,405269,1038953,17235521
8112,2018,142151662,138337531,1335301,2478830,1567190,1733899,30739775
8114,2018,9825616,6639180,2478534,707449,756927,849603,14115940
8115,2018,2376419,2094857,250576,30986,395291,333853,4427911
8119,2018,1652779,1285873,271139,95767,95324,92873,1728580
8131,2018,8785525,7111588,161002,1512935,1420293,1281623,12674574
8134,2018,693111,545690,120313,27108,35248,-5154,1203556
8150,2018,18480027,15050032,1477788,2099721,1103075,1070246,33133718
8163,2018,20113619,15799142,2417753,1896724,1525848,1488928,19095432
8179,2018,3375779,2924434,313059,138286,172494,145348,5107137
8201,2018,1512034,1314654,280215,-82388,-29313,-110837,1214033
8210,2018,6520514,4805766,883349,831399,642350,604805,5825919
8213,2018,23057652,19630375,1877337,1549940,1209090,939077,27845662
8215,2018,12764171,10913994,1410548,439629,325374,280519,10343160
8218,2018,787711,725096,96780,-34165,-33729,-38348,981482
8249,2018,4576761,4023893,326433,226435,205800,37088,4634304
8261,2018,2709090,2209361,326493,173236,159899,162013,2335790
8271,2018,9441618,8132329,871406,437883,358830,375656,4275519
8281,2018,133192,140370,74574,-81752,-10122,-9699,441194
8287,2018,1942828,1432215,219624,290989,157889,168942,3464691
8304,2018,498282,378937,103194,16151,24282,25482,946856
8308,2018,615239,450816,125112,39311,55758,29997,1104335
8327,2018,571102,340324,141384,89394,111414,344710,4472307
8329,2018,1158556,971976,234128,-48575,-28878,-28274,4263538
8341,2018,2205999,797408,393459,1015132,823361,795255,4466161
8350,2018,6712413,5433045,862786,416582,357657,318041,4835372
8359,2018,3868833,1546830,1134638,1182879,1325746,1307839,9643179
8367,2018,1649772,1165046,269529,215197,181023,178890,5093261
8374,2018,3666125,2988037,481510,196578,113771,103254,3152238
8376,2018,32254772,24878331,1641773,5734668,4952872,4909531,77280425
8387,2018,2299327,1356705,585919,356703,401764,305498,6474254
8404,2018,5992847,3847535,1383510,761802,373641,163104,15036017
8411,2018,5541338,5045613,544906,-49181,-138688,-355598,9567866
8422,2018,3395807,1248690,444283,1702834,1320610,1320406,6816345
8427,2018,6152017,4902489,1114829,134699,-50317,-103353,7827204
8429,2018,3988324,2990774,411020,586530,407441,239876,8516611
8438,2018,3382901,3082513,272764,27624,40502,31180,2306962
8442,2018,6030433,5116805,832611,81017,91458,69938,4181477
8443,2018,1630789,626282,1001328,3179,13688,19183,2198495
8454,2018,42017012,37756772,2852538,1422418,1444675,1394776,12226552
8462,2018,3012163,2024504,435693,551966,457642,457039,3136841
8463,2018,2783565,2452129,183419,148017,116121,117286,4596083
8464,2018,21878095,11994537,5213865,4669693,3712278,3615289,18622833
8466,2018,2979348,2333872,387297,258179,310436,263120,3768861
8467,2018,1485900,1108976,312808,64116,129317,74181,2001100
8473,2018,4537962,3539007,205864,793091,493924,487966,13456417
8478,2018,3959487,2855869,836923,266695,358783,391370,5892051
8480,2018,1744175,1222866,236794,284515,298691,319524,2048016
8481,2018,1138885,602572,263519,272794,223402,214666,1544557
8482,2018,4439108,2637644,754731,1046733,1014831,1011003,4857122
8488,2018,3838171,3527015,426904,-115748,-201034,-247103,5657675
8491,2018,1720295,928710,706611,84974,58137,59454,644097
8495,2018,363470,318625,196445,-151402,-192124,-192547,708825
8499,2018,1647069,906123,267629,473317,408697,378418,2338765
8926,2018,3814274,3368139,214531,262794,668864,638080,16761266
8940,2018,1475792,773287,723842,-21337,-33354,-28185,2158013
8946,2018,716573,525258,96517,94798,79215,100926,2360671
8953,2018,680515,508537,97388,74590,49877,52316,4316549
8965,2018,506021,378987,53882,73152,-1539656,-1536038,3850972
8967,2018,1430595,1149679,163601,117315,70807,75209,9205182
8974,2018,421971,339749,62593,19629,16723,17169,1238274
8986,2018,615638,595819,108151,-88332,-47006,-58016,1842993
8987,2018,194507,127786,34586,32135,60700,144407,1022011
8988,2018,441912,318348,89111,34453,39665,33876,994506
8996,2018,1931586,1364641,335843,231102,229734,149634,2751167
9802,2018,10070151,8257132,978631,834388,737286,763532,11123668
9902,2018,138190,131664,30795,-24269,11990,11990,1302500
9904,2018,293316089,217844794,61661831,13809464,16371866,-6961000,304262413
9905,2018,7132593,6202159,506651,423783,439755,363761,9562403
9907,2018,35103806,31752956,2369006,981844,1539581,943756,37212833
9908,2018,4059913,3223566,256755,571467,705763,651053,16691029
9910,2018,64497644,48727918,8441807,7327919,5869099,6261682,34191007
9911,2018,5986090,3948613,1207907,829570,799663,768055,6356179
9912,2018,746609,505447,218264,22898,12096,-24145,817908
9914,2018,25852942,22463953,1866949,1351280,1745837,1793611,22778107
9917,2018,13393619,8486576,2346408,2560635,2099135,2034991,20888179
9919,2018,3534235,2980433,564467,-10665,-25521,-47310,5573482
9921,2018,60239417,47747765,8588103,3903549,2968463,2570662,52635235
9924,2018,8303458,6579341,897908,826209,711425,554520,7882786
9925,2018,7044265,4755258,1556589,732418,902694,396942,15097670
9926,2018,2285333,1781394,159937,344328,326819,326482,5863222
9927,2018,10590555,9874488,216909,499158,368721,428832,6890315
9928,2018,763230,835525,174756,-247051,-191008,-206800,3761607
9929,2018,791315,701088,79321,10906,53454,4623,2191294
9930,2018,9229387,7701053,452777,1075557,851476,837787,9426344
9931,2018,1485240,1212531,67041,205668,215252,243611,4115643
9933,2018,64069542,59469789,1883975,2715778,2300063,2248893,76497333
9934,2018,17879120,12984762,4268243,626115,618916,595285,12813181
9935,2018,4454578,3634810,514415,305353,225780,257064,4480030
9937,2018,22758688,20444693,1557496,756499,735477,695755,10020258
9938,2018,13716050,8732208,2613235,2370607,1514342,1418180,26633713
9939,2018,19929717,16406836,1946471,1576410,1102204,694187,29415934
9940,2018,12902958,8680392,1577664,2644902,1490923,1216501,28844064
9941,2018,23125057,12671252,7626061,3687569,2782621,2640419,170814798
9942,2018,3211762,2117894,464126,631040,440922,408127,3987246
9943,2018,3006248,1291038,1092360,622850,891658,868150,4917027
9944,2018,3204651,2544037,662032,-1418,17648,11779,5043606
9945,2018,14859430,11172350,1716981,1970099,10447180,-26260579,86320526
9946,2018,1571713,996542,195113,380058,346652,346602,11652988
9955,2018,2123228,2168493,112686,-157951,-270251,-275271,3127061
9957,2018,49913233,49129935,1664657,-841159,-236400,-82175,57956196
9958,2018,1654761,1424097,166319,64345,4386,-39411,10258669
9963,2018,587560410,566396452,15411579,5752379,28811802,27004311,2028178204
9968,2018,3246474,1549996,1533140,165349,173898,140014,4563291
9982,2018,783595,561588,97073,124934,86397,91628,4876105
