stock_code,year,total_operating_revenue,total_operating_costs,total_operating_expenses,net_operating_income,profit_or_loss,total_comprehensive_income,total_assets
2527,2018,4541733,3243819,719001,578913,400188,-444848,20553516
2530,2018,1212121,1014068,129875,68178,20066,19489,5138392
2534,2018,7995306,4451214,512617,3031475,3004988,2909930,31272036
2535,2018,14484777,13291181,515934,677662,547873,563076,17734215
2536,2018,3918005,3267116,218264,432625,444704,447055,16099486
2537,2018,1900407,1714389,103626,82392,28444,28336,8388780
2538,2018,148334,45129,118141,-14936,50554,80007,19500273
2540,2018,1860434,1184124,347547,328763,184853,184853,11327683
2542,2018,44204971,31032093,3669516,9503362,8738331,8785858,130901091
2543,2018,4457132,4825454,148126,-516448,-522550,-545846,6693683
2545,2018,3060891,1868953,638061,553877,847389,846972,39443007
2546,2018,11429192,10700319,226054,502819,407513,407187,6983783
2547,2018,31947334,24715128,2944326,4287880,3446029,3443634,50830516
2548,2018,4638016,3276583,604344,757089,869639,881107,41003345
2549,2018,7217985,6494731,186798,537011,835159,832821,22166770
2568,2018,1050641,684701,95235,270705,218953,210164,6598804
2597,2018,8646070,7335800,677804,632466,731562,676327,9939516
2599,2018,1315255,771546,160441,383268,379960,381035,2655276
2601,2018,8043875,2311324,4424303,1308248,219589,243827,34475093
2603,2018,169236653,161771163,8054981,926217,78501,654104,229011955
2605,2018,3773082,3260155,159095,353832,84847,696233,24428478
2606,2018,11523222,9808074,382139,1333009,1668840,3676097,63208651
2607,2018,7742438,6502626,265614,974198,870248,1221835,33219084
2608,2018,10383996,8442511,506246,1435239,1222623,1231256,15360068
2609,2018,141832929,141790706,6136581,-5666392,-6306356,-6214666,139973099
2610,2018,170711607,153504076,13185148,4022383,2272684,1694321,230136582
2611,2018,937679,717240,223323,-2884,50596,16998,4322735
2612,2018,3820224,2850536,362829,606859,513711,851491,20423317
2613,2018,2850915,2601130,141277,108508,58511,43675,6426215
2614,2018,19304665,14445551,5260115,-401001,1509132,1373312,16691336
2615,2018,66778676,61776300,4013375,989001,1137238,1987194,77037350
2616,2018,19016293,17552052,1248023,216218,236102,197113,7437043
2617,2018,3367236,2505063,146765,715408,957635,1095185,15135901
2618,2018,179907332,157789642,13228562,8889128,7214513,6671018,241193903
2619,2018,17134216,13890847,1731881,1511488,1448717,1320683,20855156
2621,2018,9385614,7778341,1094795,512478,704665,640245,12075183
2634,2018,28182098,24542508,1293432,2346158,2092016,2000548,39819554
2636,2018,11536269,9573033,1587038,376198,366598,335895,5588206
2637,2018,13067626,9431342,161461,3474823,1809206,2137784,88934852
2642,2018,3360947,2853956,433144,73847,68475,51608,2382541
2702,2018,1169715,227903,859772,82040,212662,261133,6000033
2704,2018,2977046,1734657,922286,320103,403211,422489,11481451
2705,2018,2024588,1427260,736123,-138795,-1314168,-1356378,8417910
2707,2018,6675944,4424599,1118030,1133315,1398003,1432854,7900517
2716,2018,19549195,16285719,1205732,2057744,2756715,1558797,71944134
2721,2018,378917,341020,134765,-96868,-88878,-47637,2240263
2722,2018,670301,439713,241292,-10712,20055,-2378,2527338
2723,2018,24115084,9950166,11879994,2284924,1659945,1568248,16165683
2727,2018,16286395,8789473,6928690,568232,402310,349635,9457705
2730,2018,289023,153271,113734,22018,-1458,-7332,751044
2731,2018,29621685,26440122,3005135,176428,265850,261049,6395105
2733,2018,702262,252199,472992,-22929,-43839,-44031,1004400
2739,2018,4357920,2768133,1523039,84688,113619,131131,3661135
2750,2018,440148,332341,80018,27789,13018,13018,1326009
2753,2018,4463557,2585140,1254981,623436,490935,499067,2426907
2756,2018,701355,369169,218576,113610,93656,94412,530922
2801,2018,,,16194853,,12646535,,2081811670
2809,2018,,,1784391,,2877801,,281094719
2812,2018,,,6456769,,4008369,,690832103
2816,2018,7707676,5163607,1953084,590985,603282,659962,17394115
2820,2018,,,478583,,1335419,1098912,199531031
2823,2018,338495113,325583910,4954851,7956352,10177987,-25250227,1711355336
2832,2018,4942674,3095451,1180816,666407,560299,377222,17978481
2833,2018,346619863,334632885,4461798,7525180,8297625,-22911178,1768274602
2834,2018,,,13034396,,0,0,1619040455
2836,2018,,,2293511,,479603,221027,267999101
2837,2018,,,6177603,,2163245,,683274026
2838,2018,,,8962158,,2955001,,647586094
2841,2018,365755,198509,828453,-661207,401916,400035,35622066
2845,2018,,,6634995,,3524201,,627351150
2848,2018,7012032,4751213,1481299,779520,635235,361447,17998131
2849,2018,,,2887878,,2210281,2178418,311491162
2850,2018,14749316,9580025,3156419,2012872,1770368,1232772,33032901
2855,2018,5774276,,4753133,1021143,1217633,1363601,70381273
2856,2018,5084587,,4372001,712586,830723,986502,99948348
2858,2018,21359506,5601410,8024500,8034908,6650334,6727010,211040941
2867,2018,167844489,164889627,4613142,-1658280,-312413,-15584497,1143823929
2877,2018,18588515,12857857,3848030,1882628,1509836,850398,37956040
2880,2018,,,25774540,,14621435,13222854,2684206863
2881,2018,,,58432269,,47721022,-52865304,7715059808
2882,2018,,,79606248,,51822256,-123360907,9224483506
2883,2018,,,25166272,,12814640,-22247630,2717814828
2884,2018,,,25839405,,17082768,16556006,2287787032
2885,2018,,,39611658,,20498238,18528023,2287133925
2886,2018,,,28601925,,28093445,27685949,3542059361
2887,2018,,,22171401,,12930133,12609465,1786893517
2888,2018,,,25697374,,10478595,-35301359,3648467252
2889,2018,,,2944802,,2153415,1654074,277985923
2890,2018,,,19353480,,9428325,8432713,1604926117
2891,2018,,,61719970,,36035211,7864351,5753247546
2892,2018,,,22906433,,17332199,17749225,2935204419
2893,2018,,,8395123,,5215403,,871072384
2895,2018,,,3737998,,2551934,,474647354
2897,2018,,,4604221,,1942353,,561841574
2903,2018,39242551,19091584,15963638,4187329,1650495,2557772,103746341
2904,2018,475680,269292,64300,142088,118793,118402,1265791
2905,2018,225193699,225521922,12566913,,486301,-14990436,1163191635
2906,2018,6936134,5347305,1397433,191396,165126,196658,7833505
2908,2018,39897950,29636961,9800063,460926,418921,357346,25998019
2910,2018,436086,137588,181233,117265,90104,53321,6595298
2911,2018,6147542,3370818,2929284,-152560,-109648,-130298,5581545
2912,2018,244887853,160811161,71241868,12834824,11744278,12046789,127695080
2913,2018,254237,138634,288245,-172642,-41988,-56541,24356175
2915,2018,10498328,4227406,1417490,4853432,15416906,-23141272,61848376
2920,2018,678600,271074,412405,-4879,1818,2303,2043275
2923,2018,6928722,2930051,389640,4172758,1633159,-860858,119024757
2929,2018,6764779,4135772,1287609,1341398,953626,857994,8498824
2936,2018,12013456,8694921,3321003,-2468,-21950,58303,4919877
2938,2018,737540,271917,358462,107161,79540,79540,906022
2939,2018,3125754,2298173,336302,488708,515681,514045,2039549
2940,2018,896346,477226,407138,11982,5070,14281,1078770
2942,2018,1413400,153999,932612,326789,288645,288645,2464095
2945,2018,11988034,9054091,2720432,213511,177643,177643,3283385
3002,2018,612158,439584,175662,-3088,-31922,-32173,1829774
3003,2018,3534677,2359241,519678,655758,485416,293619,6329250
3004,2018,2279430,1574907,341892,362631,301004,293131,4593424
3005,2018,24693836,17746433,4347011,2652222,2418377,2298345,28163690
3006,2018,11555124,9426197,1322512,806415,716194,716531,10289312
3008,2018,49952158,15594576,4739535,29611940,24369534,24926881,132648424
3010,2018,52935016,48724664,2463062,1747290,1489361,1270145,31835712
3011,2018,1493314,1325974,231374,-64034,-33314,-43103,1944538
3013,2018,6186402,5714259,373291,98852,144505,123519,5121416
3014,2018,3363143,1590475,1221342,551326,486630,360429,4939075
3015,2018,14522062,13065665,1702144,-246117,91671,184787,13760780
3016,2018,4524026,3754038,270508,499480,430119,424531,6009763
3017,2018,29066591,25619313,2727939,719339,729847,587735,30396264
3018,2018,1349294,1249839,171298,-71843,-163562,-161728,1741256
3019,2018,19082734,15283835,2202883,1596016,1492503,1746889,20974120
3021,2018,2373890,1817052,395306,161532,124640,104920,2260934
3022,2018,6185745,4213188,1285555,686979,897918,772148,10801004
3023,2018,15645253,11725308,2288256,1631689,1371529,1396612,14201536
3024,2018,1574763,1230456,322065,22242,150323,117177,3978803
3025,2018,548039,340329,213423,-5713,957,637,910446
3026,2018,16350840,10605078,2143642,3602120,2679905,2676722,14566988
3027,2018,792160,537553,282843,-28511,164276,142791,2181851
3028,2018,31079867,29266758,1119069,694040,409036,-3127,16714193
3029,2018,6647352,5965608,401162,280582,252037,244864,4393847
3030,2018,4919426,2290122,1359553,1269751,1064399,1048163,6468296
3031,2018,1650740,1303626,322843,24271,86910,80047,3354246
3032,2018,7432967,6459055,896708,493159,460811,403533,8385420
3033,2018,52987131,49587046,2131800,1268285,624054,692705,25605201
3034,2018,54833856,37818423,9400270,7615163,6390630,6172191,48069623
3035,2018,4904658,2299781,2321869,283008,261151,96193,6814719
3036,2018,273416485,262771537,5391233,5253715,2778515,3039517,93824808
3037,2018,75732780,67349463,7001726,1389562,1829633,1259917,104616428
3038,2018,2818735,2339384,420461,60968,112163,83094,3394068
3040,2018,189634,75739,40561,73334,82491,13213,1544199
3041,2018,2412587,1987374,1495241,-1070028,-762252,-770924,4467496
3042,2018,8156268,6328642,1294325,533301,644249,397493,12561726
3043,2018,1055335,811633,252308,-8606,-1809,26422,1198163
3044,2018,52105683,42341188,4342610,5421885,4938525,4479911,71520505
3045,2018,118732328,84315734,16885497,18162042,14485768,14584322,147667028
3046,2018,1703858,1168348,546805,-11295,-10931,-17362,1444818
3047,2018,6873561,5219802,1441677,212082,121978,127256,6968322
3048,2018,80259405,77716731,1650843,891831,243627,322303,17318162
3049,2018,2843178,2363500,308438,171240,177650,178740,16450252
3050,2018,790567,566891,182770,40906,62893,14198,4212116
3051,2018,2453837,1973916,324847,155074,-104133,-113244,8628786
3052,2018,1070737,1136162,138944,-204369,-135144,-139963,10683285
3054,2018,185512,174091,66080,-54659,891,-47294,1061813
3055,2018,3152979,2447938,637063,67978,86173,87676,3498536
3056,2018,2661309,2006309,277377,377623,333505,334591,9663862
3057,2018,1829387,1240515,735178,-24892,-63653,-61328,2154818
3058,2018,4867659,4270484,777729,-180554,-158422,-203447,4729625
3059,2018,11193569,9875021,1227291,91257,173150,200273,16270470
3060,2018,6786263,6478167,697663,-389567,-371943,-331745,6475947
3062,2018,8598958,8048888,469630,80440,166600,105928,7736642
3090,2018,10679189,7705698,1121207,1852284,1574915,1822458,8781114
3092,2018,3118343,2303222,354351,506905,393629,369963,3563160
3094,2018,261095,87299,163816,9980,37923,39693,1209347
3097,2018,2314314,1600515,829402,-115603,9442,2021,2279070
3117,2018,815484,757542,108324,-50382,-44105,-43229,1079288
3130,2018,1577612,159204,1095299,323109,282083,281086,2435248
3138,2018,748016,412562,271937,63517,60478,49404,1006450
3149,2018,4170703,4086603,267815,-183715,-124499,-128782,5095671
3157,2018,13466976,10632493,5335064,-2500581,-4113129,-4115879,34267179
3158,2018,558568,197906,272301,88361,68117,68773,603065
3164,2018,406532,128985,155342,122205,157626,150762,1658314
3167,2018,3986979,2868244,592417,526318,447860,413296,4507407
3168,2018,2945763,2464792,296681,184478,110009,106112,1866116
3184,2018,324182,175408,158711,-9937,-23283,-22610,529769
3189,2018,23727929,18341427,4594852,791650,411040,373402,42623954
3197,2018,500,483,8236,-8219,-9706,-11030,1079260
3209,2018,31795068,30342734,974825,477509,216276,250604,11471563
3229,2018,459443,415496,127538,-83591,-74022,-69320,1029683
3231,2018,889536347,851977091,26793240,10766016,7285189,7804125,339102575
3257,2018,775692,436295,292054,47343,113287,116220,1861332
3266,2018,2725277,2286007,315939,123331,62218,31808,10409137
3280,2018,2291298,2182309,265556,-156567,-153963,-166467,3049358
3296,2018,3140740,2665721,412672,62347,99160,88532,2448464
3305,2018,5452254,4895941,433087,121498,43080,29181,6463419
3308,2018,751682,747343,172325,-167986,-156247,-144750,1956558
3311,2018,2251044,1961808,440512,-151276,-33816,-38419,4743982
3312,2018,9812498,9368342,299250,144906,138461,158747,3808639
3321,2018,2413285,2390227,405154,-382096,-338170,-350917,3301149
3338,2018,3459839,2756342,564848,138649,136896,120027,3525039
3346,2018,4404913,3615313,554849,234751,205941,172897,4565970
3349,2018,668557,563731,111520,-6694,6216,8535,659573
3356,2018,1480385,986673,607852,-114140,56407,64758,2783166
3369,2018,739909,629900,114371,-4362,-11826,-15318,650936
3376,2018,9644924,7319722,817832,1507370,1191456,1132786,17318648
3380,2018,15608222,13504544,2303706,-200028,-88009,-164062,14929075
3383,2018,901674,1058807,186327,-343460,-342604,-319736,3667620
3391,2018,354570,205353,122107,27110,22750,20614,454931
3405,2018,381462,287866,79209,14387,17484,8993,656317
3406,2018,7914252,4847836,1826482,1239934,903088,788104,12582687
3413,2018,9304949,6992872,979437,1332640,1162661,1036814,8041689
3416,2018,1565353,1012197,350525,202631,205026,195625,2502005
3419,2018,1866207,1462814,380291,23231,66172,37501,2131928
3429,2018,3687540,3435374,223435,28731,12745,14784,1736969
3430,2018,1338936,1000132,159399,179405,143581,143336,1231586
3432,2018,114022,68687,82257,-36922,279623,313563,1911178
3437,2018,4643051,4363853,674425,-395227,-386785,-421826,4935269
3443,2018,13459804,9442762,2920669,1096373,988156,988678,8109240
3447,2018,3183595,2917033,428210,-161648,-229976,-260586,2354524
3450,2018,6842243,5098201,601491,1142551,985435,972969,8382008
3454,2018,5235966,3435662,1520728,279576,266167,276814,4457566
3462,2018,783981,583780,199522,5323,5834,-4608,965405
3463,2018,3681787,3290065,291613,100109,50504,48915,3144478
3472,2018,99068,59483,108083,-68498,-101331,-98739,443658
3481,2018,279376115,252562557,21978262,4835296,2222762,-1373882,411919604
3485,2018,327246,266028,37616,23602,45702,43495,1042621
3494,2018,1225841,1040918,511377,-326454,-422243,-411028,3599776
3501,2018,5522112,4003224,751575,767313,709301,649276,8312248
3504,2018,6262245,5007427,1088188,166630,180159,154095,5701485
3507,2018,386458,280622,77713,28123,31791,31013,783859
3515,2018,10193155,7925392,1601712,666051,592796,709864,9364193
3518,2018,576456,561454,297287,-282285,-338308,-366332,2362814
3528,2018,4122747,3548018,316111,258618,177388,172245,3182393
3530,2018,2034267,1564468,289745,180054,157432,158292,2441024
3532,2018,16358126,9394329,783909,6179888,5580459,5592995,24772588
3533,2018,13311518,8962649,2366429,1982440,1708299,1651989,13790208
3535,2018,1537750,1151082,320625,55596,84206,83488,2834874
3536,2018,1131495,1018900,170498,-57903,-64819,-76933,1963714
3543,2018,3549177,3111935,420602,16640,64020,3262,5513289
3545,2018,9919368,8357068,2237356,-675056,-2488118,-2380543,11300121
3550,2018,4096096,3332348,575028,188720,122610,81917,3829157
3557,2018,28581,41111,51963,-64389,317,317,638027
3563,2018,3111876,945194,582530,1584152,1307717,1306569,3472047
3576,2018,12983920,13722481,1718847,-2709476,-463609,-735738,58286287
3583,2018,3988033,2539665,934753,513615,417770,420282,3899958
3585,2018,658435,583206,113977,-24255,-8175,-18020,1694887
3588,2018,1080437,691743,366820,21874,37015,39654,1600620
3591,2018,2614351,2167693,425426,21232,44302,-41950,3858161
3592,2018,10962785,8440677,1903699,618409,561869,571454,7545128
3593,2018,820205,744046,140640,-64481,-146504,-154861,1306360
3595,2018,485236,380622,71236,33378,31821,31262,380192
3596,2018,26621262,23465062,2184757,971443,880183,911835,21253480
3603,2018,172766,133389,53926,-14549,1994,-742,325539
3605,2018,6710893,5337999,1237562,135332,222354,185448,8540808
3607,2018,5499980,5516027,680075,-662106,-890542,-985738,6990322
3617,2018,8333494,4843622,2831699,658173,592790,600783,9429628
3622,2018,738793,637673,210578,-109458,123068,246083,4673757
3633,2018,4256414,3806367,220845,229202,199066,189282,2655729
3645,2018,2268611,1460082,332985,475544,378821,377311,4059715
3653,2018,4681900,3536476,637962,507462,493679,475909,6821914
3656,2018,576541,608474,153446,-185379,-231083,-230736,1278528
3661,2018,3450678,2159237,969516,321925,257357,339293,3717404
3665,2018,21392398,16802531,2801039,1788828,1399589,1418860,17736102
3669,2018,2109636,1126688,929238,53710,46066,51439,2923308
3673,2018,113481508,109268955,4411565,-199012,364734,1403994,83967605
3674,2018,163113,109121,96277,-42285,-56902,-55753,174978
3679,2018,4218842,3421025,479562,318255,241752,223621,7362337
3682,2018,14565959,13200355,6292768,-4927164,-3267732,-3258302,37723758
3683,2018,2224688,1967600,222954,34134,13291,26997,2124404
3694,2018,6923957,6207168,825407,-108618,-118427,-166275,4460495
3701,2018,6356027,5527633,1210764,-382370,518501,431965,6830781
3702,2018,545127804,521497383,13053883,10576538,7515017,9051199,196060864
3703,2018,25154111,21429966,1373991,2350154,2018281,2080009,67005834
3704,2018,22222727,18052949,4928570,-758792,-601383,-683276,17119272
3705,2018,7513686,4078723,2632801,802162,685252,698496,11765649
3706,2018,30751819,25963951,4453972,333896,3296249,2991852,48046151
3708,2018,6195194,5008272,916368,270554,1017714,928252,8697614
3711,2018,371092421,309929371,34515301,26647749,26463839,25611207,533371203
3712,2018,3284200,2962770,466422,-144992,-166739,-248909,15539477
4104,2018,6345031,5145925,761046,438119,548423,500034,13980870
4106,2018,2105748,1228877,740028,136843,109317,92023,3146056
4108,2018,107483,52416,285276,-268907,-208772,-245047,2068339
4115,2018,802054,689259,95531,17264,4704,2922,1269963
4117,2018,243811,126763,180060,-63012,-69225,-71050,282177
4119,2018,1939913,1190970,233377,515566,447237,451216,3789079
4132,2018,91282,39969,385879,-334566,-343770,-343351,1121314
4133,2018,426023,240643,169398,20157,46118,65798,1294998
4136,2018,1334598,918539,356825,59234,58856,43821,1097646
4137,2018,4578513,799759,2216086,1562668,1218880,1136437,6388341
4141,2018,9123834,5390190,3048837,684807,96268,-326055,17075761
4142,2018,822366,1116673,422180,-716487,-665914,-594294,5678240
4148,2018,2687581,1912987,417825,356769,348687,347110,2974870
4150,2018,807464,695686,312791,-201013,-265760,-266576,1593986
4151,2018,1140391,907352,344007,-110968,-115086,-123122,1705893
4155,2018,1120346,818237,172643,137108,160511,154459,1850752
4164,2018,2507466,1776680,270805,459981,317829,264744,10847735
4166,2018,269539,263882,254713,-249056,-160101,-160736,1520537
4169,2018,540230,279800,228713,31717,24805,24666,808811
4170,2018,206330,47327,227001,-67716,-29910,-30145,363421
4172,2018,56490,28671,108068,-80249,-86348,-86396,584096
4186,2018,168351,75425,247700,-154774,-133196,-133460,572446
4190,2018,3108496,721270,1686535,700691,527525,497957,5998781
4191,2018,35882,30697,447038,-441853,-431942,-427360,1226267
4194,2018,172844,72966,270495,-170617,-174510,-172557,398790
4195,2018,438689,289323,214041,-64675,-68185,-68507,862384
4197,2018,142542,104241,73055,-34754,-31888,-31888,451237
4306,2018,19810468,17524456,1706509,579503,526652,288158,33227900
4414,2018,17402355,15023787,2504405,-125837,-1574532,-1486510,25244958
4426,2018,2046729,1461831,229767,355131,308181,307760,4858626
4427,2018,7679904,7310625,307266,62013,13650,-156,7959535
4431,2018,486416,407174,63802,15283,9431,10437,454420
4438,2018,13280440,11070093,1104203,1106144,857041,861446,10827722
4439,2018,5769670,4885762,548972,334936,263274,251909,2769638
4526,2018,11625277,8909759,2297955,417563,397299,387294,18087109
4532,2018,22479295,18923858,1907103,1648334,1151729,884105,26597440
4536,2018,7397503,5249089,1174958,973456,828639,769930,9831805
4537,2018,2859073,2104299,661392,93382,199052,197384,5634428
4544,2018,1675406,1206467,305193,163746,126940,118096,2063852
4545,2018,2073532,1713429,413436,-53333,-56767,-59032,3157721
4551,2018,4424839,3138569,467206,819064,499709,465627,7812341
4552,2018,7542981,5761439,540185,1241357,769605,677336,6337775
4555,2018,1704371,1067761,446252,190358,170504,131136,3948561
4557,2018,1566620,1095716,274184,196720,181185,169328,1810174
4559,2018,1287387,1006433,232072,48882,28494,14229,1924888
4560,2018,1816136,1070558,314092,431486,313070,279161,2333747
4562,2018,1433323,886562,365241,181301,149306,143138,3030217
4564,2018,2643402,1793570,205261,644571,504968,504487,6916866
4565,2018,1258269,906945,129974,221350,161727,152306,2308778
4566,2018,3426862,2738951,542795,145116,218127,197183,4477964
4571,2018,1566645,1044802,307972,213871,215343,191493,1724434
4573,2018,759675,434511,235189,89975,65997,63988,1756745
4575,2018,1097750,807126,248399,42225,70049,67455,2320302
4576,2018,2808949,1746324,785324,277301,258199,251797,4739413
4577,2018,1542739,1111155,378869,52715,32045,26291,1977765
4578,2018,1105180,835365,152943,116872,71216,70391,1359171
4581,2018,1097619,785419,145223,166977,147918,139086,1157270
4582,2018,1179257,1002117,227460,-78454,54888,56460,1403749
4720,2018,3256852,2688904,547071,20926,33145,-643,2903042
4722,2018,4748831,4043957,400216,304658,253856,252822,3517023
4730,2018,1726693,1420896,232786,73011,38931,34843,1470622
4737,2018,2007222,1090223,676448,240551,127892,130655,4589404
4738,2018,281432,335715,87231,-141514,-241540,-243451,497888
4739,2018,6310637,5529827,225170,555640,429430,425763,7283605
4746,2018,2687731,1773614,853633,60484,124657,138706,8725242
4755,2018,4049356,3289001,347387,412968,397732,370322,4378022
4763,2018,1739194,1317839,259187,162168,224091,200810,2316698
4764,2018,4530279,3278141,506631,745507,564855,535269,4311957
4766,2018,16022220,12214806,2906404,901010,716630,448744,17363453
4768,2018,522242,409010,102348,10884,4829,4812,746024
4807,2018,2928169,2052864,389035,486270,367406,406942,1704389
4904,2018,86634971,58632551,15629247,12373173,9424776,9503800,126816509
4906,2018,17333751,15733066,1659464,-58779,-21846,-1134535,16096231
4912,2018,6043090,4757020,680111,605959,405403,396214,5398427
4915,2018,64811408,57021985,5846909,1942514,1913975,1586656,43161501
4916,2018,8502426,6532739,1574866,394821,291175,321935,9077305
4919,2018,10040221,6127054,3158508,754659,710633,436780,6117668
4925,2018,723510,294937,542245,-113672,-54688,-53941,1502729
4927,2018,11175098,9354427,986132,834539,833058,1057091,12141347
4930,2018,11061171,9587464,1801125,-327418,-270027,-312348,11638453
4934,2018,2727097,3528921,322447,-1124271,-1844186,-1947092,5044428
4935,2018,5424061,4686917,595341,141803,169018,193709,8659046
4938,2018,1340002031,1299233486,28837922,11930623,11116099,12892550,584350615
4942,2018,7142528,5564526,799577,778425,638647,547446,9856170
4943,2018,5757902,3388653,879062,1490187,976545,855383,8173171
4949,2018,2209667,1697030,419000,93637,43352,42025,1317129
4952,2018,2844744,1861299,682911,300534,284345,271554,2812907
4956,2018,1176536,1024806,239600,-86865,-77016,-77318,2925265
4958,2018,117912881,91851933,11215330,14845618,11536495,10050795,140107153
4960,2018,12767162,12205208,1168822,-606868,-1048146,-1313592,27233917
4961,2018,8852376,7070163,1338159,444054,347605,343230,6437575
4967,2018,7199517,6731884,273697,193936,173761,173031,1525664
4968,2018,2650169,1785052,663948,201169,177185,176766,1883646
4976,2018,1690826,1499384,179720,11722,50414,50228,2537265
4977,2018,1930806,1416572,263632,247619,257641,260823,2386201
4980,2018,494901,322830,274088,-102017,-54677,-57889,827440
4985,2018,1219072,928111,179526,111435,265855,265299,2289481
4989,2018,3209423,2751788,142492,315143,276552,285234,2747190
4999,2018,2438666,1578808,320249,539609,470172,506045,4198758
5007,2018,7982431,6145671,448788,1387972,1138895,1134450,8450330
5203,2018,1573817,188570,965403,423427,328829,352748,5193145
5215,2018,1847931,1433354,250473,181127,171735,137448,2483631
5219,2018,218411,174897,42615,899,2385,1771,315614
5225,2018,9213755,8032080,892095,289580,247707,175692,5026967
5233,2018,231269,292117,112576,-173424,-161090,-158133,2069062
5234,2018,4412725,2924526,745558,742641,655535,655543,3891149
5243,2018,10299435,8852461,1021005,425969,374727,401865,9974931
5244,2018,786289,476601,202426,107262,87391,74238,1200392
5246,2018,490731,340535,156981,-6785,-2798,-4251,508707
5254,2018,578312,417146,130425,30741,43978,41496,600414
5258,2018,2327728,1648762,1128889,-449923,-345074,-343306,3055143
5262,2018,1782557,1682737,194821,-95001,-107819,-111684,916830
5267,2018,460678,306694,48115,105869,96098,95498,815166
5268,2018,2907228,2926847,112555,-132174,-128198,-128198,2766403
5271,2018,760768,607554,217100,-63886,-72460,-75495,885914
5277,2018,626584,535474,133739,-42629,-40088,-40258,1041275
5283,2018,5326108,3364635,990883,968931,809969,809928,4862822
5284,2018,1217575,805152,236384,176039,146469,202398,2512104
5285,2018,5009229,4106126,443741,459362,380818,358132,4874371
5286,2018,501849,218996,299449,-16596,-14055,-13819,316548
5288,2018,4614198,3806544,246772,560867,549798,579895,4216335
5292,2018,1230060,1029938,126687,73435,52328,50473,1165394
5295,2018,372024,315368,64945,-8289,-23088,-23584,675817
5298,2018,467557,319971,163624,-16038,17977,11268,1278662
5305,2018,12104775,8824272,2109345,1168845,1399502,1347670,20358571
5346,2018,49918730,34657213,6795611,13976782,10675822,10790654,81636062
5387,2018,987484,726356,253939,7189,51195411,51198854,445065
5388,2018,33384941,28907289,3577191,900461,848305,881570,23367826
5434,2018,28861199,25458229,1882847,1520415,1381588,1386168,17237405
5469,2018,43768976,37247527,4200364,2321085,1743976,4197225,62189716
5471,2018,3157555,1939870,935014,282671,338672,281617,3498263
5484,2018,424431,428736,216309,-220614,-183960,-183498,854750
5515,2018,6824128,6082369,381479,360280,207708,224415,9413463
5519,2018,2577520,1929159,187475,460886,443086,438898,8246446
5521,2018,3844011,3812023,165807,-133819,-70071,-44691,9852474
5522,2018,24241619,19199218,1858892,3188838,2004173,1813284,77334860
5525,2018,4187845,2852042,320391,1015412,927817,930309,10214501
5531,2018,7313145,5021698,1605891,685556,-29667,-66582,37179891
5533,2018,2265460,1575957,327490,362013,234147,241264,14731250
5534,2018,12106364,7467257,427339,4211242,4164410,4164410,27922835
5538,2018,8886549,7558551,599614,728384,537442,470917,7661302
5546,2018,4967893,4137358,191304,639231,446315,410267,3897800
5547,2018,794091,679654,64444,49993,48978,39596,676561
5607,2018,1698195,828599,413881,455715,282115,292362,7292607
5608,2018,4024044,3425977,296230,301837,-274551,-23197,26187533
5706,2018,2917517,2519162,236266,165117,163541,182563,1947819
5827,2018,,,1599045,,65985,,139246364
5828,2018,38093057,24748761,8610505,4733791,3709802,1187080,97721464
5830,2018,,,1905510,,753611,,165048194
5831,2018,405394347,385692845,15118528,4582974,5263236,-40312694,2707437099
5834,2018,5106870,3507329,1128354,471187,351906,267129,16696556
5835,2018,,,31340148,,21253351,,2843880636
5836,2018,,,22911586,,18825608,,2711117707
5838,2018,,,21403060,,0,0,2622331190
5839,2018,3485043,0,1347439,2137604,2326360,2766008,50427445
5840,2018,,,680897,,1895169,1393080,231442068
5841,2018,,,54905097,,29682613,,3959577818
5843,2018,,,23649277,,24172212,,3197584779
5844,2018,,,20233051,,17530747,,2861536140
5846,2018,819418217,763040422,29165453,27212342,30297261,-143603908,6391394629
5847,2018,,,24652636,,17123410,,2272337490
5848,2018,,,19698213,,10420311,,1701426814
5849,2018,,,13125378,,9674205,,1485321021
5850,2018,,,3009322,,1173122,,245627775
5852,2018,,,11255799,,8607600,,1288100288
5854,2018,,,23026545,,14768533,,3290578917
5857,2018,,,14686061,,9696543,,3005029932
5859,2018,75377761,72072422,2038480,1266859,641571,-4525581,437191172
5862,2018,,,2646340,,0,0,247066363
5863,2018,,,731941,,190189,204353,86875076
5865,2018,653093085,612154973,17174397,23763715,24979098,-75068249,4385527661
5868,2018,,,22056506,,9219318,11022027,5389875671
5870,2018,,,15076213,,0,0,779063577
5871,2018,50472590,18492510,14068839,18069435,13892493,13200733,400377709
5872,2018,,,7292821,,0,0,770950807
5873,2018,133154401,126369373,3579864,3205164,4059268,-19367859,1079782317
5874,2018,639836880,590084443,20223849,29528588,26528229,-123613354,4365075653
5875,2018,,,7893748,,0,0,453320292
5876,2018,,,13502972,,18361646,,1892409757
5880,2018,,,25114427,,16016254,13619879,3508287588
5901,2018,2592936,994286,1291011,307639,240537,241963,12193373
5906,2018,1695009,701637,947231,45943,9412,5653,1129028
5907,2018,6457831,1442685,4037506,977640,490621,302157,20934675
6005,2018,7638645,,6465477,1173168,1777510,1335322,117389907
6008,2018,16594038,,15451699,1142339,3829420,847360,277521586
