stock_code,year,total_operating_revenue,total_operating_costs,total_operating_expenses,net_operating_income,profit_or_loss,total_comprehensive_income,total_assets
4912,2020,5471250,4190903,595086,685261,454923,474988,6391719
4915,2020,68240939,60129865,5811277,2299797,1944267,1939604,47307082
4916,2020,3377878,2720527,768962,-111611,-180876,-272047,3038600
4919,2020,20668056,12961144,7384630,322282,532785,576255,32322701
4923,2020,679670,554142,101146,24382,14661,14661,603264
4925,2020,677238,277102,560289,-160153,-51231,-50472,1313504
4927,2020,11832513,9325012,1313390,1194111,1203755,767409,15268362
4930,2020,9466877,7718693,928742,819442,612482,595023,14966601
4934,2020,2193597,1968113,230632,-5148,-5340,-30961,3943027
4935,2020,11205768,8832825,797486,1575457,1355051,1262343,12439047
4938,2020,1399332906,1349728657,30541513,19062736,22419552,17605302,684346609
4942,2020,7263201,5553079,807641,902481,676365,740202,10249628
4943,2020,4304546,3233168,1109910,-38532,-185647,-32643,9804741
4949,2020,2497666,1898773,508564,90329,77284,82953,1456814
4951,2020,379285,129442,174669,75174,48855,45753,663773
4952,2020,2899677,1910243,666062,323372,282037,287919,2870648
4956,2020,1302811,1109629,178925,14257,16164,16540,2619651
4958,2020,131278537,104694389,12443932,14140216,11508290,12702391,181120487
4960,2020,9456875,9149122,577401,-269648,-91471,-37978,14571675
4961,2020,10879700,8498524,1587928,793248,731828,753881,9269684
4967,2020,7501914,6866367,445979,189568,141292,139600,3716377
4968,2020,5350200,3451573,890675,1007952,866216,865023,3661208
4976,2020,1371127,1316067,124406,-69346,-56832,-56832,2346310
4977,2020,3339200,2569262,356776,456968,538647,525503,3286730
4980,2020,287379,215133,205695,-133449,-94291,-94515,750360
4981,2020,212404,163315,53395,-4306,1372,1372,325507
4985,2020,1024216,790011,153627,80578,29878,30203,1896039
4989,2020,2796303,2612402,115520,68381,34323,39472,2487496
4994,2020,3246437,1521612,1165869,558956,432923,443509,2574757
4999,2020,2940744,1959814,325677,655253,420879,429083,4417896
5007,2020,5072643,4052201,363079,657363,615656,599195,7720904
5203,2020,1640662,185805,1217408,237449,188421,129178,5132942
5215,2020,3718647,2291833,355360,1070522,742244,759255,3909537
5216,2020,91081,80224,53825,-42968,-47927,-46960,157521
5219,2020,180052,161053,37029,-18030,-12600,-13183,295284
5222,2020,706035,320971,165301,219763,164118,163904,1192507
5225,2020,8941255,8425032,1121309,-605086,-676356,-685101,6402774
5228,2020,510845,379130,95984,35731,29343,30001,1205034
5233,2020,244220,387987,180459,-324226,-317148,-418339,5600922
5234,2020,4296103,2757332,805385,733386,631304,631302,4349169
5240,2020,425693,282163,239996,-96466,-94265,-93267,416999
5243,2020,9889935,8166970,1048944,674021,460937,363087,9784434
5244,2020,922384,487163,201590,233631,206985,214538,1467861
5246,2020,565404,367303,173826,24275,23517,23710,601821
5248,2020,353254,310207,49953,-6906,1063,1063,580514
5254,2020,646232,491345,126305,28582,19555,20180,638303
5258,2020,3734514,2771103,740130,223281,208003,205199,3632980
5260,2020,53410,55246,50470,-52306,-51788,-51715,101345
5262,2020,1117042,981947,113112,21983,10030,11516,698942
5267,2020,349859,242435,41619,65805,42514,42679,808274
5268,2020,2666725,2414267,99563,152895,134045,134045,2614962
5269,2020,6987470,3343785,1155429,2472712,2927912,4362195,15690529
5271,2020,771407,548839,200092,22476,3315,7114,1123208
5277,2020,676111,590287,127862,-42038,-51610,-51216,1117139
5283,2020,6032747,3674798,1262245,1097065,940023,940279,5564612
5284,2020,1259442,861414,284188,113840,117284,24748,3244879
5285,2020,4347192,3721172,400452,225568,129038,142450,5385782
5286,2020,312179,133962,218365,-40148,-59024,-57688,259021
5288,2020,4658907,3751757,292613,614527,553202,362099,5279781
5292,2020,1114301,880128,86064,148109,115945,117538,1280619
5295,2020,304890,289005,58625,-42740,-33591,-33714,526785
5297,2020,242286,143785,99396,-895,1768,3092,429350
5298,2020,175243,146749,105219,-76725,-79721,-79851,611429
5346,2020,22052,35660,951978,-532992,10667888,10458795,26306381
5387,2020,882260,448468,142811,290981,173082,166643,505869
5388,2020,36096281,30657660,4303582,1135039,900626,692959,30578748
5434,2020,36167994,31863244,2243331,2061711,2065325,2239332,21451715
5469,2020,45704270,36110210,4230478,5363582,4095395,3516893,75428898
5471,2020,5370626,3088156,1046307,1236163,1025601,1240198,5092369
5484,2020,310453,250937,142487,-82971,-48080,-43436,751413
5515,2020,6762818,6250304,290643,221871,374744,311245,9123907
5519,2020,3409980,2707819,186754,515407,453059,453710,9313633
5521,2020,7159730,5268115,742547,1149068,1007121,1050192,8327513
5522,2020,26845946,19670060,2112748,5099964,3838255,4761867,91661577
5525,2020,1000376,768822,214347,17207,44132,44351,16201670
5531,2020,5915557,4255476,1254390,405691,107806,-321,31868186
5533,2020,3834898,3234290,287190,313418,242758,244555,13982018
5534,2020,9197553,6224270,471550,2504834,2619876,2585750,34079058
5538,2020,9171338,7898297,579958,693083,494824,542571,8855428
5541,2020,104601,85469,26855,-7723,-8372,-8408,774887
5546,2020,5373642,4176922,309848,886872,731809,788983,7104238
5547,2020,999767,880340,65947,53480,42167,42167,895844
5607,2020,1907389,852821,379064,675504,588084,674783,14999367
5608,2020,2670823,3136862,221859,-687898,-1007168,-1308212,21627846
5706,2020,489508,359550,184929,-46931,13477,2538,2338162
5827,2020,,,,,289229,422481,153851958
5828,2020,43834359,28558263,9228258,6047838,5259473,6322508,117785098
5830,2020,,,,,694017,780801,179745958
5831,2020,413403151,398906930,14337228,158993,7238196,-661274,3262887276
5833,2020,,,,,533430,1073831,34643045
5834,2020,5717564,4146873,1180594,390097,301831,176991,19136799
5835,2020,,,,,22311304,,3229460260
5836,2020,,,,,19536661,,3286835565
5838,2020,,,,,12461154,0,3024871250
5839,2020,-5129,49303,1825622,-1880054,-1044784,-2386946,40167250
5840,2020,,,,,2781183,4000374,241281098
5841,2020,,,,,27268735,,4510256042
5842,2020,,,,,2930997,4957847,304305466
5843,2020,,,,,20332081,,3451678220
5844,2020,,,,,15682851,,3444318275
5846,2020,933078907,853629597,29565063,49884247,52682113,129880785,7675559325
5847,2020,,,,,16487552,,2946979116
5848,2020,,,,,12189739,,2085344017
5849,2020,,,,,9754100,,1994635826
5850,2020,,,,,957730,,273365256
5852,2020,,,,,6895871,,1443480272
5854,2020,,,,,14903142,,3900439874
5857,2020,,,,,8637119,7150196,3114717006
5858,2020,,,,,11515180,,5398798096
5859,2020,95655111,89362868,2409289,3882954,3236969,12190185,586481959
5862,2020,,,,,1018949,0,273967360
5863,2020,,,,,215721,198327,89427252
5865,2020,800473040,714332251,20135181,66005608,61414982,148695896,5317443245
5866,2020,943743,,854143,89600,214024,299872,26291593
5867,2020,757337,,656270,101067,112829,172619,5560962
5868,2020,,,22934492,,8994931,3141097,5821459476
5870,2020,,,,,8435000,8762815,849885649
5871,2020,59477759,16767025,19413774,23675886,17538421,17329523,593323834
5872,2020,,,,,2986447,2819721,683324804
5873,2020,136014931,128056490,4510316,3448125,7413040,13508950,1249276031
5874,2020,581061406,518908302,21858699,40294405,37384071,139195922,5168147433
5875,2020,,,,,836925,922201,415470396
5876,2020,,,,,17814616,,2113741790
5880,2020,,,25861904,,17134991,21931873,4147041390
5901,2020,2515213,981526,1210357,323330,208614,207861,13967275
5906,2020,1783704,851555,832566,98477,81142,53976,1190391
5907,2020,4790864,1573658,2970726,246480,-122122,35996,24340997
6005,2020,9724095,,6471900,3252195,3840679,3916654,163062634
6008,2020,24393968,,18077056,6316912,8722241,9956449,400895629
6024,2020,2425823,,2054726,371097,622344,578848,46413395
6025,2020,54969494,57991463,932910,-3954879,-2574587,-2398411,443894299
6027,2020,342250,,279295,62955,138629,193297,2579970
6028,2020,2367787,1990638,259792,117357,93031,93031,1043860
6029,2020,8203940,5834914,1795927,573099,500701,769795,18722921
6108,2020,8308167,7321298,753771,233098,-83160,-60358,9723879
6112,2020,13512521,11891139,971412,649970,576099,576099,8147415
6115,2020,6174144,4839553,487118,847473,481262,436829,8263284
6116,2020,19553306,14713779,2130575,2708979,3835096,4351497,52023356
6117,2020,2202994,1785858,487285,-70149,-91303,-88661,3080899
6120,2020,14290244,14634159,1234746,-1578661,-1240799,-1122707,19741580
6128,2020,4239384,2643596,1533874,61914,148632,12007,6523457
6131,2020,15310,6548,39042,-30280,13116,14780,172662
6133,2020,947499,799891,197591,-49983,1919,-39421,2119045
6136,2020,652952,544913,141912,-33873,56309,199151,2780734
6139,2020,13916562,13111029,935186,-129653,209927,76515,28262080
6141,2020,3267428,2601885,348958,316585,345825,323981,5049016
6142,2020,3291260,3216162,578189,-503091,-434942,-333953,4673657
6152,2020,3054963,2513697,595228,-53962,24056,39153,3458316
6153,2020,16037113,14171347,1454285,411481,657018,685035,32277650
6155,2020,606740,452749,111497,42494,34073,68276,2551071
6164,2020,760612,569253,249479,-58120,-16680,2720,1711337
6165,2020,845362,655685,201476,-11799,62392,63098,1206185
6166,2020,9635678,5820891,3339800,474846,241648,186688,8742427
6168,2020,2507351,1974626,308823,223902,143646,344810,4054588
6172,2020,518477,508837,11878,-2238,12095,12095,820065
6176,2020,56093201,45420091,2802771,7996245,5227665,5654162,55851948
6177,2020,2103343,1523562,412133,167648,149496,73406,31829965
6183,2020,1899439,1141678,337963,421316,337210,304104,3179233
6184,2020,2005196,996435,347585,661176,501248,500388,7498838
6189,2020,26710813,24691055,987277,1032481,604676,636402,12044400
6191,2020,22816306,18410176,2048451,2357679,1665915,974938,31554142
6192,2020,5934549,4041349,933503,959697,744132,753757,8025968
6196,2020,25119857,22019515,1898844,1201498,875502,870287,20261423
6197,2020,3582522,2632170,570058,380294,270395,324482,4750068
6201,2020,3511749,2747078,376843,387828,298681,309782,3670253
6202,2020,5614539,2987604,1470272,1124132,1048117,1322495,6187324
6205,2020,1334922,876517,285269,173136,142062,127750,2698827
6206,2020,4432961,2889455,842114,701392,597928,588950,5592068
6209,2020,2979162,2857760,364044,-213036,-216792,-235189,4591514
6213,2020,25421687,20471073,1732408,3218206,2665565,2804097,25684378
6214,2020,23735090,17933292,4876925,924873,1675722,1386499,22029235
6215,2020,1603098,1209918,320203,72977,78965,-23746,1983800
6216,2020,841245,430916,265009,145320,108723,106113,1669131
6224,2020,1767267,887730,455612,423925,400635,407901,3449006
6225,2020,23202,18640,11104,-6542,-6760,-6760,23980
6226,2020,809208,544116,277274,-12182,-52067,-46668,2600689
6230,2020,9123421,7140739,900006,1082676,782398,774179,8711488
6235,2020,1997427,1518662,507892,-29127,649834,635066,4459852
6239,2020,76180649,61152021,4310458,10718170,8178977,8047944,108746240
6243,2020,636513,490593,171492,-25572,-61358,-61237,872973
6251,2020,12624101,10910451,1164875,548775,679065,732135,13185306
6257,2020,12428549,8819196,1270608,2338745,1926589,2070335,29813911
6269,2020,29897996,23763897,2694780,3439319,2934043,3028416,42767373
6271,2020,10178002,7282206,890349,2005447,1450675,1378265,25437173
6272,2020,2067989,1606267,432943,28779,23868,43131,2584216
6277,2020,4823613,1984333,2230930,608350,1501978,1506543,7492315
6278,2020,41405758,36396409,2509284,2500065,2188249,1571598,38029686
6281,2020,19476255,15870908,2864497,740850,581932,566659,8215344
6282,2020,20983757,17452034,3140513,391210,1397900,1366643,26975898
6283,2020,1675786,1493569,366005,-183788,-85483,-104983,3573907
6285,2020,62648731,55697894,5478374,1472463,1466920,1531854,37938976
6288,2020,3776717,2994036,594162,188519,143588,141695,5313006
6289,2020,77932,175081,38907,-136056,-73234,-72930,200120
6403,2020,101813,90316,46732,-35235,-31931,-31432,210953
6405,2020,441734,394273,129617,-82156,87165,87165,2159721
6407,2020,2540460,2477169,307642,-244351,-458255,-438937,3541835
6409,2020,13652564,9634383,1287707,2730474,2197144,2208915,11921210
6412,2020,34863027,28443674,3593434,2825919,2127220,2137913,25171091
6414,2020,84091485,64498302,15919158,3674025,3155383,3173211,93162581
6415,2020,13876445,7204323,3613711,3108914,3241795,2816174,19867286
6416,2020,5465855,4317359,600358,548138,416837,420790,4865403
6423,2020,128364,846,110558,16960,15765,15849,294909
6426,2020,710777,332612,196674,181491,137872,134144,1537534
6428,2020,58738,27191,39027,-7480,-6361,-6361,165874
6431,2020,152753,152901,64206,-64354,-62874,-54147,377989
6434,2020,1588837,1461514,82795,44528,17833,17836,4785032
6438,2020,3395005,2339198,558951,496856,379262,392754,4749637
6442,2020,2413548,2006106,380159,27283,-38051,-44871,2906024
6443,2020,4623829,4134896,398544,-295041,-284866,-283942,9418445
6449,2020,2384625,1701353,296374,386898,261615,298077,4036597
6451,2020,4849689,3269332,618751,961606,719556,812397,14683881
6456,2020,127104736,116143614,8422821,2538301,3730920,4323669,92212366
6464,2020,4328920,2099127,769441,1460352,1067431,1090849,20217377
6468,2020,837049,604666,205460,26923,2643,-403,899218
6473,2020,79102,42545,42818,-6261,-1015,-10043,299765
6474,2020,3599613,3020060,422206,157347,122914,107400,2796709
6475,2020,98206,146062,71104,-118960,-108580,-109549,263078
6477,2020,2085142,1636461,118691,329990,263449,254039,5310690
6479,2020,63824,41777,63099,-41052,-38639,-38607,356080
6483,2020,,,33740,-33740,-34747,-34747,67404
6484,2020,15536,15598,40818,-40880,-41619,-41843,50100
6491,2020,3978413,1973888,1148837,855688,715359,717010,6416031
6493,2020,178957,130071,67495,-13723,45878,47563,409708
6495,2020,577352,513292,237164,-173104,-321544,-316629,1892693
6498,2020,789767,542285,104189,143293,112575,119883,762265
6504,2020,9371410,6626279,668477,2076654,1453723,1489386,10878981
6505,2020,415281764,402313818,10199178,2768768,7372455,5198005,380923116
6515,2020,2909821,1743140,498843,667838,530965,534425,2406078
6517,2020,460272,349662,77388,33222,36486,39087,387396
6518,2020,809704,745298,36342,28064,19773,19800,1088649
6525,2020,3750121,2546565,283984,919572,684661,688564,5151270
6531,2020,3549497,2523826,505925,519746,820983,832043,3983400
6533,2020,581012,1183,542207,37622,35142,35621,1402903
6534,2020,702189,112182,444933,145074,100162,90145,2879266
6536,2020,55446,18185,71321,-34060,-32652,-36298,96185
6539,2020,1811757,886250,657772,267735,284681,285569,1827483
6541,2020,300,157,2099720,-2099577,-2104236,-2188892,4372725
6543,2020,807759,555032,123020,129707,100694,87095,939475
6545,2020,158763,118221,70267,-29725,-25474,-25474,158833
6546,2020,2665325,2088907,208638,367780,286468,290626,1917840
6549,2020,0,0,40378,-40378,-42457,-42457,183196
6550,2020,9410,6979,680489,-678058,-660224,-752553,3362380
6552,2020,2646853,2269081,195266,182506,148328,379765,4257290
6555,2020,506604,400511,81260,24833,53290,71169,3303936
6558,2020,1792597,1452785,236437,103375,62389,73422,2561099
6559,2020,79128,67325,37357,-25554,-29386,-28018,278339
6562,2020,477564,343248,288134,-153818,-91630,-97299,1537479
6563,2020,93102,88236,63694,-58828,-59919,-59919,177478
6564,2020,22876,14657,90941,-82722,-74453,-74453,657625
6565,2020,199825,83310,102589,13926,13000,13266,241464
6566,2020,178975,80945,94317,3713,69519,69431,365541
6572,2020,101347,59666,189990,-148309,-141069,-145886,823231
6573,2020,1615250,1523927,276372,-185049,-237460,-223921,3027920
6575,2020,,,211870,-211870,-219291,-219495,332480
6579,2020,5898185,3967732,1309861,620592,464171,471843,9577118
6580,2020,3359,1759,164622,-163022,-162314,-162654,837301
6581,2020,1622229,883443,207289,531497,407534,408293,5043033
6582,2020,5268419,2604477,462082,2201860,1777831,1729397,5964918
6583,2020,280099,129058,46005,105036,87929,88040,473120
6584,2020,1456264,1239844,211523,4897,-10874,-8292,3255690
6585,2020,1987850,1561636,303094,123120,62477,61099,4403903
6586,2020,138,71,309623,-309556,-296839,-297770,2142947
6587,2020,49685,33684,33426,-17425,-18997,-15795,388874
6591,2020,1578165,1044718,234454,298993,163871,183478,2381625
6592,2020,14665572,5232055,6228100,3205417,2792480,2865086,159009244
6595,2020,0,1040,69845,-70885,-131591,-131520,196827
6597,2020,433216,407822,54753,-29359,-31538,-31538,531404
6598,2020,299015,105491,327038,-133514,-103496,-161785,1227221
6599,2020,1020882,804327,171354,45201,36275,35104,743413
6605,2020,14260153,10806384,2509734,1027208,551800,575768,30449444
6606,2020,708098,442899,185284,79915,344849,361910,2822562
6610,2020,1246,1043,98761,-98558,-101858,-101858,387037
6611,2020,16763,24030,19748,-27015,-37444,-37444,58384
6614,2020,2653433,2199103,309316,145014,169950,163050,2624237
6617,2020,833,47,118152,-117366,-99317,-128175,1204017
6618,2020,83242,70357,129106,-116221,-132852,-135085,259507
6620,2020,28859,1422,344915,-317478,-282104,-285984,582439
6621,2020,138635,69319,89930,-20614,-55351,-22229,415567
6622,2020,134686,120542,35790,-21646,-56503,-55370,790040
6623,2020,47471,31794,46609,-30932,-24717,-24700,232625
6625,2020,795225,768665,175218,-148658,-131861,-132105,1102635
6626,2020,614767,339786,508876,-233895,-81648,-90112,675081
6633,2020,11215,8586,91647,-89018,-85632,-85630,93587
6634,2020,462,138,84430,-84106,-82011,-82011,453158
6635,2020,1026309,866582,129477,30250,14760,18747,1024521
6637,2020,545917,326404,90464,129049,96058,98861,756705
6638,2020,4174487,3301427,441239,431821,263053,238399,4717820
6639,2020,214714,206586,40526,-32398,-37423,-35386,637546
6641,2020,1846674,1106723,477846,262105,215511,233263,2014103
6645,2020,302896,223592,113879,-34575,-26150,-26205,594213
6647,2020,9790879,2372216,4006985,3690343,2859129,2856741,106924672
6648,2020,782330,539690,64055,178585,147376,146940,1195110
6650,2020,172006,52886,53442,65678,54662,54662,656434
6652,2020,,,114244,-114244,-113770,-105673,281106
6655,2020,2088346,1043612,672292,372442,294938,290186,5472527
6657,2020,7081,2256,138411,-133586,-129479,-129479,705445
6658,2020,1251101,949867,210910,90324,69388,72451,1794601
6659,2020,732668,485567,256461,-9360,-37751,-29146,2502893
6660,2020,599151,493503,122367,-16894,-63008,-65564,957713
6663,2020,30807,32858,97820,-99871,-98873,-101320,147590
6665,2020,1507157,1056155,301668,149334,118033,122168,1777122
6666,2020,844885,327060,458607,59218,103916,119614,2079050
6668,2020,1689699,1058063,422960,208676,123054,132509,3577273
6669,2020,186927647,171626518,4059275,11241854,8609657,8312952,54724165
6670,2020,14229734,10971403,1617826,1640505,1212881,1156043,14474231
6671,2020,1913403,1145847,492136,275420,220416,236845,2275946
6672,2020,4830183,3406860,891317,532006,373253,443894,4460252
6673,2020,179328,176200,42732,-39604,-50114,-50108,420720
6674,2020,2704414,2321156,360193,23065,46723,47122,2746159
6676,2020,419941,195872,298410,-74341,-101760,-101760,1499594
6677,2020,866110,509816,299311,56983,38607,38607,1913199
6682,2020,621985,623286,161158,-200664,-182491,-183019,1093612
6688,2020,49867,81517,57361,-89011,-91251,-91251,353310
6689,2020,7025288,6330825,547211,147252,152182,104764,3454826
6691,2020,5353892,4566721,192838,594333,467046,487422,5030551
6692,2020,1472980,1085797,174504,212679,165661,134365,1345392
6693,2020,860440,678157,143110,39173,29263,29301,936766
6694,2020,5263,113831,61613,-170181,-163276,-163276,933911
6695,2020,758213,445101,397145,-84033,-76538,-76117,667859
6696,2020,,,196994,-196994,-151844,-148952,1218859
6698,2020,620635,425757,152487,42391,27586,32846,2295555
6699,2020,120089,59749,89456,-29116,-31059,-36454,212948
6704,2020,206585,89089,191891,-74395,-74558,-74558,1175677
6705,2020,275699,189472,84274,1953,4639,4639,511012
6706,2020,3159682,2085787,634713,439663,342846,393793,4961630
6707,2020,6241853,5982984,208944,49925,33568,26139,3075173
6708,2020,234924,101950,110243,22731,13578,13445,411786
6709,2020,,,75793,-75793,-70162,-70162,316257
6713,2020,41533,197811,42982,-199260,-197206,-197206,597383
6715,2020,2404160,1673555,327802,402803,279530,284074,2821274
6717,2020,394693,305591,50054,39048,26072,26450,454472
6719,2020,4199287,2742824,935703,520760,437580,437580,3235855
6720,2020,287795,207689,62012,18094,11957,13998,349543
6721,2020,2078325,1884642,59864,133819,109453,109453,787175
6722,2020,2500438,1952151,645969,-97682,-57087,-53759,2979455
6723,2020,740143,628280,74313,37550,33846,37392,676843
6724,2020,37054,14581,145826,-123353,-125069,-127322,415252
6725,2020,2534620,2402857,73098,58665,36159,37125,1134784
6726,2020,237504,231833,58632,-52961,-39816,-40124,642946
6729,2020,84179,29594,53066,1519,5918,5918,353280
6730,2020,319362,180680,94071,44611,32322,32386,538071
6731,2020,776867,418843,319962,38062,23672,637,1096119
6734,2020,15924,11420,84532,-80028,-76614,-76631,97455
6735,2020,340312,82134,106238,151940,118765,118908,828446
6736,2020,24174,29923,51153,-56902,-63130,-63130,72624
6737,2020,5952046,4879223,429674,643149,487410,462798,4266866
6738,2020,135118,119426,150401,-134709,-134490,-135260,154919
6739,2020,246669,105853,126011,14805,10996,10872,315176
6742,2020,425128,374785,62116,-11773,2058,-114,914543
6743,2020,4998255,3753197,571885,673173,495059,466749,7059007
6744,2020,178906,92982,57341,28583,25393,25393,283990
6746,2020,139257,65836,64045,9376,12190,12190,278769
6748,2020,18033,9458,64541,-55966,-50018,-50688,203429
6750,2020,1992472,1736648,141819,113969,78064,79721,1976136
6753,2020,1935269,1661170,67050,207049,143480,129071,3932478
6754,2020,3117134,2293085,469640,354409,213206,230461,3873112
6755,2020,3307735,2542283,357800,407652,294712,305618,2737528
6756,2020,1969592,1008750,575204,385638,318484,317960,3040576
6757,2020,1880636,3351386,337808,-1808558,-1371056,-1365439,11694612
6758,2020,369974,82695,254310,32969,30389,29960,542263
6761,2020,1464275,1037476,303318,123481,92077,90865,1146804
6763,2020,1021129,602462,194760,223907,181842,181842,2970267
6764,2020,1101287,590472,319695,191120,146883,146883,1240226
6768,2020,13514535,11005026,1719791,789718,409107,-22334,16294867
6770,2020,45684615,34692204,5460494,5744244,3806477,3719627,78914033
6771,2020,490781,244401,103421,142959,108295,107864,1244218
6772,2020,,,34721,-34721,-43097,-43658,368541
6775,2020,2939858,2392575,274410,272873,207979,207984,2278953
6776,2020,17281341,16570121,534270,176950,194218,204322,4786852
6778,2020,1040,435,70536,-69931,-71850,-72744,263723
6779,2020,1503425,1191662,217175,94588,36378,34589,2019196
6780,2020,450966,38485,365340,47141,42744,42801,312955
6781,2020,6306568,4289805,790340,1226423,906913,956796,6692504
6782,2020,1526389,976201,388471,161717,128072,91541,2224755
6784,2020,223191,172380,36941,13870,5043,5017,312261
6785,2020,600,,171365,-170765,-142797,-142797,603975
6786,2020,39945,0,51456,-11511,-10780,-10780,281894
6787,2020,19398,72027,31825,-84454,-83690,-83629,329650
6788,2020,730182,353988,174743,201451,160013,162272,1022749
6789,2020,6946349,3835451,587178,2556440,2090545,2090545,11771768
6790,2020,10147738,6911622,1690146,1545970,1500693,1471090,7541547
6791,2020,454463,253849,124643,75971,64640,64328,524053
6792,2020,1291635,805724,305031,180880,173440,173394,1522339
6793,2020,0,0,62744,-62744,-67824,-67824,2201959
6794,2020,3982,1644,113692,-111354,-109209,-109209,391223
6795,2020,65495,43135,101309,-78949,-79164,-79530,237665
6796,2020,402473,183195,154452,64826,54124,54799,618329
6797,2020,1719079,761017,160404,797658,618187,618187,1883140
6798,2020,340482,314341,65636,-39495,-29457,-28416,352654
6799,2020,635552,355399,116784,163369,136973,137042,542569
6804,2020,1361994,1239477,81281,41236,25801,26375,1598846
6805,2020,2223219,1641223,292651,289345,210385,221104,2828985
6806,2020,523537,377279,135146,11112,244389,243608,7185531
6808,2020,13261,8290,55299,-50328,-47918,-47918,482571
6810,2020,,,65103,-65103,-64834,-64834,221477
6811,2020,5424307,4772952,377994,273361,209232,201879,3336417
6812,2020,460042,178508,160840,120694,107337,106941,818862
6813,2020,192031,168016,36586,-12571,3423,3340,237371
6814,2020,181410,62962,123761,-5304,-10542,-10542,523607
6815,2020,306389,177963,113439,14987,11049,11021,437765
6816,2020,119412,66444,24932,28036,22978,22978,277375
6817,2020,505120,301300,120103,83717,99685,97393,658868
6818,2020,911132,638436,252451,20245,8239,9612,819988
6819,2020,1213545,488990,228287,496268,402453,402451,832499
6820,2020,714520,542300,128803,43417,22995,25827,675061
6821,2020,437654,298409,108156,31089,26938,24559,861261
6822,2020,5494,1420,78537,-82159,-85205,-85205,182873
6823,2020,647556,440738,103516,103302,83456,84266,375127
6824,2020,48,1,57914,-57867,-53159,-53104,342060
6825,2020,175643,100543,69840,5260,3309,3437,162760
6826,2020,5657972,4967350,310068,380554,292340,292752,6330951
6827,2020,7429,,156758,-149329,-148863,-148863,265141
6829,2020,354957,274795,37404,42758,31236,33388,1496742
6830,2020,1113184,702861,216469,193854,159106,164625,2331208
6831,2020,891943,692298,148492,79553,66933,69682,1196667
6832,2020,336860,173989,83570,79301,65492,66548,845817
6833,2020,1213404,784684,211739,216981,177188,178883,1204757
6834,2020,887305,715686,139444,32175,40814,42087,1517999
6835,2020,2481021,1942848,282032,256141,163543,183942,2303786
6837,2020,269662,170235,66573,32854,35585,35585,805769
6840,2020,662798,336218,244723,81857,36480,44170,1079594
7419,2020,85651,67691,33557,-15597,-17900,-17900,485082
7427,2020,0,0,29886,-29886,-31265,-31265,125852
7443,2020,665645,577911,91050,-3316,-7393,-7243,737333
7452,2020,219719,72646,141278,5795,15590,15357,158225
7507,2020,276585,245257,59571,-42573,-60847,-72382,1156889
7516,2020,207880,180598,63855,-36573,-55503,-54432,249037
7547,2020,165794,96109,62326,7359,16659,16278,486034
7551,2020,223462,147539,52169,23754,22331,22331,260433
7555,2020,271691,137842,50474,83375,70699,70699,366609
7558,2020,314163,180436,112387,21340,11126,11126,359822
7561,2020,156295,88436,68081,-222,-1413,-1305,475804
7566,2020,269547,80449,128218,60880,64216,64690,1783784
7570,2020,105407,45877,76886,-17356,-9083,-15587,206638
7575,2020,475061,117734,299745,57582,36108,36108,630453
7584,2020,571365,312493,170158,88714,73938,76251,344345
7595,2020,101351,57060,58161,-13870,-11206,18792,449913
8011,2020,1437057,1247933,220990,-31866,-66739,-72475,6749038
8015,2020,134293,87175,46162,956,7287,8033,379853
8016,2020,13804562,9018737,2495301,2383048,2164113,1969226,13816160
8021,2020,2973426,2003273,497159,468306,304257,362107,6348855
8022,2020,351311,17608,330304,3399,12396,12373,477395
8028,2020,2442176,1914775,451509,75892,115558,116116,5123329
8029,2020,1012580,729537,162958,120085,22404,29705,1372368
8033,2020,908235,581315,334639,-2833,24471,16323,1277529
8039,2020,8766318,6687745,1035688,1042885,784353,752882,11531915
8045,2020,1059365,647464,345898,66003,16843,-316,2132176
8046,2020,38512743,32760832,1644370,4107541,3665917,3590297,44556237
8070,2020,16424018,13977042,1125899,1321077,1362120,2106684,23319671
8072,2020,1222174,1052834,166457,2883,-3395,-5298,2500072
8081,2020,7407799,4609667,1439407,1358725,1097448,1045825,7803097
8101,2020,3056058,3139762,614621,-698325,-643349,-638222,2603954
8103,2020,3134712,2104188,644936,385588,214340,246261,4529146
8104,2020,1638051,1217433,229169,191449,207781,198135,3643945
8105,2020,7159043,7013220,921298,-775475,-1090187,-1075574,11514631
8110,2020,5965534,5767398,291690,-93554,254887,205693,17973245
8112,2020,137509979,133883606,1306364,2320009,1834350,1441599,40547997
8114,2020,8089642,5459637,2163068,467067,106018,-78916,13829096
8115,2020,2593267,2187668,253953,151646,185380,245527,4563579
8119,2020,1553695,1139196,290543,123956,98571,96817,1855876
8131,2020,9706776,7817062,204431,1685283,1402677,1357939,13609010
8134,2020,692514,527809,114477,50228,31372,48940,1181405
8140,2020,98786,93560,74948,-69722,-59737,-8344,423958
8150,2020,23011381,17979208,1601249,3566502,2367483,2489545,35080814
8152,2020,1527677,1242769,127096,157812,36579,42515,3111834
8163,2020,22349528,18491952,2723251,1134325,953347,1077450,24269506
8179,2020,3884091,3262338,387727,234026,206658,246330,6958137
8201,2020,1065712,898525,230251,-63064,-47675,-93734,907040
8210,2020,7544545,5612927,968425,963193,973547,935473,8037116
8213,2020,22847267,19501266,1688874,1657127,1911734,2214824,31444986
8215,2020,15049948,12776414,1726161,547373,395973,346335,11059451
