產業別,年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
02,2023,188432.84,50.59,176198.82,55.92,12234.02,21.33,T
02,2024,155069.85,41.63,150890.86,47.89,4178.99,7.29,T
02,2025,121706.86,32.68,125582.91,39.85,0,0,T
02,2026,88343.87,23.72,100274.95,31.82,0,0,T
02,2027,54980.88,14.76,74966.99,23.79,0,0,T
02,2028,21617.89,5.8,49659.04,15.76,0,0,T
02,2029,0,0,24351.08,7.73,0,0,T
02,2030,0,0,0,0,0,0,T
02,2031,0,0,0,0,0,0,T
02,2032,0,0,0,0,0,0,T
02,2033,0,0,0,0,0,0,T
02,2034,0,0,0,0,0,0,T
02,2035,0,0,0,0,0,0,T
02,2036,0,0,0,0,0,0,T
02,2037,0,0,0,0,0,0,T
02,2038,0,0,0,0,0,0,T
02,2039,0,0,0,0,0,0,T
02,2040,0,0,0,0,0,0,T
02,2041,0,0,0,0,0,0,T
02,2042,0,0,0,0,0,0,T
02,2043,0,0,0,0,0,0,T
02,2044,0,0,0,0,0,0,T
02,2045,0,0,0,0,0,0,T
02,2046,0,0,0,0,0,0,T
02,2047,0,0,0,0,0,0,T
02,2048,0,0,0,0,0,0,T
02,2049,0,0,0,0,0,0,T
02,2050,0,0,0,0,0,0,T
06,2020,314914.72,95.31,125617.28,93.44,189297.44,96.6,
06,2019,330399.62,100,134441.47,100,195958.15,100,
06,2018,380559.63,115.18,163009.92,121.25,217549.71,111.02,
06,2017,387432.73,117.26,157600.12,117.23,229832.61,117.29,
06,2016,292323.84,88.48,114271.58,85,178052.26,90.86,
06,2015,279751.74,84.67,111983.4,83.3,167768.34,85.61,
06,2014,243164.06,73.6,96569.37,71.83,146594.69,74.81,
06,2013,183290.74,55.48,43774.21,32.56,139516.53,71.2,
06,2021,290742.05,88,114956.33,85.51,175785.72,89.71,T
06,2022,266569.38,80.68,104295.39,77.58,162273.99,82.81,T
06,2023,242396.71,73.36,93634.44,69.65,148762.27,75.92,T
06,2024,218224.04,66.05,82973.49,61.72,135250.55,69.02,T
06,2025,194051.37,58.73,72312.55,53.79,121738.82,62.12,T
06,2026,169878.7,51.42,61651.6,45.86,108227.1,55.23,T
06,2027,145706.03,44.1,50990.65,37.93,94715.38,48.33,T
06,2028,121533.36,36.78,40329.71,30,81203.65,41.44,T
06,2029,97360.69,29.47,29668.76,22.07,67691.93,34.54,T
06,2030,73188.02,22.15,19007.81,14.14,54180.21,27.65,T
06,2031,49015.35,14.84,8346.87,6.21,40668.48,20.75,T
06,2032,24842.68,7.52,0,0,27156.76,13.86,T
06,2033,670.01,0.2,0,0,13645.04,6.96,T
06,2034,0,0,0,0,133.31,0.07,T
06,2035,0,0,0,0,0,0,T
06,2036,0,0,0,0,0,0,T
06,2037,0,0,0,0,0,0,T
06,2038,0,0,0,0,0,0,T
06,2039,0,0,0,0,0,0,T
06,2040,0,0,0,0,0,0,T
06,2041,0,0,0,0,0,0,T
06,2042,0,0,0,0,0,0,T
06,2043,0,0,0,0,0,0,T
06,2044,0,0,0,0,0,0,T
06,2045,0,0,0,0,0,0,T
06,2046,0,0,0,0,0,0,T
06,2047,0,0,0,0,0,0,T
06,2048,0,0,0,0,0,0,T
06,2049,0,0,0,0,0,0,T
06,2050,0,0,0,0,0,0,T
01,2020,9053574.07,103.42,8603669.24,103.71,449904.83,98.17,
01,2019,8754155.65,100,8295869.6,100,458286.05,100,
01,2018,8653007.73,98.84,8136381.87,98.08,516625.86,112.73,
01,2017,8678802.56,99.14,8128718,97.99,550084.56,120.03,
01,2016,9109632.44,104.06,8529236.89,102.81,580395.55,126.64,
01,2015,10686443.6,122.07,10050227.05,121.15,636216.55,138.83,
01,2014,11526355.02,131.67,10879824.45,131.15,646530.57,141.08,
01,2013,13241826.79,151.26,12562198.02,151.43,679628.77,148.3,
01,2021,9178497.91,104.85,8761986.32,105.62,416511.59,90.88,T
01,2022,9303421.74,106.27,8920303.4,107.53,383118.34,83.6,T
01,2023,9428345.58,107.7,9078620.48,109.44,349725.1,76.31,T
01,2024,9553269.42,109.13,9236937.56,111.34,316331.86,69.02,T
01,2025,9678193.25,110.56,9395254.64,113.25,282938.61,61.74,T
01,2026,9803117.09,111.98,9553571.72,115.16,249545.37,54.45,T
01,2027,9928040.93,113.41,9711888.8,117.07,216152.13,47.17,T
01,2028,10052964.76,114.84,9870205.88,118.98,182758.88,39.88,T
01,2029,10177888.6,116.26,10028522.96,120.89,149365.64,32.59,T
01,2030,10302812.44,117.69,10186840.04,122.79,115972.4,25.31,T
01,2031,10427736.27,119.12,10345157.12,124.7,82579.15,18.02,T
01,2032,10552660.11,120.54,10503474.2,126.61,49185.91,10.73,T
01,2033,10677583.95,121.97,10661791.28,128.52,15792.67,3.45,T
01,2034,10802507.78,123.4,10820108.36,130.43,0,0,T
01,2035,10927431.62,124.83,10978425.44,132.34,0,0,T
01,2036,11052355.46,126.25,11136742.52,134.24,0,0,T
01,2037,11177279.29,127.68,11295059.6,136.15,0,0,T
01,2038,11302203.13,129.11,11453376.68,138.06,0,0,T
01,2039,11427126.97,130.53,11611693.76,139.97,0,0,T
01,2040,11552050.8,131.96,11770010.84,141.88,0,0,T
01,2041,11676974.64,133.39,11928327.92,143.79,0,0,T
01,2042,11801898.48,134.81,12086645,145.69,0,0,T
01,2043,11926822.31,136.24,12244962.08,147.6,0,0,T
01,2044,12051746.15,137.67,12403279.16,149.51,0,0,T
01,2045,12176669.99,139.1,12561596.24,151.42,0,0,T
01,2046,12301593.82,140.52,12719913.32,153.33,0,0,T
01,2047,12426517.66,141.95,12878230.4,155.24,0,0,T
01,2048,12551441.5,143.38,13036547.48,157.15,0,0,T
01,2049,12676365.33,144.8,13194864.56,159.05,0,0,T
01,2050,12801289.17,146.23,13353181.64,160.96,0,0,T
